Name ID;Person name;Birth Year (Film person);Death Year (Film person);Profession (Film person);# Film people
nm0319636;Jack Gilpin;1951;;actor;1
nm0319638;Jean Gilpin;1950;;actress;1
nm0319642;Kris Gilpin;1956;;editorial_department;1
nm0319652;William 'W' Gilpin;1953;;art_department;1
nm0319665;Gerard Gilroy;1970;;actor;1
nm0319687;Annemie Gils;1957;;actress;1
nm0319690;Alan Gilsenan;1962;;director;1
nm0319694;Peter Gilsfort;1958;;actor;1
nm0319698;Jessalyn Gilsig;1971;;actress;1
nm0319700;Brad Gilson;1977;;editor;1
nm0319705;Fulton 'Greg' Gilson;1952;2020;transportation_department;1
nm0319720;Suzy Barbieri;1966;;actress;1
nm0319722;Goert Giltay;1952;;cinematographer;1
nm0319739;Clarence Gilyard Jr.;1955;;actor;1
nm0319757;Norman Gimbel;1927;2018;music_department;1
nm0319760;Thomas Gimbel;1966;;actor;1
nm0319810;Alberto Gimignani;1961;;actor;1
nm0319814;Ingar Helge Gimle;1956;;actor;1
nm0319831;Sandra Lee Gimpel;1939;;stunts;1
nm0319843;Daniel Giménez Cacho;1961;;actor;1
nm0319846;Antonio Giménez Rico;1938;2021;director;1
nm0319852;Carlos Giménez;1941;;soundtrack;1
nm0319879;Soledad Giménez;1963;;soundtrack;1
nm0319880;Susana Giménez;1945;;actress;1
nm0319885;Xavi Giménez;1970;;cinematographer;1
nm0319909;Bican Günalan;1964;;actor;1
nm0319926;Evgeniy Gindilis;1966;;producer;1
nm0319936;Jean-Marie Gindraux;1962;;production_manager;1
nm0319941;Patricio Ginelsa;1976;;director;1
nm0319980;Banjô Ginga;1948;;actor;1
nm0320047;Greg Ginn;1954;;soundtrack;1
nm0320051;Jeff Ginn;1953;2016;art_department;1
nm0320065;Aukje van Ginneken;1982;;actress;1
nm0320091;Allen Ginsberg;1926;1997;actor;1
nm0320158;Abbot Genser;1948;;camera_department;1
nm0320163;Lindsey Ginter;1950;;actor;1
nm0320169;Mark Ginther;1963;;stunts;1
nm0320176;Przemyslaw Gintrowski;1951;2012;composer;1
nm0320179;James Francis Ginty;1980;;actor;1
nm0320181;Ginuwine;1970;;soundtrack;1
nm0320186;Carlo Ginzburg;1939;;writer;1
nm0320192;Victor Ginzburg;1959;;director;1
nm0320197;Alex Ginzo;1971;;sound_department;1
nm0320203;Frank Gio;1929;;actor;1
nm0320209;Vahina Giocante;1981;;actress;1
nm0320234;Bruno Gunn;1968;;actor;1
nm0320239;Marina Giokas;1981;;assistant_director;1
nm0320253;Bob Giomi;1953;2011;camera_department;1
nm0320282;Andrea Giordana;1946;;actor;1
nm0320285;Marco Tullio Giordana;1950;;director;1
nm0320286;Marina Giordana;1955;;actress;1
nm0320306;Ugo Fabrizio Giordani;1957;;director;1
nm0320342;Mario Giordano;1963;;writer;1
nm0320344;Martine Giordano;1944;2012;editor;1
nm0320361;Sandro Giordano;1972;;actor;1
nm0320365;Vince Giordano;1952;;music_department;1
nm0320387;Ugo Giorgetti;1942;;director;1
nm0320395;Eleonora Giorgi;1953;;actress;1
nm0320416;Ilaria Giorgino;1972;;actress;1
nm0320419;David Giorgio;1976;;camera_department;1
nm0320433;Marika Giorgobiani;1965;;actress;1
nm0320449;Mike Gioscia;1964;;sound_department;1
nm0320465;Gianni Giovagnoni;1943;;art_director;1
nm0320495;Giovanni Storti;1957;;actor;1
nm0320510;José Giovanni;1923;2004;writer;1
nm0320514;Nikki Giovanni;1943;;actress;1
nm0320516;Paul Giovanni;1933;1990;soundtrack;1
nm0320546;Buddy Giovinazzo;1957;;director;1
nm0320547;Carmine Giovinazzo;1973;;actor;1
nm0320552;Claudio Gioè;1975;;actor;1
nm0320554;Ronald Giphart;1965;;writer;1
nm0320588;Bob Giraldi;1939;;producer;1
nm0320612;María Margarita Giraldo;1950;;actress;1
nm0320614;Neil Giraldo;1955;;soundtrack;1
nm0320622;Santiago Giralt;1977;;writer;1
nm0320636;Benoît Girard;1932;2017;actor;1
nm0320646;Dale Girard;1964;;stunts;1
nm0320682;Lance Girard;1968;;actor;1
nm0320721;Rémy Girard;1950;;actor;1
nm0320726;Stephanie Girard;1961;2010;art_department;1
nm0320727;Suzanne Girard;1953;;producer;1
nm0320754;Paule Girardin;1971;;miscellaneous;1
nm0320760;Annie Girardot;1931;2011;actress;1
nm0320762;Hippolyte Girardot;1955;;actor;1
nm0320782;Hubert Giraud;1920;2016;soundtrack;1
nm0320788;Joyce Giraud;1975;;producer;1
nm0320808;Bernard Giraudeau;1947;2010;actor;1
nm0320816;Patrick Giraudi;1961;;sound_department;1
nm0320876;Kaan Girgin;1967;;actor;1
nm0320924;Marco Girnth;1970;;actor;1
nm0320931;François Giroday;1952;;actor;1
nm0320934;Valentina Girodo;1968;;editor;1
nm0320958;Ray Giron;1943;2011;art_department;1
nm0320969;Remo Girone;1948;;actor;1
nm0321008;Claude Giroux;1956;;actor;1
nm0321019;Larissa Giroux;1973;;casting_department;1
nm0321058;Joseph F. Girzone;1930;2015;writer;1
nm0321077;Vicente Gisbert;1932;;actor;1
nm0321092;Lou Gish;1967;2006;actress;1
nm0321096;Sheila Gish;1942;2005;actress;1
nm0321107;Ragnhildur Gísladóttir;1956;;actress;1
nm0321108;Guðrún Gísladóttir;1954;;actress;1
nm0321116;Egberto Gismonti;1944;;composer;1
nm0321118;Aart Gisolf;1937;;composer;1
nm0321159;Amos Gitai;1950;;director;1
nm0321173;Matthew T. Gitkin;1967;;actor;1
nm0321223;Marshall Gitter;1957;;actor;1
nm0321228;Harry Gittes;1936;2017;producer;1
nm0321256;Mira Gittner;1971;;actress;1
nm0321263;Bob Gitzen;1955;;sound_department;1
nm0321287;Francesco Giuffrida;1981;;actor;1
nm0321313;Jesse Giuliani;1992;;actor;1
nm0321320;Rudy Giuliani;1944;;actor;1
nm0321322;Vanessa Giuliani;1970;;actress;1
nm0321333;Nicola Giuliano;1966;;producer;1
nm0321342;Lello Giulivo;1957;;actor;1
nm0321348;Ana María Giunta;1943;2015;actress;1
nm0321351;Ross Haines;1949;;actor;1
nm0321397;Marco Giusti;1953;;writer;1
nm0321399;Massimiliano Giusti;1968;;actor;1
nm0321403;Stéphane Giusti;1964;;writer;1
nm0321464;Melissa Givey;1969;;producer;1
nm0321482;Edgar Givry;1953;;actor;1
nm0321487;Thibaud Gizardin;1990;;actor;1
nm0321557;Liliana Komorowska;1956;;actress;1
nm0321567;Artie Glackin;1963;;assistant_director;1
nm0321584;Martin Glade;1972;;actor;1
nm0321587;Gregory Hlady;1954;;actor;1
nm0321597;Gennadiy Gladkov;1935;;composer;1
nm0321601;Maria Gladkowska;1957;;actress;1
nm0321621;Richard N. Gladstein;1961;;producer;1
nm0321671;Mònica Glaenzel;1970;;actress;1
nm0321681;Moritz Glaesle;1971;;visual_effects;1
nm0321687;Vera Glagoleva;1956;2017;actress;1
nm0321692;Therese Glahn;1970;;actress;1
nm0321708;Admir Glamocak;1962;;actor;1
nm0321714;Pentti Glan;1946;2017;actor;1
nm0321764;Anton Glanzelius;1974;;actor;1
nm0321768;Poul Glargaard;1942;2011;actor;1
nm0321782;Gary Glasberg;1966;2016;producer;1
nm0321798;Keith A. Glascoe;1962;2001;actor;1
nm0321800;Fiona Glascott;1982;;actress;1
nm0321810;Bedrich Glaser;1957;;animation_department;1
nm0321858;Stephanie Glaser;1920;2011;actress;1
nm0321874;Gil Glasgow;1953;;actor;1
nm0321894;Matthias Glasner;1965;;director;1
nm0321896;Betty Glasow;1937;;make_up_department;1
nm0321917;Charles Glass;1951;;actor;1
nm0321945;Ido Glass;1962;;director;1
nm0321952;Jessica G. Harris;1975;;producer;1
nm0321977;Michelle Purple;1975;;producer;1
nm0322002;Ron Glass;1945;2016;actor;1
nm0322047;David Glasser;1971;;producer;1
nm0322064;Phillip Glasser;1978;;actor;1
nm0322065;Richard Glasser;1947;;music_department;1
nm0322067;Sara Glasser;1977;;miscellaneous;1
nm0322073;Judy Glassey;1953;;miscellaneous;1
nm0322074;Rick Glassey;1950;;miscellaneous;1
nm0322083;Arnold Glassman;1946;2003;editor;1
nm0322127;Emily Glatter;1964;;miscellaneous;1
nm0322138;Robert Glatzeder;1971;;actor;1
nm0322140;Andrzej Glacel;1965;;camera_department;1
nm0322144;Richard Glatzer;1952;2015;miscellaneous;1
nm0322164;Lola Glaudini;1971;;actress;1
nm0322180;Jeffrey L. Glave;1955;;art_department;1
nm0322198;Michael Glawogger;1959;2014;writer;1
nm0322219;Brian Glazen;1974;;producer;1
nm0322239;Eugene Robert Glazer;1942;;actor;1
nm0322242;Jonathan Glazer;1965;;director;1
nm0322248;Mitch Glazer;1953;;writer;1
nm0322255;Tg Glazer;1965;;location_management;1
nm0322306;Joanna Gleason;1950;;actress;1
nm0322314;Kel Gleason;1968;;actor;1
nm0322325;Mary Pat Gleason;1950;2020;actress;1
nm0322328;Michael Gleason;1948;;visual_effects;1
nm0322339;Paul Gleason;1939;2006;actor;1
nm0322359;Lisa Gleave;1976;;actress;1
nm0322366;Nicholas Gleaves;1969;;actor;1
nm0322367;Peter Gleaves;1962;2018;sound_department;1
nm0322407;Brendan Gleeson;1955;;actor;1
nm0322416;Jack Gleeson;1992;;actor;1
nm0322417;Jack Skeets Gleeson;1971;;miscellaneous;1
nm0322443;Sean Gleeson;1965;;actor;1
nm0322456;Annette Gleichmann;1963;;actress;1
nm0322479;Delphine Gleize;1973;;director;1
nm0322486;Michèle Gleizer;1941;2017;actress;1
nm0322507;Edward Glen;1953;;actor;1
nm0322513;Iain Glen;1961;;actor;1
nm0322562;Philip Glenister;1963;;actor;1
nm0322563;Robert Glenister;1960;;actor;1
nm0322566;Anders Glenmark;1953;;soundtrack;1
nm0322571;Allison Glenn;1986;;actress;1
nm0322590;Devon Glenn;1967;;soundtrack;1
nm0322625;John Glenn;1921;2016;actor;1
nm0322642;Mike Glenn;1955;;actor;1
nm0322659;Samantha Glenn;1983;;actress;1
nm0322684;Nick Glennie-Smith;1951;;music_department;1
nm0322687;Emily Glenister;1987;;actress;1
nm0322690;Gavin Glennon;1957;;location_management;1
nm0322741;Marina Glezer;1980;;actress;1
nm0322745;Liat Glick;1972;;actress;1
nm0322770;Lori Brener;1966;;actress;1
nm0322771;Marc H. Glick;1947;2019;actor;1
nm0322791;Andy Glickman;1963;;miscellaneous;1
nm0322802;Jonathan Glickman;1969;;producer;1
nm0322837;Katja Marie Glienke;1966;;actress;1
nm0322839;Greg Glienna;1963;;writer;1
nm0322854;Suzana Gligorijevic;1962;;costume_designer;1
nm0322874;Ib Glindemann;1934;2019;soundtrack;1
nm0322882;Marian Glinka;1943;2008;actor;1
nm0322894;Robert Glinski;1952;;director;1
nm0322921;Gary Glitter;1944;;soundtrack;1
nm0322922;Goldie Glitters;1945;2005;actor;1
nm0322937;Krzysztof Globisz;1957;;actor;1
nm0322955;Kurt Glockzin;1953;;actor;1
nm0322960;Dirk Glodde;1964;;actor;1
nm0322962;Wlodzimierz Glodek;1954;2018;cinematographer;1
nm0322963;Vanessa Glodjo;1974;;actress;1
nm0322969;Heidi Maria Glössner;1943;;actress;1
nm0322976;Janja Glogovac;1974;;director;1
nm0322977;Nebojsa Glogovac;1969;2018;actor;1
nm0322980;Arkadiusz Glogowski;1973;;actor;1
nm0322988;Chris Glomp;1972;;camera_department;1
nm0323052;Betty Glosted;1956;;actress;1
nm0323067;Bob Glouberman;1968;;actor;1
nm0323109;David Glover;1927;2015;actor;1
nm0323112;Doug Glover;1970;;cinematographer;1
nm0323125;Henry Glover;1921;1991;soundtrack;1
nm0323133;Jane Glover;1949;;writer;1
nm0323160;Neil Gover;1951;2007;camera_department;1
nm0323163;Paul Glover;1972;;actor;1
nm0323174;Savion Glover;1973;;actor;1
nm0323202;Nikolaus Glowna;1961;;composer;1
nm0323211;Pyotr Gluboky;1947;;actor;1
nm0323214;Krzysztof Gluchowski;1966;;actor;1
nm0323259;Jan Glud;1970;;director;1
nm0323267;Viktor Glukhov;1953;2020;producer;1
nm0323276;Marko Glusac;1969;2012;editor;1
nm0323289;Fyodor Glushchenko;1944;2017;music_department;1
nm0323303;José Glusman;1958;;actor;1
nm0323359;Kathleen Glynn;1958;;producer;1
nm0323394;Joanne Gläsel;1961;;actress;1
nm0323403;Darlene Glória;1943;;actress;1
nm0323412;Ruth Glöss;1928;2014;actress;1
nm0323443;Leonhard Gmür;1942;;production_manager;1
nm0323458;Jody Marie Gnant;1978;;soundtrack;1
nm0323465;Julian Gnass;1978;;visual_effects;1
nm0323477;Magdalena Gnatowska;1968;;actress;1
nm0323526;Mathias Gnädinger;1941;2015;actor;1
nm0323527;Susan Shepard;1976;;actress;1
nm0323558;Krisztina Goda;1970;;writer;1
nm0323574;Gianluca Gobbi;1974;;actor;1
nm0323588;Cranston Gobbo;1952;;camera_department;1
nm0323611;Karen Starc;1979;;actress;1
nm0323642;Graham Goble;1947;;soundtrack;1
nm0323683;Andreas Gockel;1969;;camera_department;1
nm0323707;Agnès Godard;1951;;cinematographer;1
nm0323713;Joel Godard;1938;;actor;1
nm0323722;Lee Godart;1948;;actor;1
nm0323734;Cathy Godbold;1974;2018;actress;1
nm0323760;Anna Marie Goddard;1970;;actress;1
nm0323773;Daniel Goddard;1971;;actor;1
nm0323801;Keith Goddard;1946;;cinematographer;1
nm0323841;Suzanne Goddard-Smythe;1960;;casting_director;1
nm0323845;Trevor Goddard;1962;2003;actor;1
nm0323846;Trisha Goddard;1957;;actress;1
nm0323891;Ángel Goded;1947;2020;cinematographer;1
nm0323923;Elizabeth Goder;1991;;actress;1
nm0323926;Jac. Goderie;1951;;actor;1
nm0323937;Fabienne Godet;1964;;director;1
nm0323950;Bogumil Godfrejow;1976;;cinematographer;1
nm0323969;Christopher Godfrey;1980;;miscellaneous;1
nm0323991;Epic Soundtracks;1959;1997;soundtrack;1
nm0324009;Patrick Godfrey;1933;;actor;1
nm0324028;Stuart Godfrey;1958;2016;camera_department;1
nm0324036;Traci Godfrey;1968;;actress;1
nm0324047;Rainer Gohde;1948;;actor;1
nm0324062;Danielle Godin;1957;;actress;1
nm0324073;Nicolas Godin;1969;;soundtrack;1
nm0324085;Noémie Godin-Vigneau;1975;;actress;1
nm0324134;Adam Godley;1964;;actor;1
nm0324155;Nikolai Godovikov;1950;2017;actor;1
nm0324184;Lucio Godoy;1958;;composer;1
nm0324186;Maria Lúcia Godoy;1929;;actress;1
nm0324228;Frank Godt;1966;;production_designer;1
nm0324237;Alicia Godwin;1988;;actress;1
nm0324241;Christopher Godwin;1943;;actor;1
nm0324251;K. George Godwin;1954;;editor;1
nm0324259;Randall Godwin;1958;2008;actor;1
nm0324274;Vladimír Godár;1956;;composer;1
nm0324311;Christian Goebel;1959;;actor;1
nm0324330;Paul Goebel;1968;;actor;1
nm0324332;Reinhard Goebel;1952;;soundtrack;1
nm0324347;Peter Goedel;1943;;producer;1
nm0324362;Margot Gödrös;1939;;actress;1
nm0324387;Demir Gökgöl;1937;2012;actor;1
nm0324400;Patricia Goemaere;1963;;actress;1
nm0324407;Bob Goen;1954;;actor;1
nm0324409;Bárbara Goenaga;1983;;actress;1
nm0324426;Bryan Goeres;1969;;assistant_director;1
nm0324437;Rainer Goernemann;1950;;actor;1
nm0324439;Mark Goerner;1970;;art_department;1
nm0324451;Leon Goes;1964;;actor;1
nm0324452;Micaela Goes;1975;;actress;1
nm0324462;Angela Goethals;1977;;actress;1
nm0324495;Tima die Göttliche;1965;;actor;1
nm0324496;Arturo Goetz;1944;2014;actor;1
nm0324556;Gary Goetzman;1952;;producer;1
nm0324565;Carla Barnett;1958;;actress;1
nm0324566;Carolyn Goff;1976;;actress;1
nm0324592;Robert L. Goff;1965;;actor;1
nm0324597;Rusty Goffe;1948;;actor;1
nm0324599;Kevin Goffette;1987;;actor;1
nm0324617;Betty Gofman;1965;;actress;1
nm0324625;Nneka Goforth;1972;;editor;1
nm0324634;Johnny Gogan;1963;;producer;1
nm0324636;Valerie Gogan;1960;;actress;1
nm0324645;Loretta Goggi;1950;;actress;1
nm0324658;Walton Goggins;1971;;actor;1
nm0324660;Theo van Gogh;1957;2004;director;1
nm0324691;Jan Gogola Jr.;1971;;script_department;1
nm0324692;Jan Gogola Sr.;1944;;script_department;1
nm0324729;Michelle Goh;1973;;actress;1
nm0324730;Rex Goh;1951;;actor;1
nm0324786;Donald Goines;1938;1974;writer;1
nm0324788;Siena Goines;1969;;actress;1
nm0324790;Joanna Going;1963;;actress;1
nm0324813;Gabriel Goity;1959;;actor;1
nm0324822;Ulrike Gojowczyk;1958;;art_department;1
nm0324837;Tricia Goken;1969;2005;script_department;1
nm0324843;Mohan Gokhale;1954;1999;actor;1
nm0324845;Vikram Gokhale;1940;;actor;1
nm0324880;Shiri Golan;1977;;actress;1
nm0324883;Arnold Goland;1928;;soundtrack;1
nm0324923;Ari Gold;1970;;actor;1
nm0324924;Ari Gold;1974;2021;actor;1
nm0324929;Barry L. Gold;1947;2012;editor;1
nm0324960;Donald L. Gold;1924;;assistant_director;1
nm0324968;Elon Gold;1970;;actor;1
nm0324970;Eric L. Gold;1956;;producer;1
nm0324975;Gary Gold;1967;;music_department;1
nm0324982;Greg Gold;1951;2015;director;1
nm0324993;Ivan Gold;1932;;actor;1
nm0325006;Jessie Gold;1984;;actress;1
nm0325018;Judy Gold;1962;;actress;1
nm0325037;Max Gold;1958;;actor;1
nm0325050;Murray Gold;1969;;composer;1
nm0325078;Shanna Fleishman;1970;;costume_department;1
nm0325097;Tracey Gold;1969;;actress;1
nm0325128;Sandra Goldbacher;1960;;director;1
nm0325144;Amanda Goldberg;1974;;producer;1
nm0325196;Eric Goldberg;1955;;animation_department;1
nm0325199;Eric Ian Goldberg;1988;;actor;1
nm0325204;Gary David Goldberg;1944;2013;writer;1
nm0325211;Hank Goldberg;1940;;actor;1
nm0325214;Harris Goldberg;1972;;actor;1
nm0325229;Jason Goldberg;1972;;writer;1
nm0325232;Jeremy Goldberg;1975;;actor;1
nm0325252;Leonard Goldberg;1934;2019;producer;1
nm0325253;Lisa Goldberg;1967;;visual_effects;1
nm0325271;Michael Goldberg;1959;2014;writer;1
nm0325362;Tera Goldblatt;1970;;editorial_department;1
nm0325409;Diana Golden;1968;;actress;1
nm0325425;Ginny Golden;1945;2010;actress;1
nm0325439;Jim Golden;1955;;actor;1
nm0325451;Karen Golden;1941;2019;script_department;1
nm0325469;Michael Golden;1968;;assistant_director;1
nm0325497;Stephanie Golden;1975;;producer;1
nm0325533;Michael Goldenberg;1965;;writer;1
nm0325545;Steve Goldenberg;1968;2018;art_department;1
nm0325549;William Goldenberg;1959;;editor;1
nm0325552;Heather Goldenhersh;1973;;actress;1
nm0325589;Phillip M. Goldfarb;1940;;production_manager;1
nm0325606;Arnon Goldfinger;1963;;director;1
nm0325611;Arnost Goldflam;1946;;actor;1
nm0325630;Martha Goldhirsh;1960;;actress;1
nm0325635;Goldie;1965;;actor;1
nm0325707;Meta Golding;1971;;actress;1
nm0325708;Oliver Golding;1993;;actor;1
nm0325776;Gary Goldman;1944;;producer;1
nm0325778;Gary Goldman;1953;;writer;1
nm0325858;Mia Goldman;1954;;editor;1
nm0325860;Michael Goldman;1955;;camera_department;1
nm0325864;Michael E. Goldman;1963;;art_director;1
nm0325895;Ron Goldman;1970;;editor;1
nm0325905;Shai Goldman;1964;;cinematographer;1
nm0325935;Steven Goldmann;1961;2015;director;1
nm0325943;Diane Ayala Goldner;1956;;actress;1
nm0325960;Marina Goldovskaya;1941;;cinematographer;1
nm0325964;Kathleen Goldpaugh;1951;;actress;1
nm0325974;Daphne Goldrick;1930;2012;actress;1
nm0325986;Nigel Goldsack;1957;;location_management;1
nm0325992;Jake Goldsbie;1988;;actor;1
nm0325993;Bobby Goldsboro;1941;;soundtrack;1
nm0326040;Akiva Goldsman;1962;;producer;1
nm0326059;David Goldsmith;1969;;camera_department;1
nm0326069;Gabriela Goldsmith;1963;;actress;1
nm0326089;John Goldsmith;1947;;writer;1
nm0326092;Josh Goldsmith;1970;;producer;1
nm0326099;Laura Goldsmith;1963;;costume_designer;1
nm0326136;William Goldsmith;1972;;soundtrack;1
nm0326145;Sebastian Goldspink;1973;;actor;1
nm0326221;Harry Goldstein;1950;2009;actor;1
nm0326236;Jenny Goldstein;1972;;actress;1
nm0326245;Jonathan Goldstein;1964;;actor;1
nm0326255;Ken Goldstein;1962;;miscellaneous;1
nm0326264;Limor Goldstein;1967;;actress;1
nm0326298;Rachel P. Goldstein;1973;;miscellaneous;1
nm0326311;Ron Goldstein;1958;;music_department;1
nm0326345;Simone Goldstene;1984;;actress;1
nm0326346;Oliver Goldstick;1961;;producer;1
nm0326349;Jill Goldston;1943;;actress;1
nm0326406;Richard Goldwater;1936;2007;miscellaneous;1
nm0326411;Adam Goldworm;1978;;producer;1
nm0326412;Samuel Goldwyn Jr.;1926;2015;producer;1
nm0326415;John Goldwyn;1958;;producer;1
nm0326429;Aleksander Golebiowski;1936;2000;sound_department;1
nm0326430;Henryk Golebiewski;1956;;actor;1
nm0326435;Andrzej Golejewski;1952;;actor;1
nm0326450;Richard Starzak;1959;;writer;1
nm0326496;Norman Golightly;1972;;producer;1
nm0326497;Osvaldo Golijov;1960;;composer;1
nm0326506;Bruce Golin;1958;2016;producer;1
nm0326512;Steve Golin;1955;2019;producer;1
nm0326521;Jerzy Golinski;1928;2008;actor;1
nm0326542;Monika Goll;1942;;actress;1
nm0326575;Gerhard Gollnhofer;1959;;costume_designer;1
nm0326597;Gudrun Golob;1959;;actress;1
nm0326604;Bill Golodner;1956;;actor;1
nm0326617;Dana Golombek;1970;;actress;1
nm0326651;Andrei Golovin;1950;;composer;1
nm0326661;Vyacheslav Golovkin;1983;;stunts;1
nm0326680;Benny Golson;1929;;composer;1
nm0326701;Eli Golub;1971;;camera_department;1
nm0326704;Marina Golub;1957;2012;actress;1
nm0326714;Valentin Golubenko;1940;;actor;1
nm0326716;Yevgeni Golubenko;1956;;production_designer;1
nm0326731;Mariya Golubkina;1973;;actress;1
nm0326740;Srdan Golubovic;1972;;director;1
nm0326745;Yuriy Golubtsov;1961;;actor;1
nm0326746;Aleksandr Golubev;1983;;actor;1
nm0326751;Yekaterina Golubeva;1966;2011;actress;1
nm0326753;Dusan Golumbovski;1941;2016;actor;1
nm0326833;Giorgio Gomelsky;1934;2016;actor;1
nm0326854;André Gomes;1951;;actor;1
nm0326884;Flora Gomes;1949;;director;1
nm0326904;Johnny Boy Gomes;1966;;actor;1
nm0326913;José Pedro Gomes;1951;;actor;1
nm0326941;Pat Gomes;1942;2020;art_department;1
nm0326983;Audrey Gomez;1973;2001;actress;1
nm0326990;Chad Gomez;1981;;actor;1
nm0326995;Cosimo Gomez;1965;;production_designer;1
nm0327020;Ian Gomez;1964;;actor;1
nm0327038;Julian Gomez;1964;;editor;1
nm0327056;Michelle Gomez;1966;;actress;1
nm0327064;Nick Gomez;1963;;director;1
nm0327072;Rick Gomez;1972;;actor;1
nm0327080;Roland Gomez;1929;2016;actor;1
nm0327083;Ruben Gomez;1975;;actor;1
nm0327093;Veronica Gomez;1982;;actress;1
nm0327120;Alain Gomis;1972;;director;1
nm0327211;Jess Gonchor;1962;;production_designer;1
nm0327240;Jowita Gondek;1970;;assistant_director;1
nm0327258;Shunsuke Gondo;1971;;actor;1
nm0327273;Michel Gondry;1963;;director;1
nm0327291;Stella Gonet;1963;;actress;1
nm0327298;Liz Kong;1969;;actress;1
nm0327329;Noam Gonick;1973;;assistant_director;1
nm0327338;Thodoris Gonis;1956;;actor;1
nm0327396;Walter Gontermann;1942;;actor;1
nm0327432;Reinaldo Gonzaga;1948;;actor;1
nm0327485;Fred Gonzales;1974;;art_department;1
nm0327553;Orlando R. Gonzales;1971;;miscellaneous;1
nm0327566;Ranieri Gonzalez;1970;;actor;1
nm0327587;Steve Gonzales;1944;;actor;1
nm0327631;Araceli González;1967;;actress;1
nm0327637;Bobby González;1988;;actor;1
nm0327646;Christian González;1958;;director;1
nm0327653;Daniel Gonzalez;1970;;actor;1
nm0327682;Goyo González;1962;;actor;1
nm0327733;Leticia Gonzalez;1978;;actress;1
nm0327740;Manuel Angel Gonzalez;1952;;sound_department;1
nm0327764;Nicholas Gonzalez;1976;;actor;1
nm0327779;Rick Gonzalez;1979;;actor;1
nm0327786;Serafim Gonzalez;1934;2007;actor;1
nm0327794;Wendy González;1985;;actress;1
nm0327882;Antonio González 'El Pescaílla';1926;1999;actor;1
nm0327900;Francisco González Compeán;1967;;producer;1
nm0327923;Jesús González Dávila;1940;2000;writer;1
nm0327944;Alejandro G. Iñárritu;1963;;producer;1
nm0327953;Jesús González Leal;1934;2000;actor;1
nm0327957;Enrique González Macho;1947;;producer;1
nm0327961;Carlos González Morantes;1945;;director;1
nm0328000;Ángeles González Sinde;1965;;writer;1
nm0328098;Chalo González;1925;2020;actor;1
nm0328123;Diego Ezequiel Gonzalez;1976;;producer;1
nm0328139;Eleonora González;1977;;actress;1
nm0328140;Eliana González;1983;;actress;1
nm0328223;Iván González;1973;;actor;1
nm0328294;Laura González;1975;;art_department;1
nm0328301;Lorena González;1970;;actress;1
nm0328319;Luz Elena González;1970;;actress;1
nm0328321;Manolo González;1944;;soundtrack;1
nm0328345;Marta González;1972;;miscellaneous;1
nm0328346;Marta González;1944;;actress;1
nm0328355;Marés González;1925;2008;actress;1
nm0328379;Miguel Ángel González;1945;;producer;1
nm0328381;Miriam Gonzalez;1977;;actress;1
nm0328400;Nuria González;1962;;actress;1
nm0328492;Susana González;1973;;actress;1
nm0328494;Tacho González;1961;;actor;1
nm0328506;Velda González;1933;2016;actress;1
nm0328514;Víctor González;1973;;actor;1
nm0328559;Almeno Gonçalves;1959;;actor;1
nm0328560;Alonso Gonçalves;1943;;actor;1
nm0328562;André Gonçalves;1975;;actor;1
nm0328568;Carlos Gonçalves;1944;2014;actor;1
nm0328579;Filomena Gonçalves;1961;;actress;1
nm0328601;Maurício Gonçalves;1966;;actor;1
nm0328604;Milton Gonçalves;1933;;actor;1
nm0328633;Ênio Gonçalves;1943;2013;actor;1
nm0328636;Goo-Bi GC;1979;;actress;1
nm0328644;Irv Gooch;1940;2017;transportation_department;1
nm0328678;Craig Good;1955;;animation_department;1
nm0328709;Meagan Good;1981;;actress;1
nm0328759;Howard Goodall;1958;;composer;1
nm0328762;Jane Goodall;1934;;miscellaneous;1
nm0328765;Louise Goodall;1962;;actress;1
nm0328789;George Goodchild;1962;;animation_department;1
nm0328806;Conrad Goode;1962;;actor;1
nm0328824;Laurie Goode;1945;;actor;1
nm0328828;Matthew Goode;1978;;actor;1
nm0328835;Nicola Goode;1963;;camera_department;1
nm0328847;Clay Goodell;1984;;actor;1
nm0328856;Ryan Goodell;1980;;legal;1
nm0328883;Fritha Goodey;1972;2004;actress;1
nm0328899;Michael Gabriel Goodfriend;1970;;actor;1
nm0328921;Duncan Goodhew;1957;;actor;1
nm0328922;Philip Goodhew;1960;;actor;1
nm0328924;Dean Goodhill;1944;;editor;1
nm0328933;Mark Goodier;1961;;actor;1
nm0328954;Omar Gooding;1976;;actor;1
nm0328987;J. Mills Goodloe;1966;;miscellaneous;1
nm0329023;Brian Goodman;1963;;actor;1
nm0329026;Burt Goodman;1923;2005;actor;1
nm0329028;C.J. Goodman;1971;;director;1
nm0329047;David A. Goodman;1962;;producer;1
nm0329051;David Zelag Goodman;1930;2011;writer;1
nm0329084;Gregory Goodman;1959;;producer;1
nm0329091;Hazelle Goodman;1959;;actress;1
nm0329118;Jerry Goodman;1943;;music_department;1
nm0329173;Mark J. Goodman;1952;;actor;1
nm0329189;Oscar Goodman;1939;;actor;1
nm0329209;Rob Goodman;1969;;actor;1
nm0329210;Robert Goodman;1955;;actor;1
nm0329229;Sarah Goodman;1973;;writer;1
nm0329249;Tim Goodman;1938;;actor;1
