Title ID;Average Rating;Number of Votes
tt0403358;6,4;52462
tt0403360;6,8;2657
tt0403390;5,2;235
tt0403399;7,2;12
tt0403407;5,4;5318
tt0403426;6,5;168
tt0403439;6,3;234
tt0403455;6,1;6708
tt0403462;7,9;121
tt0403483;6,3;771
tt0403508;6,5;54533
tt0403522;6,1;2088
tt0403525;7,3;11
tt0403533;5,8;25
tt0403537;4,6;1351
tt0403539;6,4;822
tt0403579;7,5;1231
tt0403598;2,9;179
tt0403645;4,2;4149
tt0403648;5,3;29
tt0403650;6,1;148
tt0403702;6,4;72447
tt0403703;5;7977
tt0403726;6,2;155
tt0403727;4,1;54
tt0403738;3,6;104
tt0403755;7,8;85
tt0403759;6,3;1577
tt0403778;8,6;12639
tt0403783;7,5;3796
tt0403795;6,4;1446
tt0403807;8,4;45
tt0403811;6,9;10
tt0403813;5,3;328
tt0403893;7,4;313
tt0403933;5,4;1346
tt0403935;3,3;3366
tt0403946;4,2;1120
tt0403950;7,2;240
tt0403965;6,6;307
tt0403998;7,3;71
tt0404003;7,4;44
tt0404030;7,4;56905
tt0404031;3,3;475
tt0404032;6,7;120551
tt0404088;5,2;75
tt0404156;7,9;9
tt0404163;5,9;4337
tt0404183;7,1;412
tt0404194;6,8;32
tt0404203;7,5;106028
tt0404213;6,4;8
tt0404222;6,3;53
tt0404225;3,6;799
tt0404228;7,3;88
tt0404248;7,9;11
tt0404254;6,3;19591
tt0404259;7,5;741
tt0404314;5,3;80
tt0404318;6,4;744
tt0404325;5,2;708
tt0404337;4,5;127
tt0404363;6,9;42
tt0404364;7,1;6175
tt0404379;8,2;72
tt0404390;7,4;97234
tt0404456;4,7;788
tt0404461;6,3;19
tt0404505;8,4;23
tt0404513;4,4;56
tt0404528;6,7;58
tt0404532;5,9;133
tt0404552;4,3;1628
tt0404580;4,7;36
tt0404582;5,5;11
tt0404583;2,2;36
tt0404608;7;96
tt0404620;4,8;5
tt0404624;5,3;6
tt0404673;5,8;6
tt0404676;5,2;29
tt0404687;5,4;101
tt0404756;4,5;3786
tt0404777;6,7;3636
tt0404802;6,5;10512
tt0404808;6,4;81
tt0404826;7,2;23
tt0404827;4,8;651
tt0404855;5,7;66
tt0404908;5,7;57
tt0404912;8,6;36
tt0404949;6,4;5
tt0404958;6;60
tt0404971;6,5;121
tt0404978;5,7;23637
tt0405013;9;5
tt0405022;6,6;1104
tt0405031;5,4;41
tt0405042;5,5;95
tt0405073;7,8;37
tt0405079;5,7;13
tt0405094;8,4;362467
tt0405149;7,2;3695
tt0405157;5,3;51
tt0405159;8,1;641340
tt0405162;5,9;14
tt0405163;6,3;6168
tt0405166;3,2;82
tt0405229;6,5;6
tt0405266;7,6;4071
tt0405278;6;33
tt0405296;7,1;107017
tt0405312;4,7;214
tt0405325;6,2;79890
tt0405336;5,4;37341
tt0405343;7;28
tt0405393;6,8;8213
tt0405422;7,1;399231
tt0405445;6,2;98
tt0405469;5,2;24278
tt0405496;7,7;1304
tt0405508;8,2;112884
tt0405510;5;7
tt0405551;7,2;12
tt0405576;7,4;16039
tt0405629;7;2747
tt0405632;2,1;289
tt0405676;6,2;23748
tt0405699;5,1;644
tt0405743;7,2;10327
tt0405756;6,3;227
tt0405784;3,1;7
tt0405807;5,5;120
tt0405821;6,1;13126
tt0405860;3,9;243
tt0405861;5;1788
tt0405865;6,6;52
tt0405866;6,6;2609
tt0405977;3,2;2024
tt0406002;7,4;20
tt0406032;7,2;573
tt0406038;7,1;1643
tt0406046;7,6;4312
tt0406097;5,8;914
tt0406098;7,1;1460
tt0406158;7,3;7080
tt0406194;5,8;245
tt0406214;4,6;144
tt0406216;7;983
tt0406222;7;579
tt0406265;6,5;2697
tt0406282;8,6;17
tt0406375;6,2;94675
tt0406378;4,4;28
tt0406383;5,7;137
tt0406397;7,1;67
tt0406408;8,6;596
tt0406429;6,4;1200
tt0406438;7,3;618
tt0406439;6,3;548
tt0406466;8,2;119
tt0406528;6,9;222
tt0406542;5,7;271
tt0406546;6,2;25
tt0406649;6,4;1763
tt0406650;6,9;18078
tt0406669;6,5;282
tt0406679;5,7;16
tt0406695;6,9;939
tt0406711;6,9;473
tt0406740;5,6;162
tt0406754;6,2;3169
tt0406759;5,4;51801
tt0406816;6,9;87952
tt0406850;6,7;38
tt0406853;7;904
tt0406854;6,8;603
tt0406875;8,6;13
tt0406892;6,4;194
tt0406910;7,7;910
tt0406914;6,4;88
tt0406923;6,9;60
tt0406941;5,3;674
tt0406943;5,3;41
tt0406951;4,6;388
tt0406956;7,2;33
tt0406977;6,2;5959
tt0406989;5,1;420
tt0407002;5,3;127
tt0407008;6,7;118
tt0407031;5;177
tt0407038;4,1;1069
tt0407051;7,1;11
tt0407085;5,7;58
tt0407095;6,1;471
tt0407099;6,5;124
tt0407103;5,8;29
tt0407111;4,1;580
tt0407121;6,4;6612
tt0407188;9,1;18
tt0407205;6,1;923
tt0407230;6,3;374
tt0407236;7,3;3488
tt0407246;7,3;3892
tt0407251;4,7;620
tt0407263;7,4;854
tt0407265;7,4;40356
tt0407269;5,4;4100
tt0407297;4;298
tt0407304;6,5;418564
tt0407339;7;86
tt0407342;6,5;973
tt0407354;4,1;86
tt0407357;5,4;26
tt0407362;8,7;153775
tt0407368;7,4;358
tt0407377;6,6;476
tt0407380;4,4;133
tt0407386;7;58
tt0407400;5,1;402
tt0407401;7,3;136
tt0407418;5,4;119
tt0407422;7,6;41
tt0407428;6;23
tt0407429;7,2;5
tt0407430;8,7;6
tt0407441;7;1014
tt0407445;6,1;56
tt0407454;6,3;18
tt0407456;6,9;430
tt0407461;8,2;157
tt0407462;2,3;7
tt0407522;6,3;277
tt0407534;6,7;308
tt0407536;6,3;1082
tt0407568;5,8;145
tt0407581;5,3;25
tt0407612;7;1592
tt0407617;6,5;1284
tt0407621;6,2;11740
tt0407680;4,2;392
tt0407707;4,3;529
tt0407718;6,3;23
tt0407732;5,8;8346
tt0407761;3,6;247
tt0407814;4,9;310
tt0407821;6,5;2068
tt0407829;4,7;26
tt0407851;7,3;3912
tt0407852;6,4;56
tt0407858;5,5;344
tt0407867;6;127
tt0407887;8,5;1202684
tt0407904;4,8;82
tt0407918;2,4;435
tt0407936;7,9;2232
tt0407937;5,3;245
tt0407976;6,5;72
tt0408017;7,6;9136
tt0408046;7,4;366
tt0408056;7,2;1581
tt0408060;6;468
tt0408090;6,4;71
tt0408106;6,6;56
tt0408120;7,3;1577
tt0408142;6,2;213
tt0408162;6,7;50
tt0408181;7,4;1550
tt0408199;6;991
tt0408203;5,3;64
tt0408209;7,4;90
tt0408217;6,8;184
tt0408229;5,2;59
tt0408236;7,3;346487
tt0408253;5,3;790
tt0408261;8,4;375
tt0408273;7,3;11
tt0408281;6,8;569
tt0408286;4,2;235
tt0408295;6,9;97
tt0408302;6,6;428
tt0408304;7;225
tt0408306;7,5;213733
tt0408318;7,2;3234
tt0408336;5;139
tt0408345;5,8;56327
tt0408349;8,7;53
tt0408374;4,9;220
tt0408375;8;2177
tt0408377;7,6;357
tt0408378;7,2;1071
tt0408381;8,3;12966
tt0408403;7,7;1106
tt0408409;6,8;1403
tt0408412;8,7;204
tt0408504;8,1;221
tt0408524;5,8;20739
tt0408664;8,1;25223
tt0408681;5,7;297
tt0408740;7,4;8
tt0408777;7,5;30817
tt0408790;6,3;153185
tt0408828;5,1;1938
tt0408839;5,8;86890
tt0408961;5,7;2613
tt0408981;5,6;37
tt0408985;6,5;29415
tt0408992;7,8;39
tt0408993;6,7;333
tt0409011;4,9;14118
tt0409034;6,6;2963
tt0409043;5,2;5368
tt0409072;7,2;7013
tt0409182;5,7;99366
tt0409184;7;19676
tt0409301;6;657
tt0409345;6,3;16807
tt0409459;7,6;508423
tt0409480;7,6;16
tt0409506;4,9;35
tt0409527;5,1;1346
tt0409530;5,3;7
tt0409536;6,6;643
tt0409546;8,5;3186
tt0409558;5,4;42
tt0409570;7,9;3322
tt0409572;8,1;6492
tt0409579;5,8;718
tt0409584;4,9;322
tt0409591;8,3;73058
tt0409593;4,4;102
tt0409594;6,8;979
tt0409597;7;209
tt0409608;7,7;5550
tt0409634;8;182
tt0409642;8,2;268
tt0409650;3,7;79
tt0409667;7,8;27
tt0409673;6,7;598
tt0409696;7;1051
tt0409732;6;202
tt0409767;6;284
tt0409776;6,6;46
tt0409811;6,9;229
tt0409838;6,8;383
tt0409847;6;208880
tt0409860;6,2;1586
tt0409880;5,5;15
tt0409892;7,4;217
tt0409904;6,5;33419
tt0409909;6,2;38
tt0409936;3,7;175
tt0409937;4,6;566
tt0409962;4,5;294
tt0409979;5,8;118
tt0410005;5,2;17
tt0410006;5,1;1003
tt0410055;6,3;255
tt0410056;6,9;55
tt0410095;6,6;98
tt0410097;7,3;38776
tt0410142;7,2;95
tt0410162;3,5;672
tt0410226;7,5;11
tt0410260;7,5;48
tt0410297;6,8;141468
tt0410300;2,8;47
tt0410369;7,3;10504
tt0410370;6,2;94
tt0410377;6;33579
tt0410381;5,1;142
tt0410387;7,3;73
tt0410397;8,6;41
tt0410400;6,9;3132
tt0410407;8;1100
tt0410410;6,3;325
tt0410454;6,8;1031
tt0410459;3,4;77
tt0410466;6,9;842
tt0410473;6,3;91
tt0410516;7,3;156
tt0410520;7,8;647
tt0410549;6,7;685
tt0410564;6,5;196
tt0410569;6,4;108
tt0410605;6;403
tt0410606;6;374
tt0410626;4,7;643
tt0410631;6;70
tt0410639;6,3;1607
tt0410696;5,6;3677
tt0410730;6,9;16600
tt0410751;5,7;171
tt0410764;6,5;32043
tt0410802;7;10
tt0410818;6,9;285
tt0410890;7,9;61
tt0410905;7;11
tt0410945;4,7;17
tt0410953;6,6;878
tt0410958;3,5;62
tt0410966;5,1;780
tt0410970;7,8;540
tt0410975;7,5;116714
tt0410977;7,9;488
tt0410985;7,7;249
tt0410987;6,9;110
tt0410990;8,2;20
tt0410991;8,4;40
tt0410997;8;2159
tt0411001;6,6;45
tt0411003;6,1;373
tt0411004;7,9;3069
tt0411005;6,9;60
tt0411007;5,8;370
tt0411008;8,3;499811
tt0411009;3,7;53
tt0411011;7,1;980
tt0411014;6,3;324
tt0411022;6,7;594
tt0411023;5,2;62
tt0411024;7,5;1793
tt0411027;6;1301
tt0411037;7,1;11
tt0411040;4,6;1741
tt0411058;5,3;242
tt0411061;5,9;74250
tt0411098;7,5;3877
tt0411117;6,1;1119
tt0411118;6,6;7701
tt0411131;7,7;1045
tt0411139;4,7;21
tt0411165;5,8;121
tt0411168;7,5;52
tt0411189;5;8
tt0411195;7,2;21157
tt0411234;5,7;304
tt0411242;6,9;17
tt0411267;5,4;10485
tt0411270;7,3;18932
tt0411271;5,6;186
tt0411272;7,5;28640
tt0411291;7,2;1323
tt0411323;5,8;2688
tt0411396;5;323
tt0411427;6,5;1127
tt0411475;5,1;15431
tt0411477;7;256840
tt0411498;7,2;703
tt0411523;6,8;78
tt0411542;5,7;451
tt0411627;8;25
tt0411665;6,3;188
tt0411670;5,7;29
tt0411702;7,1;1749
tt0411705;4,8;21599
tt0411733;7,1;165
tt0411743;5,8;816
tt0411759;8,6;33
tt0411804;8,2;6
tt0411805;3,3;4700
tt0411806;3,3;4066
tt0411883;5;850
tt0411951;4,8;26309
tt0411954;3,4;102
tt0412019;7,2;98826
tt0412032;4,1;263
tt0412046;7,1;193
tt0412080;7,8;52266
tt0412083;6,5;19
tt0412107;7,1;155
tt0412137;7,1;943
tt0412142;8,7;417669
tt0412148;8;1129
tt0412158;8,5;189
tt0412161;6,5;190
tt0412162;6,7;717
tt0412175;6,9;25897
tt0412221;5,6;439
tt0412253;8,3;67632
tt0412412;5;530
tt0412444;7,6;11
tt0412461;6,8;61
tt0412473;7,5;89
tt0412498;3,7;195
tt0412535;5,1;6559
tt0412536;6,7;12298
tt0412538;5,1;60
tt0412541;7,5;80
tt0412554;6,4;163
tt0412572;5,6;122
tt0412631;8;1178
tt0412637;6,5;6054
tt0412639;5,3;272
tt0412689;6,5;811
tt0412703;7,8;383
tt0412798;6;13343
tt0412808;6;1161
tt0412843;5,4;44
tt0412886;7,8;104
tt0412888;7,1;1925
tt0412915;6,3;18669
tt0412916;7,2;19
tt0412922;7,5;22759
tt0412937;6,2;6
tt0413015;7;15158
tt0413018;6,7;266
tt0413053;6,7;538
tt0413078;5,5;42
tt0413099;5,4;140006
tt0413172;5,9;362
tt0413218;7,2;12
tt0413267;6,1;282926
tt0413297;5,1;123
tt0413300;6,2;503952
tt0413323;8,2;12
tt0413422;6,8;352
tt0413426;7;22
tt0413432;6,8;20
tt0413451;5,7;149
tt0413460;5,5;202
tt0413466;6;4691
tt0413472;6,5;250
tt0413547;8,9;29
tt0413556;7,9;30
tt0413559;8,2;278
tt0413572;7,4;77
tt0413573;7,6;254743
tt0413579;4,6;8
tt0413606;4,4;234
tt0413614;8,8;75
tt0413615;8,3;1391
tt0413616;7,2;393
tt0413669;3,6;151
tt0413680;5,9;102
tt0413692;4,8;6
tt0413852;7,6;24
tt0413879;5;3751
tt0413893;7,7;5950
tt0413895;6,3;37711
tt0413900;5,9;1355
tt0413933;6,2;38
tt0414036;4,2;710
tt0414040;4,2;771
tt0414044;4,7;106
tt0414055;6,8;68192
tt0414078;6,2;6269
tt0414135;5,9;134
tt0414195;7;1702
tt0414199;9,2;5
tt0414225;6,4;169
tt0414290;5,5;118
tt0414322;7,6;427
tt0414344;6,8;1187
tt0414356;4,3;496
tt0414387;7,8;262676
tt0414413;6;219
tt0414513;6,7;684
tt0414571;6,6;32
tt0414623;5,3;62
tt0414705;4,7;150
tt0414712;7,2;52
tt0414717;5,6;5
tt0414720;6,5;623
tt0414722;7,1;29
tt0414725;5,7;88
tt0414736;7,6;240
tt0414753;8,3;11
tt0414762;6,6;2643
tt0414766;7,2;5011
tt0414767;7,9;29
tt0414768;7,4;21
tt0414769;5,2;22
tt0414770;5,9;238
tt0414772;8;31
tt0414773;7,9;824
tt0414774;3,5;31
tt0414830;4,8;30
tt0414852;7,2;66971
tt0414853;5,6;28261
tt0414879;5,9;1702
tt0414891;6,8;412
tt0414931;6,7;5113
tt0414947;6,3;58
tt0414951;6,2;15770
tt0414971;7,3;227
tt0414976;6,2;277
tt0414982;5,8;131791
tt0414993;7,2;229670
tt0414998;4,9;117
tt0415003;5,5;3428
tt0415006;6,5;237
tt0415017;7,8;487
tt0415023;6,4;761
tt0415042;6,8;50
tt0415058;6,7;210
tt0415068;2,9;92
tt0415081;7,3;15
tt0415094;5,8;553
tt0415106;5,5;26
tt0415127;7,1;3762
tt0415144;7;76
tt0415147;6,2;646
tt0415160;3,6;4432
tt0415164;5,3;16
tt0415167;4,1;5388
tt0415182;7,4;18
tt0415183;6,2;353
tt0415193;7,1;31
tt0415219;5,4;1397
tt0415229;7,2;9
tt0415245;6,4;9
tt0415283;6,5;17
tt0415288;6,8;130
tt0415306;6,6;168916
tt0415313;6,1;1251
tt0415345;2,4;2302
tt0415370;7,9;9
tt0415377;7,3;65
tt0415380;6,8;1527
tt0415399;4,1;261
tt0415406;7,6;69
tt0415413;7,6;15
tt0415428;4,6;23
tt0415439;6,2;5
tt0415442;7,8;9
tt0415456;5,9;320
tt0415463;6,1;13935
tt0415481;7,2;2431
tt0415489;3,7;1619
tt0415679;5;3723
tt0415689;5,7;1386
tt0415704;5,4;26
tt0415748;3,5;153
tt0415763;4,9;81
tt0415768;5,5;3142
tt0415774;5,8;87
tt0415778;5,1;5181
tt0415799;6,6;5
tt0415806;6,2;198
tt0415833;6,3;1385
tt0415838;5,8;340
tt0415850;4,3;3063
tt0415855;5,6;1454
tt0415856;6,3;5950
tt0415858;8,5;6
tt0415864;5,5;92
tt0415872;6,3;860
tt0415874;9;41
tt0415877;5,2;130
tt0415908;4,6;4958
tt0415932;6,7;4977
tt0415934;8,2;8
tt0415940;5,3;582
tt0415948;7;65
tt0415955;6,2;186
tt0415958;7;108
tt0415978;7,3;35326
tt0415981;5,2;103
tt0416040;7;300
tt0416041;5,3;275
tt0416043;7,8;677
tt0416044;7,2;44852
tt0416051;5,5;1827
tt0416072;5,9;62
tt0416099;7,6;814
tt0416101;7;299
tt0416107;5,7;9
tt0416119;5,6;560
tt0416185;6,7;20146
tt0416206;4,3;112
tt0416212;7,3;24710
tt0416213;6,5;596
tt0416214;5,4;551
tt0416218;8;24
tt0416219;6,2;67
tt0416220;7,2;7004
tt0416236;6,5;89141
tt0416263;3,7;154
tt0416292;7,1;1800
tt0416315;6,2;68180
tt0416316;5,7;3885
tt0416320;7,6;207540
tt0416331;6,7;2708
tt0416333;4,7;283
tt0416334;6,6;55
tt0416359;7,5;603
tt0416362;6,8;317
tt0416363;7,1;110
tt0416365;7,1;65
tt0416394;8,3;20591
tt0416416;1,7;90
tt0416421;7,6;45
tt0416423;6,1;112
tt0416435;6,3;3236
tt0416449;7,6;738272
tt0416492;5,9;380
tt0416496;5,7;34301
tt0416499;7;3794
tt0416508;7;58650
tt0416634;7,4;165
tt0416658;6;374
tt0416675;6;3285
tt0416694;7,7;283
tt0416709;6,6;36
tt0416730;2,3;287
tt0416737;6,6;54
tt0416775;3;840
tt0416797;7,1;17
tt0416836;6,6;31
tt0416854;7,2;3538
tt0416867;7,2;6
tt0416871;5,9;3867
tt0416881;7,4;1584
tt0416887;4,6;116
tt0416891;5,2;1351
tt0416908;6,2;599
tt0416912;5,1;8
tt0416946;5,6;31
tt0416958;3,8;66
tt0416960;8,5;15126
tt0416966;8,4;44
tt0416979;6,5;2626
tt0416984;5,5;15
tt0416991;7,6;3594
tt0417001;5,9;30776
tt0417003;6,1;259
tt0417007;5,2;29
tt0417046;5,7;1589
tt0417056;1,8;16804
tt0417077;6,9;42
tt0417100;5,5;41
tt0417120;8,2;12
tt0417138;7,5;8
tt0417142;6;39
tt0417148;5,4;133103
tt0417182;5,5;438
tt0417189;7,1;8585
tt0417191;3,8;509
tt0417210;6,8;53
tt0417215;7,2;5
tt0417217;6,3;43634
tt0417219;7,7;7
tt0417220;5,4;151
tt0417225;6,3;5298
tt0417241;7,1;1560
tt0417243;6,8;2886
tt0417253;8;25
tt0417281;5,1;8
tt0417299;9,2;252539
tt0417301;7,8;144
tt0417311;7,3;4636
tt0417312;3,6;10
tt0417317;2,1;9
tt0417319;7,5;497
tt0417332;8,2;2527
tt0417349;8,6;30125
tt0417373;8,5;23658
tt0417381;5,1;265
tt0417385;7,5;6727
tt0417397;7,1;19889
tt0417415;6,4;2810
tt0417433;5,9;20357
tt0417477;6,2;97
tt0417532;6;625
tt0417552;5,5;17
tt0417582;7,1;14
tt0417585;7,1;32
tt0417586;6,6;621
tt0417614;6,4;2371
tt0417658;6,6;13917
tt0417678;4,8;74
tt0417731;6,7;134
tt0417734;7,2;23
tt0417736;6,1;113
tt0417737;7,5;33
tt0417741;7,6;480469
tt0417745;4,6;1858
tt0417751;5,2;1613
tt0417755;5,9;36
tt0417782;6,6;334
tt0417791;7,8;14453
tt0417826;6,6;92
tt0417844;5,1;458
tt0417871;5,2;2882
tt0417875;4,4;72
tt0417907;5,5;926
tt0417909;3,8;157
tt0417911;3,6;72
tt0417930;6,5;374
tt0417944;6,3;3453
tt0417976;5,6;8944
tt0418001;7,8;58
tt0418016;6,5;653
tt0418035;8;20
tt0418075;5,4;189
tt0418091;6,6;920
tt0418110;7,2;8682
tt0418115;6,8;800
tt0418129;7,7;674
tt0418165;7,7;6
tt0418224;6,9;34
tt0418239;7;2539
tt0418243;8,1;9
tt0418251;2,6;301
tt0418259;6,3;3198
tt0418271;6,5;216
tt0418279;7;598960
tt0418294;4,8;378
tt0418299;6,5;371
tt0418325;4,3;1033
tt0418329;4,9;203
tt0418372;6,3;444
tt0418373;6,8;73
tt0418399;5,8;29
tt0418401;8,8;77
tt0418424;5;406
tt0418451;5,3;102
tt0418455;7,8;46200
tt0418499;3,7;149
tt0418586;6,3;6873
tt0418590;5;105
tt0418612;7,4;66
tt0418619;4,8;5
tt0418625;6,3;43
tt0418642;6,8;78
tt0418647;6,8;12177
tt0418657;6,4;1060
tt0418689;7,1;118129
tt0418735;7,4;37
tt0418741;3,8;5
tt0418746;6,3;27
tt0418752;6;27
tt0418753;6,7;6516
tt0418758;6,5;1677
tt0418763;7;176561
tt0418773;6,9;22222
tt0418778;6,1;5284
tt0418795;8,1;16
tt0418819;6,2;92201
tt0418825;4,5;19
tt0418832;5,3;14439
tt0418835;5,9;177
tt0418847;6;211
tt0418851;5,8;121
tt0418873;2,5;369
tt0418879;5,3;1781
tt0418887;6,1;4363
tt0418982;6,4;665
tt0419073;6,8;2703
tt0419083;4,5;53
tt0419091;4,5;17
tt0419099;6,9;92
tt0419105;6,2;28
tt0419125;5;446
tt0419134;4,4;10
tt0419146;6,5;1837
tt0419150;8,9;27
tt0419168;4,3;187
tt0419198;7,1;13541
tt0419201;7,7;94
tt0419217;4,1;376
tt0419236;6,3;486
tt0419253;5,3;56
tt0419259;6,5;82
tt0419279;7,6;2214
tt0419294;7,4;39036
tt0419299;6,2;384
tt0419314;7,2;116
tt0419315;6,4;8543
tt0419318;3,5;176
tt0419322;7,1;1116
tt0419326;7,6;19568
tt0419343;7,7;459
tt0419344;8;70
tt0419348;6,6;2432
tt0419359;8,4;43
tt0419365;7,8;1439
tt0419367;7,6;230
tt0419385;5,5;133
tt0419386;7,9;82
tt0419389;6,5;389
tt0419420;7,1;2947
tt0419425;6,9;131
tt0419434;7,4;3322
tt0419449;6,1;2746
tt0419473;6,5;1025
tt0419482;6,2;1782
tt0419491;7,1;935
tt0419492;7,4;10
tt0419515;7,1;1933
tt0419615;5,8;122
tt0419624;6,7;106
tt0419634;7;201
tt0419639;7,3;59
tt0419641;6,1;1952
tt0419647;4;24
tt0419673;4,3;130
tt0419677;7,6;50075
tt0419684;2,8;290
tt0419692;4,3;203
tt0419704;4,6;2043
tt0419706;5,2;108358
tt0419712;5,4;116
tt0419730;5,9;425
tt0419741;6,2;98
tt0419743;6;31
tt0419749;7;33111
tt0419766;6;1184
tt0419771;6,9;12
tt0419774;5,5;25
tt0419786;7;35
tt0419797;3,5;242
tt0419823;6,1;162
tt0419841;7,6;18
tt0419843;6,4;30999
tt0419857;6,9;18
tt0419858;5;203
tt0419881;6,5;2322
tt0419887;7,6;77614
tt0419922;6,6;242
tt0419934;7,2;43
tt0419945;5,7;72
tt0419946;4,7;32504
tt0419952;6,6;1305
tt0419963;6,8;66
tt0419967;7,4;1504
tt0419978;7,4;58
tt0419984;5,1;35097
tt0419987;5,8;170
tt0419989;5,8;14
tt0420015;6,7;6599
tt0420024;9,1;129
tt0420038;6,2;104
tt0420046;6,7;752
tt0420066;7,3;610
tt0420076;5,8;3691
tt0420087;6,7;22007
tt0420090;6,9;837
tt0420101;6,5;282
tt0420103;7,5;24
tt0420133;4,9;455
tt0420136;6;528
tt0420170;6,3;213
tt0420206;7,2;13431
tt0420211;6,3;1403
tt0420215;6,6;444
tt0420216;5,6;76
tt0420219;6,6;74
tt0420222;6,2;15
tt0420223;7,5;220217
tt0420227;3,8;96
tt0420229;6,4;53
tt0420233;7,5;1464
tt0420255;6;75
tt0420260;7,3;4324
tt0420279;8,2;18
tt0420289;5,8;146
tt0420291;6,9;5320
tt0420293;6,9;38362
tt0420294;5,8;68114
tt0420318;7,7;4021
tt0420332;7,8;49443
tt0420333;6,9;742
tt0420341;4,5;59
tt0420344;5,2;49
tt0420347;5,6;268
tt0420356;7,4;230
tt0420362;5,7;328
tt0420364;7,7;97
tt0420382;4,3;63
tt0420388;6,2;546
tt0420396;5,1;48
tt0420403;7,2;79
tt0420410;7,6;48
tt0420415;8,7;77
tt0420416;7,4;2285
tt0420429;7,9;40
tt0420433;8,1;87
tt0420449;7,6;670
tt0420458;6,7;131
tt0420466;5,5;11
tt0420498;6,9;66
tt0420509;7,1;13482
tt0420548;7,1;4210
tt0420550;5,7;89
tt0420555;5,7;6569
tt0420560;4,8;2676
tt0420577;6,2;112
tt0420598;5,4;8
tt0420609;7;16342
tt0420642;6,3;7
tt0420704;4,8;199
tt0420715;7,7;473
tt0420740;6;4699
tt0420818;6,2;332
tt0420835;6,6;934
tt0420845;5,2;8
tt0420864;7,6;57
tt0420871;5,6;21
tt0420884;6,2;334
tt0420886;6,3;389
tt0420896;6,4;187
tt0420897;6,5;236
tt0420901;7,7;11098
tt0420939;7,2;1223
tt0420941;4,8;25
tt0420952;7,1;489
tt0420958;5,6;31
tt0420971;6,4;195
tt0420974;8,3;26
tt0420982;7,2;6387
tt0420999;5,2;168
tt0421030;7,6;20134
tt0421031;6,7;54
tt0421033;7,7;2793
tt0421041;6,7;39
tt0421045;5,7;3216
tt0421051;1,7;13851
tt0421054;5,9;64996
tt0421068;7;281
tt0421073;6,8;107714
tt0421082;7,7;61948
tt0421085;7,7;20
tt0421090;6,1;2256
tt0421119;6,9;64
tt0421121;3,7;1174
tt0421143;4,3;378
tt0421156;3,4;226
tt0421170;2,5;14
tt0421206;6,9;57402
tt0421224;6,2;343
tt0421229;7,6;3221
tt0421238;7,3;50545
tt0421239;6,4;113592
tt0421273;7;83
tt0421275;5,9;36
tt0421294;3,1;29
tt0421297;6,4;1374
tt0421306;6,7;2455
tt0421316;7,4;372
tt0421334;3,5;11
tt0421357;8,5;62930
tt0421384;7,5;13503
tt0421396;7,6;936
tt0421397;4,3;10
tt0421400;2,7;7
tt0421401;7;40
tt0421459;7,5;35
tt0421463;6,3;1884
tt0421473;3,5;10
tt0421478;2,3;75
tt0421482;6,1;4467
tt0421484;4,7;11
tt0421490;5,2;43
tt0421491;5;31
tt0421528;6,6;1770
tt0421539;5,2;602
tt0421569;7,9;16
tt0421570;7,2;225
tt0421603;5,1;426
tt0421625;7,4;6305
tt0421631;5,2;55
tt0421715;7,8;594951
tt0421729;4,8;40919
tt0421733;7,1;9
tt0421774;7,7;25
tt0421782;6,1;89
tt0421869;6;54
tt0421920;5,8;530
tt0421947;6,1;604
tt0421960;7,2;210
tt0421974;5,8;4314
tt0421983;2,7;327
tt0421994;6,8;30172
tt0422015;7,4;7645
tt0422029;5,2;647
tt0422067;4,5;31
tt0422085;6,1;41
tt0422091;6,7;18406
tt0422093;5,8;13777
tt0422107;7,1;77
tt0422160;4,7;204
tt0422175;6,2;48
tt0422236;5,5;2436
tt0422238;6,3;107
tt0422272;6,1;15820
tt0422295;6,5;15314
tt0422349;7,1;323
tt0422399;6,2;93
tt0422401;5,7;29183
tt0422458;6,7;466
tt0422460;5,4;1553
tt0422462;6,5;256
tt0422479;5,8;158
tt0422491;6,8;1720
tt0422498;6,3;72
tt0422511;5;14
tt0422550;6,7;26
tt0422621;6,8;568
tt0422622;4,5;152
tt0422634;6,3;318
tt0422719;6,6;17
tt0422720;6,5;102751
tt0422733;6,8;289
tt0422734;5,5;34
tt0422738;7,1;67
tt0422741;5,5;10
tt0422744;7,4;721
tt0422764;5,8;429
tt0422774;4,3;19805
tt0422778;5,3;3278
tt0422783;7,3;5593
tt0422788;7,2;23
tt0422798;5,1;107
tt0422861;5,5;6020
tt0422907;5,3;164
tt0422909;7,1;58
tt0422934;6,4;1151
tt0422950;6;1708
tt0422960;6,9;56
tt0422998;4,4;45
tt0423024;5,2;32
tt0423025;5,2;10
tt0423072;9;31
tt0423083;7;5
tt0423091;7,7;15
tt0423166;7,7;1009
tt0423169;6,6;11434
tt0423277;7,1;562
tt0423294;6,7;69956
tt0423310;7,4;3257
tt0423360;6,5;326
tt0423370;5,5;484
tt0423372;5,3;524
tt0423382;6,1;3217
tt0423409;6,7;12416
tt0423433;6,2;30
tt0423441;6,6;82
tt0423455;6,3;9044
tt0423470;7,9;2959
tt0423474;4,1;535
tt0423485;6,3;67
tt0423510;7,5;2709
tt0423515;1,9;1483
tt0423537;8;6
tt0423584;4,9;261
tt0423612;6,1;30
tt0423623;8,8;314
