Property ID,Host ID,Host Name,Host since,Host response time,Host response rate,Host acceptance rate,Host is super host?,Host listings count,Host total listings count,Host has progile picture?,Host verified?,Neighborhood,Neighborhood Group,Latitude,Longitude,Room type,Number of guests,Number of Bathrooms,Number of Bathrooms (text),Number of Bedrooms,Number of Beds,Price ($),Has hot water?,Has shampoo?,Has dishes and silverware?,Has long term stays allowed?,Has fire extinguisher?,Has essentials?,Has carbon monoxide alarm?,Has lock on bedroom door?,Has hangers?,Has hair dryer?,Has heating?,Has tv?,Has patio or balcony?,Has wifi?,Has backyard?,Has refrigerator?,Has elevator?,Has extra pillows and blankets?,Has kitchen?,Minimum nights,Maximum nights,Availability in last 90 days,Availability in last 1 year,Number of reviews,Score - rating,Score - accuracy,Score - cleanliness,Score - check in,Score - communication,Score - location,Score - value,Instantly bookable?,Revenue in 1 year
15417009,75263559,Joe,01/06/2016,within an hour,1,1,Yes,1,1,Yes,No,l'Antiga Esquerra de l'Eixample,Eixample,41.38505,2.15919,Private room,1,,1 private bath,1,1,36,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,6,1125,9,145,102,4.91,4.97,4.85,4.97,4.98,4.99,4.94,1,7920
15740354,37447164,Joseph,03/07/2015,within an hour,1,0.82,Yes,1,1,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.3804,2.17896,Private room,2,,1.5 shared baths,1,1,384,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,1,365,23,23,140,4.82,4.81,4.89,4.89,4.94,4.88,4.79,0,131328
16448315,107885671,Ivan,20/12/2016,within an hour,1,1,Yes,1,1,Yes,Yes,el Raval,Ciutat Vella,41.37718,2.17138,Private room,4,,1 private bath,1,3,88,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,31,270,0,0,192,4.62,4.77,4.6,4.93,4.93,4.69,4.65,1,32120
16475404,47171261,Lodging Team,22/10/2015,within an hour,1,0.98,No,81,81,Yes,Yes,la Sagrada Família,Eixample,41.40773,2.17699,Entire home/apt,4,,2 baths,3,3,129,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,60,1124,0,152,3,4.33,4.67,4.67,4,5,4.67,4.67,0,27477
16737061,59200277,Pepi,17/02/2016,within a day,1,0.87,Yes,1,1,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.38001,2.14552,Private room,2,,1 shared bath,1,1,45,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1,30,0,0,152,4.89,4.95,4.91,4.95,4.96,4.89,4.84,0,16425
16616381,25743074,Luis,07/01/2015,within a few hours,1,1,Yes,0,0,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38571,2.18179,Entire home/apt,2,,1 bath,1,1,55,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,32,360,26,249,11,5,5,4.64,5,5,5,4.55,0,6380
16963983,113445682,Pablo,26/01/2017,within a few hours,1,0.61,No,1,1,Yes,Yes,el Parc i la Llacuna del Poblenou,Sant Martí,41.39466,2.19194,Private room,2,,1 shared bath,1,1,161,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,1,4,85,142,68,4.54,4.66,4.74,4.93,4.87,4.72,4.46,0,35903
17326005,41313817,Alba,12/08/2015,within an hour,1,0.86,Yes,3,3,Yes,Yes,l'Antiga Esquerra de l'Eixample,Eixample,41.386089,2.158683,Private room,2,,1 private bath,1,1,100,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,20,78,168,71,4.89,4.93,4.87,4.97,4.93,4.94,4.77,0,19700
17447286,77548260,Antonio,13/06/2016,within a few hours,1,0.96,Yes,10,10,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39624,2.17466,Private room,1,,2 shared baths,1,1,16,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,35,190,6,281,8,4.75,4.88,4.88,5,5,5,4.63,0,1344
17573977,7199745,Jeremy,30/06/2013,within an hour,1,0.95,No,4,4,Yes,Yes,la Sagrada Família,Eixample,41.40492,2.18111,Private room,2,,1 shared bath,1,2,40,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,5,70,13,65,245,4.5,4.7,4.54,4.89,4.85,4.71,4.63,0,12000
17836024,70624594,Julio,06/05/2016,within an hour,1,1,No,5,5,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38383,2.18248,Entire home/apt,3,,1 bath,1,2,48,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,32,180,44,251,5,4,4.2,3.6,4.2,4,5,4.2,1,5472
18121859,77548260,Antonio,13/06/2016,within a few hours,1,0.96,Yes,10,10,Yes,Yes,el Fort Pienc,Eixample,41.39465,2.1767,Private room,1,,2.5 baths,1,1,18,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,35,190,35,310,9,5,4.78,4.89,5,5,5,4.78,0,990
18338508,79500346,Antonio,23/06/2016,within an hour,1,0.95,Yes,4,4,Yes,Yes,el Fort Pienc,Eixample,41.39602,2.17713,Private room,1,,2 shared baths,1,1,21,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,35,190,1,167,2,5,5,5,5,5,5,5,0,4158
18412198,37447164,Joseph,03/07/2015,within an hour,1,0.82,Yes,1,1,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.3804,2.17896,Private room,4,,1.5 shared baths,2,3,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,1,365,1,1,17,4.88,4.88,4.94,4.94,5,5,4.75,0,14924
18869678,2321978,David J,08/05/2012,within an hour,1,0.77,Yes,1,1,Yes,Yes,Sants,Sants-Montjuïc,41.3779,2.13618,Private room,2,,1 private bath,1,1,56,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,2,40,13,281,159,4.89,4.95,4.99,4.96,4.98,4.9,4.83,0,4704
18873107,79500346,Antonio,23/06/2016,within an hour,1,0.95,Yes,4,4,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39475,2.175,Private room,1,,2 shared baths,1,1,17,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,35,190,3,251,6,4.83,4.83,4.5,4.83,5,5,4.33,0,1938
19085526,81174186,Albert,01/07/2016,within a day,1,0.33,No,1,1,Yes,Yes,Vilapicina i la Torre Llobeta,Nou Barris,41.42956,2.18325,Private room,2,,1 shared bath,1,2,28,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,365,0,157,48,4.83,4.94,4.83,4.94,4.89,4.72,4.72,0,5824
19503834,85244156,Zoryana,22/07/2016,within an hour,1,0.6,No,2,2,Yes,No,Sant Genís dels Agudells,Horta-Guinardó,41.42502,2.14152,Private room,2,,1 shared bath,1,1,45,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2,30,6,6,40,4.45,4.6,4.73,4.53,4.55,4.33,4.3,0,16155
20439326,145862800,Vic&Ulpio,13/08/2017,within an hour,1,0.79,No,1,1,Yes,Yes,el Poblenou,Sant Martí,41.40161,2.2076,Private room,2,,1 private bath,1,1,98,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,2,5,4,5,121,4.88,4.83,4.96,4.94,4.93,4.72,4.64,0,35280
20696075,67274917,Marta,15/04/2016,within an hour,1,1,No,2,2,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.38044,2.1761,Private room,2,,1 shared bath,1,1,45,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,3,15,5,97,28,4.64,4.68,4.25,4.79,4.86,5,4.43,1,12060
20743617,79500346,Antonio,23/06/2016,within an hour,1,0.95,Yes,4,4,Yes,Yes,el Fort Pienc,Eixample,41.3959,2.17726,Private room,1,,1 shared bath,1,1,20,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,35,190,25,242,1,5,5,5,5,5,5,5,0,2460
21223971,9456665,Hip Karma,16/10/2013,within an hour,1,1,No,7,7,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.3899,2.17757,Private room,2,,1 shared bath,1,2,115,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,30,30,132,35,4.77,4.77,4.91,4.66,4.77,4.91,4.69,1,26795
21237696,9456665,Hip Karma,16/10/2013,within an hour,1,1,No,7,7,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39022,2.17756,Private room,3,,1 private bath,1,3,166,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3,30,26,131,19,4.74,4.63,4.84,4.89,5,4.95,4.74,1,38844
21263321,79500346,Antonio,23/06/2016,within an hour,1,0.95,Yes,4,4,Yes,Yes,el Fort Pienc,Eixample,41.39413,2.17713,Private room,1,,2 shared baths,1,1,15,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,35,190,0,219,4,4.75,5,4.75,5,5,5,4.75,0,2190
21278685,1384020,Odi,08/11/2011,within an hour,1,0.88,Yes,4,4,Yes,Yes,la Salut,Gràcia,41.40979,2.15005,Private room,2,,1.5 shared baths,1,1,32,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,5,10,31,31,7,4.83,4.67,4.67,4.83,4.83,5,4.67,0,10688
21737186,77548260,Antonio,13/06/2016,within a few hours,1,0.96,Yes,10,10,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39425,2.17552,Private room,1,,2 shared baths,1,1,19,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,35,190,17,267,7,4.71,4.71,4.86,4.86,5,5,4.29,0,1862
22261491,27273342,Silvia,05/02/2015,within a few hours,1,0.83,Yes,1,1,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38232,2.18173,Entire home/apt,4,,1 bath,1,2,43,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,330,2,159,5,5,5,5,5,5,5,5,0,8858
22417397,7808064,Kristopher,29/07/2013,within an hour,1,1,Yes,1,1,Yes,Yes,Vilapicina i la Torre Llobeta,Nou Barris,41.42692,2.17392,Private room,1,,1.5 shared baths,1,1,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,30,65,340,43,4.79,4.74,4.48,4.88,4.88,4.64,4.71,0,1075
23029247,170884744,Deena,31/01/2018,within an hour,1,0.99,Yes,2,2,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.38086,2.1789,Private room,2,,1 shared bath,1,1,63,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,2,28,5,5,172,4.73,4.88,4.77,4.99,4.95,4.95,4.68,0,22680
23287766,126777507,Tina,20/04/2017,within a few hours,1,1,No,1,1,Yes,Yes,Montbau,Horta-Guinardó,41.43425,2.14252,Private room,2,,1 shared bath,1,1,25,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,2,8,13,276,85,4.73,4.86,4.71,4.88,4.87,4.39,4.69,0,2225
23569063,170884744,Deena,31/01/2018,within an hour,1,0.99,Yes,2,2,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.37819,2.17909,Private room,1,,1 shared bath,1,1,30,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,2,30,18,18,154,4.69,4.78,4.76,4.92,4.91,4.93,4.76,1,10410
23337337,9987712,Christel,13/11/2013,within an hour,1,1,No,3,3,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39533,2.16256,Private room,4,,1 private bath,2,2,168,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,1,10,16,107,39,4.85,4.92,4.92,4.95,4.97,4.87,4.74,0,43344
23351418,22061398,Ella,02/10/2014,within an hour,1,0.92,No,1,1,Yes,Yes,la Sagrada Família,Eixample,41.40818,2.17945,Private room,2,,1 shared bath,1,1,107,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,31,52,52,29,5,5,5,4.97,4.97,4.93,4.86,0,33491
23725943,103404930,Helena,12/11/2016,within a few hours,1,0.94,Yes,1,1,Yes,Yes,el Poblenou,Sant Martí,41.39549,2.19923,Private room,2,,1 private bath,1,1,48,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,7,5,181,158,4.8,4.83,4.88,4.96,4.92,4.81,4.78,0,8832
23866376,172462374,Apartaments Unió,09/02/2018,within a few hours,1,0.97,Yes,12,12,Yes,Yes,el Raval,Ciutat Vella,41.3796,2.17328,Entire home/apt,4,,1 bath,2,4,90,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,32,190,44,224,8,4.88,5,4.88,5,5,5,4.63,0,12690
24077062,172462374,Apartaments Unió,09/02/2018,within a few hours,1,0.97,Yes,12,12,Yes,Yes,el Raval,Ciutat Vella,41.37952,2.17331,Entire home/apt,4,,1.5 baths,2,3,150,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,32,190,3,267,7,5,5,5,5,5,4.86,4.86,0,14700
24077307,172462374,Apartaments Unió,09/02/2018,within a few hours,1,0.97,Yes,12,12,Yes,Yes,el Raval,Ciutat Vella,41.37952,2.17331,Entire home/apt,2,,1 bath,1,1,110,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,32,180,5,280,12,5,4.92,4.92,4.92,4.92,5,4.58,0,9350
24096039,7199745,Jeremy,30/06/2013,within an hour,1,0.95,No,4,4,Yes,Yes,la Sagrada Família,Eixample,41.40355,2.18166,Private room,1,,1 shared bath,1,1,27,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,5,45,24,65,80,4.58,4.6,4.6,4.94,4.79,4.73,4.7,0,8100
24113519,154005925,Jane,10/10/2017,within a few hours,1,0.75,No,1,1,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39165,2.17745,Entire home/apt,6,,1 bath,3,6,95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,32,100,0,57,5,4.8,5,4.4,5,5,5,4.8,0,29260
24391072,184095378,Ivan,13/04/2018,within a day,1,0.5,No,2,2,Yes,No,el Barri Gòtic,Ciutat Vella,41.38138,2.17388,Entire home/apt,6,,2 baths,4,5,196,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,32,180,38,313,3,4.67,4,5,3.67,4.33,5,3.33,1,10192
24465326,172462374,Apartaments Unió,09/02/2018,within a few hours,1,0.97,Yes,12,12,Yes,Yes,el Raval,Ciutat Vella,41.37952,2.17331,Entire home/apt,2,,1 bath,1,2,80,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,32,250,0,89,15,4.67,4.93,4.93,4.93,5,4.73,4.6,0,22080
24465371,172462374,Apartaments Unió,09/02/2018,within a few hours,1,0.97,Yes,12,12,Yes,Yes,el Raval,Ciutat Vella,41.37959,2.16836,Entire home/apt,4,,1.5 baths,2,4,95,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,38,190,51,141,8,4.63,5,4.88,5,5,4.13,4.13,0,21280
24465403,172462374,Apartaments Unió,09/02/2018,within a few hours,1,0.97,Yes,12,12,Yes,Yes,el Raval,Ciutat Vella,41.37952,2.17331,Entire home/apt,2,,1 bath,1,2,65,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,32,270,40,315,14,4.86,5,4.79,5,5,4.71,4.5,0,3250
24465422,172462374,Apartaments Unió,09/02/2018,within a few hours,1,0.97,Yes,12,12,Yes,Yes,el Raval,Ciutat Vella,41.37959,2.16836,Entire home/apt,4,,1.5 baths,2,3,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,32,200,42,317,10,4.9,5,5,4.9,5,4.8,4.4,0,4800
25852937,104805186,Carla,22/11/2016,within a day,1,1,No,3,3,Yes,Yes,la Sagrada Família,Eixample,41.40539,2.1776,Entire home/apt,6,,2 baths,3,4,78,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,60,365,23,233,2,5,5,5,4.5,5,5,4.5,0,10296
25576787,27156730,Neus,03/02/2015,within an hour,1,0.94,No,6,6,Yes,Yes,Verdun,Nou Barris,41.44404,2.17395,Private room,2,,1 shared bath,1,1,30,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,90,360,21,111,3,5,5,5,5,5,4.33,4.67,0,7620
26436956,5264883,Unique,28/02/2013,within an hour,1,0.92,No,47,47,Yes,Yes,el Poblenou,Sant Martí,41.39994,2.19712,Entire home/apt,4,,1 bath,2,2,66,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,32,360,4,173,4,4.33,4.33,3.67,4,5,4.67,4,0,12672
26550368,3479346,Ewa & Pau,05/09/2012,within a few hours,1,0.89,Yes,16,16,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.38667,2.17342,Entire home/apt,4,,1 bath,2,2,139,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,31,1123,9,186,8,4.5,4.5,4.25,5,4.75,5,4.25,0,24881
26946301,202748902,Maria Carmen,16/07/2018,within a few hours,1,0.89,Yes,2,2,Yes,Yes,l'Antiga Esquerra de l'Eixample,Eixample,41.38335,2.15806,Entire home/apt,2,,1 bath,1,1,45,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,60,150,0,217,2,5,5,5,5,5,5,5,0,6660
27217399,7648663,Emma & Nicolás,22/07/2013,within a few hours,1,0.86,Yes,1,1,Yes,Yes,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,41.425678,2.097075,Entire home/apt,4,,1 bath,2,3,125,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,31,90,0,53,4,5,5,5,5,5,5,5,0,39000
27349386,94981605,María Anna,13/09/2016,within an hour,1,0.83,No,2,2,Yes,Yes,la Font de la Guatlla,Sants-Montjuïc,41.37205,2.14688,Entire home/apt,2,,1 bath,1,1,160,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,31,250,36,265,2,4.5,5,5,5,4.5,4.5,4.5,0,16000
28075682,79500346,Antonio,23/06/2016,within an hour,1,0.95,Yes,4,4,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39667,2.17575,Private room,1,,2 shared baths,1,1,18,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,35,190,0,260,7,4.57,5,4.86,5,5,4.86,4.29,0,1890
28541702,215412656,Verónica,14/09/2018,within a day,1,0.75,No,2,2,Yes,Yes,la Salut,Gràcia,41.41204,2.16027,Entire home/apt,2,,1 bath,1,1,40,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,32,364,0,157,8,4.63,4.88,4.25,4.63,4.88,5,4.63,1,8320
28553445,9534151,Pla Pastrana,20/10/2013,within a few hours,1,0.91,No,5,5,Yes,Yes,Sants,Sants-Montjuïc,41.37727,2.13884,Entire home/apt,4,,1 bath,1,2,70,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,31,300,0,273,5,3.8,4.2,4.4,4.8,4.6,4.2,3.8,0,6440
28627004,211469997,Montse Esteve,24/08/2018,within an hour,1,1,Yes,2,2,Yes,No,el Raval,Ciutat Vella,41.38171,2.16962,Entire home/apt,3,,1 bath,2,2,36,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,365,365,89,362,7,4.86,4.86,4.43,5,4.86,4.57,4.14,0,108
29052866,181592276,Fanny,31/03/2018,within an hour,1,1,Yes,1,1,Yes,Yes,el Raval,Ciutat Vella,41.38442,2.16577,Private room,1,,1 shared bath,2,1,24,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,32,190,1,226,10,5,5,5,5,5,4.7,4.9,0,3336
29253403,47171261,Lodging Team,22/10/2015,within an hour,1,0.98,No,81,81,Yes,Yes,el Raval,Ciutat Vella,41.37928,2.17101,Entire home/apt,2,,1 bath,1,2,130,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,32,1124,8,67,5,3.2,4.2,4,4,4,3.8,3.6,0,38740
29254675,47171261,Lodging Team,22/10/2015,within an hour,1,0.98,No,81,81,Yes,Yes,el Raval,Ciutat Vella,41.3796,2.1724,Entire home/apt,2,,1 bath,1,2,130,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,1124,6,65,7,3.57,3.43,4.29,4.14,4.14,3.57,3.29,0,39000
29563144,222574867,Morgan,25/10/2018,within an hour,1,1,No,3,3,Yes,Yes,Verdun,Nou Barris,41.44155,2.17293,Entire home/apt,2,,1 bath,1,1,30,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,32,364,0,189,3,3.67,3.33,3.67,3.67,4.67,3.33,4,0,5280
29850255,9534151,Pla Pastrana,20/10/2013,within a few hours,1,0.91,No,5,5,Yes,Yes,Sants,Sants-Montjuïc,41.37751,2.13661,Entire home/apt,4,,1 bath,2,3,75,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,31,300,38,313,6,4.83,4.67,4.67,4.83,5,5,4.83,0,3900
29675568,202748902,Maria Carmen,16/07/2018,within a few hours,1,0.89,Yes,2,2,Yes,Yes,Sant Antoni,Eixample,41.37665,2.15165,Entire home/apt,2,,1 bath,1,1,41,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,60,364,0,157,8,4.63,4.88,4.88,5,4.88,4.88,4.63,0,8528
30223189,47171261,Lodging Team,22/10/2015,within an hour,1,0.98,No,81,81,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.38313,2.17587,Entire home/apt,2,,1 bath,1,1,129,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,60,352,28,186,1,5,5,5,5,5,5,4,0,23091
31228344,27156730,Neus,03/02/2015,within an hour,1,0.94,No,6,6,Yes,Yes,les Roquetes,Nou Barris,41.44603,2.17805,Entire home/apt,1,,1 bath,,1,29,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,90,360,0,272,2,5,5,5,5,5,5,5,0,2697
31298905,234256283,Francesc,04/01/2019,within an hour,1,1,No,21,21,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.37884,2.17827,Entire home/apt,6,,1 bath,2,4,45,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,31,365,6,256,3,4.67,4,4.33,5,4.67,5,4.67,1,4905
31301774,234256283,Francesc,04/01/2019,within an hour,1,1,No,21,21,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.37892,2.17776,Entire home/apt,6,,1 bath,2,4,46,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,31,365,8,218,6,4.83,4.67,4.33,5,5,4.83,4.5,1,6762
31301926,234256283,Francesc,04/01/2019,within an hour,1,1,No,21,21,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.38041,2.17626,Entire home/apt,6,,1 bath,2,4,41,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,31,365,6,281,2,4.5,4,4.5,5,4.5,5,4.5,1,3444
31301994,234256283,Francesc,04/01/2019,within an hour,1,1,No,21,21,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.37946,2.17626,Entire home/apt,6,,1 bath,2,4,46,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,31,365,6,251,2,5,5,4.5,5,5,5,5,1,5244
31302323,234256283,Francesc,04/01/2019,within an hour,1,1,No,21,21,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.37871,2.17755,Entire home/apt,6,,1 bath,2,4,45,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,31,365,4,254,5,4.4,4.4,4.4,4.6,4.6,4.8,4.4,1,4995
31302461,234256283,Francesc,04/01/2019,within an hour,1,1,No,21,21,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.37888,2.17627,Entire home/apt,6,,1 bath,2,4,46,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,31,365,13,230,6,4.33,4.33,4.33,4.17,4.33,4.83,4.67,1,6210
