PaymentID,OrderID,PaymentDate,PaymentMethod,Amount
PAY0000986,O000986,2026-01-31,Credit Card,390.43
PAY0000987,O000987,2026-01-31,Credit Card,307.31
PAY0000988,O000988,2026-01-31,Credit Card,1695.14
PAY0000989,O000989,2026-01-31,Debit Card,1683.67
PAY0000990,O000990,2026-01-31,PayPal,995.96
PAY0000991,O000991,2026-01-31,Debit Card,1246.91
PAY0000992,O000992,2026-01-31,PayPal,545.22
PAY0000993,O000993,2026-01-31,Debit Card,378.04
PAY0000994,O000994,2026-01-31,Credit Card,657.4
PAY0000995,O000995,2026-01-31,Credit Card,820.82
PAY0000996,O000996,2026-01-31,PayPal,1783.54
PAY0000997,O000997,2026-01-31,Credit Card,992.46
PAY0000998,O000998,2026-01-31,PayPal,1991.41
PAY0000999,O000999,2026-01-31,Credit Card,1358.95
PAY0001000,O001000,2026-01-31,Debit Card,1505.37
PAY0001001,O001001,2026-01-31,Credit Card,828.03
PAY0001002,O001002,2026-01-31,Credit Card,866.87
PAY0001003,O001003,2026-01-31,Credit Card,2165.41
PAY0001004,O001004,2026-01-31,Credit Card,552.8
PAY0001005,O001005,2026-01-31,Debit Card,1247.86
PAY0001006,O001006,2026-01-31,Credit Card,337.71
PAY0001007,O001007,2026-01-31,Debit Card,1427.28
PAY0001008,O001008,2026-01-31,PayPal,1399.37
PAY0001009,O001009,2026-01-31,Credit Card,450.67
PAY0001010,O001010,2026-01-31,Credit Card,2158.83
PAY0001011,O001011,2026-01-31,Credit Card,2166.85
PAY0001012,O001012,2026-01-31,Credit Card,1246.45
PAY0001013,O001013,2026-01-31,Credit Card,1458.78
PAY0001014,O001014,2026-01-31,Credit Card,1604.66
PAY0001015,O001015,2026-01-31,Debit Card,2115.45
PAY0001016,O001016,2026-01-31,Debit Card,2350.26
PAY0001017,O001017,2026-01-31,Debit Card,1075.34
PAY0001018,O001018,2026-01-31,Debit Card,202.98
PAY0001019,O001019,2026-01-31,Debit Card,1973.52
PAY0001020,O001020,2026-01-31,Credit Card,562.25
PAY0001021,O001021,2026-01-31,PayPal,2333.87
PAY0001022,O001022,2026-01-31,Debit Card,1179.59
PAY0001023,O001023,2026-01-31,Credit Card,1896.66
PAY0001024,O001024,2026-01-31,Credit Card,1250.48
PAY0001025,O001025,2026-01-31,PayPal,2232.99
PAY0001026,O001026,2026-01-31,PayPal,2192.49
PAY0001027,O001027,2026-01-31,PayPal,477.48
PAY0001028,O001028,2026-01-31,PayPal,1351.02
PAY0001029,O001029,2026-01-31,Debit Card,1955.44
PAY0001030,O001030,2026-01-31,Debit Card,1539.57
PAY0001031,O001031,2026-01-31,Debit Card,259.2
PAY0001032,O001032,2026-01-31,Credit Card,1790.74
PAY0001033,O001033,2026-01-31,Credit Card,1955.0
PAY0001034,O001034,2026-01-31,Credit Card,986.85
PAY0001035,O001035,2026-01-31,Debit Card,774.0
PAY0001036,O001036,2026-01-31,PayPal,2036.35
PAY0001037,O001037,2026-01-31,Debit Card,828.39
PAY0001038,O001038,2026-01-31,PayPal,1552.71
PAY0001039,O001039,2026-01-31,Debit Card,2152.91
PAY0001040,O001040,2026-01-31,Debit Card,1327.46
PAY0001041,O001041,2026-01-31,Debit Card,1917.8
PAY0001042,O001042,2026-01-31,PayPal,1514.95
PAY0001043,O001043,2026-01-31,PayPal,2316.29
PAY0001044,O001044,2026-01-31,PayPal,1538.42
PAY0001045,O001045,2026-01-31,PayPal,429.44
PAY0001046,O001046,2026-01-31,Debit Card,318.37
PAY0001047,O001047,2026-01-31,Debit Card,2440.54
PAY0001048,O001048,2026-01-31,PayPal,1340.79
PAY0001049,O001049,2026-01-31,PayPal,251.04
PAY0001050,O001050,2026-01-31,PayPal,743.71
PAY0001051,O001051,2026-01-31,Debit Card,2199.4
PAY0001052,O001052,2026-01-31,PayPal,1332.44
PAY0001053,O001053,2026-01-31,Debit Card,2324.37
PAY0001054,O001054,2026-01-31,Debit Card,2277.32
PAY0001055,O001055,2026-01-31,PayPal,559.04
PAY0001056,O001056,2026-01-31,Debit Card,560.43
PAY0001057,O001057,2026-01-31,Debit Card,1342.41
PAY0001058,O001058,2026-01-31,Debit Card,768.45
PAY0001059,O001059,2026-01-31,PayPal,1117.24
PAY0001060,O001060,2026-01-31,PayPal,552.05
PAY0001061,O001061,2026-01-31,PayPal,2237.32
PAY0001062,O001062,2026-01-31,Credit Card,2025.39
PAY0001063,O001063,2026-01-31,PayPal,808.04
PAY0001064,O001064,2026-01-31,PayPal,1746.35
PAY0001065,O001065,2026-01-31,PayPal,1402.66
PAY0001066,O001066,2026-01-31,Debit Card,590.71
PAY0001067,O001067,2026-01-31,Debit Card,1496.2
PAY0001068,O001068,2026-01-31,Credit Card,381.31
PAY0001069,O001069,2026-01-31,PayPal,2202.75
PAY0001070,O001070,2026-01-31,PayPal,692.87
PAY0001071,O001071,2026-01-31,PayPal,1995.87
PAY0001072,O001072,2026-01-31,Debit Card,539.39
PAY0001073,O001073,2026-01-31,PayPal,2042.99
PAY0001074,O001074,2026-01-31,Debit Card,689.52
PAY0001075,O001075,2026-01-31,Debit Card,1820.9
PAY0001076,O001076,2026-01-31,PayPal,1201.79
PAY0001077,O001077,2026-01-31,Debit Card,451.22
PAY0001078,O001078,2026-01-31,PayPal,272.92
PAY0001079,O001079,2026-01-31,Credit Card,2419.63
PAY0001080,O001080,2026-01-31,PayPal,2461.28
PAY0001081,O001081,2026-01-31,Credit Card,259.71
PAY0001082,O001082,2026-01-31,Debit Card,2326.73
PAY0001083,O001083,2026-01-31,Debit Card,2343.4
PAY0001084,O001084,2026-01-31,PayPal,1500.6
PAY0001085,O001085,2026-01-31,Debit Card,1326.68
PAY0001086,O001086,2026-01-31,Debit Card,578.06
PAY0001087,O001087,2026-01-31,Credit Card,2455.79
PAY0001088,O001088,2026-01-31,PayPal,2456.07
PAY0001089,O001089,2026-01-31,PayPal,359.39
PAY0001090,O001090,2026-01-31,Debit Card,1028.52
PAY0001091,O001091,2026-01-31,Credit Card,435.35
PAY0001092,O001092,2026-01-31,Credit Card,967.2
PAY0001093,O001093,2026-01-31,Credit Card,198.48
PAY0001094,O001094,2026-01-31,Credit Card,765.65
PAY0001095,O001095,2026-01-31,PayPal,1384.53
PAY0001096,O001096,2026-01-31,Credit Card,1981.29
PAY0001097,O001097,2026-01-31,PayPal,1748.14
PAY0001098,O001098,2026-01-31,Credit Card,195.85
PAY0001099,O001099,2026-01-31,PayPal,1459.76
PAY0001100,O001100,2026-01-31,Credit Card,367.44
PAY0001101,O001101,2026-01-31,PayPal,1826.97
PAY0001102,O001102,2026-01-31,Debit Card,1131.53
PAY0001103,O001103,2026-01-31,Credit Card,629.05
PAY0001104,O001104,2026-01-31,PayPal,1469.48
PAY0001105,O001105,2026-01-31,Debit Card,2326.84
PAY0001106,O001106,2026-01-31,Debit Card,2117.84
PAY0001107,O001107,2026-01-31,Credit Card,155.09
PAY0001108,O001108,2026-01-31,PayPal,860.12
PAY0001109,O001109,2026-01-31,Credit Card,512.42
PAY0001110,O001110,2026-01-31,Debit Card,587.54
PAY0001111,O001111,2026-01-31,PayPal,141.86
PAY0001112,O001112,2026-01-31,Credit Card,318.83
PAY0001113,O001113,2026-01-31,PayPal,1573.92
PAY0001114,O001114,2026-01-31,Debit Card,2042.92
PAY0001115,O001115,2026-01-31,Credit Card,329.64
PAY0001116,O001116,2026-01-31,Debit Card,630.34
PAY0001117,O001117,2026-01-31,Debit Card,1563.06
PAY0001118,O001118,2026-01-31,Credit Card,2302.3
PAY0001119,O001119,2026-01-31,Debit Card,357.73
PAY0001120,O001120,2026-01-31,Credit Card,1710.79
PAY0001121,O001121,2026-01-31,Debit Card,1491.13
PAY0001122,O001122,2026-01-31,PayPal,2139.01
PAY0001123,O001123,2026-01-31,Debit Card,612.13
PAY0001124,O001124,2026-01-31,Credit Card,2133.48
PAY0001125,O001125,2026-01-31,Debit Card,1809.82
PAY0001126,O001126,2026-01-31,Debit Card,460.93
PAY0001127,O001127,2026-01-31,Debit Card,2141.41
PAY0001128,O001128,2026-01-31,Debit Card,155.26
PAY0001129,O001129,2026-01-31,Debit Card,592.31
PAY0001130,O001130,2026-01-31,PayPal,1279.65
PAY0001131,O001131,2026-01-31,PayPal,921.49
PAY0001132,O001132,2026-01-31,Credit Card,1297.68
PAY0001133,O001133,2026-01-31,PayPal,1030.96
PAY0001134,O001134,2026-01-31,Debit Card,1555.73
PAY0001135,O001135,2026-01-31,Debit Card,446.84
PAY0001136,O001136,2026-01-31,Credit Card,1542.29
PAY0001137,O001137,2026-01-31,PayPal,1739.87
PAY0001138,O001138,2026-01-31,Credit Card,1991.37
PAY0001139,O001139,2026-01-31,Credit Card,623.03
PAY0001140,O001140,2026-01-31,Debit Card,1072.25
PAY0001141,O001141,2026-01-31,Credit Card,1815.84
PAY0001142,O001142,2026-01-31,Credit Card,1010.67
PAY0001143,O001143,2026-01-31,Debit Card,2405.57
PAY0001144,O001144,2026-01-31,PayPal,2344.64
PAY0001145,O001145,2026-01-31,Credit Card,1649.15
PAY0001146,O001146,2026-01-31,Credit Card,1185.39
PAY0001147,O001147,2026-01-31,Credit Card,1033.29
PAY0001148,O001148,2026-01-31,Debit Card,962.85
PAY0001149,O001149,2026-01-31,Credit Card,1278.3
PAY0001150,O001150,2026-01-31,PayPal,1168.79
PAY0001151,O001151,2026-01-31,Debit Card,314.71
PAY0001152,O001152,2026-01-31,Debit Card,935.75
PAY0001153,O001153,2026-01-31,Debit Card,979.83
PAY0001154,O001154,2026-01-31,Debit Card,1248.47
PAY0001155,O001155,2026-01-31,Credit Card,625.93
PAY0001156,O001156,2026-01-31,PayPal,1648.02
PAY0001157,O001157,2026-01-31,PayPal,1374.25
PAY0001158,O001158,2026-01-31,Credit Card,2130.17
PAY0001159,O001159,2026-01-31,Debit Card,974.97
PAY0001160,O001160,2026-01-31,Credit Card,315.93
PAY0001161,O001161,2026-01-31,Credit Card,321.7
PAY0001162,O001162,2026-01-31,PayPal,1426.78
PAY0001163,O001163,2026-01-31,Debit Card,290.21
PAY0001164,O001164,2026-01-31,Debit Card,1187.44
PAY0001165,O001165,2026-01-31,Debit Card,439.92
PAY0001166,O001166,2026-01-31,Debit Card,768.43
PAY0001167,O001167,2026-01-31,Credit Card,649.81
PAY0001168,O001168,2026-01-31,Debit Card,499.91
PAY0001169,O001169,2026-01-31,Credit Card,656.36
PAY0001170,O001170,2026-01-31,Credit Card,1590.27
PAY0001171,O001171,2026-01-31,PayPal,1671.09
PAY0001172,O001172,2026-01-31,PayPal,522.27
PAY0001173,O001173,2026-01-31,PayPal,1228.6
PAY0001174,O001174,2026-01-31,Debit Card,2247.81
PAY0001175,O001175,2026-01-31,Credit Card,141.24
PAY0001176,O001176,2026-01-31,Credit Card,1546.32
PAY0001177,O001177,2026-01-31,Credit Card,261.72
PAY0001178,O001178,2026-01-31,Credit Card,745.71
PAY0001179,O001179,2026-01-31,Credit Card,1381.49
PAY0001180,O001180,2026-01-31,Debit Card,1428.25
PAY0001181,O001181,2026-01-31,Debit Card,1835.7
PAY0001182,O001182,2026-01-31,Credit Card,1380.78
PAY0001183,O001183,2026-01-31,Credit Card,689.55
PAY0001184,O001184,2026-01-31,Credit Card,881.15
PAY0001185,O001185,2026-01-31,Credit Card,1939.24
PAY0001186,O001186,2026-01-31,PayPal,2051.93
PAY0001187,O001187,2026-01-31,PayPal,1310.82
PAY0001188,O001188,2026-01-31,Credit Card,1045.13
PAY0001189,O001189,2026-01-31,Credit Card,216.03
PAY0001190,O001190,2026-01-31,Credit Card,2131.69
PAY0001191,O001191,2026-01-31,Credit Card,2168.05
PAY0001192,O001192,2026-01-31,Debit Card,1477.27
PAY0001193,O001193,2026-01-31,Debit Card,1209.77
PAY0001194,O001194,2026-01-31,Debit Card,520.35
PAY0001195,O001195,2026-01-31,Credit Card,1812.23
PAY0001196,O001196,2026-01-31,Credit Card,1636.33
PAY0001197,O001197,2026-01-31,Credit Card,260.98
PAY0001198,O001198,2026-01-31,Debit Card,426.17
PAY0001199,O001199,2026-01-31,Debit Card,1205.85
PAY0001200,O001200,2026-01-31,Debit Card,1726.06
PAY0001201,O001201,2026-01-31,Debit Card,1420.76
PAY0001202,O001202,2026-01-31,PayPal,1069.36
PAY0001203,O001203,2026-01-31,PayPal,1219.89
PAY0001204,O001204,2026-01-31,PayPal,2363.88
PAY0001205,O001205,2026-01-31,Debit Card,1987.32
PAY0001206,O001206,2026-01-31,PayPal,1824.05
PAY0001207,O001207,2026-01-31,PayPal,1072.48
PAY0001208,O001208,2026-01-31,Debit Card,1356.33
PAY0001209,O001209,2026-01-31,Debit Card,500.55
PAY0001210,O001210,2026-01-31,Debit Card,402.98
PAY0001211,O001211,2026-01-31,Credit Card,596.54
PAY0001212,O001212,2026-01-31,PayPal,2487.32
PAY0001213,O001213,2026-01-31,Debit Card,377.29
PAY0001214,O001214,2026-01-31,Debit Card,1018.17
PAY0001215,O001215,2026-01-31,Debit Card,996.7
PAY0001216,O001216,2026-01-31,Debit Card,1269.33
PAY0001217,O001217,2026-01-31,Credit Card,617.37
PAY0001218,O001218,2026-01-31,PayPal,1900.83
PAY0001219,O001219,2026-01-31,Debit Card,2176.47
PAY0001220,O001220,2026-01-31,PayPal,435.63
PAY0001221,O001221,2026-01-31,Debit Card,1051.27
PAY0001222,O001222,2026-01-31,Credit Card,139.31
PAY0001223,O001223,2026-01-31,Credit Card,2268.79
PAY0001224,O001224,2026-01-31,Debit Card,1268.26
PAY0001225,O001225,2026-01-31,Debit Card,1810.94
PAY0001226,O001226,2026-01-31,Debit Card,2217.72
PAY0001227,O001227,2026-01-31,Debit Card,412.99
PAY0001228,O001228,2026-01-31,Credit Card,688.88
PAY0001229,O001229,2026-01-31,Credit Card,2252.89
PAY0001230,O001230,2026-01-31,Credit Card,809.0
PAY0001231,O001231,2026-01-31,Credit Card,941.33
PAY0001232,O001232,2026-01-31,Debit Card,2228.91
PAY0001233,O001233,2026-01-31,Debit Card,287.5
PAY0001234,O001234,2026-01-31,Debit Card,951.46
PAY0001235,O001235,2026-01-31,PayPal,1423.86
PAY0001236,O001236,2026-01-31,Credit Card,2341.55
PAY0001237,O001237,2026-01-31,Debit Card,262.61
PAY0001238,O001238,2026-01-31,Debit Card,564.35
PAY0001239,O001239,2026-01-31,PayPal,498.27
PAY0001240,O001240,2026-01-31,Credit Card,450.25
PAY0001241,O001241,2026-01-31,PayPal,1447.82
PAY0001242,O001242,2026-01-31,Credit Card,159.24
PAY0001243,O001243,2026-01-31,Credit Card,1613.62
PAY0001244,O001244,2026-01-31,Debit Card,157.94
PAY0001245,O001245,2026-01-31,Debit Card,901.7
PAY0001246,O001246,2026-01-31,PayPal,1204.7
PAY0001247,O001247,2026-01-31,PayPal,883.71
PAY0001248,O001248,2026-01-31,Debit Card,222.2
PAY0001249,O001249,2026-01-31,PayPal,1505.49
PAY0001250,O001250,2026-01-31,Debit Card,1920.38
PAY0001251,O001251,2026-01-31,Debit Card,1932.74
PAY0001252,O001252,2026-01-31,Credit Card,1699.17
PAY0001253,O001253,2026-01-31,PayPal,1848.79
PAY0001254,O001254,2026-01-31,PayPal,1314.27
PAY0001255,O001255,2026-01-31,Credit Card,2339.07
PAY0001256,O001256,2026-01-31,Debit Card,892.36
PAY0001257,O001257,2026-01-31,PayPal,1155.67
PAY0001258,O001258,2026-01-31,PayPal,1624.49
PAY0001259,O001259,2026-01-31,Credit Card,441.31
PAY0001260,O001260,2026-01-31,Credit Card,323.66
PAY0001261,O001261,2026-01-31,Debit Card,761.82
PAY0001262,O001262,2026-01-31,Credit Card,200.54
PAY0001263,O001263,2026-01-31,Debit Card,129.08
PAY0001264,O001264,2026-01-31,Credit Card,566.78
PAY0001265,O001265,2026-01-31,PayPal,564.79
PAY0001266,O001266,2026-01-31,Credit Card,1124.59
PAY0001267,O001267,2026-01-31,PayPal,712.35
PAY0001268,O001268,2026-01-31,Credit Card,101.36
PAY0001269,O001269,2026-01-31,Credit Card,492.14
PAY0001270,O001270,2026-01-31,Credit Card,737.22
PAY0001271,O001271,2026-01-31,Debit Card,1988.83
PAY0001272,O001272,2026-01-31,Credit Card,1223.94
PAY0001273,O001273,2026-01-31,Credit Card,2319.57
PAY0001274,O001274,2026-01-31,Debit Card,374.17
PAY0001275,O001275,2026-01-31,PayPal,1203.06
PAY0001276,O001276,2026-01-31,Debit Card,1580.32
PAY0001277,O001277,2026-01-31,Debit Card,2141.43
PAY0001278,O001278,2026-01-31,Debit Card,1484.9
PAY0001279,O001279,2026-01-31,PayPal,2234.01
PAY0001280,O001280,2026-01-31,PayPal,893.44
PAY0001281,O001281,2026-01-31,PayPal,883.68
PAY0001282,O001282,2026-01-31,Credit Card,1702.6
PAY0001283,O001283,2026-01-31,PayPal,1515.47
PAY0001284,O001284,2026-01-31,PayPal,769.52
PAY0001285,O001285,2026-01-31,PayPal,1967.91
PAY0001286,O001286,2026-01-31,Credit Card,642.88
PAY0001287,O001287,2026-01-31,Credit Card,1141.3
PAY0001288,O001288,2026-01-31,Debit Card,887.57
PAY0001289,O001289,2026-01-31,PayPal,821.37
PAY0001290,O001290,2026-01-31,PayPal,2479.15
PAY0001291,O001291,2026-01-31,Credit Card,2385.04
PAY0001292,O001292,2026-01-31,Debit Card,2024.02
PAY0001293,O001293,2026-01-31,Debit Card,355.59
PAY0001294,O001294,2026-01-31,Credit Card,1432.03
PAY0001295,O001295,2026-01-31,Credit Card,2213.79
PAY0001296,O001296,2026-01-31,Credit Card,1214.43
PAY0001297,O001297,2026-01-31,Credit Card,2322.52
PAY0001298,O001298,2026-01-31,PayPal,1401.3
PAY0001299,O001299,2026-01-31,Debit Card,1090.35
PAY0001300,O001300,2026-01-31,Debit Card,1106.3
PAY0001301,O001301,2026-01-31,Debit Card,817.8
PAY0001302,O001302,2026-01-31,Credit Card,489.87
PAY0001303,O001303,2026-01-31,Debit Card,2376.38
PAY0001304,O001304,2026-01-31,PayPal,259.17
PAY0001305,O001305,2026-01-31,Debit Card,2322.7
PAY0001306,O001306,2026-01-31,Credit Card,1145.5
PAY0001307,O001307,2026-01-31,Debit Card,469.71
PAY0001308,O001308,2026-01-31,Debit Card,2448.06
PAY0001309,O001309,2026-01-31,Debit Card,2350.23
PAY0001310,O001310,2026-01-31,Credit Card,839.22
PAY0001311,O001311,2026-01-31,Debit Card,2209.85
PAY0001312,O001312,2026-01-31,Debit Card,2326.81
PAY0001313,O001313,2026-01-31,Debit Card,1512.22
PAY0001314,O001314,2026-01-31,Debit Card,1132.25
PAY0001315,O001315,2026-01-31,Credit Card,787.52
PAY0001316,O001316,2026-01-31,PayPal,2030.87
PAY0001317,O001317,2026-01-31,Debit Card,482.06
PAY0001318,O001318,2026-01-31,Debit Card,1524.27
PAY0001319,O001319,2026-01-31,Credit Card,341.58
PAY0001320,O001320,2026-01-31,Credit Card,2010.87
PAY0001321,O001321,2026-01-31,Credit Card,460.11
PAY0001322,O001322,2026-01-31,Debit Card,1282.36
PAY0001323,O001323,2026-01-31,Credit Card,2342.5
PAY0001324,O001324,2026-01-31,PayPal,1655.13
PAY0001325,O001325,2026-01-31,Credit Card,105.01
PAY0001326,O001326,2026-01-31,Credit Card,178.44
PAY0001327,O001327,2026-01-31,Debit Card,2460.88
PAY0001328,O001328,2026-01-31,Debit Card,1728.98
PAY0001329,O001329,2026-01-31,PayPal,957.4
PAY0001330,O001330,2026-01-31,PayPal,310.05
PAY0001331,O001331,2026-01-31,Credit Card,2242.91
PAY0001332,O001332,2026-01-31,Debit Card,339.93
PAY0001333,O001333,2026-01-31,PayPal,297.63
PAY0001334,O001334,2026-01-31,Credit Card,1574.47
PAY0001335,O001335,2026-01-31,Credit Card,1994.9
PAY0001336,O001336,2026-01-31,Debit Card,2078.06
PAY0001337,O001337,2026-01-31,Debit Card,358.09
PAY0001338,O001338,2026-01-31,PayPal,799.43
PAY0001339,O001339,2026-01-31,PayPal,272.04
PAY0001340,O001340,2026-01-31,PayPal,782.67
PAY0001341,O001341,2026-01-31,Credit Card,1209.61
PAY0001342,O001342,2026-01-31,Debit Card,477.75
PAY0001343,O001343,2026-01-31,PayPal,1335.74
PAY0001344,O001344,2026-01-31,Debit Card,1555.56
PAY0001345,O001345,2026-01-31,PayPal,780.87
PAY0001346,O001346,2026-01-31,Debit Card,2145.18
PAY0001347,O001347,2026-01-31,PayPal,490.74
PAY0001348,O001348,2026-01-31,Debit Card,2044.65
PAY0001349,O001349,2026-01-31,Debit Card,2384.09
PAY0001350,O001350,2026-01-31,Debit Card,804.77
PAY0001351,O001351,2026-01-31,PayPal,2055.13
PAY0001352,O001352,2026-01-31,Debit Card,2036.72
PAY0001353,O001353,2026-01-31,Credit Card,2006.22
PAY0001354,O001354,2026-01-31,Debit Card,1699.01
PAY0001355,O001355,2026-01-31,Credit Card,677.64
PAY0001356,O001356,2026-01-31,Credit Card,1787.76
PAY0001357,O001357,2026-01-31,Credit Card,290.69
PAY0001358,O001358,2026-01-31,PayPal,2200.34
PAY0001359,O001359,2026-01-31,Credit Card,358.42
PAY0001360,O001360,2026-01-31,Debit Card,402.66
PAY0001361,O001361,2026-01-31,PayPal,276.26
PAY0001362,O001362,2026-01-31,Debit Card,1750.54
PAY0001363,O001363,2026-01-31,PayPal,674.21
PAY0001364,O001364,2026-01-31,Debit Card,1144.8
PAY0001365,O001365,2026-01-31,Credit Card,2331.7
PAY0001366,O001366,2026-01-31,PayPal,2362.19
PAY0001367,O001367,2026-01-31,PayPal,1850.51
PAY0001368,O001368,2026-01-31,Debit Card,2349.85
PAY0001369,O001369,2026-01-31,Credit Card,2249.42
PAY0001370,O001370,2026-01-31,PayPal,181.21
PAY0001371,O001371,2026-01-31,Credit Card,1037.91
PAY0001372,O001372,2026-01-31,Debit Card,258.53
PAY0001373,O001373,2026-01-31,Credit Card,2118.69
PAY0001374,O001374,2026-01-31,Debit Card,1034.94
PAY0001375,O001375,2026-01-31,Debit Card,1212.41
PAY0001376,O001376,2026-01-31,Debit Card,1980.94
PAY0001377,O001377,2026-01-31,Debit Card,1179.07
PAY0001378,O001378,2026-01-31,Debit Card,1888.68
PAY0001379,O001379,2026-01-31,PayPal,1113.64
PAY0001380,O001380,2026-01-31,Debit Card,2399.36
PAY0001381,O001381,2026-01-31,PayPal,2183.52
PAY0001382,O001382,2026-01-31,Credit Card,117.85
PAY0001383,O001383,2026-01-31,Credit Card,2390.29
PAY0001384,O001384,2026-01-31,Debit Card,323.72
PAY0001385,O001385,2026-01-31,Debit Card,455.6
PAY0001386,O001386,2026-01-31,Credit Card,676.06
PAY0001387,O001387,2026-01-31,PayPal,1288.86
PAY0001388,O001388,2026-01-31,Debit Card,2277.54
PAY0001389,O001389,2026-01-31,PayPal,533.23
PAY0001390,O001390,2026-01-31,Credit Card,1950.06
PAY0001391,O001391,2026-01-31,PayPal,965.75
PAY0001392,O001392,2026-01-31,Debit Card,2020.5
PAY0001393,O001393,2026-01-31,Debit Card,909.23
PAY0001394,O001394,2026-01-31,Credit Card,1258.72
PAY0001395,O001395,2026-01-31,PayPal,584.11
PAY0001396,O001396,2026-01-31,Credit Card,898.04
PAY0001397,O001397,2026-01-31,PayPal,2158.66
PAY0001398,O001398,2026-01-31,PayPal,1311.95
PAY0001399,O001399,2026-01-31,PayPal,1037.66
PAY0001400,O001400,2026-01-31,PayPal,2484.71
PAY0001401,O001401,2026-01-31,PayPal,2323.79
PAY0001402,O001402,2026-01-31,Credit Card,1143.85
PAY0001403,O001403,2026-01-31,PayPal,2020.67
PAY0001404,O001404,2026-01-31,Debit Card,2413.94
PAY0001405,O001405,2026-01-31,PayPal,1413.1
PAY0001406,O001406,2026-01-31,PayPal,2492.3
PAY0001407,O001407,2026-01-31,Debit Card,206.83
PAY0001408,O001408,2026-01-31,Debit Card,143.0
PAY0001409,O001409,2026-01-31,PayPal,1604.9
PAY0001410,O001410,2026-01-31,Credit Card,1238.84
PAY0001411,O001411,2026-01-31,Debit Card,2329.72
PAY0001412,O001412,2026-01-31,PayPal,1472.55
PAY0001413,O001413,2026-01-31,Debit Card,2103.53
PAY0001414,O001414,2026-01-31,Credit Card,1178.25
PAY0001415,O001415,2026-01-31,Debit Card,2239.63
PAY0001416,O001416,2026-01-31,Credit Card,2060.17
PAY0001417,O001417,2026-01-31,PayPal,2270.51
PAY0001418,O001418,2026-01-31,Debit Card,1047.55
PAY0001419,O001419,2026-01-31,Credit Card,1373.78
PAY0001420,O001420,2026-01-31,Credit Card,632.32
PAY0001421,O001421,2026-01-31,Debit Card,673.55
PAY0001422,O001422,2026-01-31,Credit Card,1132.03
PAY0001423,O001423,2026-01-31,Credit Card,2025.74
PAY0001424,O001424,2026-01-31,Debit Card,1384.62
PAY0001425,O001425,2026-01-31,PayPal,2355.8
PAY0001426,O001426,2026-01-31,Credit Card,1304.2
PAY0001427,O001427,2026-01-31,PayPal,2007.11
PAY0001428,O001428,2026-01-31,PayPal,1991.19
PAY0001429,O001429,2026-01-31,PayPal,1691.95
PAY0001430,O001430,2026-01-31,Debit Card,2473.28
PAY0001431,O001431,2026-01-31,Credit Card,1381.82
PAY0001432,O001432,2026-01-31,PayPal,790.14
PAY0001433,O001433,2026-01-31,Credit Card,2152.56
PAY0001434,O001434,2026-01-31,Debit Card,1445.81
PAY0001435,O001435,2026-01-31,Debit Card,525.37
PAY0001436,O001436,2026-01-31,PayPal,580.62
PAY0001437,O001437,2026-01-31,PayPal,1130.8
PAY0001438,O001438,2026-01-31,Debit Card,1652.42
PAY0001439,O001439,2026-01-31,Debit Card,149.66
PAY0001440,O001440,2026-01-31,Credit Card,2334.6
PAY0001441,O001441,2026-01-31,PayPal,719.66
PAY0001442,O001442,2026-01-31,PayPal,801.56
PAY0001443,O001443,2026-01-31,Debit Card,1097.38
PAY0001444,O001444,2026-01-31,Debit Card,589.82
PAY0001445,O001445,2026-01-31,Credit Card,967.43
PAY0001446,O001446,2026-01-31,Debit Card,842.78
PAY0001447,O001447,2026-01-31,PayPal,1759.74
PAY0001448,O001448,2026-01-31,PayPal,264.62
PAY0001449,O001449,2026-01-31,Credit Card,2195.73
PAY0001450,O001450,2026-01-31,Credit Card,2388.61
PAY0001451,O001451,2026-01-31,Credit Card,1968.8
PAY0001452,O001452,2026-01-31,Debit Card,2416.34
PAY0001453,O001453,2026-01-31,Credit Card,1935.76
PAY0001454,O001454,2026-01-31,Debit Card,391.45
PAY0001455,O001455,2026-01-31,PayPal,1216.71
PAY0001456,O001456,2026-01-31,Credit Card,1254.98
PAY0001457,O001457,2026-01-31,PayPal,767.92
PAY0001458,O001458,2026-01-31,Credit Card,955.02
PAY0001459,O001459,2026-01-31,Credit Card,947.78
PAY0001460,O001460,2026-01-31,Debit Card,2035.84
PAY0001461,O001461,2026-01-31,PayPal,2367.86
PAY0001462,O001462,2026-01-31,PayPal,143.75
PAY0001463,O001463,2026-01-31,PayPal,2030.5
PAY0001464,O001464,2026-01-31,Credit Card,2481.1
PAY0001465,O001465,2026-01-31,Credit Card,449.95
PAY0001466,O001466,2026-01-31,Credit Card,1353.01
PAY0001467,O001467,2026-01-31,PayPal,1383.54
PAY0001468,O001468,2026-01-31,Debit Card,2478.67
PAY0001469,O001469,2026-01-31,PayPal,943.32
PAY0001470,O001470,2026-01-31,Debit Card,2148.41
PAY0001471,O001471,2026-01-31,Debit Card,348.57
PAY0001472,O001472,2026-01-31,PayPal,1962.07
PAY0001473,O001473,2026-01-31,Debit Card,609.66
PAY0001474,O001474,2026-01-31,Credit Card,1590.58
PAY0001475,O001475,2026-01-31,Debit Card,1956.31
PAY0001476,O001476,2026-01-31,PayPal,1773.65
PAY0001477,O001477,2026-01-31,PayPal,644.2
PAY0001478,O001478,2026-01-31,PayPal,2341.11
