Order Date;Order ID; Price ; Cost of sales ; Discount ; Order Quantity ; Sales 
24/12/2019;23329;33;729;0,1;47;1551
24/12/2019;5957;55;79,2;0;3;165
24/12/2019;45408;14;133;0,1;25;350
24/12/2019;23329;51;124,4;0,1;4;204
24/12/2019;12420;26;397,8;0,1;34;884
24/12/2019;19841;36;433,4;0,1;43;1548
24/12/2019;19841;28;88,2;0,1;7;196
24/12/2019;56103;26;162,2;0,1;24;624
24/12/2019;19841;41;369,4;0;17;697
24/12/2019;5957;44;204,6;0,1;15;660
24/12/2019;12420;42;10,5;0;1;42
24/12/2019;30757;10;273;0,1;42;420
24/12/2019;5957;51;574,8;0,1;23;1173
24/12/2019;30757;64;89,6;0,1;5;320
25/12/2019;195;33;617,1;0;34;1122
25/12/2019;32131;22;366,5;0;34;748
26/12/2019;55363;24;124,3;0;14;336
26/12/2019;7301;28;209,4;0,1;17;476
26/12/2019;258;31;99,8;  -  ;7;217
26/12/2019;229;44;1.021,70;0,1;43;1892
26/12/2019;258;60;743,4;  -  ;21;1260
26/12/2019;258;23;326,4;0;33;759
26/12/2019;21024;35;642,6;0,1;34;1190
26/12/2019;229;42;292,3;0;24;1008
27/12/2019;47267;59;338,7;0;14;826
27/12/2019;1699;49;999,6;0,1;40;1960
27/12/2019;59684;41;287;0;25;1025
27/12/2019;23399;13;49,1;0;14;182
27/12/2019;47267;45;680,4;0;24;1080
27/12/2019;59684;41;1.107,00;0,1;50;2050
27/12/2019;59684;14;166,5;  -  ;41;574
27/12/2019;59684;37;40;0,1;3;111
28/12/2019;19556;38;1.077,30;0,1;45;1710
28/12/2019;36293;41;317,8;0,1;25;1025
28/12/2019;36293;20;127,4;0;13;260
28/12/2019;19556;51;302,9;0,1;22;1122
28/12/2019;353;43;270,9;0;21;903
28/12/2019;27011;49;112,7;0,1;5;245
28/12/2019;25735;25;495;0;45;1125
28/12/2019;19556;28;352,8;0,1;35;980
29/12/2019;18530;47;705;  -  ;25;1175
29/12/2019;18530;16;20,8;0;2;32
29/12/2019;28262;41;277,2;0,1;26;1066
29/12/2019;43392;38;933,7;0;39;1482
30/12/2019;2277;43;478,6;0,1;21;903
30/12/2019;17058;25;191,3;0;15;375
30/12/2019;52640;43;441,2;0,1;18;774
30/12/2019;16262;31;173,9;0,1;11;341
30/12/2019;2277;12;30;0;10;120
31/12/2019;24033;21;640,5;  -  ;50;1050
31/12/2019;10144;18;175,7;0,1;16;288
31/12/2019;10144;33;364,3;0,1;24;792
31/12/2019;10436;36;406,1;0,1;24;864
31/12/2019;10144;9;2,5;0;1;9
01/01/2020;4006;45;581,4;0,1;38;1710
01/01/2020;25188;12;153,6;  -  ;20;240
01/01/2020;9221;13;50,3;0;9;117
01/01/2020;9221;32;304;0;25;800
02/01/2020;6560;50;1.091,50;0;37;1850
02/01/2020;802;38;21,3;0,1;2;76
02/01/2020;6560;19;178,6;0,1;20;380
02/01/2020;33473;34;918;0,1;50;1700
02/01/2020;54528;7;59,9;0;15;105
02/01/2020;52486;58;1.474,40;0,1;41;2378
02/01/2020;44198;45;582,8;0;35;1575
02/01/2020;802;43;808,8;0,1;33;1419
02/01/2020;54528;33;157,1;0;17;561
02/01/2020;58054;25;162,5;0;26;650
02/01/2020;54528;26;79;0,1;8;208
03/01/2020;25028;23;42,6;0;5;115
03/01/2020;25028;40;352,8;  -  ;14;560
04/01/2020;43808;8;53,8;0;16;128
04/01/2020;8195;28;18,8;0,1;1;28
04/01/2020;35845;17;84,2;0,1;15;255
04/01/2020;8195;12;90,5;0;26;312
04/01/2020;29958;23;400;  -  ;47;1081
04/01/2020;8195;38;64,6;0,1;5;190
04/01/2020;29958;40;665,6;0,1;32;1280
05/01/2020;3488;57;644,7;0,1;39;2223
05/01/2020;50945;62;569,2;0;27;1674
05/01/2020;3488;36;71,3;0;6;216
06/01/2020;46402;41;365,3;0;27;1107
06/01/2020;46402;32;464;0;29;928
06/01/2020;7840;44;403,9;0,1;34;1496
06/01/2020;58340;16;305,3;0;36;576
06/01/2020;46402;29;201,8;0;12;348
06/01/2020;52672;25;195,8;0,1;29;725
07/01/2020;23556;21;357;0,1;34;714
07/01/2020;43814;44;510,4;0,1;40;1760
07/01/2020;1445;26;358,8;0,1;30;780
07/01/2020;43814;28;592,2;0;47;1316
07/01/2020;40225;37;932,4;0,1;45;1665
07/01/2020;40225;27;607,5;0,1;50;1350
07/01/2020;14693;42;957,6;0,1;38;1596
07/01/2020;1445;43;83,9;  -  ;3;129
07/01/2020;14693;27;516;0;39;1053
07/01/2020;19654;32;117,8;0;8;256
08/01/2020;40420;34;456,3;0,1;22;748
08/01/2020;32901;16;129;  -  ;13;208
08/01/2020;41895;29;58;0,1;8;232
08/01/2020;41254;24;142,8;0,1;17;408
08/01/2020;35266;23;225,4;0,1;28;644
08/01/2020;40420;17;306;0,1;50;850
08/01/2020;20805;62;111,6;0,1;3;186
08/01/2020;35266;41;1.039,40;0,1;39;1599
08/01/2020;42081;35;609,7;0;26;910
08/01/2020;20805;42;307,4;0,1;12;504
08/01/2020;42081;25;39;0,1;3;75
08/01/2020;20805;44;600,6;0,1;35;1540
08/01/2020;20805;23;80;0,1;12;276
08/01/2020;42081;45;891;0;36;1620
09/01/2020;46468;34;782;0,1;46;1564
09/01/2020;21670;42;403,2;  -  ;24;1008
09/01/2020;12773;32;200,6;0,1;19;608
09/01/2020;12773;15;107,1;0;21;315
09/01/2020;12773;5;22,5;0;15;75
09/01/2020;4134;45;626,4;0;48;2160
09/01/2020;46468;51;24,5;0;1;51
09/01/2020;46468;59;943,4;0,1;41;2419
09/01/2020;4134;54;434,7;0;23;1242
09/01/2020;12773;25;78;0,1;6;150
11/01/2020;55815;25;259;0;28;700
11/01/2020;18370;14;223,9;  -  ;41;574
11/01/2020;29409;25;339,3;0,1;23;575
12/01/2020;21379;29;649,6;0,1;35;1015
13/01/2020;46147;42;507,8;0,1;39;1638
13/01/2020;46147;32;192;0,1;12;384
13/01/2020;49189;38;316,2;0,1;32;1216
13/01/2020;46147;8;121,4;0;37;296
14/01/2020;19365;27;485,5;0;29;783
14/01/2020;25669;27;165,2;0;12;324
15/01/2020;46980;33;516,1;0;34;1122
15/01/2020;35780;26;98,3;0;6;156
15/01/2020;11111;43;147,5;0,1;7;301
15/01/2020;11111;22;414,7;0,1;29;638
16/01/2020;28642;42;725,8;  -  ;27;1134
16/01/2020;15719;44;506,9;0,1;18;792
16/01/2020;28642;44;865,9;  -  ;41;1804
17/01/2020;49987;16;56;0;14;224
17/01/2020;36931;17;242,4;0,1;46;782
17/01/2020;16096;12;61,6;  -  ;9;108
17/01/2020;49987;20;111;0,1;15;300
17/01/2020;49987;42;55,4;0;4;168
17/01/2020;10722;20;105,6;0;8;160
18/01/2020;22561;32;96;0;5;160
18/01/2020;22561;32;496;0;50;1600
18/01/2020;22561;26;71;0,1;7;182
19/01/2020;16837;45;95,4;0,1;4;180
19/01/2020;35399;10;235,6;0;38;380
19/01/2020;57217;23;426,7;0,1;35;805
19/01/2020;6564;35;509,6;0;26;910
20/01/2020;21606;38;996,7;0,1;43;1634
20/01/2020;9824;62;1.439,60;0,1;43;2666
20/01/2020;9824;20;405,6;0;39;780
20/01/2020;9824;45;69,8;  -  ;5;225
20/01/2020;21606;44;535,9;0,1;29;1276
20/01/2020;2883;9;76,5;0,1;34;306
20/01/2020;50208;27;36,7;0,1;4;108
21/01/2020;49443;16;426,4;0,1;41;656
22/01/2020;386;21;52,1;0;4;84
22/01/2020;21890;53;372,1;0;27;1431
22/01/2020;47136;25;243;  -  ;18;450
22/01/2020;49761;62;1.618,20;0,1;45;2790
22/01/2020;21890;53;722,9;0,1;44;2332
22/01/2020;386;39;65,5;0,1;4;156
23/01/2020;25095;60;1.033,20;0,1;41;2460
23/01/2020;33091;41;629,8;0;24;984
23/01/2020;25095;25;171;0,1;18;450
24/01/2020;51974;32;26,9;0,1;2;64
24/01/2020;49601;37;272;0;15;555
24/01/2020;51974;28;182;0,1;10;280
24/01/2020;24388;42;302,4;  -  ;15;630
24/01/2020;52199;18;140,2;0,1;19;342
25/01/2020;59652;22;157,1;0,1;17;374
25/01/2020;15106;33;716,1;0;35;1155
25/01/2020;24960;44;462;0;35;1540
25/01/2020;15106;52;1.113,80;0;42;2184
25/01/2020;24960;32;149,8;0;18;576
25/01/2020;24960;43;763,7;0;48;2064
25/01/2020;24960;25;481;  -  ;37;925
25/01/2020;15106;61;1.546,40;0,1;39;2379
26/01/2020;26529;14;138;0,1;17;238
26/01/2020;59047;39;167,7;0,1;10;390
26/01/2020;26529;60;1.205,40;0,1;41;2460
26/01/2020;59047;16;266,2;0,1;26;416
27/01/2020;24640;24;106,6;0,1;12;288
27/01/2020;59139;36;138,2;0,1;12;432
27/01/2020;30151;35;716,1;0;31;1085
27/01/2020;8480;60;257,4;0,1;11;660
27/01/2020;59139;16;267,5;0,1;38;608
27/01/2020;8480;39;60,8;0,1;3;117
28/01/2020;21760;39;210,6;0,1;9;351
29/01/2020;27430;34;257;0,1;12;408
29/01/2020;52482;19;262,2;  -  ;30;570
29/01/2020;58981;37;466,2;0,1;28;1036
29/01/2020;8802;15;60,8;0,1;15;225
29/01/2020;52482;19;147,6;0,1;21;399
29/01/2020;27430;24;43,9;0,1;3;72
30/01/2020;21956;21;25,6;0;2;42
30/01/2020;6791;25;161;0,1;14;350
30/01/2020;24160;23;283,4;0,1;44;1012
30/01/2020;55075;36;378;0,1;21;756
30/01/2020;31140;16;35,8;0;4;64
31/01/2020;21639;32;316,2;0;38;1216
31/01/2020;33958;61;494,1;0,1;27;1647
31/01/2020;33958;32;179,2;0,1;14;448
31/01/2020;45543;42;194,9;0;16;672
31/01/2020;12326;28;60,5;0,1;4;112
31/01/2020;21639;25;201,3;0,1;23;575
31/01/2020;21639;20;21,6;0;3;60
31/01/2020;21639;7;102,5;0,1;24;168
01/02/2020;21057;27;461,2;0;28;756
01/02/2020;45059;22;469,7;0,1;35;770
01/02/2020;45059;22;557,7;0,1;39;858
01/02/2020;40102;37;697,8;0,1;46;1702
01/02/2020;45059;16;42,2;0;4;64
01/02/2020;38784;14;406;0,1;50;700
02/02/2020;50949;63;1.767,80;0,1;46;2898
02/02/2020;34978;24;682,1;0,1;49;1176
02/02/2020;32484;60;356,4;0,1;9;540
02/02/2020;50949;30;595,2;0,1;32;960
03/02/2020;11719;25;127,5;0;17;425
03/02/2020;21155;41;52,5;0,1;4;164
03/02/2020;41926;24;257;0,1;17;408
03/02/2020;11719;54;680,4;0,1;30;1620
03/02/2020;29767;17;367,2;0,1;48;816
03/02/2020;11719;43;65,8;0,1;3;129
03/02/2020;41926;60;1.290,00;  -  ;43;2580
03/02/2020;29028;23;623,1;0,1;43;989
03/02/2020;14503;44;357,3;0;14;616
03/02/2020;32007;47;944,2;0,1;41;1927
04/02/2020;54882;21;224,9;0;17;357
04/02/2020;39270;33;141,6;0,1;11;363
04/02/2020;43110;54;66,4;  -  ;3;162
04/02/2020;56711;31;379,8;0;25;775
04/02/2020;54882;26;26,5;0;2;52
04/02/2020;30497;43;626,5;0,1;31;1333
04/02/2020;2053;13;243,4;0;39;507
04/02/2020;43110;22;5,7;0,1;1;22
04/02/2020;46307;65;790,4;0,1;32;2080
04/02/2020;2053;37;108,8;0,1;7;259
04/02/2020;12066;41;575,6;0,1;27;1107
04/02/2020;46307;48;712,8;0;27;1296
04/02/2020;30497;8;81,6;0;34;272
04/02/2020;27622;42;63,8;0,1;4;168
04/02/2020;57633;16;55,7;0,1;12;192
05/02/2020;34881;16;153,9;0;37;592
05/02/2020;31046;28;682,1;0,1;42;1176
05/02/2020;1637;26;305,5;0,1;47;1222
05/02/2020;31046;21;463,1;0;35;735
05/02/2020;1637;29;156,6;0,1;10;290
05/02/2020;1637;34;771,1;0,1;36;1224
05/02/2020;29953;65;1.119,30;0;42;2730
05/02/2020;21824;23;451;0;37;851
06/02/2020;22532;35;136,5;0;13;455
06/02/2020;15300;31;846,3;0,1;42;1302
06/02/2020;57922;34;986;0;50;1700
07/02/2020;15428;20;640;0,1;50;1000
07/02/2020;15428;9;23,4;0;10;90
08/02/2020;33764;40;75,2;  -  ;4;160
08/02/2020;49892;21;196,6;0;26;546
08/02/2020;33764;43;493,2;0;31;1333
08/02/2020;51461;33;851,4;0,1;43;1419
08/02/2020;21989;44;954,8;0;35;1540
08/02/2020;28773;6;172,8;0,1;48;288
08/02/2020;21989;35;138,6;0;9;315
08/02/2020;33764;62;141,4;0,1;6;372
09/02/2020;34243;44;171,6;0,1;10;440
09/02/2020;34243;11;111,7;0;35;385
09/02/2020;18244;34;18,4;  -  ;1;34
09/02/2020;6403;55;1.330,50;  -  ;41;2255
09/02/2020;34243;25;670;0;40;1000
10/02/2020;46562;33;519,8;0;35;1155
10/02/2020;45156;23;209,3;0,1;14;322
10/02/2020;45156;10;192;0;30;300
10/02/2020;45156;32;560;0,1;35;1120
11/02/2020;10245;40;280;0;20;800
11/02/2020;49763;23;48,3;  -  ;6;138
11/02/2020;7171;12;161,3;  -  ;28;336
11/02/2020;7171;29;192,3;0;17;493
11/02/2020;59045;63;1.134,00;0,1;30;1890
11/02/2020;47015;35;179,6;0,1;19;665
11/02/2020;10245;27;360,2;0,1;23;621
11/02/2020;49763;24;71;0;8;192
11/02/2020;9537;21;397,3;0;43;903
11/02/2020;10245;23;217,4;0,1;27;621
11/02/2020;9537;24;73,4;0,1;6;144
12/02/2020;58500;37;314,5;0,1;17;629
12/02/2020;22849;17;160,7;0,1;27;459
12/02/2020;35494;39;329,9;0;18;702
12/02/2020;55808;22;455,4;0;45;990
12/02/2020;22849;25;195,8;0;27;675
12/02/2020;45991;43;1.376,00;0,1;50;2150
12/02/2020;45991;30;12,9;0,1;1;30
12/02/2020;55808;23;40;  -  ;6;138
12/02/2020;22849;25;406,3;0,1;25;625
12/02/2020;22849;23;516,1;  -  ;34;782
12/02/2020;50276;16;244,8;0,1;34;544
13/02/2020;45155;21;485,1;0,1;35;735
13/02/2020;30981;45;809,1;0,1;29;1305
13/02/2020;45155;40;809,6;0;44;1760
13/02/2020;14434;26;253,5;0;39;1014
13/02/2020;5636;20;161;  -  ;23;460
13/02/2020;30981;45;485,1;0,1;22;990
14/02/2020;27105;6;131;0;37;222
14/02/2020;52868;61;370,9;0,1;19;1159
14/02/2020;27105;42;26,9;  -  ;2;84
14/02/2020;23426;22;95;0,1;12;264
14/02/2020;23426;29;652,5;0,1;45;1305
15/02/2020;49921;41;14,8;0;1;41
15/02/2020;49921;24;62,4;0,1;5;120
15/02/2020;10213;57;424,1;0;12;684
16/02/2020;40386;30;462;  -  ;28;840
16/02/2020;16481;43;1.311,50;  -  ;50;2150
16/02/2020;36454;36;155,5;0,1;8;288
16/02/2020;16481;7;118,4;0,1;47;329
17/02/2020;51777;45;118,8;0,1;4;180
17/02/2020;51777;49;203,8;0,1;13;637
17/02/2020;9696;15;128,7;0;13;195
17/02/2020;9696;15;110,3;0;15;225
18/02/2020;21475;49;764,4;0,1;39;1911
18/02/2020;21475;39;310,1;0,1;15;585
18/02/2020;40962;30;235,2;0;28;840
18/02/2020;40962;34;316,2;  -  ;30;1020
18/02/2020;12486;52;873,6;0;42;2184
18/02/2020;58117;44;646,8;0;42;1848
18/02/2020;7462;28;47;0,1;3;84
18/02/2020;12486;35;683,6;0,1;31;1085
19/02/2020;5347;59;37,8;0;1;59
19/02/2020;49312;40;440,8;0,1;19;760
19/02/2020;5347;32;823,7;0,1;39;1248
19/02/2020;3814;45;1.257,80;0;43;1935
19/02/2020;49312;25;495;  -  ;30;750
19/02/2020;5347;15;59,9;0;7;105
20/02/2020;12641;24;20,6;0,1;2;48
20/02/2020;33794;29;146,2;0,1;18;522
20/02/2020;11651;43;335;0,1;19;817
20/02/2020;12641;45;675;0,1;25;1125
20/02/2020;12641;60;806,4;0,1;24;1440
21/02/2020;3749;25;229,5;0;27;675
22/02/2020;18023;43;980,4;0,1;38;1634
22/02/2020;40001;45;724,5;0,1;46;2070
22/02/2020;37863;44;451,4;0;27;1188
22/02/2020;54787;30;63;0,1;7;210
22/02/2020;39909;14;441;  -  ;50;700
22/02/2020;18023;36;391,7;0,1;34;1224
22/02/2020;21350;45;648;0;30;1350
22/02/2020;32965;62;65,7;0;2;124
22/02/2020;25799;19;397,1;0,1;38;722
22/02/2020;32965;37;518;0,1;25;925
23/02/2020;4960;21;252;0,1;30;630
23/02/2020;4960;62;81,8;0;4;248
23/02/2020;19558;18;13;0;2;36
24/02/2020;46372;30;98,7;0;7;210
24/02/2020;50145;58;334,1;  -  ;9;522
24/02/2020;15462;34;170;0,1;20;680
24/02/2020;4642;19;159,6;  -  ;21;399
24/02/2020;8133;36;233,6;0;11;396
24/02/2020;43137;37;562,4;0,1;40;1480
24/02/2020;46372;50;495;0,1;15;750
24/02/2020;50145;19;212;0,1;18;342
24/02/2020;4642;20;111,6;0,1;9;180
24/02/2020;21125;14;92,8;0,1;17;238
25/02/2020;7521;64;474,2;  -  ;19;1216
26/02/2020;40612;25;65,3;0,1;9;225
26/02/2020;20068;30;162;0,1;9;270
26/02/2020;28741;11;57,2;0;13;143
26/02/2020;28741;6;14,7;0;5;30
27/02/2020;12868;23;22,5;0,1;2;46
27/02/2020;12194;8;38;  -  ;19;152
27/02/2020;928;61;589,3;0,1;21;1281
27/02/2020;5188;36;578,9;0,1;24;864
27/02/2020;928;30;319,8;0;26;780
27/02/2020;12868;21;429,7;0,1;31;651
28/02/2020;46115;30;661,2;  -  ;38;1140
28/02/2020;46115;12;193,2;0,1;35;420
28/02/2020;16642;45;765,9;0,1;46;2070
28/02/2020;40165;27;715,5;0,1;50;1350
28/02/2020;33824;17;145,4;0,1;19;323
29/02/2020;48071;34;22,1;0;1;34
29/02/2020;22433;10;167,2;0,1;44;440
29/02/2020;26723;11;23,8;0;8;88
29/02/2020;47525;21;462;0;40;840
01/03/2020;23968;24;191,5;0,1;19;456
01/03/2020;35555;26;17,2;0,1;2;52
01/03/2020;53955;31;733,2;0;43;1333
01/03/2020;450;35;722,8;0,1;35;1225
01/03/2020;35555;32;216;0,1;15;480
01/03/2020;450;16;241,3;0,1;29;464
01/03/2020;35555;50;1.475,00;0,1;50;2500
01/03/2020;27811;25;61;0,1;4;100
01/03/2020;27811;49;622,8;0,1;31;1519
02/03/2020;25603;16;121,4;0;23;368
02/03/2020;39878;63;1.732,50;  -  ;50;3150
02/03/2020;20486;33;415,8;0;42;1386
02/03/2020;18688;49;803,6;0,1;41;2009
02/03/2020;18688;53;1.402,40;0;49;2597
02/03/2020;20486;55;673,2;0,1;34;1870
02/03/2020;18688;55;363;0,1;15;825
04/03/2020;49026;56;1.270,10;0,1;36;2016
04/03/2020;52578;17;329,5;0,1;38;646
04/03/2020;16100;21;231;0;44;924
04/03/2020;49600;35;473,6;0,1;33;1155
04/03/2020;52578;23;95,7;0,1;8;184
04/03/2020;14021;25;117;  -  ;12;300
05/03/2020;59809;5;37,6;0;16;80
05/03/2020;49797;16;220,5;0,1;26;416
05/03/2020;57029;25;242,3;0;17;425
05/03/2020;49797;17;142,3;  -  ;27;459
05/03/2020;57029;38;65,4;0,1;4;152
05/03/2020;59809;25;201;0,1;12;300
05/03/2020;29095;28;358,4;0;40;1120
05/03/2020;59686;33;690;0;41;1353
06/03/2020;1539;52;446,2;0,1;33;1716
06/03/2020;1539;27;482,2;0,1;38;1026
07/03/2020;20453;48;419,5;0,1;23;1104
07/03/2020;27554;42;585,9;0;45;1890
07/03/2020;47714;34;345,1;0,1;29;986
07/03/2020;40034;25;446,5;  -  ;47;1175
07/03/2020;58086;16;223,2;0,1;31;496
07/03/2020;44610;61;642,9;0,1;31;1891
07/03/2020;10916;59;637,8;0,1;23;1357
07/03/2020;54081;30;36;0;2;60
07/03/2020;20453;24;273,4;0,1;17;408
07/03/2020;58086;41;509,2;0;27;1107
07/03/2020;47714;52;780;0;30;1560
08/03/2020;12867;25;61,5;0,1;6;150
08/03/2020;50465;21;243,6;0,1;29;609
08/03/2020;55271;23;198,7;0,1;16;368
09/03/2020;18432;21;62;0,1;5;105
09/03/2020;18432;22;105,6;0,1;15;330
09/03/2020;18432;22;443,5;0;42;924
09/03/2020;20134;11;129,3;0,1;47;517
09/03/2020;20134;27;400,1;0;26;702
09/03/2020;50789;8;79,1;0,1;23;184
09/03/2020;18432;40;292,8;0;12;480
10/03/2020;23270;16;198,4;0;20;320
10/03/2020;23270;17;342,7;0,1;42;714
10/03/2020;34727;33;356,4;0,1;20;660
10/03/2020;1767;51;331,5;0,1;10;510
10/03/2020;44612;36;101,5;0,1;6;216
11/03/2020;24548;43;715,5;0;32;1376
12/03/2020;50309;35;504;0,1;36;1260
12/03/2020;20967;25;337,5;0,1;50;1250
12/03/2020;24070;23;256,7;0,1;36;828
12/03/2020;55621;37;921,7;0,1;47;1739
12/03/2020;55621;14;357;0;50;700
12/03/2020;24070;17;13,8;0,1;3;51
12/03/2020;57479;16;290,1;0,1;37;592
12/03/2020;24070;53;1.679,00;  -  ;48;2544
12/03/2020;37121;16;359;0;44;704
12/03/2020;3526;24;120;0,1;20;480
12/03/2020;20967;32;96;0;6;192
12/03/2020;11109;42;204,1;0,1;18;756
13/03/2020;43239;56;454,7;0;14;784
13/03/2020;3911;24;276,5;0,1;24;576
13/03/2020;18789;36;882;  -  ;50;1800
13/03/2020;11968;28;303,8;0;31;868
13/03/2020;3266;10;22;0;4;40
14/03/2020;775;41;545,3;0,1;35;1435
14/03/2020;65;26;291,2;0;32;832
14/03/2020;15205;45;869,4;0;42;1890
14/03/2020;5444;47;30,1;0,1;2;94
14/03/2020;53637;23;151,8;0,1;12;276
14/03/2020;15205;48;259,2;0;18;864
14/03/2020;775;10;44,8;0,1;8;80
15/03/2020;51361;21;325,5;  -  ;50;1050
15/03/2020;51361;19;95,8;0;14;266
15/03/2020;3588;44;554,4;0;21;924
15/03/2020;3588;12;60,5;0,1;14;168
15/03/2020;32546;65;249,6;  -  ;6;390
15/03/2020;32546;17;359,6;0,1;47;799
15/03/2020;3588;20;218,4;0;42;840
15/03/2020;3588;39;315,9;0,1;18;702
15/03/2020;48261;41;307,5;0;15;615
16/03/2020;51713;13;213,9;0;35;455
16/03/2020;26304;20;559;0;43;860
16/03/2020;28003;37;516,2;0,1;31;1147
17/03/2020;28550;37;879,1;0,1;44;1628
17/03/2020;31303;42;924;0,1;50;2100
17/03/2020;28550;21;12;0,1;1;21
17/03/2020;9062;38;778,2;0,1;32;1216
17/03/2020;9062;24;255,4;0,1;19;456
18/03/2020;58884;54;1.291,70;0,1;46;2484
18/03/2020;42213;34;547,4;0,1;46;1564
18/03/2020;35296;44;104,7;0;7;308
18/03/2020;58884;29;243,9;0;29;841
19/03/2020;8580;28;168;  -  ;12;336
19/03/2020;8580;15;272;  -  ;37;555
19/03/2020;38304;60;239,4;0,1;7;420
19/03/2020;49824;21;180,2;0;33;693
20/03/2020;24871;30;84,6;0;6;180
20/03/2020;55361;43;546,5;0,1;31;1333
20/03/2020;57095;29;515;0;37;1073
20/03/2020;55361;46;566,7;0,1;22;1012
21/03/2020;54245;46;96,6;0,1;5;230
21/03/2020;30369;43;173,3;  -  ;13;559
21/03/2020;30369;33;221,8;0;21;693
21/03/2020;643;21;167,6;0,1;21;441
21/03/2020;4257;42;812,7;0;45;1890
22/03/2020;55686;33;574,9;0;26;858
22/03/2020;55686;10;7;0;2;20
22/03/2020;55686;30;297;0,1;22;660
23/03/2020;24384;64;665,6;0,1;20;1280
23/03/2020;30658;38;618,6;0,1;44;1672
23/03/2020;48548;43;55,5;0;3;129
23/03/2020;25376;36;151,2;0,1;12;432
23/03/2020;30658;21;308,7;0,1;35;735
23/03/2020;24384;25;157,5;0,1;21;525
23/03/2020;24384;44;987,4;0,1;44;1936
23/03/2020;50404;52;439,9;0,1;18;936
23/03/2020;50404;41;229,6;0;10;410
24/03/2020;56804;45;1.125,50;0,1;41;1845
24/03/2020;56804;18;168,5;0,1;24;432
25/03/2020;36001;29;326,3;0,1;45;1305
25/03/2020;36001;23;400;0,1;47;1081
25/03/2020;34048;41;19,7;0;1;41
26/03/2020;24965;24;56,2;0,1;6;144
26/03/2020;24965;36;544,3;0,1;42;1512
27/03/2020;40961;50;115,5;0;7;350
27/03/2020;25191;44;868,6;0,1;42;1848
27/03/2020;20646;20;524,8;0;41;820
28/03/2020;32454;19;66,1;0,1;12;228
28/03/2020;28807;34;107,1;0;9;306
29/03/2020;37380;44;480,5;0,1;42;1848
29/03/2020;37380;21;523,1;  -  ;47;987
29/03/2020;37380;22;229,7;0,1;29;638
29/03/2020;58342;20;432;0;40;800
30/03/2020;12323;37;639,4;0;32;1184
30/03/2020;28805;47;1.189,10;0,1;46;2162
30/03/2020;58372;52;1.273,00;0;48;2496
30/03/2020;55715;10;98;0;28;280
30/03/2020;58372;38;297,9;0,1;16;608
30/03/2020;12323;11;25,1;  -  ;4;44
30/03/2020;28805;50;58;0,1;4;200
30/03/2020;28805;38;324,5;0,1;14;532
31/03/2020;45377;38;482,2;0,1;47;1786
31/03/2020;9286;42;688;0,1;26;1092
31/03/2020;9922;26;312;0,1;24;624
31/03/2020;9922;42;538;0;21;882
31/03/2020;38370;34;1.139,00;  -  ;50;1700
31/03/2020;9922;5;87,1;0;26;130
01/04/2020;38212;40;471,2;  -  ;38;1520
01/04/2020;38212;5;82,8;0,1;46;230
01/04/2020;38212;54;868,3;0,1;24;1296
02/04/2020;37988;37;204,2;0,1;12;444
02/04/2020;40643;37;527,6;0,1;23;851
02/04/2020;17287;39;107,3;0,1;11;429
02/04/2020;17287;50;455;0,1;26;1300
02/04/2020;22787;42;411,6;0,1;35;1470
02/04/2020;17287;59;762,3;0;38;2242
03/04/2020;197;63;652,1;0;23;1449
03/04/2020;21601;17;119;0,1;20;340
03/04/2020;17860;49;439;0,1;16;784
04/04/2020;33700;55;831,6;  -  ;36;1980
04/04/2020;22375;22;491,9;0;43;946
05/04/2020;52929;64;1.100,80;0;43;2752
05/04/2020;23940;13;166,4;0;20;260
05/04/2020;52929;32;65;0;7;224
05/04/2020;56550;60;777;0;37;2220
05/04/2020;52929;45;393,3;0,1;19;855
05/04/2020;56550;27;97,2;  -  ;8;216
05/04/2020;52929;59;649;0;20;1180
05/04/2020;56550;40;792;0,1;33;1320
05/04/2020;50083;61;1.348,70;0;33;2013
05/04/2020;16291;23;392,2;0;31;713
05/04/2020;7680;17;282,9;0;32;544
05/04/2020;23940;27;178,2;0;11;297
06/04/2020;23104;29;341;0;24;696
06/04/2020;19424;8;83,5;0,1;29;232
06/04/2020;51652;39;533,9;0;37;1443
06/04/2020;23104;21;23,3;0;3;63
06/04/2020;11648;31;593,3;  -  ;33;1023
06/04/2020;30820;51;589,1;0,1;21;1071
06/04/2020;11648;55;17,1;0,1;1;55
06/04/2020;53825;42;438,5;0,1;36;1512
06/04/2020;51652;26;582,9;0,1;38;988
06/04/2020;19424;50;721,5;0,1;37;1850
07/04/2020;13569;65;634,4;0,1;16;1040
07/04/2020;18182;22;504,9;0;45;990
07/04/2020;13795;35;630;0;30;1050
07/04/2020;13795;15;316,4;0;37;555
07/04/2020;18182;22;73,9;0,1;12;264
07/04/2020;18182;32;489,6;0;45;1440
07/04/2020;13795;20;243,8;0,1;23;460
07/04/2020;13569;29;143,3;0;13;377
08/04/2020;52423;40;725,2;0;49;1960
08/04/2020;49027;39;591,6;0,1;41;1599
08/04/2020;52423;25;306,3;0;25;625
08/04/2020;15907;13;299,5;0;36;468
08/04/2020;15907;20;280,8;0;36;720
08/04/2020;15907;30;64,8;0,1;4;120
08/04/2020;23522;16;49,9;0;8;128
08/04/2020;6180;20;352;0;44;880
08/04/2020;23522;41;959,4;0,1;36;1476
08/04/2020;23522;45;530,1;0,1;19;855
