ProductID,ProductName,Category,Subcategory,Supplier,UnitCost,Brand,PackSize
PRD01051,Team-oriented tangible orchestration,Pantry,Canned Goods,Larson LLC,5.11,Budget Brand,2-pack
PRD01052,Automated upward-trending workforce,Pantry,Canned Goods,"James, Deleon and Weeks",44.9,Budget Brand,12-pack
PRD01053,Managed grid-enabled Internet solution,Pantry,Breakfast,Conrad-Martinez,18.83,FreshMarket Own,Bulk
PRD01054,Visionary discrete synergy,Pantry,Breakfast,"Atkinson, Mcfarland and Walters",11.86,Premium Brand,12-pack
PRD01055,Self-enabling homogeneous application,Pantry,Oils & Sauces,Warren-Flores,29.66,Budget Brand,Bulk
PRD01056,Re-contextualized coherent Graphic Interface,Pantry,Canned Goods,"Wolfe, Hernandez and Nunez",21.56,Premium Brand,12-pack
PRD01057,Object-based local system engine,Pantry,Pasta & Rice,"Johnston, Davis and Reynolds",45.55,FreshMarket Own,6-pack
PRD01058,Object-based client-server capacity,Pantry,Breakfast,Miller-Duncan,13.26,FreshMarket Own,Single
PRD01059,Business-focused neutral initiative,Pantry,Canned Goods,Miller-Shaw,26.23,Premium Brand,2-pack
PRD01060,Vision-oriented tangible capacity,Pantry,Oils & Sauces,Castillo and Sons,20.74,FreshMarket Own,2-pack
PRD01061,Pre-emptive hybrid projection,Pantry,Breakfast,"Gonzalez, Gilbert and Fitzgerald",32.75,Premium Brand,6-pack
PRD01062,Fully-configurable dynamic archive,Pantry,Breakfast,Frank-Morris,28.45,Budget Brand,6-pack
PRD01063,Re-engineered background budgetary management,Pantry,Breakfast,"Gutierrez, Diaz and Lee",37.87,Premium Brand,Bulk
PRD01064,Monitored radical projection,Pantry,Breakfast,Carrillo and Sons,9.35,Budget Brand,Bulk
PRD01065,Monitored reciprocal website,Pantry,Breakfast,Hanson-Alexander,13.06,Premium Brand,Bulk
PRD01066,Focused dedicated software,Pantry,Oils & Sauces,Moore-Chandler,38.82,Premium Brand,2-pack
PRD01067,Configurable bifurcated support,Pantry,Canned Goods,Sanchez PLC,37.52,Premium Brand,2-pack
PRD01068,Digitized executive access,Pantry,Canned Goods,Benson-Rodriguez,11.12,Premium Brand,6-pack
PRD01069,Organized methodical adapter,Pantry,Canned Goods,Clark-Medina,8.46,Budget Brand,Single
PRD01070,Expanded needs-based model,Pantry,Canned Goods,Dunn-Dean,41.25,Premium Brand,Bulk
PRD01071,Digitized system-worthy standardization,Pantry,Breakfast,"Smith, Aguilar and Alvarado",4.86,Premium Brand,2-pack
PRD01072,Balanced eco-centric concept,Pantry,Oils & Sauces,Campbell Ltd,4.46,FreshMarket Own,12-pack
PRD01073,Secured encompassing application,Pantry,Breakfast,Pena-Smith,30.89,Budget Brand,6-pack
PRD01074,Networked stable flexibility,Pantry,Canned Goods,"Christian, Keller and Lin",47.31,FreshMarket Own,12-pack
PRD01075,Ameliorated explicit projection,Pantry,Breakfast,Hall-James,1.03,Budget Brand,Bulk
PRD01076,Triple-buffered bandwidth-monitored functionalitie,Pantry,Oils & Sauces,Delacruz-Schmidt,10.14,Budget Brand,Bulk
PRD01077,Enterprise-wide dedicated middleware,Pantry,Pasta & Rice,Castro-Marquez,30.95,Budget Brand,Single
PRD01078,Balanced dynamic moderator,Pantry,Oils & Sauces,Cook-Long,12.34,FreshMarket Own,2-pack
PRD01079,Diverse 3rdgeneration hardware,Pantry,Canned Goods,"Bell, Garrett and Young",49.84,Premium Brand,6-pack
PRD01080,Profit-focused even-keeled workforce,Pantry,Breakfast,Garrett Group,20.57,FreshMarket Own,Bulk
PRD01081,Assimilated next generation focus group,Pantry,Canned Goods,Hernandez Group,36.98,FreshMarket Own,Single
PRD01082,Switchable client-driven array,Pantry,Oils & Sauces,"Reyes, Yu and Salazar",36.44,Budget Brand,Bulk
PRD01083,Self-enabling systemic emulation,Pantry,Oils & Sauces,Allen-Hernandez,17.7,Premium Brand,2-pack
PRD01084,Integrated real-time groupware,Pantry,Pasta & Rice,Daniels-Clark,23.01,Premium Brand,Bulk
PRD01085,Devolved optimal moratorium,Pantry,Canned Goods,"Mcbride, Huffman and Parker",13.42,Premium Brand,Bulk
PRD01086,Triple-buffered multi-tasking challenge,Pantry,Canned Goods,Forbes-Daugherty,28.15,Budget Brand,6-pack
PRD01087,Digitized solution-oriented open system,Pantry,Oils & Sauces,Stewart PLC,47.38,Budget Brand,6-pack
PRD01088,Public-key uniform capability,Pantry,Oils & Sauces,Stewart and Sons,34.86,Premium Brand,Bulk
PRD01089,Upgradable 4thgeneration task-force,Pantry,Breakfast,Beard-Gutierrez,38.61,Premium Brand,12-pack
PRD01090,Open-source exuding intranet,Pantry,Breakfast,"Peck, Shannon and Mahoney",44.88,FreshMarket Own,12-pack
PRD01091,Grass-roots coherent time-frame,Pantry,Canned Goods,Rodriguez and Sons,13.26,Premium Brand,2-pack
PRD01092,Assimilated well-modulated pricing structure,Pantry,Pasta & Rice,"Adams, Bradley and Hall",40.11,Premium Brand,6-pack
PRD01093,Focused discrete software,Pantry,Canned Goods,Howard Ltd,35.19,Premium Brand,2-pack
PRD01094,Vision-oriented mission-critical challenge,Pantry,Oils & Sauces,"Mathis, Harrison and Banks",5.1,Budget Brand,6-pack
PRD01095,Enterprise-wide human-resource matrix,Pantry,Canned Goods,Taylor-Lee,27.95,FreshMarket Own,12-pack
PRD01096,Automated incremental task-force,Pantry,Oils & Sauces,Schaefer Group,18.0,Budget Brand,6-pack
PRD01097,Face-to-face value-added secured line,Pantry,Pasta & Rice,Todd Inc,47.38,Budget Brand,2-pack
PRD01098,Enhanced leadingedge pricing structure,Pantry,Breakfast,Watts-Delacruz,36.99,FreshMarket Own,2-pack
PRD01099,Fully-configurable interactive initiative,Pantry,Oils & Sauces,Franklin Group,10.74,FreshMarket Own,2-pack
PRD01100,Up-sized foreground infrastructure,Pantry,Oils & Sauces,"Crosby, Armstrong and Herrera",8.22,FreshMarket Own,Single
PRD01101,Stand-alone tertiary toolset,Pantry,Canned Goods,Meyer Group,33.95,Budget Brand,12-pack
PRD01102,Persevering 6thgeneration encryption,Pantry,Canned Goods,"Medina, Terrell and Williams",38.33,Budget Brand,Single
PRD01103,Networked multi-state task-force,Pantry,Breakfast,"Estes, Lee and Gonzales",18.87,Premium Brand,12-pack
PRD01104,Innovative zero-defect forecast,Pantry,Oils & Sauces,Jackson-Phillips,24.79,Budget Brand,6-pack
PRD01105,Business-focused system-worthy model,Pantry,Breakfast,Ford Ltd,11.49,Budget Brand,2-pack
PRD01106,Organized background success,Pantry,Canned Goods,"Wilson, Osborne and Pace",26.52,Premium Brand,12-pack
PRD01107,Total needs-based challenge,Pantry,Canned Goods,Gutierrez-Hayes,25.37,Premium Brand,2-pack
PRD01108,Enhanced logistical parallelism,Pantry,Breakfast,"Huang, Khan and Davis",48.84,Budget Brand,Bulk
PRD01109,Inverse system-worthy projection,Pantry,Breakfast,"Hogan, Higgins and Martinez",16.12,FreshMarket Own,Single
PRD01110,Customizable tertiary knowledge user,Pantry,Pasta & Rice,"Cox, Mills and Cruz",19.28,FreshMarket Own,6-pack
PRD01111,Profound reciprocal complexity,Pantry,Oils & Sauces,Pierce-Williams,30.83,Premium Brand,2-pack
PRD01112,Down-sized full-range open system,Pantry,Oils & Sauces,"Huffman, Martin and Thomas",12.24,Premium Brand,Bulk
PRD01113,Visionary transitional application,Pantry,Oils & Sauces,Parker-Cross,18.61,Premium Brand,12-pack
PRD01114,Organized executive product,Pantry,Pasta & Rice,Wilson and Sons,21.25,Premium Brand,6-pack
PRD01115,Exclusive 24hour process improvement,Pantry,Breakfast,Smith-Jimenez,14.34,FreshMarket Own,Bulk
PRD01116,Proactive needs-based workforce,Pantry,Pasta & Rice,Franklin Group,48.97,Budget Brand,2-pack
PRD01117,Front-line didactic parallelism,Pantry,Canned Goods,"Alvarez, Ortiz and Miller",36.18,FreshMarket Own,Bulk
PRD01118,Right-sized 24hour encryption,Pantry,Breakfast,"Ramirez, Fuller and Wilkins",42.89,FreshMarket Own,2-pack
PRD01119,Expanded actuating contingency,Pantry,Pasta & Rice,Brown LLC,23.91,FreshMarket Own,2-pack
PRD01120,Automated client-server alliance,Pantry,Breakfast,"Lane, Morrison and Rivera",25.23,Budget Brand,Bulk
PRD01121,Cross-group actuating benchmark,Pantry,Oils & Sauces,Chaney-Martin,39.37,Premium Brand,6-pack
PRD01122,Horizontal reciprocal protocol,Pantry,Canned Goods,"Graves, Armstrong and Hart",20.22,Budget Brand,2-pack
PRD01123,Persevering value-added paradigm,Pantry,Canned Goods,Huynh-Davis,11.17,Premium Brand,12-pack
PRD01124,Innovative fresh-thinking hub,Pantry,Canned Goods,Wilkins-Chang,22.77,Premium Brand,6-pack
PRD01125,Reactive asymmetric frame,Pantry,Oils & Sauces,Taylor-Neal,18.34,Budget Brand,6-pack
PRD01126,Grass-roots full-range moderator,Pantry,Oils & Sauces,Warren-Dominguez,1.48,FreshMarket Own,6-pack
PRD01127,Seamless analyzing benchmark,Pantry,Pasta & Rice,"Blair, Fuller and Benitez",29.05,Budget Brand,Bulk
PRD01128,Polarized uniform solution,Pantry,Pasta & Rice,"Peck, Andersen and Mitchell",48.98,Premium Brand,6-pack
PRD01129,Robust foreground firmware,Pantry,Oils & Sauces,"Andrews, Hanson and Ho",33.82,Premium Brand,12-pack
PRD01130,Seamless non-volatile methodology,Pantry,Canned Goods,"Daniel, Jimenez and Morton",19.36,Premium Brand,12-pack
PRD01131,Seamless discrete strategy,Pantry,Pasta & Rice,Krause-Smith,43.48,Budget Brand,6-pack
PRD01132,Assimilated maximized product,Pantry,Breakfast,Mclaughlin and Sons,31.75,Budget Brand,12-pack
PRD01133,Seamless intangible installation,Pantry,Canned Goods,Cook PLC,4.42,Premium Brand,2-pack
PRD01134,Sharable didactic access,Pantry,Oils & Sauces,"Harris, Campbell and Tyler",16.19,Premium Brand,6-pack
PRD01135,Integrated exuding middleware,Pantry,Breakfast,"Nguyen, Smith and Jennings",13.93,Premium Brand,6-pack
PRD01136,Mandatory hybrid success,Pantry,Breakfast,"Gilbert, Johnson and Thompson",20.99,FreshMarket Own,Single
PRD01137,Managed global service-desk,Pantry,Pasta & Rice,Hendricks-Robles,36.52,Budget Brand,6-pack
PRD01138,Stand-alone client-driven matrices,Pantry,Canned Goods,Burton PLC,10.92,Premium Brand,Single
PRD01139,Managed maximized toolset,Pantry,Canned Goods,Reilly-Brown,3.66,Premium Brand,Bulk
PRD01140,Programmable exuding open system,Pantry,Canned Goods,"Gregory, Peters and Smith",1.81,Premium Brand,Bulk
PRD01141,Re-engineered systemic groupware,Pantry,Canned Goods,Jones-Hernandez,5.64,Budget Brand,2-pack
PRD01142,Assimilated global implementation,Pantry,Canned Goods,"Ferguson, Martin and Obrien",32.91,Premium Brand,6-pack
PRD01143,Enterprise-wide radical budgetary management,Pantry,Pasta & Rice,Thornton-Edwards,12.75,Premium Brand,12-pack
PRD01144,Automated encompassing installation,Pantry,Pasta & Rice,Crawford and Sons,7.0,FreshMarket Own,Single
PRD01145,Multi-layered local framework,Pantry,Canned Goods,Warren and Sons,33.35,Premium Brand,12-pack
PRD01146,Customizable holistic toolset,Pantry,Breakfast,Strickland Inc,48.76,Budget Brand,6-pack
PRD01147,Organic motivating algorithm,Pantry,Breakfast,Stein-Moore,7.19,Budget Brand,Bulk
PRD01148,Mandatory mission-critical superstructure,Pantry,Pasta & Rice,"Collins, Murphy and Hammond",29.75,Premium Brand,Bulk
PRD01149,Cross-platform multi-state service-desk,Pantry,Breakfast,Harris Inc,26.41,Budget Brand,Bulk
PRD01150,Persevering human-resource structure,Pantry,Oils & Sauces,"Wilson, Collins and Williams",45.49,Premium Brand,Bulk
PRD01151,Right-sized background groupware,Pantry,Pasta & Rice,Small-Garcia,40.33,Premium Brand,6-pack
PRD01152,Visionary stable synergy,Pantry,Oils & Sauces,Johnson-Blake,20.9,FreshMarket Own,6-pack
PRD01153,Sharable demand-driven Graphic Interface,Pantry,Canned Goods,Lee LLC,0.5,FreshMarket Own,6-pack
PRD01154,Public-key foreground throughput,Pantry,Oils & Sauces,Lambert-Nelson,23.73,FreshMarket Own,12-pack
PRD01155,Diverse even-keeled budgetary management,Pantry,Breakfast,Mullen PLC,15.33,Premium Brand,6-pack
PRD01156,Profound bi-directional database,Pantry,Pasta & Rice,"Bell, Flores and Thomas",39.94,Budget Brand,6-pack
PRD01157,Triple-buffered executive orchestration,Pantry,Pasta & Rice,Jackson LLC,20.88,Budget Brand,12-pack
PRD01158,Seamless global moratorium,Pantry,Breakfast,Williams-Johnson,12.87,Budget Brand,12-pack
PRD01159,Synergistic actuating benchmark,Pantry,Breakfast,Brown-Simmons,11.42,FreshMarket Own,12-pack
PRD01160,Enhanced tertiary policy,Pantry,Pasta & Rice,"Soto, Vaughn and Griffin",26.07,Budget Brand,6-pack
PRD01161,Multi-channeled fault-tolerant groupware,Pantry,Oils & Sauces,Marquez Ltd,32.6,Budget Brand,6-pack
PRD01162,Public-key attitude-oriented system engine,Pantry,Breakfast,Bradley-Davis,9.81,FreshMarket Own,2-pack
PRD01163,Total maximized attitude,Pantry,Pasta & Rice,Collins-Newman,14.83,Budget Brand,12-pack
PRD01164,Visionary maximized leverage,Pantry,Breakfast,Meza and Sons,13.97,Budget Brand,12-pack
PRD01165,Seamless empowering hierarchy,Pantry,Pasta & Rice,White-Stark,16.37,FreshMarket Own,Single
PRD01166,Managed zero tolerance Graphic Interface,Pantry,Canned Goods,Freeman-Jones,9.7,FreshMarket Own,6-pack
PRD01167,Customizable grid-enabled matrices,Pantry,Oils & Sauces,Singleton-Campbell,6.69,Premium Brand,Single
PRD01168,Monitored real-time orchestration,Pantry,Pasta & Rice,Romero Group,4.96,FreshMarket Own,12-pack
PRD01169,Universal bi-directional Graphic Interface,Pantry,Pasta & Rice,"Banks, Sparks and Patel",17.42,Premium Brand,12-pack
PRD01170,Open-architected optimizing installation,Pantry,Oils & Sauces,Oliver PLC,23.45,FreshMarket Own,6-pack
PRD01171,Diverse mission-critical info-mediaries,Pantry,Canned Goods,Peterson Ltd,42.26,FreshMarket Own,Single
PRD01172,Reverse-engineered intermediate toolset,Pantry,Oils & Sauces,Bradley-Peterson,38.89,FreshMarket Own,Bulk
PRD01173,Team-oriented disintermediate conglomeration,Pantry,Breakfast,"Caldwell, Stevenson and Joseph",9.49,Premium Brand,12-pack
PRD01174,Pre-emptive bifurcated parallelism,Pantry,Canned Goods,"Ford, Peters and Short",6.54,Budget Brand,2-pack
PRD01175,Enhanced fault-tolerant initiative,Pantry,Breakfast,George Ltd,38.68,Premium Brand,2-pack
PRD01176,Right-sized zero administration implementation,Pantry,Canned Goods,Snyder-Keller,10.36,Budget Brand,Single
PRD01177,Cross-group didactic challenge,Pantry,Pasta & Rice,"Berger, Fields and Smith",23.9,Budget Brand,6-pack
PRD01178,Digitized stable collaboration,Pantry,Oils & Sauces,Schmidt-Price,8.35,Budget Brand,Single
PRD01179,Re-engineered local customer loyalty,Pantry,Canned Goods,Maldonado LLC,13.04,Budget Brand,6-pack
PRD01180,Innovative non-volatile utilization,Pantry,Pasta & Rice,"Torres, Harding and Graham",18.34,FreshMarket Own,2-pack
PRD01181,Monitored background paradigm,Pantry,Canned Goods,Carr PLC,12.18,Premium Brand,6-pack
PRD01182,Open-architected clear-thinking frame,Pantry,Canned Goods,Wood PLC,8.78,Premium Brand,Bulk
PRD01183,Business-focused 24hour strategy,Pantry,Canned Goods,"Hoover, Howard and Callahan",20.09,FreshMarket Own,Single
PRD01184,Assimilated disintermediate Internet solution,Pantry,Canned Goods,"Lawrence, Garrett and Joseph",29.26,Budget Brand,12-pack
PRD01185,Open-architected homogeneous Internet solution,Pantry,Pasta & Rice,"Clark, Thompson and Taylor",18.88,FreshMarket Own,2-pack
PRD01186,Realigned human-resource hierarchy,Pantry,Pasta & Rice,Moore-Bright,25.25,Budget Brand,Bulk
PRD01187,Synchronized clear-thinking challenge,Pantry,Oils & Sauces,Jones Inc,46.58,Budget Brand,Single
PRD01188,Digitized uniform matrix,Pantry,Canned Goods,"Kim, Branch and Miller",18.1,FreshMarket Own,Bulk
PRD01189,Stand-alone intangible knowledgebase,Pantry,Canned Goods,"Munoz, Simmons and White",6.73,FreshMarket Own,6-pack
PRD01190,Profound interactive neural-net,Pantry,Oils & Sauces,Cruz-Perez,40.37,Premium Brand,2-pack
PRD01191,Optimized real-time ability,Pantry,Canned Goods,"Jimenez, Simon and Joseph",34.62,Premium Brand,2-pack
PRD01192,Future-proofed incremental moratorium,Pantry,Oils & Sauces,"Richardson, Good and Carroll",44.98,Premium Brand,12-pack
PRD01193,Triple-buffered holistic budgetary management,Pantry,Oils & Sauces,"Olson, Vaughn and Thomas",27.37,Premium Brand,2-pack
PRD01194,Upgradable multi-tasking system engine,Pantry,Pasta & Rice,Marshall-Miller,27.41,Premium Brand,12-pack
PRD01195,Seamless background encryption,Pantry,Oils & Sauces,Mccoy-Alvarado,43.45,Budget Brand,Bulk
PRD01196,Synchronized asynchronous software,Pantry,Pasta & Rice,"Ryan, Riley and Austin",3.91,FreshMarket Own,12-pack
PRD01197,Mandatory national time-frame,Pantry,Oils & Sauces,Harrison PLC,41.06,Budget Brand,6-pack
PRD01198,Phased object-oriented superstructure,Pantry,Breakfast,Fisher-Yu,0.54,Budget Brand,Bulk
PRD01199,Implemented explicit concept,Pantry,Breakfast,Neal PLC,36.82,FreshMarket Own,Bulk
PRD01200,User-friendly exuding superstructure,Pantry,Oils & Sauces,"Green, Soto and Lane",38.91,FreshMarket Own,6-pack
PRD01201,Re-engineered actuating protocol,Pantry,Canned Goods,Lamb-Weber,33.09,Budget Brand,12-pack
PRD01202,Horizontal mobile artificial intelligence,Pantry,Pasta & Rice,Wagner LLC,26.44,Premium Brand,Bulk
PRD01203,Function-based clear-thinking pricing structure,Pantry,Pasta & Rice,Hill-Scott,30.85,Premium Brand,12-pack
PRD01204,User-centric bifurcated portal,Pantry,Oils & Sauces,Kent Ltd,5.97,Budget Brand,Single
PRD01205,Distributed stable knowledge user,Pantry,Canned Goods,Morton-Green,41.84,FreshMarket Own,2-pack
PRD01206,Total disintermediate matrix,Pantry,Canned Goods,Lloyd Inc,10.5,Premium Brand,2-pack
PRD01207,Mandatory attitude-oriented circuit,Pantry,Canned Goods,"Peck, Moore and Crawford",2.07,Budget Brand,12-pack
PRD01208,Open-source zero administration info-mediaries,Pantry,Breakfast,Guerrero Ltd,26.53,Budget Brand,Bulk
PRD01209,Sharable composite database,Pantry,Oils & Sauces,"Navarro, Reed and May",2.93,FreshMarket Own,Bulk
PRD01210,Versatile bifurcated application,Pantry,Canned Goods,Marshall Group,1.15,FreshMarket Own,12-pack
PRD01211,Innovative methodical synergy,Pantry,Canned Goods,"Hall, Vega and Price",23.67,Budget Brand,Single
PRD01212,Fundamental client-server moderator,Pantry,Oils & Sauces,Smith-Ho,28.12,Premium Brand,6-pack
PRD01213,Organized homogeneous service-desk,Pantry,Canned Goods,Nixon-Vega,41.27,Premium Brand,Bulk
PRD01214,Balanced bandwidth-monitored monitoring,Pantry,Canned Goods,"Gomez, Richard and Bishop",36.85,Premium Brand,Single
PRD01215,Streamlined encompassing groupware,Pantry,Pasta & Rice,Adams-Garcia,48.05,FreshMarket Own,Single
PRD01216,Streamlined optimal infrastructure,Pantry,Pasta & Rice,Mejia-Curry,26.82,FreshMarket Own,2-pack
PRD01217,Upgradable systematic parallelism,Pantry,Pasta & Rice,Meyer Ltd,28.72,FreshMarket Own,Bulk
PRD01218,Team-oriented contextually-based functionalities,Pantry,Breakfast,"Smith, Smith and Jones",37.43,Budget Brand,Bulk
PRD01219,Open-source bandwidth-monitored moderator,Pantry,Oils & Sauces,Jennings LLC,33.89,Budget Brand,12-pack
PRD01220,Face-to-face uniform forecast,Pantry,Canned Goods,Lee-Johnson,8.76,FreshMarket Own,Bulk
PRD01221,Cross-group analyzing policy,Pantry,Breakfast,"Shannon, Robinson and Greene",25.48,Budget Brand,2-pack
PRD01222,Decentralized tertiary capability,Pantry,Breakfast,Gates and Sons,46.71,Premium Brand,Bulk
PRD01223,Multi-tiered stable task-force,Pantry,Oils & Sauces,"Knight, Coffey and Kemp",42.32,Premium Brand,12-pack
PRD01224,Total contextually-based extranet,Pantry,Oils & Sauces,Owens-Mayer,30.62,Budget Brand,Bulk
PRD01225,Sharable logistical focus group,Pantry,Pasta & Rice,Schwartz-Contreras,19.07,Budget Brand,6-pack
PRD01226,Visionary fresh-thinking extranet,Pantry,Oils & Sauces,Norman LLC,48.1,Premium Brand,12-pack
PRD01227,Vision-oriented analyzing implementation,Pantry,Canned Goods,Cook-Brown,36.45,Premium Brand,Bulk
PRD01228,Fundamental context-sensitive intranet,Pantry,Canned Goods,Vasquez and Sons,26.12,Premium Brand,Single
PRD01229,Seamless hybrid conglomeration,Pantry,Oils & Sauces,"Vasquez, Thomas and Mack",49.23,FreshMarket Own,6-pack
PRD01230,Extended reciprocal project,Pantry,Canned Goods,Gaines Ltd,38.69,Budget Brand,6-pack
PRD01231,Fundamental bi-directional alliance,Pantry,Pasta & Rice,Jones Ltd,5.17,Premium Brand,6-pack
PRD01232,Function-based zero-defect knowledge user,Pantry,Pasta & Rice,Mosley and Sons,7.35,Premium Brand,Bulk
PRD01233,Streamlined scalable ability,Pantry,Pasta & Rice,Ortega LLC,12.03,Premium Brand,Single
PRD01234,Distributed tangible groupware,Pantry,Breakfast,Andrews-Robertson,28.67,FreshMarket Own,Single
PRD01235,Visionary mobile matrices,Pantry,Oils & Sauces,Powell-Luna,39.75,FreshMarket Own,12-pack
PRD01236,Cloned needs-based definition,Pantry,Canned Goods,Cruz Ltd,29.96,Premium Brand,Single
PRD01237,Vision-oriented mission-critical capability,Pantry,Breakfast,"Nichols, Frey and Cook",4.38,FreshMarket Own,6-pack
PRD01238,Innovative impactful approach,Pantry,Oils & Sauces,"Shea, Holland and Diaz",44.05,Premium Brand,12-pack
PRD01239,Mandatory attitude-oriented knowledgebase,Pantry,Canned Goods,Holland-Thompson,43.55,FreshMarket Own,Bulk
PRD01240,Balanced human-resource protocol,Pantry,Canned Goods,Evans Group,31.88,Budget Brand,12-pack
PRD01241,Customer-focused responsive solution,Pantry,Canned Goods,Tucker-Mcclure,15.59,FreshMarket Own,6-pack
PRD01242,Organic user-facing core,Pantry,Pasta & Rice,Johnson Inc,16.68,Budget Brand,2-pack
PRD01243,Up-sized optimizing encoding,Pantry,Pasta & Rice,Price-Sparks,3.0,Budget Brand,12-pack
PRD01244,Stand-alone fault-tolerant methodology,Pantry,Breakfast,"Hanna, Cain and Levy",37.77,Budget Brand,Bulk
PRD01245,Ameliorated 5thgeneration Graphical User Interface,Pantry,Canned Goods,Morgan Ltd,11.49,Premium Brand,12-pack
PRD01246,Balanced impactful capability,Pantry,Pasta & Rice,Roman Ltd,7.04,FreshMarket Own,12-pack
PRD01247,Programmable logistical service-desk,Pantry,Canned Goods,"Hernandez, Riley and Buckley",27.63,Premium Brand,Single
PRD01248,Automated user-facing circuit,Pantry,Breakfast,Valdez-Ruiz,25.34,Budget Brand,2-pack
PRD01249,Secured 6thgeneration encryption,Pantry,Pasta & Rice,"Banks, Smith and Chen",24.31,FreshMarket Own,12-pack
PRD01250,Integrated bandwidth-monitored knowledgebase,Pantry,Breakfast,"Jackson, Garza and Meyers",32.79,FreshMarket Own,Bulk
PRD01251,Customer-focused bifurcated methodology,Frozen,Frozen Vegetables,"Lloyd, Walker and Brock",49.86,Budget Brand,2-pack
PRD01252,Optimized global workforce,Frozen,Frozen Meals,"Gregory, Nguyen and Daugherty",4.05,Premium Brand,6-pack
PRD01253,Re-engineered needs-based challenge,Frozen,Frozen Vegetables,Copeland-Mcguire,46.24,FreshMarket Own,Single
PRD01254,Virtual 6thgeneration parallelism,Frozen,Frozen Vegetables,Rogers Inc,20.97,Premium Brand,6-pack
PRD01255,Grass-roots client-server system engine,Frozen,Frozen Meals,Jackson-Wood,16.38,Budget Brand,Single
PRD01256,Down-sized leadingedge encryption,Frozen,Ice Cream,"Williams, Garcia and Boone",8.88,Premium Brand,Bulk
PRD01257,Seamless homogeneous time-frame,Frozen,Ice Cream,Smith Group,31.35,Premium Brand,Single
PRD01258,Configurable 24hour ability,Frozen,Frozen Meals,Howe Ltd,10.38,Premium Brand,2-pack
PRD01259,Streamlined optimizing forecast,Frozen,Frozen Vegetables,Steele-Sparks,42.71,FreshMarket Own,Single
PRD01260,Phased system-worthy capacity,Frozen,Frozen Meals,Thomas LLC,47.47,FreshMarket Own,6-pack
PRD01261,Programmable local installation,Frozen,Frozen Meals,Hurley PLC,17.49,FreshMarket Own,6-pack
PRD01262,Team-oriented 5thgeneration policy,Frozen,Ice Cream,Love PLC,23.82,Premium Brand,2-pack
PRD01263,Cross-group responsive toolset,Frozen,Frozen Vegetables,Bailey-Smith,27.13,FreshMarket Own,Bulk
PRD01264,Front-line content-based capability,Frozen,Frozen Vegetables,"Davila, Montgomery and Huffman",37.64,Budget Brand,12-pack
PRD01265,Quality-focused motivating definition,Frozen,Frozen Vegetables,Townsend-Hopkins,36.63,FreshMarket Own,Single
PRD01266,Grass-roots actuating core,Frozen,Ice Cream,Hogan Ltd,29.36,Budget Brand,Bulk
PRD01267,Phased modular conglomeration,Frozen,Frozen Meals,Santiago Inc,13.15,FreshMarket Own,6-pack
PRD01268,Business-focused secondary hierarchy,Frozen,Frozen Meals,Clark-King,39.56,Budget Brand,6-pack
PRD01269,Seamless well-modulated knowledgebase,Frozen,Frozen Meals,Garcia Inc,23.52,FreshMarket Own,Single
PRD01270,Public-key context-sensitive complexity,Frozen,Ice Cream,Washington Inc,33.19,Budget Brand,6-pack
PRD01271,Compatible disintermediate success,Frozen,Frozen Meals,Watkins-Nguyen,1.44,Budget Brand,12-pack
PRD01272,Exclusive value-added service-desk,Frozen,Frozen Meals,Hall-Rodriguez,49.0,Budget Brand,Single
PRD01273,Focused bandwidth-monitored encoding,Frozen,Ice Cream,"Gutierrez, Gonzalez and Vance",24.49,Budget Brand,Bulk
PRD01274,Compatible methodical paradigm,Frozen,Frozen Meals,Brown-Graham,9.73,Budget Brand,12-pack
PRD01275,Extended reciprocal knowledgebase,Frozen,Frozen Vegetables,Hughes and Sons,46.35,FreshMarket Own,Single
PRD01276,Persevering uniform core,Frozen,Frozen Meals,"Howard, Nelson and Rogers",46.15,Premium Brand,6-pack
PRD01277,Automated system-worthy open system,Frozen,Ice Cream,Ramirez Inc,19.97,FreshMarket Own,Single
PRD01278,Persistent logistical instruction set,Frozen,Ice Cream,Wolf and Sons,34.37,Premium Brand,6-pack
PRD01279,Implemented real-time complexity,Frozen,Frozen Meals,"Cisneros, Whitehead and Lane",49.8,Budget Brand,6-pack
PRD01280,Reactive discrete array,Frozen,Frozen Meals,Vincent-Burns,31.48,Premium Brand,Single
PRD01281,Extended optimizing leverage,Frozen,Frozen Vegetables,Ramirez-Blair,47.48,FreshMarket Own,2-pack
PRD01282,User-centric dynamic encryption,Frozen,Ice Cream,Hamilton-Walker,44.91,Budget Brand,2-pack
PRD01283,Reverse-engineered coherent orchestration,Frozen,Frozen Meals,Butler Inc,36.63,Budget Brand,Bulk
PRD01284,Balanced methodical superstructure,Frozen,Frozen Vegetables,"Johnson, Schmidt and Mendoza",34.48,Premium Brand,2-pack
PRD01285,Total bandwidth-monitored knowledge user,Frozen,Frozen Vegetables,Allen-Hansen,8.06,Premium Brand,Bulk
PRD01286,Advanced system-worthy superstructure,Frozen,Ice Cream,Dodson-Anderson,22.73,FreshMarket Own,2-pack
PRD01287,Implemented disintermediate project,Frozen,Frozen Vegetables,Smith Ltd,7.36,Budget Brand,2-pack
PRD01288,Integrated cohesive strategy,Frozen,Frozen Meals,Hodge-Burgess,15.8,Budget Brand,Bulk
