Date,Year,FY,Quarter,Month,MonthName,MonthYear,DayOfWeek,DayOfMonth,IsWeekend,IsEOFY
2023-11-13,2023,FY2024,Q4,11,November,Nov-2023,Monday,13,0,0
2023-11-14,2023,FY2024,Q4,11,November,Nov-2023,Tuesday,14,0,0
2023-11-15,2023,FY2024,Q4,11,November,Nov-2023,Wednesday,15,0,0
2023-11-16,2023,FY2024,Q4,11,November,Nov-2023,Thursday,16,0,0
2023-11-17,2023,FY2024,Q4,11,November,Nov-2023,Friday,17,0,0
2023-11-18,2023,FY2024,Q4,11,November,Nov-2023,Saturday,18,1,0
2023-11-19,2023,FY2024,Q4,11,November,Nov-2023,Sunday,19,1,0
2023-11-20,2023,FY2024,Q4,11,November,Nov-2023,Monday,20,0,0
2023-11-21,2023,FY2024,Q4,11,November,Nov-2023,Tuesday,21,0,0
2023-11-22,2023,FY2024,Q4,11,November,Nov-2023,Wednesday,22,0,0
2023-11-23,2023,FY2024,Q4,11,November,Nov-2023,Thursday,23,0,0
2023-11-24,2023,FY2024,Q4,11,November,Nov-2023,Friday,24,0,0
2023-11-25,2023,FY2024,Q4,11,November,Nov-2023,Saturday,25,1,0
2023-11-26,2023,FY2024,Q4,11,November,Nov-2023,Sunday,26,1,0
2023-11-27,2023,FY2024,Q4,11,November,Nov-2023,Monday,27,0,0
2023-11-28,2023,FY2024,Q4,11,November,Nov-2023,Tuesday,28,0,0
2023-11-29,2023,FY2024,Q4,11,November,Nov-2023,Wednesday,29,0,0
2023-11-30,2023,FY2024,Q4,11,November,Nov-2023,Thursday,30,0,0
2023-12-01,2023,FY2024,Q4,12,December,Dec-2023,Friday,1,0,0
2023-12-02,2023,FY2024,Q4,12,December,Dec-2023,Saturday,2,1,0
2023-12-03,2023,FY2024,Q4,12,December,Dec-2023,Sunday,3,1,0
2023-12-04,2023,FY2024,Q4,12,December,Dec-2023,Monday,4,0,0
2023-12-05,2023,FY2024,Q4,12,December,Dec-2023,Tuesday,5,0,0
2023-12-06,2023,FY2024,Q4,12,December,Dec-2023,Wednesday,6,0,0
2023-12-07,2023,FY2024,Q4,12,December,Dec-2023,Thursday,7,0,0
2023-12-08,2023,FY2024,Q4,12,December,Dec-2023,Friday,8,0,0
2023-12-09,2023,FY2024,Q4,12,December,Dec-2023,Saturday,9,1,0
2023-12-10,2023,FY2024,Q4,12,December,Dec-2023,Sunday,10,1,0
2023-12-11,2023,FY2024,Q4,12,December,Dec-2023,Monday,11,0,0
2023-12-12,2023,FY2024,Q4,12,December,Dec-2023,Tuesday,12,0,0
2023-12-13,2023,FY2024,Q4,12,December,Dec-2023,Wednesday,13,0,0
2023-12-14,2023,FY2024,Q4,12,December,Dec-2023,Thursday,14,0,0
2023-12-15,2023,FY2024,Q4,12,December,Dec-2023,Friday,15,0,0
2023-12-16,2023,FY2024,Q4,12,December,Dec-2023,Saturday,16,1,0
2023-12-17,2023,FY2024,Q4,12,December,Dec-2023,Sunday,17,1,0
2023-12-18,2023,FY2024,Q4,12,December,Dec-2023,Monday,18,0,0
2023-12-19,2023,FY2024,Q4,12,December,Dec-2023,Tuesday,19,0,0
2023-12-20,2023,FY2024,Q4,12,December,Dec-2023,Wednesday,20,0,0
2023-12-21,2023,FY2024,Q4,12,December,Dec-2023,Thursday,21,0,0
2023-12-22,2023,FY2024,Q4,12,December,Dec-2023,Friday,22,0,0
2023-12-23,2023,FY2024,Q4,12,December,Dec-2023,Saturday,23,1,0
2023-12-24,2023,FY2024,Q4,12,December,Dec-2023,Sunday,24,1,0
2023-12-25,2023,FY2024,Q4,12,December,Dec-2023,Monday,25,0,0
2023-12-26,2023,FY2024,Q4,12,December,Dec-2023,Tuesday,26,0,0
2023-12-27,2023,FY2024,Q4,12,December,Dec-2023,Wednesday,27,0,0
2023-12-28,2023,FY2024,Q4,12,December,Dec-2023,Thursday,28,0,0
2023-12-29,2023,FY2024,Q4,12,December,Dec-2023,Friday,29,0,0
2023-12-30,2023,FY2024,Q4,12,December,Dec-2023,Saturday,30,1,0
2023-12-31,2023,FY2024,Q4,12,December,Dec-2023,Sunday,31,1,0
2024-01-01,2024,FY2024,Q1,1,January,Jan-2024,Monday,1,0,0
2024-01-02,2024,FY2024,Q1,1,January,Jan-2024,Tuesday,2,0,0
2024-01-03,2024,FY2024,Q1,1,January,Jan-2024,Wednesday,3,0,0
2024-01-04,2024,FY2024,Q1,1,January,Jan-2024,Thursday,4,0,0
2024-01-05,2024,FY2024,Q1,1,January,Jan-2024,Friday,5,0,0
2024-01-06,2024,FY2024,Q1,1,January,Jan-2024,Saturday,6,1,0
2024-01-07,2024,FY2024,Q1,1,January,Jan-2024,Sunday,7,1,0
2024-01-08,2024,FY2024,Q1,1,January,Jan-2024,Monday,8,0,0
2024-01-09,2024,FY2024,Q1,1,January,Jan-2024,Tuesday,9,0,0
2024-01-10,2024,FY2024,Q1,1,January,Jan-2024,Wednesday,10,0,0
2024-01-11,2024,FY2024,Q1,1,January,Jan-2024,Thursday,11,0,0
2024-01-12,2024,FY2024,Q1,1,January,Jan-2024,Friday,12,0,0
2024-01-13,2024,FY2024,Q1,1,January,Jan-2024,Saturday,13,1,0
2024-01-14,2024,FY2024,Q1,1,January,Jan-2024,Sunday,14,1,0
2024-01-15,2024,FY2024,Q1,1,January,Jan-2024,Monday,15,0,0
2024-01-16,2024,FY2024,Q1,1,January,Jan-2024,Tuesday,16,0,0
2024-01-17,2024,FY2024,Q1,1,January,Jan-2024,Wednesday,17,0,0
2024-01-18,2024,FY2024,Q1,1,January,Jan-2024,Thursday,18,0,0
2024-01-19,2024,FY2024,Q1,1,January,Jan-2024,Friday,19,0,0
2024-01-20,2024,FY2024,Q1,1,January,Jan-2024,Saturday,20,1,0
2024-01-21,2024,FY2024,Q1,1,January,Jan-2024,Sunday,21,1,0
2024-01-22,2024,FY2024,Q1,1,January,Jan-2024,Monday,22,0,0
2024-01-23,2024,FY2024,Q1,1,January,Jan-2024,Tuesday,23,0,0
2024-01-24,2024,FY2024,Q1,1,January,Jan-2024,Wednesday,24,0,0
2024-01-25,2024,FY2024,Q1,1,January,Jan-2024,Thursday,25,0,0
2024-01-26,2024,FY2024,Q1,1,January,Jan-2024,Friday,26,0,0
2024-01-27,2024,FY2024,Q1,1,January,Jan-2024,Saturday,27,1,0
2024-01-28,2024,FY2024,Q1,1,January,Jan-2024,Sunday,28,1,0
2024-01-29,2024,FY2024,Q1,1,January,Jan-2024,Monday,29,0,0
2024-01-30,2024,FY2024,Q1,1,January,Jan-2024,Tuesday,30,0,0
2024-01-31,2024,FY2024,Q1,1,January,Jan-2024,Wednesday,31,0,0
2024-02-01,2024,FY2024,Q1,2,February,Feb-2024,Thursday,1,0,0
2024-02-02,2024,FY2024,Q1,2,February,Feb-2024,Friday,2,0,0
2024-02-03,2024,FY2024,Q1,2,February,Feb-2024,Saturday,3,1,0
2024-02-04,2024,FY2024,Q1,2,February,Feb-2024,Sunday,4,1,0
2024-02-05,2024,FY2024,Q1,2,February,Feb-2024,Monday,5,0,0
2024-02-06,2024,FY2024,Q1,2,February,Feb-2024,Tuesday,6,0,0
2024-02-07,2024,FY2024,Q1,2,February,Feb-2024,Wednesday,7,0,0
2024-02-08,2024,FY2024,Q1,2,February,Feb-2024,Thursday,8,0,0
2024-02-09,2024,FY2024,Q1,2,February,Feb-2024,Friday,9,0,0
2024-02-10,2024,FY2024,Q1,2,February,Feb-2024,Saturday,10,1,0
2024-02-11,2024,FY2024,Q1,2,February,Feb-2024,Sunday,11,1,0
2024-02-12,2024,FY2024,Q1,2,February,Feb-2024,Monday,12,0,0
2024-02-13,2024,FY2024,Q1,2,February,Feb-2024,Tuesday,13,0,0
2024-02-14,2024,FY2024,Q1,2,February,Feb-2024,Wednesday,14,0,0
2024-02-15,2024,FY2024,Q1,2,February,Feb-2024,Thursday,15,0,0
2024-02-16,2024,FY2024,Q1,2,February,Feb-2024,Friday,16,0,0
2024-02-17,2024,FY2024,Q1,2,February,Feb-2024,Saturday,17,1,0
2024-02-18,2024,FY2024,Q1,2,February,Feb-2024,Sunday,18,1,0
2024-02-19,2024,FY2024,Q1,2,February,Feb-2024,Monday,19,0,0
2024-02-20,2024,FY2024,Q1,2,February,Feb-2024,Tuesday,20,0,0
2024-02-21,2024,FY2024,Q1,2,February,Feb-2024,Wednesday,21,0,0
2024-02-22,2024,FY2024,Q1,2,February,Feb-2024,Thursday,22,0,0
2024-02-23,2024,FY2024,Q1,2,February,Feb-2024,Friday,23,0,0
2024-02-24,2024,FY2024,Q1,2,February,Feb-2024,Saturday,24,1,0
2024-02-25,2024,FY2024,Q1,2,February,Feb-2024,Sunday,25,1,0
2024-02-26,2024,FY2024,Q1,2,February,Feb-2024,Monday,26,0,0
2024-02-27,2024,FY2024,Q1,2,February,Feb-2024,Tuesday,27,0,0
2024-02-28,2024,FY2024,Q1,2,February,Feb-2024,Wednesday,28,0,0
2024-02-29,2024,FY2024,Q1,2,February,Feb-2024,Thursday,29,0,0
2024-03-01,2024,FY2024,Q1,3,March,Mar-2024,Friday,1,0,0
2024-03-02,2024,FY2024,Q1,3,March,Mar-2024,Saturday,2,1,0
2024-03-03,2024,FY2024,Q1,3,March,Mar-2024,Sunday,3,1,0
2024-03-04,2024,FY2024,Q1,3,March,Mar-2024,Monday,4,0,0
2024-03-05,2024,FY2024,Q1,3,March,Mar-2024,Tuesday,5,0,0
2024-03-06,2024,FY2024,Q1,3,March,Mar-2024,Wednesday,6,0,0
2024-03-07,2024,FY2024,Q1,3,March,Mar-2024,Thursday,7,0,0
2024-03-08,2024,FY2024,Q1,3,March,Mar-2024,Friday,8,0,0
2024-03-09,2024,FY2024,Q1,3,March,Mar-2024,Saturday,9,1,0
2024-03-10,2024,FY2024,Q1,3,March,Mar-2024,Sunday,10,1,0
2024-03-11,2024,FY2024,Q1,3,March,Mar-2024,Monday,11,0,0
2024-03-12,2024,FY2024,Q1,3,March,Mar-2024,Tuesday,12,0,0
2024-03-13,2024,FY2024,Q1,3,March,Mar-2024,Wednesday,13,0,0
2024-03-14,2024,FY2024,Q1,3,March,Mar-2024,Thursday,14,0,0
2024-03-15,2024,FY2024,Q1,3,March,Mar-2024,Friday,15,0,0
2024-03-16,2024,FY2024,Q1,3,March,Mar-2024,Saturday,16,1,0
2024-03-17,2024,FY2024,Q1,3,March,Mar-2024,Sunday,17,1,0
2024-03-18,2024,FY2024,Q1,3,March,Mar-2024,Monday,18,0,0
2024-03-19,2024,FY2024,Q1,3,March,Mar-2024,Tuesday,19,0,0
2024-03-20,2024,FY2024,Q1,3,March,Mar-2024,Wednesday,20,0,0
2024-03-21,2024,FY2024,Q1,3,March,Mar-2024,Thursday,21,0,0
2024-03-22,2024,FY2024,Q1,3,March,Mar-2024,Friday,22,0,0
2024-03-23,2024,FY2024,Q1,3,March,Mar-2024,Saturday,23,1,0
2024-03-24,2024,FY2024,Q1,3,March,Mar-2024,Sunday,24,1,0
2024-03-25,2024,FY2024,Q1,3,March,Mar-2024,Monday,25,0,0
2024-03-26,2024,FY2024,Q1,3,March,Mar-2024,Tuesday,26,0,0
2024-03-27,2024,FY2024,Q1,3,March,Mar-2024,Wednesday,27,0,0
2024-03-28,2024,FY2024,Q1,3,March,Mar-2024,Thursday,28,0,0
2024-03-29,2024,FY2024,Q1,3,March,Mar-2024,Friday,29,0,0
2024-03-30,2024,FY2024,Q1,3,March,Mar-2024,Saturday,30,1,0
2024-03-31,2024,FY2024,Q1,3,March,Mar-2024,Sunday,31,1,0
2024-04-01,2024,FY2024,Q2,4,April,Apr-2024,Monday,1,0,0
2024-04-02,2024,FY2024,Q2,4,April,Apr-2024,Tuesday,2,0,0
2024-04-03,2024,FY2024,Q2,4,April,Apr-2024,Wednesday,3,0,0
2024-04-04,2024,FY2024,Q2,4,April,Apr-2024,Thursday,4,0,0
2024-04-05,2024,FY2024,Q2,4,April,Apr-2024,Friday,5,0,0
2024-04-06,2024,FY2024,Q2,4,April,Apr-2024,Saturday,6,1,0
2024-04-07,2024,FY2024,Q2,4,April,Apr-2024,Sunday,7,1,0
2024-04-08,2024,FY2024,Q2,4,April,Apr-2024,Monday,8,0,0
2024-04-09,2024,FY2024,Q2,4,April,Apr-2024,Tuesday,9,0,0
2024-04-10,2024,FY2024,Q2,4,April,Apr-2024,Wednesday,10,0,0
2024-04-11,2024,FY2024,Q2,4,April,Apr-2024,Thursday,11,0,0
2024-04-12,2024,FY2024,Q2,4,April,Apr-2024,Friday,12,0,0
2024-04-13,2024,FY2024,Q2,4,April,Apr-2024,Saturday,13,1,0
2024-04-14,2024,FY2024,Q2,4,April,Apr-2024,Sunday,14,1,0
2024-04-15,2024,FY2024,Q2,4,April,Apr-2024,Monday,15,0,0
2024-04-16,2024,FY2024,Q2,4,April,Apr-2024,Tuesday,16,0,0
2024-04-17,2024,FY2024,Q2,4,April,Apr-2024,Wednesday,17,0,0
2024-04-18,2024,FY2024,Q2,4,April,Apr-2024,Thursday,18,0,0
2024-04-19,2024,FY2024,Q2,4,April,Apr-2024,Friday,19,0,0
2024-04-20,2024,FY2024,Q2,4,April,Apr-2024,Saturday,20,1,0
2024-04-21,2024,FY2024,Q2,4,April,Apr-2024,Sunday,21,1,0
2024-04-22,2024,FY2024,Q2,4,April,Apr-2024,Monday,22,0,0
2024-04-23,2024,FY2024,Q2,4,April,Apr-2024,Tuesday,23,0,0
2024-04-24,2024,FY2024,Q2,4,April,Apr-2024,Wednesday,24,0,0
2024-04-25,2024,FY2024,Q2,4,April,Apr-2024,Thursday,25,0,0
2024-04-26,2024,FY2024,Q2,4,April,Apr-2024,Friday,26,0,0
2024-04-27,2024,FY2024,Q2,4,April,Apr-2024,Saturday,27,1,0
2024-04-28,2024,FY2024,Q2,4,April,Apr-2024,Sunday,28,1,0
2024-04-29,2024,FY2024,Q2,4,April,Apr-2024,Monday,29,0,0
2024-04-30,2024,FY2024,Q2,4,April,Apr-2024,Tuesday,30,0,0
2024-05-01,2024,FY2024,Q2,5,May,May-2024,Wednesday,1,0,0
2024-05-02,2024,FY2024,Q2,5,May,May-2024,Thursday,2,0,0
2024-05-03,2024,FY2024,Q2,5,May,May-2024,Friday,3,0,0
2024-05-04,2024,FY2024,Q2,5,May,May-2024,Saturday,4,1,0
2024-05-05,2024,FY2024,Q2,5,May,May-2024,Sunday,5,1,0
2024-05-06,2024,FY2024,Q2,5,May,May-2024,Monday,6,0,0
2024-05-07,2024,FY2024,Q2,5,May,May-2024,Tuesday,7,0,0
2024-05-08,2024,FY2024,Q2,5,May,May-2024,Wednesday,8,0,0
2024-05-09,2024,FY2024,Q2,5,May,May-2024,Thursday,9,0,0
2024-05-10,2024,FY2024,Q2,5,May,May-2024,Friday,10,0,0
2024-05-11,2024,FY2024,Q2,5,May,May-2024,Saturday,11,1,0
2024-05-12,2024,FY2024,Q2,5,May,May-2024,Sunday,12,1,0
2024-05-13,2024,FY2024,Q2,5,May,May-2024,Monday,13,0,0
2024-05-14,2024,FY2024,Q2,5,May,May-2024,Tuesday,14,0,0
2024-05-15,2024,FY2024,Q2,5,May,May-2024,Wednesday,15,0,0
2024-05-16,2024,FY2024,Q2,5,May,May-2024,Thursday,16,0,0
2024-05-17,2024,FY2024,Q2,5,May,May-2024,Friday,17,0,0
2024-05-18,2024,FY2024,Q2,5,May,May-2024,Saturday,18,1,0
2024-05-19,2024,FY2024,Q2,5,May,May-2024,Sunday,19,1,0
2024-05-20,2024,FY2024,Q2,5,May,May-2024,Monday,20,0,0
2024-05-21,2024,FY2024,Q2,5,May,May-2024,Tuesday,21,0,0
2024-05-22,2024,FY2024,Q2,5,May,May-2024,Wednesday,22,0,0
2024-05-23,2024,FY2024,Q2,5,May,May-2024,Thursday,23,0,0
2024-05-24,2024,FY2024,Q2,5,May,May-2024,Friday,24,0,0
2024-05-25,2024,FY2024,Q2,5,May,May-2024,Saturday,25,1,0
2024-05-26,2024,FY2024,Q2,5,May,May-2024,Sunday,26,1,0
2024-05-27,2024,FY2024,Q2,5,May,May-2024,Monday,27,0,0
2024-05-28,2024,FY2024,Q2,5,May,May-2024,Tuesday,28,0,0
2024-05-29,2024,FY2024,Q2,5,May,May-2024,Wednesday,29,0,0
2024-05-30,2024,FY2024,Q2,5,May,May-2024,Thursday,30,0,0
2024-05-31,2024,FY2024,Q2,5,May,May-2024,Friday,31,0,0
2024-06-01,2024,FY2024,Q2,6,June,Jun-2024,Saturday,1,1,0
2024-06-02,2024,FY2024,Q2,6,June,Jun-2024,Sunday,2,1,0
2024-06-03,2024,FY2024,Q2,6,June,Jun-2024,Monday,3,0,0
2024-06-04,2024,FY2024,Q2,6,June,Jun-2024,Tuesday,4,0,0
2024-06-05,2024,FY2024,Q2,6,June,Jun-2024,Wednesday,5,0,0
2024-06-06,2024,FY2024,Q2,6,June,Jun-2024,Thursday,6,0,0
2024-06-07,2024,FY2024,Q2,6,June,Jun-2024,Friday,7,0,0
2024-06-08,2024,FY2024,Q2,6,June,Jun-2024,Saturday,8,1,0
2024-06-09,2024,FY2024,Q2,6,June,Jun-2024,Sunday,9,1,0
2024-06-10,2024,FY2024,Q2,6,June,Jun-2024,Monday,10,0,0
2024-06-11,2024,FY2024,Q2,6,June,Jun-2024,Tuesday,11,0,0
2024-06-12,2024,FY2024,Q2,6,June,Jun-2024,Wednesday,12,0,0
2024-06-13,2024,FY2024,Q2,6,June,Jun-2024,Thursday,13,0,0
2024-06-14,2024,FY2024,Q2,6,June,Jun-2024,Friday,14,0,0
2024-06-15,2024,FY2024,Q2,6,June,Jun-2024,Saturday,15,1,0
2024-06-16,2024,FY2024,Q2,6,June,Jun-2024,Sunday,16,1,0
2024-06-17,2024,FY2024,Q2,6,June,Jun-2024,Monday,17,0,0
2024-06-18,2024,FY2024,Q2,6,June,Jun-2024,Tuesday,18,0,0
2024-06-19,2024,FY2024,Q2,6,June,Jun-2024,Wednesday,19,0,0
2024-06-20,2024,FY2024,Q2,6,June,Jun-2024,Thursday,20,0,0
2024-06-21,2024,FY2024,Q2,6,June,Jun-2024,Friday,21,0,0
2024-06-22,2024,FY2024,Q2,6,June,Jun-2024,Saturday,22,1,0
2024-06-23,2024,FY2024,Q2,6,June,Jun-2024,Sunday,23,1,0
2024-06-24,2024,FY2024,Q2,6,June,Jun-2024,Monday,24,0,0
2024-06-25,2024,FY2024,Q2,6,June,Jun-2024,Tuesday,25,0,0
2024-06-26,2024,FY2024,Q2,6,June,Jun-2024,Wednesday,26,0,0
2024-06-27,2024,FY2024,Q2,6,June,Jun-2024,Thursday,27,0,0
2024-06-28,2024,FY2024,Q2,6,June,Jun-2024,Friday,28,0,0
2024-06-29,2024,FY2024,Q2,6,June,Jun-2024,Saturday,29,1,0
2024-06-30,2024,FY2024,Q2,6,June,Jun-2024,Sunday,30,1,1
2024-07-01,2024,FY2025,Q3,7,July,Jul-2024,Monday,1,0,0
2024-07-02,2024,FY2025,Q3,7,July,Jul-2024,Tuesday,2,0,0
2024-07-03,2024,FY2025,Q3,7,July,Jul-2024,Wednesday,3,0,0
2024-07-04,2024,FY2025,Q3,7,July,Jul-2024,Thursday,4,0,0
2024-07-05,2024,FY2025,Q3,7,July,Jul-2024,Friday,5,0,0
2024-07-06,2024,FY2025,Q3,7,July,Jul-2024,Saturday,6,1,0
2024-07-07,2024,FY2025,Q3,7,July,Jul-2024,Sunday,7,1,0
2024-07-08,2024,FY2025,Q3,7,July,Jul-2024,Monday,8,0,0
2024-07-09,2024,FY2025,Q3,7,July,Jul-2024,Tuesday,9,0,0
2024-07-10,2024,FY2025,Q3,7,July,Jul-2024,Wednesday,10,0,0
2024-07-11,2024,FY2025,Q3,7,July,Jul-2024,Thursday,11,0,0
2024-07-12,2024,FY2025,Q3,7,July,Jul-2024,Friday,12,0,0
2024-07-13,2024,FY2025,Q3,7,July,Jul-2024,Saturday,13,1,0
2024-07-14,2024,FY2025,Q3,7,July,Jul-2024,Sunday,14,1,0
2024-07-15,2024,FY2025,Q3,7,July,Jul-2024,Monday,15,0,0
2024-07-16,2024,FY2025,Q3,7,July,Jul-2024,Tuesday,16,0,0
2024-07-17,2024,FY2025,Q3,7,July,Jul-2024,Wednesday,17,0,0
2024-07-18,2024,FY2025,Q3,7,July,Jul-2024,Thursday,18,0,0
2024-07-19,2024,FY2025,Q3,7,July,Jul-2024,Friday,19,0,0
2024-07-20,2024,FY2025,Q3,7,July,Jul-2024,Saturday,20,1,0
2024-07-21,2024,FY2025,Q3,7,July,Jul-2024,Sunday,21,1,0
2024-07-22,2024,FY2025,Q3,7,July,Jul-2024,Monday,22,0,0
2024-07-23,2024,FY2025,Q3,7,July,Jul-2024,Tuesday,23,0,0
2024-07-24,2024,FY2025,Q3,7,July,Jul-2024,Wednesday,24,0,0
2024-07-25,2024,FY2025,Q3,7,July,Jul-2024,Thursday,25,0,0
2024-07-26,2024,FY2025,Q3,7,July,Jul-2024,Friday,26,0,0
2024-07-27,2024,FY2025,Q3,7,July,Jul-2024,Saturday,27,1,0
2024-07-28,2024,FY2025,Q3,7,July,Jul-2024,Sunday,28,1,0
2024-07-29,2024,FY2025,Q3,7,July,Jul-2024,Monday,29,0,0
2024-07-30,2024,FY2025,Q3,7,July,Jul-2024,Tuesday,30,0,0
2024-07-31,2024,FY2025,Q3,7,July,Jul-2024,Wednesday,31,0,0
2024-08-01,2024,FY2025,Q3,8,August,Aug-2024,Thursday,1,0,0
2024-08-02,2024,FY2025,Q3,8,August,Aug-2024,Friday,2,0,0
2024-08-03,2024,FY2025,Q3,8,August,Aug-2024,Saturday,3,1,0
2024-08-04,2024,FY2025,Q3,8,August,Aug-2024,Sunday,4,1,0
2024-08-05,2024,FY2025,Q3,8,August,Aug-2024,Monday,5,0,0
2024-08-06,2024,FY2025,Q3,8,August,Aug-2024,Tuesday,6,0,0
2024-08-07,2024,FY2025,Q3,8,August,Aug-2024,Wednesday,7,0,0
2024-08-08,2024,FY2025,Q3,8,August,Aug-2024,Thursday,8,0,0
2024-08-09,2024,FY2025,Q3,8,August,Aug-2024,Friday,9,0,0
2024-08-10,2024,FY2025,Q3,8,August,Aug-2024,Saturday,10,1,0
2024-08-11,2024,FY2025,Q3,8,August,Aug-2024,Sunday,11,1,0
2024-08-12,2024,FY2025,Q3,8,August,Aug-2024,Monday,12,0,0
2024-08-13,2024,FY2025,Q3,8,August,Aug-2024,Tuesday,13,0,0
2024-08-14,2024,FY2025,Q3,8,August,Aug-2024,Wednesday,14,0,0
2024-08-15,2024,FY2025,Q3,8,August,Aug-2024,Thursday,15,0,0
2024-08-16,2024,FY2025,Q3,8,August,Aug-2024,Friday,16,0,0
2024-08-17,2024,FY2025,Q3,8,August,Aug-2024,Saturday,17,1,0
2024-08-18,2024,FY2025,Q3,8,August,Aug-2024,Sunday,18,1,0
2024-08-19,2024,FY2025,Q3,8,August,Aug-2024,Monday,19,0,0
2024-08-20,2024,FY2025,Q3,8,August,Aug-2024,Tuesday,20,0,0
2024-08-21,2024,FY2025,Q3,8,August,Aug-2024,Wednesday,21,0,0
2024-08-22,2024,FY2025,Q3,8,August,Aug-2024,Thursday,22,0,0
2024-08-23,2024,FY2025,Q3,8,August,Aug-2024,Friday,23,0,0
2024-08-24,2024,FY2025,Q3,8,August,Aug-2024,Saturday,24,1,0
2024-08-25,2024,FY2025,Q3,8,August,Aug-2024,Sunday,25,1,0
2024-08-26,2024,FY2025,Q3,8,August,Aug-2024,Monday,26,0,0
2024-08-27,2024,FY2025,Q3,8,August,Aug-2024,Tuesday,27,0,0
2024-08-28,2024,FY2025,Q3,8,August,Aug-2024,Wednesday,28,0,0
2024-08-29,2024,FY2025,Q3,8,August,Aug-2024,Thursday,29,0,0
2024-08-30,2024,FY2025,Q3,8,August,Aug-2024,Friday,30,0,0
2024-08-31,2024,FY2025,Q3,8,August,Aug-2024,Saturday,31,1,0
2024-09-01,2024,FY2025,Q3,9,September,Sep-2024,Sunday,1,1,0
2024-09-02,2024,FY2025,Q3,9,September,Sep-2024,Monday,2,0,0
2024-09-03,2024,FY2025,Q3,9,September,Sep-2024,Tuesday,3,0,0
2024-09-04,2024,FY2025,Q3,9,September,Sep-2024,Wednesday,4,0,0
2024-09-05,2024,FY2025,Q3,9,September,Sep-2024,Thursday,5,0,0
2024-09-06,2024,FY2025,Q3,9,September,Sep-2024,Friday,6,0,0
2024-09-07,2024,FY2025,Q3,9,September,Sep-2024,Saturday,7,1,0
2024-09-08,2024,FY2025,Q3,9,September,Sep-2024,Sunday,8,1,0
2024-09-09,2024,FY2025,Q3,9,September,Sep-2024,Monday,9,0,0
2024-09-10,2024,FY2025,Q3,9,September,Sep-2024,Tuesday,10,0,0
2024-09-11,2024,FY2025,Q3,9,September,Sep-2024,Wednesday,11,0,0
2024-09-12,2024,FY2025,Q3,9,September,Sep-2024,Thursday,12,0,0
2024-09-13,2024,FY2025,Q3,9,September,Sep-2024,Friday,13,0,0
2024-09-14,2024,FY2025,Q3,9,September,Sep-2024,Saturday,14,1,0
2024-09-15,2024,FY2025,Q3,9,September,Sep-2024,Sunday,15,1,0
2024-09-16,2024,FY2025,Q3,9,September,Sep-2024,Monday,16,0,0
2024-09-17,2024,FY2025,Q3,9,September,Sep-2024,Tuesday,17,0,0
2024-09-18,2024,FY2025,Q3,9,September,Sep-2024,Wednesday,18,0,0
2024-09-19,2024,FY2025,Q3,9,September,Sep-2024,Thursday,19,0,0
2024-09-20,2024,FY2025,Q3,9,September,Sep-2024,Friday,20,0,0
2024-09-21,2024,FY2025,Q3,9,September,Sep-2024,Saturday,21,1,0
2024-09-22,2024,FY2025,Q3,9,September,Sep-2024,Sunday,22,1,0
2024-09-23,2024,FY2025,Q3,9,September,Sep-2024,Monday,23,0,0
2024-09-24,2024,FY2025,Q3,9,September,Sep-2024,Tuesday,24,0,0
2024-09-25,2024,FY2025,Q3,9,September,Sep-2024,Wednesday,25,0,0
2024-09-26,2024,FY2025,Q3,9,September,Sep-2024,Thursday,26,0,0
2024-09-27,2024,FY2025,Q3,9,September,Sep-2024,Friday,27,0,0
2024-09-28,2024,FY2025,Q3,9,September,Sep-2024,Saturday,28,1,0
2024-09-29,2024,FY2025,Q3,9,September,Sep-2024,Sunday,29,1,0
2024-09-30,2024,FY2025,Q3,9,September,Sep-2024,Monday,30,0,0
2024-10-01,2024,FY2025,Q4,10,October,Oct-2024,Tuesday,1,0,0
2024-10-02,2024,FY2025,Q4,10,October,Oct-2024,Wednesday,2,0,0
2024-10-03,2024,FY2025,Q4,10,October,Oct-2024,Thursday,3,0,0
2024-10-04,2024,FY2025,Q4,10,October,Oct-2024,Friday,4,0,0
2024-10-05,2024,FY2025,Q4,10,October,Oct-2024,Saturday,5,1,0
2024-10-06,2024,FY2025,Q4,10,October,Oct-2024,Sunday,6,1,0
2024-10-07,2024,FY2025,Q4,10,October,Oct-2024,Monday,7,0,0
2024-10-08,2024,FY2025,Q4,10,October,Oct-2024,Tuesday,8,0,0
2024-10-09,2024,FY2025,Q4,10,October,Oct-2024,Wednesday,9,0,0
2024-10-10,2024,FY2025,Q4,10,October,Oct-2024,Thursday,10,0,0
2024-10-11,2024,FY2025,Q4,10,October,Oct-2024,Friday,11,0,0
2024-10-12,2024,FY2025,Q4,10,October,Oct-2024,Saturday,12,1,0
2024-10-13,2024,FY2025,Q4,10,October,Oct-2024,Sunday,13,1,0
2024-10-14,2024,FY2025,Q4,10,October,Oct-2024,Monday,14,0,0
2024-10-15,2024,FY2025,Q4,10,October,Oct-2024,Tuesday,15,0,0
2024-10-16,2024,FY2025,Q4,10,October,Oct-2024,Wednesday,16,0,0
2024-10-17,2024,FY2025,Q4,10,October,Oct-2024,Thursday,17,0,0
2024-10-18,2024,FY2025,Q4,10,October,Oct-2024,Friday,18,0,0
