sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO65599,TI-M823,14458,20130902,20130909,20130914,35,1,35
SO65600,BC-M005,12558,20130902,20130909,20130914,10,1,10
SO65600,WB-H098,12558,20130902,20130909,20130914,5,1,5
SO65601,FE-6654,12976,20130902,20130909,20130914,22,1,22
SO65602,BK-M68S-42,15841,20130902,20130909,20130914,2320,1,2320
SO65602,PK-7098,15841,20130902,20130909,20130914,2,1,2
SO65603,BK-M68B-42,15897,20130902,20130909,20130914,2295,1,2295
SO65603,FE-6654,15897,20130902,20130909,20130914,22,1,22
SO65603,BC-M005,15897,20130902,20130909,20130914,10,1,10
SO65603,WB-H098,15897,20130902,20130909,20130914,5,1,5
SO65604,BK-M68B-38,15535,20130902,20130909,20130914,2295,1,2295
SO65604,FE-6654,15535,20130902,20130909,20130914,22,1,22
SO65605,BK-M68S-42,15985,20130902,20130909,20130914,2320,1,2320
SO65605,FE-6654,15985,20130902,20130909,20130914,22,1,22
SO65605,HY-1023-70,15985,20130902,20130909,20130914,55,1,55
SO65606,BK-T18Y-62,28531,20130902,20130909,20130914,742,1,742
SO65606,CA-1098,28531,20130902,20130909,20130914,9,1,9
SO65607,BK-T18U-62,28684,20130902,20130909,20130914,742,1,742
SO65607,HL-U509,28684,20130902,20130909,20130914,35,1,35
SO65608,BK-T44U-60,27120,20130902,20130909,20130914,1215,1,1215
SO65608,LJ-0192-M,27120,20130902,20130909,20130914,50,1,50
SO65609,BK-T79U-60,16594,20130902,20130909,20130914,2384,1,2384
SO65609,WB-H098,16594,20130902,20130909,20130914,5,1,5
SO65609,BC-R205,16594,20130902,20130909,20130914,9,1,9
SO65609,HL-U509-R,16594,20130902,20130909,20130914,35,1,35
SO65610,BK-M68B-42,15122,20130902,20130909,20130914,2295,1,2295
SO65610,FE-6654,15122,20130902,20130909,20130914,22,1,22
SO65610,CA-1098,15122,20130902,20130909,20130914,9,1,9
SO65611,BK-R64Y-42,17913,20130902,20130909,20130914,1120,1,1120
SO65611,HL-U509-R,17913,20130902,20130909,20130914,35,1,35
SO65612,BK-R19B-48,27709,20130902,20130909,20130914,540,1,540
SO65612,HL-U509-R,27709,20130902,20130909,20130914,35,1,35
SO65612,SJ-0194-M,27709,20130902,20130909,20130914,54,1,54
SO65613,BK-M68S-42,14667,20130902,20130909,20130914,2320,1,2320
SO65613,RA-H123,14667,20130902,20130909,20130914,120,1,120
SO65614,BK-R89B-58,21408,20130902,20130909,20130914,2443,1,2443
SO65615,BK-M68S-42,14238,20130902,20130909,20130914,2320,1,2320
SO65615,BC-M005,14238,20130902,20130909,20130914,10,1,10
SO65615,WB-H098,14238,20130902,20130909,20130914,5,1,5
SO65615,CA-1098,14238,20130902,20130909,20130914,9,1,9
SO65616,BK-T79Y-46,27097,20130902,20130909,20130914,2384,1,2384
SO65616,CA-1098,27097,20130902,20130909,20130914,9,1,9
SO65617,BK-T79U-46,26638,20130902,20130909,20130914,2384,1,2384
SO65617,HL-U509-R,26638,20130902,20130909,20130914,35,1,35
SO65617,LJ-0192-X,26638,20130902,20130909,20130914,50,1,50
SO65618,BK-R19B-48,23168,20130902,20130909,20130914,540,1,540
SO65619,BK-R79Y-42,17690,20130902,20130909,20130914,1701,1,1701
SO65620,BK-R79Y-40,17345,20130902,20130909,20130914,1701,1,1701
SO65620,TI-R628,17345,20130902,20130909,20130914,25,1,25
SO65620,TT-R982,17345,20130902,20130909,20130914,4,1,4
SO65620,HL-U509,17345,20130902,20130909,20130914,35,1,35
SO65621,BK-R79Y-40,17870,20130902,20130909,20130914,1701,1,1701
SO65622,BK-R79Y-48,18057,20130902,20130909,20130914,1701,1,1701
SO65623,BK-T79U-50,16575,20130902,20130909,20130914,2384,1,2384
SO65623,HL-U509-R,16575,20130902,20130909,20130914,35,1,35
SO65623,LJ-0192-M,16575,20130902,20130909,20130914,50,1,50
SO65624,BK-T79Y-46,16207,20130902,20130909,20130914,2384,1,2384
SO65624,BC-R205,16207,20130902,20130909,20130914,9,1,9
SO65625,BK-T79Y-46,11112,20130902,20130909,20130914,2384,1,2384
SO65625,HL-U509-R,11112,20130902,20130909,20130914,35,1,35
SO65626,BK-T79Y-60,12354,20130902,20130909,20130914,2384,1,2384
SO65626,SJ-0194-M,12354,20130902,20130909,20130914,54,1,54
SO65627,BK-M68S-46,16204,20130903,20130910,20130915,2320,1,2320
SO65627,BC-M005,16204,20130903,20130910,20130915,10,1,10
SO65627,WB-H098,16204,20130903,20130910,20130915,5,1,5
SO65628,BC-R205,11212,20130903,20130910,20130915,9,1,9
SO65628,WB-H098,11212,20130903,20130910,20130915,5,1,5
SO65629,CL-9009,11863,20130903,20130910,20130915,8,1,8
SO65630,CL-9009,28603,20130903,20130910,20130915,8,1,8
SO65631,LJ-0192-L,11821,20130903,20130910,20130915,50,1,50
SO65632,TI-M267,13634,20130903,20130910,20130915,25,1,25
SO65632,TT-M928,13634,20130903,20130910,20130915,5,1,5
SO65632,FE-6654,13634,20130903,20130910,20130915,22,1,22
SO65632,LJ-0192-M,13634,20130903,20130910,20130915,50,1,50
SO65633,TI-M602,15264,20130903,20130910,20130915,30,1,30
SO65634,TI-M602,16695,20130903,20130910,20130915,30,1,30
SO65634,TT-M928,16695,20130903,20130910,20130915,5,1,5
SO65634,PK-7098,16695,20130903,20130910,20130915,2,1,2
SO65635,FE-6654,22925,20130903,20130910,20130915,22,1,22
SO65635,WB-H098,22925,20130903,20130910,20130915,5,1,5
SO65635,BC-M005,22925,20130903,20130910,20130915,10,1,10
SO65635,HL-U509,22925,20130903,20130910,20130915,35,1,35
SO65635,CA-1098,22925,20130903,20130910,20130915,9,1,9
SO65635,SJ-0194-X,22925,20130903,20130910,20130915,54,1,54
SO65636,BK-M68B-46,18166,20130903,20130910,20130915,2295,1,2295
SO65636,BC-M005,18166,20130903,20130910,20130915,10,1,10
SO65636,WB-H098,18166,20130903,20130910,20130915,5,1,5
SO65636,SJ-0194-S,18166,20130903,20130910,20130915,54,1,54
SO65637,BK-M38S-40,17828,20130903,20130910,20130915,769,1,769
SO65637,LJ-0192-S,17828,20130903,20130910,20130915,50,1,50
SO65638,BK-M38S-40,21102,20130903,20130910,20130915,769,1,769
SO65638,BC-M005,21102,20130903,20130910,20130915,10,1,10
SO65638,WB-H098,21102,20130903,20130910,20130915,5,1,5
SO65638,CA-1098,21102,20130903,20130910,20130915,9,1,9
SO65639,BK-M18B-52,17969,20130903,20130910,20130915,540,1,540
SO65639,FE-6654,17969,20130903,20130910,20130915,22,1,22
SO65639,HL-U509-R,17969,20130903,20130910,20130915,35,1,35
SO65640,TT-R982,29051,20130903,20130910,20130915,4,1,4
SO65641,TI-R092,27684,20130903,20130910,20130915,21,1,21
SO65641,TT-R982,27684,20130903,20130910,20130915,4,1,4
SO65641,HL-U509-B,27684,20130903,20130910,20130915,35,1,35
SO65642,PK-7098,11631,20130903,20130910,20130915,2,1,2
SO65643,TI-M267,25352,20130903,20130910,20130915,25,1,25
SO65643,TT-M928,25352,20130903,20130910,20130915,5,1,5
SO65644,TI-M267,20756,20130903,20130910,20130915,25,1,25
SO65644,PK-7098,20756,20130903,20130910,20130915,2,1,2
SO65645,TT-T092,27408,20130903,20130910,20130915,5,1,5
SO65645,TI-T723,27408,20130903,20130910,20130915,29,1,29
SO65645,HL-U509-R,27408,20130903,20130910,20130915,35,1,35
SO65645,SO-R809-M,27408,20130903,20130910,20130915,9,1,9
SO65646,TI-T723,26257,20130903,20130910,20130915,29,1,29
SO65646,TT-T092,26257,20130903,20130910,20130915,5,1,5
SO65646,WB-H098,26257,20130903,20130910,20130915,5,1,5
SO65646,BC-R205,26257,20130903,20130910,20130915,9,1,9
SO65646,HL-U509,26257,20130903,20130910,20130915,35,1,35
SO65647,TI-R982,24650,20130903,20130910,20130915,33,1,33
SO65647,TT-R982,24650,20130903,20130910,20130915,4,1,4
SO65648,TI-M602,22764,20130903,20130910,20130915,30,1,30
SO65649,TT-M928,23297,20130903,20130910,20130915,5,1,5
SO65649,TI-M602,23297,20130903,20130910,20130915,30,1,30
SO65649,PK-7098,23297,20130903,20130910,20130915,2,1,2
SO65650,BC-M005,12147,20130903,20130910,20130915,10,1,10
SO65650,WB-H098,12147,20130903,20130910,20130915,5,1,5
SO65650,HL-U509-B,12147,20130903,20130910,20130915,35,1,35
SO65651,SH-W890-S,19877,20130903,20130910,20130915,70,1,70
SO65652,BC-M005,13268,20130903,20130910,20130915,10,1,10
SO65652,WB-H098,13268,20130903,20130910,20130915,5,1,5
SO65652,HL-U509-R,13268,20130903,20130910,20130915,35,1,35
SO65652,VE-C304-L,13268,20130903,20130910,20130915,64,1,64
SO65653,WB-H098,17454,20130903,20130910,20130915,5,1,5
SO65654,TT-M928,18058,20130903,20130910,20130915,5,1,5
SO65654,HL-U509-B,18058,20130903,20130910,20130915,35,1,35
SO65655,TT-M928,15271,20130903,20130910,20130915,5,1,5
SO65655,HL-U509,15271,20130903,20130910,20130915,35,1,35
SO65656,SH-W890-L,14540,20130903,20130910,20130915,70,1,70
SO65656,LJ-0192-X,14540,20130903,20130910,20130915,50,1,50
SO65657,FE-6654,18875,20130903,20130910,20130915,22,1,22
SO65657,SJ-0194-S,18875,20130903,20130910,20130915,54,1,54
SO65658,TI-R982,12606,20130903,20130910,20130915,33,1,33
SO65658,TT-R982,12606,20130903,20130910,20130915,4,1,4
SO65658,PK-7098,12606,20130903,20130910,20130915,2,1,2
SO65659,TI-R628,17995,20130903,20130910,20130915,25,1,25
SO65659,PK-7098,17995,20130903,20130910,20130915,2,1,2
SO65660,TT-M928,12490,20130903,20130910,20130915,5,1,5
SO65660,TI-M602,12490,20130903,20130910,20130915,30,1,30
SO65660,HL-U509-R,12490,20130903,20130910,20130915,35,1,35
SO65661,TI-R092,27003,20130903,20130910,20130915,21,1,21
SO65662,TT-T092,24082,20130903,20130910,20130915,5,1,5
SO65662,HL-U509-B,24082,20130903,20130910,20130915,35,1,35
SO65663,TT-T092,16602,20130903,20130910,20130915,5,1,5
SO65663,PK-7098,16602,20130903,20130910,20130915,2,1,2
SO65664,BC-M005,12555,20130903,20130910,20130915,10,1,10
SO65664,WB-H098,12555,20130903,20130910,20130915,5,1,5
SO65664,SJ-0194-S,12555,20130903,20130910,20130915,54,1,54
SO65665,BK-M18B-42,19838,20130903,20130910,20130915,540,1,540
SO65665,TI-M267,19838,20130903,20130910,20130915,25,1,25
SO65665,TT-M928,19838,20130903,20130910,20130915,5,1,5
SO65665,HL-U509-R,19838,20130903,20130910,20130915,35,1,35
SO65666,BK-M38S-40,14756,20130903,20130910,20130915,769,1,769
SO65666,SH-W890-S,14756,20130903,20130910,20130915,70,1,70
SO65666,LJ-0192-M,14756,20130903,20130910,20130915,50,1,50
SO65667,BK-R79Y-48,15043,20130903,20130910,20130915,1701,1,1701
SO65667,GL-H102-S,15043,20130903,20130910,20130915,24,1,24
SO65667,LJ-0192-X,15043,20130903,20130910,20130915,50,1,50
SO65668,BK-R19B-52,24242,20130903,20130910,20130915,540,1,540
SO65668,HL-U509-R,24242,20130903,20130910,20130915,35,1,35
SO65669,BK-R89B-48,21404,20130903,20130910,20130915,2443,1,2443
SO65669,GL-H102-S,21404,20130903,20130910,20130915,24,1,24
SO65669,HL-U509,21404,20130903,20130910,20130915,35,1,35
SO65670,BK-R89B-58,21216,20130903,20130910,20130915,2443,1,2443
SO65670,BC-R205,21216,20130903,20130910,20130915,9,1,9
SO65670,WB-H098,21216,20130903,20130910,20130915,5,1,5
SO65670,HL-U509,21216,20130903,20130910,20130915,35,1,35
SO65671,BK-M68S-42,14264,20130903,20130910,20130915,2320,1,2320
SO65671,TT-M928,14264,20130903,20130910,20130915,5,1,5
SO65671,TI-M823,14264,20130903,20130910,20130915,35,1,35
SO65671,HL-U509-B,14264,20130903,20130910,20130915,35,1,35
SO65672,BK-M68S-46,14286,20130903,20130910,20130915,2320,1,2320
SO65672,HY-1023-70,14286,20130903,20130910,20130915,55,1,55
SO65673,BK-T79Y-46,13909,20130903,20130910,20130915,2384,1,2384
SO65673,HL-U509-B,13909,20130903,20130910,20130915,35,1,35
SO65674,BK-R19B-52,23170,20130903,20130910,20130915,540,1,540
SO65674,HL-U509-R,23170,20130903,20130910,20130915,35,1,35
SO65675,BK-R19B-48,23174,20130903,20130910,20130915,540,1,540
SO65675,WB-H098,23174,20130903,20130910,20130915,5,1,5
SO65675,BC-R205,23174,20130903,20130910,20130915,9,1,9
SO65676,BK-R79Y-42,17388,20130903,20130910,20130915,1701,1,1701
SO65676,CA-1098,17388,20130903,20130910,20130915,9,1,9
SO65676,SJ-0194-M,17388,20130903,20130910,20130915,54,1,54
SO65677,BK-R19B-48,24049,20130903,20130910,20130915,540,1,540
SO65677,HL-U509-B,24049,20130903,20130910,20130915,35,1,35
SO65678,BK-R19B-52,26979,20130903,20130910,20130915,540,1,540
SO65678,BC-R205,26979,20130903,20130910,20130915,9,1,9
SO65678,WB-H098,26979,20130903,20130910,20130915,5,1,5
SO65678,HL-U509-R,26979,20130903,20130910,20130915,35,1,35
SO65679,BK-R19B-52,24059,20130903,20130910,20130915,540,1,540
SO65679,CA-1098,24059,20130903,20130910,20130915,9,1,9
SO65679,HL-U509-B,24059,20130903,20130910,20130915,35,1,35
SO65680,BK-T18U-54,29453,20130903,20130910,20130915,742,1,742
SO65681,BK-M68S-46,13693,20130904,20130911,20130916,2320,1,2320
SO65682,BK-M68S-46,12500,20130904,20130911,20130916,2320,1,2320
SO65682,TI-M823,12500,20130904,20130911,20130916,35,1,35
SO65682,TT-M928,12500,20130904,20130911,20130916,5,1,5
SO65682,HL-U509,12500,20130904,20130911,20130916,35,1,35
SO65682,CA-1098,12500,20130904,20130911,20130916,9,1,9
SO65683,CL-9009,12150,20130904,20130911,20130916,8,1,8
SO65684,TT-M928,14057,20130904,20130911,20130916,5,1,5
SO65684,TI-M267,14057,20130904,20130911,20130916,25,1,25
SO65684,HL-U509-B,14057,20130904,20130911,20130916,35,1,35
SO65685,FE-6654,17331,20130904,20130911,20130916,22,1,22
SO65685,BC-M005,17331,20130904,20130911,20130916,10,1,10
SO65686,BK-M68B-42,13777,20130904,20130911,20130916,2295,1,2295
SO65686,BC-M005,13777,20130904,20130911,20130916,10,1,10
SO65686,WB-H098,13777,20130904,20130911,20130916,5,1,5
SO65686,HL-U509,13777,20130904,20130911,20130916,35,1,35
SO65687,BK-R89B-48,25774,20130904,20130911,20130916,2443,1,2443
SO65687,HL-U509,25774,20130904,20130911,20130916,35,1,35
SO65687,LJ-0192-L,25774,20130904,20130911,20130916,50,1,50
SO65687,CA-1098,25774,20130904,20130911,20130916,9,1,9
SO65688,TI-R092,28228,20130904,20130911,20130916,21,1,21
SO65689,TT-T092,11330,20130904,20130911,20130916,5,1,5
SO65689,GL-H102-M,11330,20130904,20130911,20130916,24,1,24
SO65689,TI-T723,11330,20130904,20130911,20130916,29,1,29
SO65690,TI-R092,27394,20130904,20130911,20130916,21,1,21
SO65690,CA-1098,27394,20130904,20130911,20130916,9,1,9
SO65691,TI-M267,26502,20130904,20130911,20130916,25,1,25
SO65691,PK-7098,26502,20130904,20130911,20130916,2,1,2
SO65692,TI-M602,23685,20130904,20130911,20130916,30,1,30
SO65693,TI-R982,25158,20130904,20130911,20130916,33,1,33
SO65693,TT-R982,25158,20130904,20130911,20130916,4,1,4
SO65693,HL-U509-R,25158,20130904,20130911,20130916,35,1,35
SO65694,BC-M005,12944,20130904,20130911,20130916,10,1,10
SO65694,WB-H098,12944,20130904,20130911,20130916,5,1,5
SO65694,SJ-0194-X,12944,20130904,20130911,20130916,54,1,54
SO65694,CA-1098,12944,20130904,20130911,20130916,9,1,9
SO65695,WB-H098,21800,20130904,20130911,20130916,5,1,5
SO65695,BC-M005,21800,20130904,20130911,20130916,10,1,10
SO65695,LJ-0192-L,21800,20130904,20130911,20130916,50,1,50
SO65696,WB-H098,14611,20130904,20130911,20130916,5,1,5
SO65696,BC-M005,14611,20130904,20130911,20130916,10,1,10
SO65696,SJ-0194-X,14611,20130904,20130911,20130916,54,1,54
SO65697,BC-M005,20388,20130904,20130911,20130916,10,1,10
SO65698,SH-W890-S,19007,20130904,20130911,20130916,70,1,70
SO65699,SH-W890-L,11677,20130904,20130911,20130916,70,1,70
SO65699,LJ-0192-M,11677,20130904,20130911,20130916,50,1,50
SO65700,SH-W890-L,20019,20130904,20130911,20130916,70,1,70
SO65700,CA-1098,20019,20130904,20130911,20130916,9,1,9
SO65700,LJ-0192-L,20019,20130904,20130911,20130916,50,1,50
SO65701,WB-H098,17692,20130904,20130911,20130916,5,1,5
SO65701,CA-1098,17692,20130904,20130911,20130916,9,1,9
SO65702,WB-H098,11176,20130904,20130911,20130916,5,1,5
SO65702,HL-U509-B,11176,20130904,20130911,20130916,35,1,35
SO65703,TT-M928,17341,20130904,20130911,20130916,5,1,5
SO65703,SO-R809-M,17341,20130904,20130911,20130916,9,1,9
SO65703,FE-6654,17341,20130904,20130911,20130916,22,1,22
SO65704,TT-M928,15896,20130904,20130911,20130916,5,1,5
SO65704,PK-7098,15896,20130904,20130911,20130916,2,1,2
SO65705,FE-6654,15249,20130904,20130911,20130916,22,1,22
SO65705,GL-H102-M,15249,20130904,20130911,20130916,24,1,24
SO65706,FE-6654,20547,20130904,20130911,20130916,22,1,22
SO65706,HL-U509-R,20547,20130904,20130911,20130916,35,1,35
SO65707,FE-6654,13943,20130904,20130911,20130916,22,1,22
SO65707,BC-M005,13943,20130904,20130911,20130916,10,1,10
SO65707,WB-H098,13943,20130904,20130911,20130916,5,1,5
SO65708,TI-M823,14992,20130904,20130911,20130916,35,1,35
SO65708,HL-U509-B,14992,20130904,20130911,20130916,35,1,35
SO65709,TI-R628,17108,20130904,20130911,20130916,25,1,25
SO65710,TI-R628,19279,20130904,20130911,20130916,25,1,25
SO65710,TT-R982,19279,20130904,20130911,20130916,4,1,4
SO65710,HL-U509-B,19279,20130904,20130911,20130916,35,1,35
SO65711,WB-H098,25784,20130904,20130911,20130916,5,1,5
SO65712,TT-M928,20937,20130904,20130911,20130916,5,1,5
SO65712,TI-M602,20937,20130904,20130911,20130916,30,1,30
SO65712,HL-U509-R,20937,20130904,20130911,20130916,35,1,35
SO65712,LJ-0192-X,20937,20130904,20130911,20130916,50,1,50
SO65713,TI-T723,14533,20130904,20130911,20130916,29,1,29
SO65713,TT-T092,14533,20130904,20130911,20130916,5,1,5
SO65713,HL-U509-R,14533,20130904,20130911,20130916,35,1,35
SO65714,TT-R982,19481,20130904,20130911,20130916,4,1,4
SO65715,TT-R982,19487,20130904,20130911,20130916,4,1,4
SO65715,PK-7098,19487,20130904,20130911,20130916,2,1,2
SO65716,TT-T092,16256,20130904,20130911,20130916,5,1,5
SO65717,TT-M928,13199,20130904,20130911,20130916,5,1,5
SO65717,TI-M823,13199,20130904,20130911,20130916,35,1,35
SO65717,PK-7098,13199,20130904,20130911,20130916,2,1,2
SO65718,TI-M823,11863,20130904,20130911,20130916,35,1,35
SO65718,TT-M928,11863,20130904,20130911,20130916,5,1,5
SO65719,BC-M005,12625,20130904,20130911,20130916,10,1,10
SO65719,WB-H098,12625,20130904,20130911,20130916,5,1,5
SO65719,HL-U509,12625,20130904,20130911,20130916,35,1,35
SO65719,LJ-0192-M,12625,20130904,20130911,20130916,50,1,50
SO65720,FE-6654,18065,20130904,20130911,20130916,22,1,22
SO65720,VE-C304-M,18065,20130904,20130911,20130916,64,1,64
SO65721,LJ-0192-L,12458,20130904,20130911,20130916,50,1,50
SO65722,BK-M38S-42,14740,20130904,20130911,20130916,769,1,769
SO65722,WB-H098,14740,20130904,20130911,20130916,5,1,5
SO65722,BC-M005,14740,20130904,20130911,20130916,10,1,10
SO65722,LJ-0192-M,14740,20130904,20130911,20130916,50,1,50
SO65723,BK-M68B-42,13241,20130904,20130911,20130916,2295,1,2295
SO65723,FE-6654,13241,20130904,20130911,20130916,22,1,22
SO65723,SO-R809-M,13241,20130904,20130911,20130916,9,1,9
SO65724,BK-M68S-42,17037,20130904,20130911,20130916,2320,1,2320
SO65724,BC-M005,17037,20130904,20130911,20130916,10,1,10
SO65724,WB-H098,17037,20130904,20130911,20130916,5,1,5
SO65725,BK-M68S-38,15991,20130904,20130911,20130916,2320,1,2320
SO65725,FE-6654,15991,20130904,20130911,20130916,22,1,22
SO65725,PK-7098,15991,20130904,20130911,20130916,2,1,2
SO65726,BK-T44U-60,12612,20130904,20130911,20130916,1215,1,1215
SO65726,SJ-0194-M,12612,20130904,20130911,20130916,54,1,54
SO65727,BK-R79Y-42,21222,20130904,20130911,20130916,1701,1,1701
SO65727,SJ-0194-S,21222,20130904,20130911,20130916,54,1,54
SO65728,BK-R64Y-38,26161,20130904,20130911,20130916,1120,1,1120
SO65729,BK-R19B-44,24167,20130904,20130911,20130916,540,1,540
SO65730,BK-R19B-44,24172,20130904,20130911,20130916,540,1,540
SO65730,BC-R205,24172,20130904,20130911,20130916,9,1,9
SO65730,WB-H098,24172,20130904,20130911,20130916,5,1,5
SO65731,BK-R19B-58,24178,20130904,20130911,20130916,540,1,540
SO65731,HL-U509-B,24178,20130904,20130911,20130916,35,1,35
SO65731,SJ-0194-M,24178,20130904,20130911,20130916,54,1,54
SO65732,BK-R89B-52,21218,20130904,20130911,20130916,2443,1,2443
SO65732,TT-R982,21218,20130904,20130911,20130916,4,1,4
SO65732,TI-R982,21218,20130904,20130911,20130916,33,1,33
SO65733,BK-R89B-52,21214,20130904,20130911,20130916,2443,1,2443
SO65733,HL-U509,21214,20130904,20130911,20130916,35,1,35
SO65734,BK-M18B-48,16163,20130904,20130911,20130916,540,1,540
SO65734,TT-M928,16163,20130904,20130911,20130916,5,1,5
SO65734,TI-M267,16163,20130904,20130911,20130916,25,1,25
SO65735,BK-T79U-54,27093,20130904,20130911,20130916,2384,1,2384
SO65735,SJ-0194-X,27093,20130904,20130911,20130916,54,1,54
SO65736,BK-T79Y-54,14478,20130904,20130911,20130916,2384,1,2384
SO65736,TI-T723,14478,20130904,20130911,20130916,29,1,29
SO65736,TT-T092,14478,20130904,20130911,20130916,5,1,5
SO65736,HL-U509,14478,20130904,20130911,20130916,35,1,35
SO65737,BK-R19B-58,18656,20130904,20130911,20130916,540,1,540
SO65737,GL-H102-M,18656,20130904,20130911,20130916,24,1,24
SO65738,BK-R19B-52,18916,20130904,20130911,20130916,540,1,540
SO65738,BC-R205,18916,20130904,20130911,20130916,9,1,9
SO65738,WB-H098,18916,20130904,20130911,20130916,5,1,5
SO65738,HY-1023-70,18916,20130904,20130911,20130916,55,1,55
SO65738,LJ-0192-L,18916,20130904,20130911,20130916,50,1,50
SO65739,BK-R79Y-40,18080,20130904,20130911,20130916,1701,1,1701
SO65739,TT-R982,18080,20130904,20130911,20130916,4,1,4
SO65739,TI-R628,18080,20130904,20130911,20130916,25,1,25
SO65739,CL-9009,18080,20130904,20130911,20130916,8,1,8
SO65740,BK-R79Y-40,21265,20130904,20130911,20130916,1701,1,1701
SO65740,TT-R982,21265,20130904,20130911,20130916,4,1,4
SO65740,TI-R628,21265,20130904,20130911,20130916,25,1,25
SO65741,BK-R64Y-38,28521,20130904,20130911,20130916,1120,1,1120
SO65741,HL-U509,28521,20130904,20130911,20130916,35,1,35
SO65741,CA-1098,28521,20130904,20130911,20130916,9,1,9
SO65742,BK-T79Y-46,25762,20130904,20130911,20130916,2384,1,2384
SO65742,TI-T723,25762,20130904,20130911,20130916,29,1,29
SO65742,TT-T092,25762,20130904,20130911,20130916,5,1,5
SO65742,HY-1023-70,25762,20130904,20130911,20130916,55,1,55
SO65742,HL-U509,25762,20130904,20130911,20130916,35,1,35
SO65742,CA-1098,25762,20130904,20130911,20130916,9,1,9
SO65743,BK-T44U-46,14234,20130904,20130911,20130916,1215,1,1215
SO65743,HL-U509,14234,20130904,20130911,20130916,35,1,35
SO65744,BK-T79Y-46,12358,20130904,20130911,20130916,2384,1,2384
SO65744,HL-U509-R,12358,20130904,20130911,20130916,35,1,35
SO65745,BK-T79U-46,12674,20130904,20130911,20130916,2384,1,2384
SO65745,SJ-0194-L,12674,20130904,20130911,20130916,54,1,54
SO65746,BK-M38S-46,17255,20130905,20130912,20130917,769,1,769
SO65746,SH-W890-M,17255,20130905,20130912,20130917,70,1,70
SO65746,GL-H102-M,17255,20130905,20130912,20130917,24,1,24
SO65747,BK-M68S-38,18167,20130905,20130912,20130917,2320,1,2320
SO65747,HL-U509-R,18167,20130905,20130912,20130917,35,1,35
SO65747,LJ-0192-M,18167,20130905,20130912,20130917,50,1,50
SO65748,BK-M68B-46,12546,20130905,20130912,20130917,2295,1,2295
SO65748,BC-M005,12546,20130905,20130912,20130917,10,1,10
SO65748,WB-H098,12546,20130905,20130912,20130917,5,1,5
SO65748,HL-U509,12546,20130905,20130912,20130917,35,1,35
SO65749,TT-R982,14016,20130905,20130912,20130917,4,1,4
SO65749,TI-R628,14016,20130905,20130912,20130917,25,1,25
SO65749,HL-U509,14016,20130905,20130912,20130917,35,1,35
SO65750,FE-6654,17333,20130905,20130912,20130917,22,1,22
SO65750,BC-M005,17333,20130905,20130912,20130917,10,1,10
SO65750,WB-H098,17333,20130905,20130912,20130917,5,1,5
SO65750,HL-U509-R,17333,20130905,20130912,20130917,35,1,35
SO65751,TT-M928,25216,20130905,20130912,20130917,5,1,5
SO65751,LJ-0192-L,25216,20130905,20130912,20130917,50,1,50
SO65751,GL-H102-L,25216,20130905,20130912,20130917,24,1,24
SO65752,TT-M928,24607,20130905,20130912,20130917,5,1,5
SO65753,LJ-0192-M,13952,20130905,20130912,20130917,50,1,50
SO65754,BK-M68S-46,16286,20130905,20130912,20130917,2320,1,2320
SO65754,HL-U509-R,16286,20130905,20130912,20130917,35,1,35
SO65755,BK-M68S-42,18135,20130905,20130912,20130917,2320,1,2320
SO65755,FE-6654,18135,20130905,20130912,20130917,22,1,22
SO65756,BK-M18S-48,15454,20130905,20130912,20130917,565,1,565
SO65757,TT-R982,11262,20130905,20130912,20130917,4,1,4
SO65758,TT-T092,11223,20130905,20130912,20130917,5,1,5
SO65758,HL-U509-B,11223,20130905,20130912,20130917,35,1,35
SO65759,TT-T092,27034,20130905,20130912,20130917,5,1,5
SO65760,TI-M602,23192,20130905,20130912,20130917,30,1,30
SO65760,PK-7098,23192,20130905,20130912,20130917,2,1,2
SO65761,TI-R982,11723,20130905,20130912,20130917,33,1,33
SO65762,BC-M005,21628,20130905,20130912,20130917,10,1,10
SO65762,WB-H098,21628,20130905,20130912,20130917,5,1,5
SO65762,SJ-0194-L,21628,20130905,20130912,20130917,54,1,54
SO65762,CA-1098,21628,20130905,20130912,20130917,9,1,9
SO65763,BC-M005,20504,20130905,20130912,20130917,10,1,10
SO65763,WB-H098,20504,20130905,20130912,20130917,5,1,5
SO65763,HY-1023-70,20504,20130905,20130912,20130917,55,1,55
SO65763,LJ-0192-M,20504,20130905,20130912,20130917,50,1,50
SO65764,WB-H098,16780,20130905,20130912,20130917,5,1,5
SO65764,LJ-0192-M,16780,20130905,20130912,20130917,50,1,50
SO65765,TT-M928,15390,20130905,20130912,20130917,5,1,5
SO65765,HL-U509,15390,20130905,20130912,20130917,35,1,35
SO65766,TT-M928,15747,20130905,20130912,20130917,5,1,5
SO65766,HL-U509-B,15747,20130905,20130912,20130917,35,1,35
SO65767,SH-W890-L,13531,20130905,20130912,20130917,70,1,70
SO65768,TT-R982,23914,20130905,20130912,20130917,4,1,4
SO65768,PK-7098,23914,20130905,20130912,20130917,2,1,2
SO65769,WB-H098,25298,20130905,20130912,20130917,5,1,5
SO65770,TI-T723,25698,20130905,20130912,20130917,29,1,29
SO65770,TT-T092,25698,20130905,20130912,20130917,5,1,5
