state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,consolidated_city-county,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,consumption (MWh),expenditures in Millions,consumption (MWh/capita),expenditures in Millions,utility customers,GHG emissions mtons CO2e,consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,utility customers,occuped housing units,consumption (MWh),expenditures in Millions,consumption (MWh/capita),expenditures in Millions,consumption (MWh),expenditures in Millions,utility customers,consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,consumption (TcF),expenditures in Millions,utility customers,buildings,area (sq. ft.),consumption (gallons),consumption (gallons/capita),consumption (gallons),consumption (gallons/capita),vehicle miles traveled (miles),vehicle miles traveled (miles/capita),consumption (MWh),expenditures in Millions,consumption (MWh/capita),consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,establishments,consumption (MWh),expenditures in Millions
26,MI,"Tuscola County, MI",26157,Tuscola County,43.487902,-83.436618,,54014,7,17232,5,5,50705,"180,040","28,049",3,1,"25,530","104,440","861,663","6,902",16,0,"8,525","21,459","149,897","14,418",3,0,"128,068","13,624","2,936","633,252","2,941",12,0,"441,071","2,877","1,408",,,"20,205,937",374,"3,587,842",66,"446,648,080","8,269","586,666","40,547",11,"2,711,136","15,589",50,0,,"23,142","1,599"
26,MI,"Van Buren County, MI",26159,Van Buren County,42.28215,-86.306076,,75216,8,32837,6,5,50806,"256,638","38,689",3,1,"37,475","148,875","1,198,469","9,430",16,0,"14,425","28,623","215,128","25,305",3,0,"175,605","18,681","4,974","1,058,139","4,951",14,0,"801,803","5,231","1,842",,,"43,100,747",573,"11,938,343",159,"1,013,291,719","13,472","154,538","10,681",2,"599,356","3,446",8,0,,"23,273","1,608"
26,MI,"Washtenaw County, MI",26161,Washtenaw County,42.252327,-83.844634,,358082,12,300270,12,5,51212,"1,136,810","177,231",3,0,"156,637","659,460","10,720,599","89,618",30,0,"125,670","138,672","1,670,059","162,324",5,0,"1,432,417","152,385","17,221","3,911,917","18,318",11,0,"2,749,737","17,939","4,546",,,"165,574,700",462,"38,201,692",107,"4,031,258,048","11,258","312,844","21,622",1,"934,874","5,376",3,0,,"23,608","1,632"
26,MI,"Wayne County, MI",26163,Wayne County,42.284664,-83.261953,,1767593,16,1267940,15,5,51615,"5,500,240","852,312",3,0,"759,759","3,190,673","80,083,169","684,963",45,0,"787,726","669,412","7,015,354","685,735",4,0,"8,726,831","928,390","72,227","10,043,470","47,031",6,0,"7,059,686","46,056","11,105",,,"721,556,810",408,"139,276,814",79,"16,596,172,291","9,389","4,050,114","279,923",2,"33,754,405","194,088",19,0,,"9,142",632
26,MI,"Wexford County, MI",26165,Wexford County,44.331375,-85.570046,,32829,6,24283,5,6,60605,"98,931","15,219",3,0,"16,242","57,390","785,829","6,717",24,0,"8,236","12,975","127,994","15,222",4,0,"125,916","13,395","2,204", -   , -   , -   , -   , -   , -   , -   ,,,"19,267,721",587,"3,603,674",110,"421,808,210","12,849","130,320","9,007",4,"302,475","1,739",9,0,,"5,863",405
27,MN,"Aitkin County, MN",27001,Aitkin County,46.602446,-93.41976,,15722,4,6244,2,7,70402,"70,875","10,027",5,1,"15,553","40,102","135,223","1,072",9,0,"1,195","7,640","30,451","3,275",2,0,"42,532","4,189",804,86,1,0,0,73,0,7,,,"9,216,661",586,"3,577,602",228,"227,383,218","14,463","28,894","2,130",2,"66,839",280,4,0,,"4,202",310
27,MN,"Anoka County, MN",27003,Anoka County,45.27411,-93.242723,,341249,12,227544,11,6,61211,"1,023,300","135,595",3,0,"123,954","579,006","8,866,014","70,530",26,0,"113,228","125,260","967,526","97,097",3,0,"994,946","97,989","13,940","4,898,800","29,473",14,0,"4,824,638","31,060","8,604",,,"105,268,581",308,"24,715,431",72,"2,428,869,831","7,118","865,056","63,767",3,"6,759,985","28,324",20,0,,"6,744",497
27,MN,"Becker County, MN",27005,Becker County,46.937629,-95.741757,,33375,6,21475,5,7,70605,"167,053","19,096",5,1,"19,079","94,522","379,626","2,988",11,0,"3,651","13,495","215,927","18,673",6,1,"126,904","12,498","2,237","190,614","1,149",6,0,"161,791","1,042",435,,,"22,784,342",683,"7,718,191",231,"541,985,218","16,239","149,883","11,049",4,"514,332","2,155",15,0,,"13,863","1,022"
27,MN,"Beltrami County, MN",27007,Beltrami County,47.879508,-95.00505,,45644,7,28979,6,7,70706,"225,109","27,790",5,1,"19,980","127,372","460,282","3,729",10,0,"5,335","16,906","109,140","11,545",2,0,"169,065","16,651","1,909","185,560","1,118",4,0,"157,615","1,015",343,,,"17,659,809",387,"6,398,430",140,"430,786,908","9,438","143,703","10,593",3,"852,204","3,571",19,0,,"5,497",405
27,MN,"Benton County, MN",27009,Benton County,45.701225,-94.00144,,39457,7,30319,6,6,60706,"145,686","19,149",4,0,"15,820","82,432","674,803","5,154",17,0,"9,312","15,726","92,976","9,210",2,0,"99,145","9,764","2,011","561,103","3,228",14,0,"703,727","4,530","1,246",,,"18,616,671",472,"5,573,253",141,"442,302,819","11,210","170,321","12,555",4,"661,488","2,772",17,0,,"15,285","1,127"
27,MN,"Big Stone County, MN",27011,Big Stone County,45.419925,-96.402226,,5098,2,3252,1,6,60201,"23,974","2,483",5,0,"3,000","13,565","59,473",481,12,0,686,"2,226","25,714","2,154",5,0,"12,189","1,200",474,"17,409",105,3,0,"14,776",95,54,,,"3,093,893",607,"1,273,576",250,"77,015,818","15,107","16,911","1,247",3,"10,780",45,2,0,,"12,700",936
27,MN,"Blue Earth County, MN",27013,Blue Earth County,44.03371,-94.064012,,65524,8,73866,8,6,60808,"204,269","26,885",3,0,"26,027","115,580","1,304,891","10,583",20,0,"19,314","25,081","276,840","27,430",4,0,"292,707","28,828","3,339","1,088,553","6,760",17,0,"912,702","5,876","1,466",,,"29,337,253",448,"8,700,031",133,"698,746,073","10,664","184,119","13,572",3,"5,247,908","21,989",80,0,,"26,098","1,924"
27,MN,"Brown County, MN",27015,Brown County,44.246541,-94.733647,,25327,6,26166,6,6,60606,"122,764","15,503",5,1,"11,090","69,463","511,870","4,316",20,0,"7,782","10,641","109,509","11,161",4,0,"103,161","10,160","1,893","211,007","1,459",8,0,"158,883","1,023",643,,,"9,242,190",365,"3,301,363",130,"223,357,391","8,819","223,044","16,442",9,"2,751,807","11,530",109,0,,"28,258","2,083"
27,MN,"Carlton County, MN",27017,Carlton County,46.603818,-92.671044,,35482,6,15998,4,7,70604,"122,012","14,466",3,0,"15,120","69,037","461,355","3,726",13,0,"5,162","13,289","84,686","7,981",2,0,"110,171","10,850","2,343","259,229","1,562",7,0,"220,016","1,416",607,,,"21,740,048",613,"11,270,167",318,"590,818,409","16,651","231,457","17,062",7,"4,610,398","19,318",130,1,,"3,982",294
27,MN,"Carver County, MN",27019,Carver County,44.82132,-93.800091,,97143,9,78664,8,6,60908,"315,465","41,309",3,0,"39,935","178,497","2,174,407","17,298",22,0,"28,425","34,990","304,030","30,116",3,0,"287,870","28,351","4,659","1,459,043","8,778",15,0,"1,436,955","9,251","2,602",,,"35,684,013",367,"8,156,525",84,"820,977,637","8,451","292,847","21,587",3,"2,331,342","9,768",24,0,,"15,463","1,140"
27,MN,"Cass County, MN",27021,Cass County,46.951745,-94.333705,,28633,6,13895,4,7,70604,"139,164","16,315",5,1,"24,077","78,742","295,252","2,268",10,0,"1,944","12,806","68,047","6,508",2,0,"81,930","8,069","2,063","244,241","1,415",9,0,"294,656","1,897","1,075",,,"17,972,852",628,"6,752,117",236,"437,409,941","15,276","18,437","1,359",1,"48,221",202,2,0,,"2,806",207
27,MN,"Chippewa County, MN",27023,Chippewa County,45.028625,-95.564108,,12126,4,10011,3,6,60403,"52,390","6,867",4,1,"5,486","29,643","158,310","1,217",13,0,"2,437","4,997","32,869","3,255",3,0,"33,463","3,296","1,040","244,165","1,361",20,0,"156,693","1,009",438,,,"6,424,027",530,"2,307,620",190,"154,021,279","12,702","73,612","5,426",6,"1,855,374","7,774",153,1,,"18,376","1,355"
27,MN,"Chisago County, MN",27025,Chisago County,45.505444,-92.903849,,54041,7,27127,6,6,60706,"199,312","26,914",4,0,"20,499","112,775","1,103,906","8,532",20,0,"13,721","19,790","95,907","9,565",2,0,"101,032","9,950","2,489","546,654","3,195",10,0,"624,792","4,022","1,602",,,"30,866,824",571,"12,505,337",231,"787,706,559","14,576","320,893","23,654",6,"1,062,799","4,453",20,0,,"16,749","1,235"
27,MN,"Clay County, MN",27027,Clay County,46.898377,-96.494901,,61402,8,33602,6,7,70806,"266,796","32,989",4,1,"24,024","150,959","840,169","6,317",14,0,"11,531","23,034","174,009","17,480",3,0,"214,496","21,125","2,776","487,156","2,792",8,0,"627,999","4,043","1,515",,,"38,201,268",622,"15,819,197",258,"965,034,809","15,717","31,929","2,354",1,"675,759","2,831",11,0,,"17,182","1,267"
27,MN,"Clearwater County, MN",27029,Clearwater County,47.575873,-95.371117,,8764,3,4407,1,7,70301,"45,796","5,573",5,1,"4,573","25,912","43,847",390,5,0,615,"3,435","25,733","2,548",3,0,"18,948","1,866",425,"59,101",384,7,0,7,0,177,,,"5,262,463",600,"2,273,961",259,"133,205,701","15,199","11,200",826,1,"1,404",6,0,0,,"4,325",319
27,MN,"Cook County, MN",27031,Cook County,47.538569,-90.29019,,5215,2,3982,1,7,70201,"28,517","4,128",5,1,"3,771","16,135","22,354",186,4,0,130,"2,661","27,265","2,887",5,1,"24,636","2,426",514, -   , -   , -   , -   , -   , -   , -   ,,,"5,836,764","1,119","2,328,451",446,"145,737,382","27,946","2,861",211,1,"15,624",65,3,0,,480,35
27,MN,"Cottonwood County, MN",27033,Cottonwood County,44.010711,-95.18313,,11557,4,7795,3,6,60403,"72,311","8,628",6,1,"5,178","40,915","199,289","1,618",17,0,"2,811","4,822","49,561","5,207",4,0,"30,985","3,052",903,"9,604",58,1,0,"8,151",52,30,,,"5,998,360",519,"2,403,717",208,"148,721,522","12,869","87,335","6,438",8,"3,703,903","15,519",320,1,,"21,037","1,551"
27,MN,"Crow Wing County, MN",27035,Crow Wing County,46.491653,-94.070718,,63321,8,52584,7,7,70807,"224,629","24,965",4,0,"39,251","127,100","1,146,286","9,017",18,0,"14,825","26,398","273,049","26,567",4,0,"336,890","33,179","4,880","597,948","3,563",9,0,"625,844","4,029","1,532",,,"33,986,213",537,"9,772,283",154,"789,081,827","12,462","159,868","11,785",3,"659,766","2,764",10,0,,"4,900",361
27,MN,"Dakota County, MN",27037,Dakota County,44.670893,-93.062481,,411402,12,355870,12,6,61212,"1,274,920","167,917",3,0,"179,399","721,379","10,405,872","82,064",25,0,"139,015","157,696","1,804,711","177,590",4,0,"1,837,075","180,927","16,405","7,808,594","46,704",19,0,"7,871,364","50,674","10,625",,,"183,034,481",445,"46,723,053",114,"4,321,080,978","10,503","2,647,593","195,166",6,"12,480,217","52,292",30,0,,"21,591","1,592"
27,MN,"Dodge County, MN",27039,Dodge County,44.020706,-92.869353,,20361,5,9461,3,6,60503,"75,499","9,973",4,0,"7,706","42,719","364,373","2,932",18,0,"4,721","7,583","26,613","2,643",1,0,"28,296","2,787",946,"23,022",139,1,0,"19,539",126,57,,,"8,894,225",437,"3,208,089",158,"219,049,947","10,758","77,541","5,716",4,"2,394,848","10,034",118,0,,"13,131",968
27,MN,"Douglas County, MN",27041,Douglas County,45.936829,-95.462156,,36862,6,36166,6,6,60606,"162,135","17,976",4,0,"20,515","91,739","540,245","4,402",15,0,"6,700","15,688","265,131","22,504",7,1,"149,964","14,769","3,170","229,319","1,401",6,0,"202,849","1,306",302,,,"22,597,886",613,"12,835,757",348,"621,181,279","16,852","155,612","11,471",4,"605,873","2,539",16,0,,"20,769","1,531"
27,MN,"Faribault County, MN",27043,Faribault County,43.676522,-93.947234,,14119,4,8178,3,6,60403,"76,232","10,017",5,1,"7,030","43,134","220,639","1,779",16,0,"3,106","6,347","60,535","5,790",4,0,"46,036","4,534","1,451","52,106",313,4,0,"51,308",330,163,,,"9,118,209",646,"5,877,257",416,"264,053,051","18,702","181,946","13,412",13,"2,218,212","9,294",157,1,,"24,655","1,817"
27,MN,"Fillmore County, MN",27045,Fillmore County,43.679187,-92.093937,,20877,5,9326,3,6,60503,"105,260","14,693",5,1,"9,421","59,558","341,457","2,740",16,0,"4,285","8,540","45,363","4,856",2,0,"38,112","3,754",824,"11,216",66,1,0,"12,225",79,59,,,"9,958,491",477,"3,742,098",179,"245,573,112","11,763","85,116","6,274",4,"803,351","3,366",38,0,,"25,921","1,911"
27,MN,"Freeborn County, MN",27047,Freeborn County,43.674202,-93.350289,,30751,6,23004,5,6,60605,"127,578","16,189",4,1,"13,489","72,187","483,807","3,984",16,0,"8,586","13,046","214,568","16,361",7,1,"95,293","9,385","1,893","10,441",63,0,0,"8,862",57,18,,,"21,142,492",688,"13,319,579",433,"610,894,521","19,866","150,246","11,075",5,"2,615,139","10,957",85,0,,"27,839","2,052"
27,MN,"Goodhue County, MN",27049,Goodhue County,44.406178,-92.716,,46450,7,40186,7,6,60707,"174,206","22,961",4,0,"21,572","98,570","919,127","7,046",20,0,"11,461","19,051","105,644","10,471",2,0,"111,238","10,955","2,822","291,734","1,680",6,0,"365,447","2,353",708,,,"31,278,982",673,"9,079,959",195,"736,616,507","15,858","1,695,455","124,980",37,"1,494,856","6,263",32,0,,"30,148","2,222"
27,MN,"Grant County, MN",27051,Grant County,45.930743,-96.010699,,5943,2,2769,1,7,70201,"29,948","3,329",5,1,"3,156","16,945","25,885",200,4,0,40,"2,547","41,922","3,553",7,1,"22,860","2,251",426,1,0,0,0,1,0,0,,,"5,288,199",890,"3,168,288",533,"148,267,398","24,948","36,774","2,711",6,"169,626",711,29,0,,"12,824",945
27,MN,"Hennepin County, MN",27053,Hennepin County,45.006121,-93.475228,,1209265,15,1776344,16,6,61516,"3,418,667","450,399",3,0,"499,341","1,934,358","32,569,410","259,094",27,0,"416,146","493,832","6,841,860","678,939",6,1,"7,282,547","717,233","59,799","34,653,441","208,488",29,0,"34,110,781","219,595","36,944",,,"491,294,502",406,"124,893,312",103,"11,613,351,147","9,604","1,991,902","146,832",2,"9,302,843","38,979",8,0,,"12,047",888
27,MN,"Houston County, MN",27055,Houston County,43.66699,-91.501556,,18791,5,7936,3,6,60503,"88,007","12,044",5,1,"8,264","49,796","331,784","2,609",18,0,"4,223","7,989","39,952","4,284",2,0,"35,587","3,505",835,"58,797",354,3,0,"49,902",321,114,,,"7,862,520",418,"2,838,012",151,"193,149,879","10,279","45,685","3,368",2,"57,543",241,3,0,,"14,941","1,101"
27,MN,"Hubbard County, MN",27057,Hubbard County,47.095551,-94.91329,,20640,5,8987,3,7,70503,"112,336","12,838",5,1,"14,017","63,562","189,995","1,492",9,0,"1,221","8,741","48,628","4,851",2,0,"67,588","6,657","1,525","94,642",570,5,0,"80,326",517,295,,,"11,439,682",554,"4,430,666",215,"281,134,060","13,621","90,234","6,652",4,"1,355,463","5,679",66,0,,"3,594",265
27,MN,"Isanti County, MN",27059,Isanti County,45.562431,-93.296339,,38461,7,17635,5,6,60705,"147,469","21,147",4,1,"14,829","83,441","552,618","4,397",14,0,"6,747","14,403","116,160","12,164",3,0,"107,245","10,562","2,014","728,117","4,381",19,0,"715,252","4,605","1,254",,,"11,233,599",292,"4,386,340",114,"283,917,781","7,382","54,113","3,989",1,"156,510",656,4,0,,"14,370","1,059"
27,MN,"Itasca County, MN",27061,Itasca County,47.490817,-93.611102,,45356,7,28121,6,7,70706,"176,500","21,652",4,0,"26,215","99,868","606,126","4,876",13,0,"6,552","19,126","236,979","22,461",5,0,"317,200","31,240","3,383","152,422",918,3,0,"130,867",842,341,,,"20,459,598",451,"6,905,462",152,"488,114,659","10,762","169,710","12,510",4,"617,605","2,588",14,0,,"3,204",236
27,MN,"Jackson County, MN",27063,Jackson County,43.671111,-95.149731,,10163,3,9419,3,6,60303,"63,947","6,880",6,1,"4,800","36,182","163,234","1,310",16,0,"2,190","4,335","48,183","4,664",5,0,"25,659","2,527",594,"25,076",151,2,0,"21,283",137,68,,,"10,235,608","1,007","6,059,908",596,"285,072,464","28,050","94,778","6,987",9,"872,661","3,656",86,0,,"23,997","1,769"
27,MN,"Kanabec County, MN",27065,Kanabec County,45.94776,-93.297788,,15918,4,5908,2,7,70402,"64,127","10,002",4,1,"7,483","36,285","155,461","1,248",10,0,"1,538","6,290","50,122","5,332",3,0,"45,499","4,481",872,"54,205",327,3,0,"46,007",296,109,,,"5,010,384",315,"2,172,054",136,"128,422,600","8,068","33,392","2,461",2,"65,300",274,4,0,,"7,690",567
27,MN,"Kandiyohi County, MN",27067,Kandiyohi County,45.152714,-95.004981,,42510,7,39213,7,6,60707,"175,369","22,736",4,1,"19,104","99,228","687,994","5,565",16,0,"8,490","16,737","168,960","17,916",4,0,"147,099","14,487","3,138","681,238","4,146",16,0,"620,437","3,994","1,156",,,"19,348,097",455,"6,420,152",151,"459,781,589","10,816","168,387","12,413",4,"3,410,057","14,288",80,0,,"23,140","1,706"
27,MN,"Kittson County, MN",27069,Kittson County,48.77604,-96.780349,,4436,1,2447,1,7,70101,"23,195","2,439",5,1,"2,501","13,124","48,052",393,11,0,454,"1,913","31,871","2,736",7,1,"15,798","1,556",353,"37,531",296,8,0,42,0,101,,,"3,902,656",880,"1,731,564",390,"99,355,934","22,398","13,123",967,3,"6,047",25,1,0,,"11,029",813
27,MN,"Koochiching County, MN",27071,Koochiching County,48.245489,-93.782842,,12930,4,6891,2,7,70402,"51,935","6,089",4,0,"7,541","29,386","268,267","2,174",21,0,"2,962","5,732","35,514","3,381",3,0,"46,357","4,566","1,124","50,456",304,4,0,"42,824",276,137,,,"5,756,115",445,"2,125,186",164,"139,126,968","10,760","42,068","3,101",3,"3,637,127","15,240",281,1,,"1,677",124
27,MN,"Lac qui Parle County, MN",27073,Lac qui Parle County,44.999857,-96.176838,,6916,2,3434,1,6,60201,"35,995","4,062",5,1,"3,515","20,367","85,870",674,12,0,"1,221","3,111","24,252","2,147",4,0,"14,499","1,428",583,"42,604",238,6,0,"27,353",176,127,,,"4,685,877",678,"2,032,437",294,"117,531,259","16,994","36,791","2,712",5,"711,087","2,979",103,0,,"23,954","1,766"
27,MN,"Lake County, MN",27075,Lake County,47.517111,-91.411704,,10721,3,5560,2,7,70302,"47,407","5,261",4,0,"7,405","26,824","238,912","1,693",22,0,"2,520","5,207","36,535","3,384",3,0,"47,067","4,635",888,"119,603",623,11,0,"23,139",149,218,,,"7,739,729",722,"3,070,374",286,"194,431,940","18,136","32,607","2,404",3,"1,405,041","5,887",131,1,,941,69
27,MN,"Lake of the Woods County, MN",27077,Lake of the Woods County,48.7681,-94.904633,,3901,1,2534,1,7,70101,"19,836","2,779",5,1,"3,526","11,224","34,148",276,9,0,361,"1,551","22,873","2,754",6,1,"19,332","1,904",364,21,0,0,0,18,0,2,,,"2,675,780",686,"1,243,115",319,"68,640,076","17,596","24,718","1,822",6,"51,655",216,13,0,,"2,983",220
27,MN,"Le Sueur County, MN",27079,Le Sueur County,44.373424,-93.730143,,27650,6,14594,4,6,60604,"105,254","13,544",4,0,"11,986","59,555","591,355","4,705",21,0,"7,545","10,805","49,367","4,757",2,0,"47,855","4,713","1,304","336,681","2,026",12,0,"331,697","2,135",843,,,"11,892,644",430,"4,721,173",171,"301,340,707","10,898","145,251","10,707",5,"614,458","2,575",22,0,,"20,537","1,514"
27,MN,"Lincoln County, MN",27081,Lincoln County,44.408238,-96.272032,,5793,2,2949,1,6,60201,"29,517","3,389",5,1,"2,984","16,702","80,499",631,14,0,863,"2,477","23,454","2,102",4,0,"14,716","1,449",485,"9,325",67,2,0,16,0,81,,,"2,973,303",513,"1,308,919",226,"75,615,512","13,053","23,267","1,715",4,"4,118",17,1,0,,"16,523","1,218"
27,MN,"Lyon County, MN",27083,Lyon County,44.409195,-95.847268,,25670,6,24691,5,6,60605,"122,494","14,147",5,1,"10,721","69,310","288,721","2,220",11,0,"4,102","10,072","136,569","12,871",5,1,"74,672","7,354","2,304","435,982","2,506",17,0,"440,827","2,838",871,,,"11,543,559",450,"4,009,329",156,"277,672,507","10,817","460,496","33,945",18,"3,839,354","16,087",150,1,,"22,755","1,677"
27,MN,"McLeod County, MN",27085,McLeod County,44.821657,-94.272323,,35926,6,32443,6,6,60606,"164,390","21,033",5,1,"15,504","93,016","764,622","6,879",21,0,"9,755","14,780","144,683","14,153",4,0,"119,001","11,720","2,486","410,631","3,429",11,0,"161,266","1,038",792,,,"14,248,734",397,"4,566,239",127,"339,645,652","9,454","122,163","9,005",3,"954,817","4,001",27,0,,"21,173","1,561"
27,MN,"Mahnomen County, MN",27087,Mahnomen County,47.328387,-95.811089,,5480,2,2513,1,7,70201,"23,901","2,569",4,0,"2,654","13,524","20,497",171,4,0,145,"1,977","27,635","2,359",5,0,"14,126","1,391",294, -   , -   , -   , -   , -   , -   , -   ,,,"3,732,450",681,"1,613,544",294,"93,911,517","17,137","9,350",689,2, -   , -   , -   , -   ,,"7,783",574
27,MN,"Marshall County, MN",27089,Marshall County,48.362728,-96.357761,,9406,3,3121,1,7,70301,"51,464","5,541",5,1,"4,596","29,119","100,302",944,11,0,"1,074","3,991","49,628","4,267",5,0,"24,889","2,451",513,"77,989",614,8,0,9,0,230,,,"6,310,635",671,"2,959,743",315,"164,179,750","17,455","33,387","2,461",4,"18,534",78,2,0,,"23,761","1,752"
27,MN,"Martin County, MN",27091,Martin County,43.677118,-94.537252,,20193,5,16154,4,6,60504,"118,241","13,633",6,1,"9,551","66,903","416,392","3,357",21,0,"5,984","8,777","95,653","9,705",5,0,"55,167","5,433","1,689","223,708","1,348",11,0,"189,870","1,222",374,,,"11,671,979",578,"6,895,951",342,"324,740,704","16,082","160,373","11,822",8,"7,817,113","32,754",387,2,,"25,883","1,908"
27,MN,"Meeker County, MN",27093,Meeker County,45.123155,-94.527346,,23094,5,12866,4,6,60504,"114,269","14,350",5,1,"10,285","64,656","336,696","2,678",15,0,"3,567","9,119","56,863","5,665",2,0,"45,824","4,513","1,382","299,032","1,799",13,0,"294,505","1,896",853,,,"9,553,330",414,"3,524,001",153,"233,887,906","10,128","89,957","6,631",4,"383,864","1,608",17,0,,"22,921","1,690"
27,MN,"Mille Lacs County, MN",27095,Mille Lacs County,45.929043,-93.632996,,25788,6,16806,4,7,70604,"100,728","14,636",4,1,"12,196","56,994","352,501","2,804",14,0,"4,017","10,012","110,377","11,535",4,0,"107,972","10,634","1,707","351,576","2,112",14,0,"349,680","2,251",982,,,"16,469,167",639,"5,319,448",206,"394,721,941","15,306","83,789","6,176",3,"376,574","1,578",15,0,,"9,955",734
27,MN,"Morrison County, MN",27097,Morrison County,46.020484,-94.266619,,32850,6,15779,4,6,60604,"127,128","13,790",4,0,"15,210","71,932","425,348","3,365",13,0,"5,079","13,275","61,008","5,634",2,0,"75,152","7,401","2,248","512,460","3,067",16,0,"519,503","3,344","1,155",,,"26,017,966",792,"8,997,439",274,"629,911,844","19,175","213,464","15,735",6,"2,025,429","8,487",62,0,,"24,959","1,840"
27,MN,"Mower County, MN",27099,Mower County,43.666249,-92.759514,,39248,7,28238,6,6,60706,"147,382","18,988",4,0,"16,296","83,392","867,851","8,262",22,0,"12,314","15,414","206,948","19,995",5,1,"117,948","11,616","2,890","616,478","4,432",16,0,"398,629","2,566",906,,,"16,240,087",414,"8,130,659",207,"434,221,058","11,064","185,948","13,707",5,"1,872,414","7,845",48,0,,"25,185","1,857"
27,MN,"Murray County, MN",27101,Murray County,44.015594,-95.761581,,8463,3,4631,1,6,60301,"40,305","5,304",5,1,"4,401","22,805","66,690",526,8,0,910,"3,715","23,388","2,318",3,0,"24,759","2,438",775,0,0,0,0,0,0,0,,,"4,723,563",558,"1,980,490",234,"119,053,935","14,068","84,964","6,263",10,"219,227",919,26,0,,"21,896","1,614"
27,MN,"Nicollet County, MN",27103,Nicollet County,44.358819,-94.245685,,33226,6,24480,5,6,60605,"109,942","14,472",3,0,"12,626","62,208","629,883","5,091",19,0,"10,197","12,559","79,706","7,907",2,0,"84,607","8,333","1,365","554,407","3,359",17,0,"523,029","3,367",860,,,"16,210,635",488,"4,661,384",140,"383,194,260","11,533","110,411","8,139",3,"247,896","1,039",7,0,,"20,705","1,526"
27,MN,"Nobles County, MN",27105,Nobles County,43.677686,-95.763132,,21729,5,18246,5,6,60505,"123,070","13,816",6,1,"8,214","69,636","289,475","2,228",13,0,"3,692","7,890","168,403","14,549",8,1,"65,666","6,467","1,395","318,732","1,861",15,0,"359,998","2,318",863,,,"11,340,085",522,"6,245,548",287,"310,216,203","14,277","145,602","10,733",7,"1,781,804","7,466",82,0,,"23,158","1,707"
27,MN,"Norman County, MN",27107,Norman County,47.32947,-96.463807,,6638,2,2445,1,7,70201,"35,257","4,378",5,1,"3,260","19,949","67,091",512,10,0,568,"2,696","34,425","3,291",5,0,"26,844","2,644",600,8,0,0,0,8,0,1,,,"4,510,911",680,"1,967,302",296,"114,142,081","17,195","18,032","1,329",3, -   , -   , -   , -   ,,"14,758","1,088"
27,MN,"Olmsted County, MN",27109,Olmsted County,44.003429,-92.406722,,150104,10,158098,10,6,61010,"558,650","77,406",4,1,"73,339","316,097","3,499,274","28,203",23,0,"45,171","58,692","735,599","78,593",5,1,"432,898","42,635","6,651","2,003,100","12,069",13,0,"1,702,486","10,960","2,855",,,"59,480,508",396,"18,015,960",120,"1,436,765,311","9,572","207,129","15,268",1,"741,025","3,105",5,0,,"22,837","1,683"
27,MN,"Otter Tail County, MN",27111,Otter Tail County,46.405725,-95.714578,,57694,8,37549,6,7,70806,"248,278","26,883",4,0,"34,228","140,481","723,031","5,446",13,0,"9,472","23,962","393,989","33,549",7,1,"219,175","21,586","4,224","583,031","3,340",10,0,"727,583","4,684","2,286",,,"39,146,010",679,"17,396,582",302,"997,708,285","17,293","178,326","13,145",3,"2,873,561","12,040",50,0,,"44,531","3,283"
27,MN,"Pennington County, MN",27113,Pennington County,48.069247,-96.037725,,14156,4,18688,5,7,70405,"76,298","8,600",5,1,"6,087","43,171","218,036","1,765",15,0,"2,830","5,923","105,839","10,174",7,1,"146,893","14,467","1,110","205,363","1,237",15,0,"174,298","1,122",164,,,"6,293,046",445,"2,290,566",162,"152,118,096","10,746","16,764","1,236",1,"37,960",159,3,0,,"9,279",684
27,MN,"Pine County, MN",27115,Pine County,46.10094,-92.763094,,29067,6,14442,4,7,70604,"107,951","14,067",4,0,"16,537","61,081","305,364","2,456",11,0,"3,441","10,993","71,934","7,274",2,0,"74,561","7,343","1,237","80,936",486,3,0,"71,373",459,230,,,"21,381,434",736,"11,967,890",412,"590,227,778","20,306","34,884","2,571",1,"51,543",216,2,0,,"9,684",714
27,MN,"Pipestone County, MN",27117,Pipestone County,44.015361,-96.257015,,9285,3,6211,2,6,60302,"41,861","5,513",5,1,"4,270","23,686","155,263","1,271",17,0,"1,913","3,998","27,994","2,778",3,0,"29,783","2,933",738,"54,050",330,6,0,"47,811",308,120,,,"4,937,198",532,"2,016,915",217,"123,041,440","13,252","58,039","4,278",6,"133,844",561,14,0,,"12,923",953
27,MN,"Polk County, MN",27119,Polk County,47.774254,-96.400027,,31550,6,18742,5,7,70605,"180,301","21,544",6,1,"14,229","102,018","285,963","2,295",9,0,"5,025","12,608","142,807","14,293",5,0,"97,729","9,625","1,781","215,156","1,242",7,0,"108,192",697,423,,,"17,068,993",541,"6,376,200",202,"417,546,752","13,234","75,866","5,592",2,"1,219,882","5,111",39,0,,"28,826","2,125"
