seller_id;seller_zip_code_prefix;seller_city;seller_state
Seller 105;25803;tres rios;RJ
Seller 2075;15130;mirassol;SP
Seller 1622;5083;sao paulo;SP
Seller 2386;13043;campinas;SP
Seller 452;30620;belo horizonte;MG
Seller 2732;1042;sao paulo;SP
Seller 713;12228;sao jose dos campos;SP
Seller 2209;9111;santo andre;SP
Seller 2252;15170;tanabi;SP
Seller 265;3470;sao paulo;SP
Seller 939;74645;goiania;GO
Seller 261;36500;uba;MG
Seller 423;13660;portoferreira;SP
Seller 2857;26125;belford roxo;RJ
Seller 2570;3643;sao paulo;SP
Seller 1082;18080;sorocaba;SP
Seller 2044;4810;sao paulo;SP
Seller 660;7032;guarulhos;SP
Seller 1208;14312;batatais;SP
Seller 2798;2737;sao paulo;SP
Seller 2556;6449;barueri;SP
Seller 2846;4255;sao paulo;SP
Seller 1561;8410;sao paulo;SP
Seller 162;7074;guarulhos;SP
Seller 1420;18087;sorocaba;SP
Seller 254;4403;sao paulo;SP
Seller 2128;14940;ibitinga;SP
Seller 1699;13360;capivari;SP
Seller 1957;14806;araraquara;SP
Seller 710;71691;brasilia;DF
Seller 572;14802;araraquara;SP
Seller 24;13257;itatiba;SP
Seller 565;70767;brasilia;DF
Seller 1164;21041;rio de janeiro;RJ
Seller 277;87114;sarandi;PR
Seller 728;8223;sao paulo;SP
Seller 614;5767;sao paulo;SP
Seller 1686;18110;votorantim;SP
Seller 95;22790;rio de janeiro;RJ
Seller 1131;6700;cotia;SP
Seller 1320;3520;sao paulo;SP
Seller 1655;13920;pedreira;SP
Seller 2372;14140;cravinhos;SP
Seller 33;80310;curitiba;PR
Seller 2407;80710;curitiba;PR
Seller 1722;73020;brasilia;DF
Seller 1734;8140;sao paulo;SP
Seller 2324;89803;chapeco;SP
Seller 1616;75650;morrinhos;GO
Seller 382;1545;sao paulo;SP
Seller 284;14709;bebedouro;SP
Seller 861;29032;vitoria;ES
Seller 1260;74560;goiania;GO
Seller 1940;89201;joinville;SC
Seller 2667;6268;osasco;SP
Seller 153;95913;lajeado;RS
Seller 2950;83507;almirante tamandare;PR
Seller 1521;19025;presidente prudente;SP
Seller 1463;4719;sao paulo;SP
Seller 1211;14781;barretos;SP
Seller 637;11250;bertioga;SP
Seller 2476;2941;sao paulo;SP
Seller 941;1022;sao paulo;SP
Seller 477;94451;viamao;RS
Seller 849;2537;sao paulo;SP
Seller 1092;60110;fortaleza;CE
Seller 1516;59077;natal;RN
Seller 778;2972;sao paulo;SP
Seller 2454;13210;jundiai;SP
Seller 1774;15155;jaci;SP
Seller 2685;37704;pocos de caldas;MG
Seller 2970;86702;arapongas;PR
Seller 1507;95800;venancio aires;RS
Seller 2928;20930;rio de janeiro;RJ
Seller 2241;30150;belo horizonte;MG
Seller 1234;4130;sao paulo - sp;SP
Seller 830;81530;curitiba;PR
Seller 1039;14940;ibitinga;SP
Seller 820;82540;curitiba;PR
Seller 556;86800;apucarana;PR
Seller 2221;31255;belo horizont;MG
Seller 291;13481;limeira;SP
Seller 538;81350;curitiba;PR
Seller 1392;21340;rio de janeiro;RJ
Seller 1449;90240;porto alegre;RS
Seller 625;5138;sao paulo;SP
Seller 330;21210;rio de janeiro;RJ
Seller 585;7025;guarulhos;SP
Seller 526;1035;sao paulo;SP
Seller 2638;3655;sao paulo;SP
Seller 2305;13848;mogi guacu;SP
Seller 2400;13560;sao carlos;SP
Seller 1228;87900;loanda;PR
Seller 2045;4141;sao paulo;SP
Seller 734;14808;araraquara;SP
Seller 469;80430;curitiba;PR
Seller 1178;85804;cascavel;PR
Seller 2573;4133;sao paulo;SP
Seller 2755;93900;ivoti;RS
Seller 2135;3635;sao paulo;SP
Seller 1359;4424;sao paulo;SP
Seller 1817;30170;belo horizonte;MG
Seller 252;80010;curitiba;PR
Seller 685;8180;sao paulo;SP
Seller 2127;3589;sao paulo;SP
Seller 1212;86385;andira-pr;PR
Seller 1910;9572;sao caetano do sul;SP
Seller 2963;58073;joao pessoa;PB
Seller 2805;89120;timbo;SC
Seller 30;81350;curitiba;PR
Seller 1894;6154;osasco;SP
Seller 561;3933;sao paulo;SP
Seller 1370;90220;porto alegre;RS
Seller 2490;86706;arapongas;PR
Seller 1823;9130;santo andre;SP
Seller 844;7400;aruja;SP
Seller 1186;13560;sao carlos;SP
Seller 424;18611;botucatu;SP
Seller 1765;88132;palhoca;SC
Seller 629;88330;balneario camboriu;SC
Seller 2799;11704;praia grande;SP
Seller 113;32604;betim;MG
Seller 942;3820;sao paulo;SP
Seller 559;35570;formiga;MG
Seller 1723;93700;campo bom;RS
Seller 2973;1131;sao paulo;SP
Seller 2826;6780;taboao da serra;SP
Seller 808;6132;osasco;SP
Seller 480;18760;cerqueira cesar;SP
Seller 679;12952;atibaia;SP
Seller 2696;15845;marapoama;SP
Seller 2273;95885;imigrante;RS
Seller 1991;80740;curitiba;PR
Seller 1422;18120;mairinque;SP
Seller 762;83020;sao jose dos pinhais;SP
Seller 1810;13570;sao carlos;SP
Seller 2362;1207;sao paulo sp;SP
Seller 2648;4558;sao paulo;SP
Seller 1470;95020;caxias do sul;RS
Seller 136;13843;mogi guacu;SP
Seller 2759;1039;sao paulo;SP
Seller 2113;20081;rio de janeiro / rio de janeiro;RJ
Seller 2058;90670;porto alegre;RS
Seller 348;9070;santo andre;SP
Seller 1355;89219;joinville;SC
Seller 621;4571;sao paulo;SP
Seller 1947;13170;sumare;SP
Seller 2385;95910;lajeado;RS
Seller 304;37795;andradas;SP
Seller 2348;87015;maringa;PR
Seller 1955;2611;sao paulo;SP
Seller 1115;35501;divinopolis;MG
Seller 1198;4123;sao paulo;SP
Seller 3032;2316;sao paulo;SP
Seller 106;22745;rio de janeiro;RJ
Seller 2911;26230;nova iguacu;RJ
Seller 150;12327;jacarei;SP
Seller 1588;9931;diadema;SP
Seller 421;9190;sando andre;SP
Seller 2464;80320;curitiba;PR
Seller 2751;85906;toledo;PR
Seller 2012;25070;duque de caxias;RJ
Seller 1176;3178;sao paulo;SP
Seller 2071;14403;franca;SP
Seller 2306;72580;brasilia;DF
Seller 2228;13382;nova odessa;SP
Seller 1245;6420;barueri;SP
Seller 1892;5413;sao paulo;SP
Seller 1404;50751;recife;PE
Seller 2421;13145;paulinia;SP
Seller 912;15502;votuporanga;SP
Seller 1283;37640;extrema;MG
Seller 1801;15400;olimpia;SP
Seller 2309;13486;limeira;SP
Seller 2586;1311;sao paulo;SP
Seller 2841;4142;sao paulo;SP
Seller 6;7112;guarulhos;SP
Seller 1231;9015;santo andre;SP
Seller 1975;23943;angra dos reis rj;RJ
Seller 1574;9015;santo andre;SP
Seller 253;6763;taboao da serra;SP
Seller 369;1129;sao paulo;SP
Seller 1600;6180;osasco;SP
Seller 704;88359;brusque;SC
Seller 1704;86020;londrina;PR
Seller 3044;31160;belo horizonte;MG
Seller 1854;85904;toledo;PR
Seller 1112;87505;umuarama;PR
Seller 1586;5008;sao paulo;SP
Seller 518;16200;birigui;SP
Seller 846;4142;sao paulo;SP
Seller 2178;60025;fortaleza;CE
Seller 2817;24855;rio de janeiro;RJ
Seller 1258;82400;curitiba;PR
Seller 1776;80050;curitiba;PR
Seller 1058;74230;goiania;GO
Seller 1223;99670;ronda alta;RS
Seller 302;5303;sao  paulo;SP
Seller 708;2030;sao paulo;SP
Seller 1333;3185;sao paulo;SP
Seller 1028;2976;sao paulo;SP
Seller 2564;11370;sao vicente;SP
Seller 735;88704;tubarao;SC
Seller 2495;14940;ibitinga;SP
Seller 1720;83327;pinhais/pr;PR
Seller 1502;93180;portao;RS
Seller 1451;13145;paulinia;SP
Seller 2592;13478;americana;SP
Seller 1004;11900;registro;SP
Seller 474;35570;formiga;MG
Seller 2480;86065;londrina;PR
Seller 635;81320;curitiba;PR
Seller 2001;3561;sao paulo;SP
Seller 67;4445;sao paulo;SP
Seller 2005;80220;curitiba;PR
Seller 2986;89030;blumenau;SC
Seller 1839;81730;curitiba;PR
Seller 2393;21041;rio de janeiro;RJ
Seller 2092;19023;presidente prudente;SP
Seller 2585;9687;ao bernardo do campo;SP
Seller 1658;8452;sao paulo;SP
Seller 356;6060;osasco;SP
Seller 2542;82510;curitiba;PR
Seller 2255;92010;canoas;RS
Seller 2613;14090;ribeirao preto;SP
Seller 2971;8032;sao paulo;SP
Seller 465;1319;sao paulo;SP
Seller 1076;28630;nova friburgo;RJ
Seller 501;9912;diadema;SP
Seller 1438;35557;carmo do cajuru;MG
Seller 520;14940;ibitinga;SP
Seller 2371;3951;sao paulo;SP
Seller 362;7123;guarulhos;SP
Seller 560;84020;ponta grossa;PR
Seller 906;8431;sao paulo;SP
Seller 904;4773;sao paulo;SP
Seller 2917;6268;osasco;SP
Seller 957;3423;sao paulo;SP
Seller 2872;2611;sao paulo;SP
Seller 467;22061;rio de janeiro;RJ
Seller 1172;5424;sao paulo;SP
Seller 1319;80030;curitiba;PR
Seller 2342;6807;embu das artes;SP
Seller 2545;80045;curitiba;PR
Seller 1309;15940;fernando prestes;SP
Seller 2428;39801;castro pires;MG
Seller 1360;3520;sao paulo;SP
Seller 1959;13806;mogi mirim;SP
Seller 1116;13880;vargem grande do sul;SP
Seller 1411;3638;sao paulo;SP
Seller 2565;4310;sao paulo;SP
Seller 335;5181;sao paulo;SP
Seller 2521;80710;curitiba;PR
Seller 2256;88061;florianopolis;SC
Seller 1758;7082;guarulhos;SP
Seller 1654;13060;campinas;SP
Seller 2881;5594;sao paulo;SP
Seller 1484;9721;sao bernardo do campo;SP
Seller 384;13500;rio claro;SP
Seller 1489;82940;curitiba;PR
Seller 2002;17580;pompeia;SP
Seller 544;15502;votuporanga;SP
Seller 1192;98975;campina das missoes;RS
Seller 3031;14110;ribeirao preto;SP
Seller 3058;3658;sao paulo;SP
Seller 1291;1206;sao paulo;SP
Seller 1759;80730;curitiba;PR
Seller 564;18015;sorocaba;SP
Seller 1824;4708;sao paulo;SP
Seller 877;88802;criciuma;SC
Seller 2882;74565;goiania;GO
Seller 8;12940;atibaia;SP
Seller 2035;12062;taubate;SP
Seller 390;2955;sao paulo;SP
Seller 2924;14079;ribeirao preto;SP
Seller 1683;4773;sao paulo;SP
Seller 2913;6340;carapicuiba;SP
Seller 1262;28941;sao pedro da aldeia;RJ
Seller 2770;83323;pinhais;PR
Seller 2311;14940;ibitinga;SP
Seller 312;13321;salto;SP
Seller 988;17510;marilia;SP
Seller 780;6455;barueri;SP
Seller 1784;14530;miguelopolis;SP
Seller 652;72304;brasilia;DF
Seller 396;3701;sao paulo;SP
Seller 1537;2470;sao paulo;SP
Seller 2051;52020;recife;PE
Seller 1317;13070;campinas;SP
Seller 432;6330;carapicuiba;SP
Seller 2662;18053;sorocaba;SP
Seller 1292;3187;sao paulo;SP
Seller 2599;7600;mairipora;SP
Seller 230;15810;catanduva;SP
Seller 707;82620;curitiba;PR
Seller 2231;2050;sao paulo;SP
Seller 238;4367;sao paulo;SP
Seller 2975;17230;itapui;SP
Seller 1201;13033;campinas;SP
Seller 2080;25730;petropolis;RJ
Seller 1431;13023;campinas;SP
Seller 337;2134;sao paulo;SP
Seller 2627;37135;alfenas;MG
Seller 225;3006;sao paulo;SP
Seller 2312;9861;sbc;SP
Seller 156;80330;curitiba;PR
Seller 1467;3265;sao paulo;SP
Seller 2335;80220;curitiba;PR
Seller 867;24710;sao goncalo;RJ
Seller 2200;86076;londrina;SP
Seller 576;4905;sao paulo;SP
Seller 2713;13920;pedreira;SP
Seller 914;15806;catanduva;SP
Seller 1323;21545;rio de janeiro;RJ
Seller 1332;37564;borda da mata;MG
Seller 1270;37795;andradas;MG
Seller 2220;49980;neopolis;SE
Seller 1670;8599;itaquaquecetuba;SP
Seller 1171;17320;mineiros do tiete;SP
Seller 991;13224;varzea paulista;SP
Seller 1080;3563;sao paulo;SP
Seller 2691;7859;franco da rocha;SP
Seller 596;13500;rio claro;SP
Seller 2505;6332;carapicuiba;SP
Seller 2806;13212;jundiai;SP
Seller 530;82400;curitiba;PR
Seller 322;14092;ribeirao preto;SP
Seller 1560;14075;ribeirao preto;SP
Seller 1756;34006;nova lima;MG
Seller 2922;36201;barbacena;MG
Seller 2608;12238;sao jose dos campos;SP
Seller 1933;9360;maua;SP
Seller 2272;7747;caieiras;SP
Seller 859;4160;sao paulo;SP
Seller 152;9725;sao bernardo do campo;SP
Seller 1308;9131;santo andre;SP
Seller 1277;15290;buritama;SP
Seller 2144;14407;franca;SP
Seller 983;87504;umuarama;PR
Seller 1746;75650;morrinhos;GO
Seller 2264;99700;erechim;RS
Seller 2443;18200;itapetininga;SP
Seller 2500;4710;sao paulo;SP
Seller 2424;3631;sao paulo;SP
Seller 1942;12240;sao jose dos campos;SP
Seller 450;13835;conchal;SP
Seller 246;8270;sao paulo;SP
Seller 512;89870;pinhalzinho;SC
Seller 3007;18015;sorocaba;SP
Seller 1556;90230;porto alegre;RS
Seller 289;3062;sao paulo;SP
Seller 909;12224;sao jose dos campos;SP
Seller 814;13690;descalvado;SP
Seller 143;11075;santos;SP
Seller 1250;85200;pitanga;PR
Seller 1685;22793;rio de janeiro;RJ
Seller 507;4870;sao paulo;SP
Seller 641;80230;curitiba;PR
Seller 341;9210;santo andre;SP
Seller 1293;13070;campinas;SP
Seller 2852;13880;vargem grande do sul;SP
Seller 1249;1209;sao paulo;SP
Seller 1779;88354;brusque;SC
Seller 101;13405;piracicaba;SP
Seller 1466;4365;sao paulo;SP
Seller 1973;17515;marilia;SP
Seller 1813;3134;sao paulo;SP
Seller 2448;95020;caxias do sul;RS
Seller 1807;3667;sao paulo;SP
Seller 1012;5126;sao paulo;SP
Seller 1065;86600;rolandia;PR
Seller 1847;89190;taio;SC
Seller 2083;6803;embu das artes;SP
Seller 409;3210;sao paulo;SP
Seller 671;18025;sorocaba;SP
Seller 898;16200;birigui;SP
Seller 1488;1026;sao paulo;SP
Seller 1375;4058;sao paulo;SP
Seller 1512;16021;sp;SP
Seller 219;13457;santa barbara d'oeste;SP
Seller 1631;14020;ribeirao preto;SP
Seller 1312;19800;assis;SP
Seller 188;25645;petropolis;RJ
Seller 2009;4319;sao paulo;SP
Seller 1133;38701;patos de minas;MG
Seller 1074;3916;sao paulo;SP
Seller 2024;7077;garulhos;SP
Seller 2810;30270;belo horizonte;MG
Seller 2886;82640;curitiba;PR
Seller 3008;89117;gaspar;SC
Seller 75;14940;ibitinga;SP
Seller 2283;85601;francisco beltrao;PR
Seller 402;87030;maringa;PR
Seller 990;1511;sao paulo;SP
Seller 1875;80240;curitiba;SP
Seller 1763;17514;marilia;SP
Seller 2972;2013;sao paulo;SP
Seller 403;18200;itapetininga;SP
Seller 2093;35530;claudio;MG
Seller 2439;13240;jarinu;SP
Seller 407;13347;indaiatuba;SP
Seller 831;15025;sao jose do rio preto;SP
Seller 1612;14057;ribeirao preto;SP
Seller 2639;38402;uberlandia;MG
Seller 306;31920;belo horizonte;MG
Seller 2737;1215;sao paulo;SP
Seller 1123;82510;curitiba;PR
Seller 1795;95150;nova petropolis;RS
Seller 2609;13454;santa barbara d'oeste;SP
Seller 1075;14079;ribeirao preto / sao paulo;SP
Seller 1590;4276;sao paulo;SP
Seller 2321;13506;rio claro;SP
Seller 490;15807;catanduva;SP
Seller 2856;88340;camboriu;SC
Seller 1572;14076;ribeirao preto;SP
Seller 2669;88270;nova trento;SC
Seller 1287;18103;sorocaba;SP
Seller 2620;96020;pelotas;RS
Seller 953;82510;curitiba;PR
Seller 203;65072;sao luis;MA
Seller 592;2285;sao paulo;SP
Seller 406;81770;curitiba;PR
Seller 717;19013;presidente prudente;SP
Seller 282;22775;rio de janeiro;RJ
Seller 1379;3963;sao paulo;SP
Seller 2064;15051;sao jose do rio pret;SP
Seller 1681;13160;artur nogueira;SP
Seller 1456;19806;assis;SP
Seller 2738;8275;sao paulo;SP
Seller 1342;13420;sao paulo;SP
Seller 883;13330;indaiatuba;SP
Seller 1943;88102;sao jose;SC
Seller 1216;70070;brasilia;DF
Seller 2526;89069;blumenau;SC
Seller 2765;95800;venancio aires;RS
Seller 880;85880;itaipulandia;PR
Seller 1827;7056;guarulhos;SP
Seller 1341;9111;santo andre;SP
Seller 2720;3378;sao paulo;SP
Seller 2343;13040;campinas;SP
Seller 118;4850;sao paulo;SP
Seller 76;87025;maringa;PR
Seller 2536;80540;curitiba;PR
Seller 2419;85601;francisco beltrao;PR
Seller 1694;83402;colombo;PR
Seller 168;14940;ibitinga;SP
Seller 1859;86010;londrina;PR
Seller 190;3431;sao paulo;SP
Seller 1506;14096;ribeirao preto;SP
Seller 2956;31210;belo horizonte;MG
Seller 608;9541;sao caetano do sul;SP
Seller 757;14090;ribeirao preto;SP
Seller 866;15076;sao jose do rio preto;SP
Seller 79;13070;campinas;SP
Seller 917;5424;sao paulo;SP
Seller 2999;15093;sao jose do rio preto;SP
Seller 1733;93347;novo hamburgo;RS
Seller 2155;44600;ipira;BA
Seller 2180;2119;sao paulo;SP
Seller 1180;88306;itajai;SC
Seller 1589;52010;recife;PE
Seller 1737;83280;guaratuba;PR
Seller 1038;8290;sao paulo;SP
Seller 1185;83535;campo magro;PR
Seller 2258;3052;sao paulo;SP
Seller 2889;36325;tiradentes;MG
Seller 1604;30270;belo horizonte;MG
Seller 229;13076;campinas;SP
Seller 1549;82515;curitiba;PR
Seller 2781;13456;santa barbara d'oeste;SP
Seller 595;15075;sao jose do rio preto;SP
Seller 840;19804;assis;SP
Seller 2307;8050;sao paluo;SP
Seller 1524;87060;maringa;PR
Seller 2107;11442;guaruja;SP
Seller 1924;4367;sao paulo;SP
Seller 1835;26051;rio de janeiro;RJ
Seller 1018;87040;maringa;PR
Seller 2717;5061;sao paulo;SP
Seller 545;85801;cascavel;PR
Seller 1344;13215;jundiai;SP
Seller 2489;83823;fazenda rio grande;PR
Seller 854;37443;baependi;MG
Seller 1664;9170;santo andre;SP
Seller 1669;81070;curitiba;PR
Seller 280;88090;florianopolis;SC
Seller 873;81260;curitiba;PR
Seller 2034;4756;sao paulo;SP
Seller 38;31255;belo horizonte;MG
Seller 58;3809;sao paulo;SP
Seller 1569;14085;ribeirao preto;SP
Seller 1471;9812;sao bernardo do campo;SP
Seller 926;5734;sao paulo;SP
Seller 767;6900;embu guacu;SP
Seller 3017;24445;sao goncalo;RJ
Seller 224;3461;sao paulo;SP
Seller 228;35530;claudio;MG
Seller 427;5763;sao paulo;SP
Seller 2084;72318;brasilia;DF
Seller 672;17011;bauru;SP
Seller 1035;14085;ribeirao preto;SP
Seller 2575;79104;campo grande;MS
Seller 1197;9720;sao bernardo do campo;SP
Seller 818;2451;sao paulo;SP
Seller 1831;85200;pitanga;PR
Seller 2326;3962;sao paulo;SP
Seller 2704;4282;sao paulo;SP
Seller 2791;6276;osasco;SP
Seller 1518;1021;sao paulo;SP
Seller 1900;86703;arapongas;PR
Seller 1773;14403;franca;SP
Seller 970;11701;praia grande;SP
Seller 84;14940;ibitinga;SP
Seller 975;8226;sao paulo;SP
Seller 353;9530;sao caetano do sul;SP
Seller 1383;3001;sao paulo;SP
Seller 744;17056;bauru;SP
Seller 2229;4843;sao paulo;SP
Seller 2636;31520;belo horizonte;MG
Seller 127;9350;maua;SP
Seller 1394;88075;florianopolis;SP
Seller 77;14401;franca;SP
Seller 852;38408;uberlandia;MG
Seller 197;13456;santa barbara d'oeste;SP
Seller 2122;1550;sao paulo;SP
Seller 1937;74343;goiania;GO
Seller 191;7133;guarulhos;SP
Seller 821;81050;curitiba;PR
Seller 440;89251;jaragua do sul;SC
Seller 1816;96530;paraiso do sul;RS
Seller 1187;12570;aparecida;SP
Seller 2583;18015;sorocaba;SP
Seller 1811;36773;cataguases;MG
Seller 486;2634;sao paulo;SP
Seller 1799;82520;curitiba;PR
Seller 2271;44600;ipira;SP
Seller 1794;17250;bariri;SP
Seller 1086;36300;sao joao del rei;MG
Seller 2369;12231;sao jose dos campos;SP
Seller 2867;13177;sumare;SP
Seller 2296;13465;americana;SP
Seller 516;32185;contagem;MG
Seller 591;3647;sao paulo;SP
Seller 1895;8710;mogi das cruzes;SP
Seller 567;14940;ibitinga;SP
Seller 242;4809;sao paulo;SP
Seller 1393;13900;amparo;SP
Seller 2809;27353;barra mansa;RJ
Seller 1627;88306;itajai;SC
Seller 594;4362;sao paulo;SP
Seller 2169;29150;cariacica;ES
Seller 2866;11707;praia grande;SP
Seller 2140;20910;rio de janeiro;RJ
Seller 2396;3171;sao paulo;SP
Seller 2976;75345;abadia de goias;GO
Seller 41;89165;rio do sul;SC
Seller 1952;13504;rio claro;SP
Seller 299;3573;sao paulo;SP
Seller 425;3929;sao paulo;SP
Seller 1095;85905;toledo;PR
Seller 1584;3191;sao paulo;SP
Seller 748;7077;guarulhos;SP
Seller 2319;16074;aracatuba;SP
Seller 3052;17512;marilia;SP
Seller 813;93425;novo hamburgo;RS
Seller 822;13473;americana;SP
Seller 2741;30170;belo horizonte;MG
Seller 1730;3410;sao paulo;SP
Seller 1917;1552;sao paulo;SP
Seller 2397;91910;porto alegre;RS
Seller 1786;4763;sao paulo;SP
Seller 435;12230;sao jose dos campos;SP
Seller 2438;6409;barueri;SP
Seller 295;83005;sao jose dos pinhais;PR
Seller 2935;97110;santa maria;RS
Seller 2486;4276;sao paulo;SP
Seller 1946;13560;sao carlos;SP
Seller 1369;81520;curitiba;PR
Seller 2653;74550;goiania;GO
Seller 2212;85865;foz do iguacu;PR
Seller 2537;4137;sao paulo;SP
Seller 2430;88135;palhoca;SC
Seller 1388;92020;canoas;RS
Seller 499;37410;tres coracoes;MG
Seller 2288;13660;porto ferreira;SP
Seller 2223;31340;contagem;MG
Seller 64;14075;ribeirao preto;SP
Seller 1158;9570;sao caetano do sul;SP
Seller 1748;87060;maringa;PR
Seller 2558;11013;santos;SP
Seller 2146;37006;varginha;MG
Seller 361;99500;carazinho;RS
Seller 274;6097;osasco;SP
Seller 193;14940;ibitinga;SP
Seller 891;8280;sao paulo;SP
Seller 749;17580;pompeia;SP
Seller 1571;30431;belo horizonte;MG
Seller 385;13800;mogi mirim;SP
Seller 259;12308;jacarei;SP
Seller 1121;8290;sao paulo;SP
Seller 1237;3872;sao paulo;SP
Seller 1056;18220;alambari;SP
Seller 2567;1156;sao paulo;SP
Seller 686;18683;lencois paulista;SP
Seller 769;16012;aracatuba;SP
Seller 1468;87005;maringa;PR
Seller 2631;17700;osvaldo cruz;SP
Seller 537;85807;cascavel;PR
Seller 1979;76900;ji parana;RO
Seller 2294;15030;sao jose do rio preto;SP
Seller 801;27700;vassouras;RJ
Seller 979;13215;jundiai;SP
Seller 2233;12600;lorena;SP
Seller 2550;89136;rodeio;SC
Seller 99;13290;louveira;SP
Seller 2382;15803;catanduva;SP
Seller 1599;39740;guanhaes;MG
Seller 2116;17506;marilia;SP
Seller 515;89215;joinville;SC
Seller 1109;28470;santo antonio de padua;RJ
Seller 1052;14940;ibitinga;SP
Seller 2384;87020;maringa;PR
Seller 85;6040;osasco;SP
Seller 324;12924;braganca paulista;SP
Seller 2087;89150;presidente getulio;SC
Seller 1419;12995;pinhalzinho;SP
Seller 2302;89620;campos novos;SC
Seller 37;4273;sao paulo;SP
Seller 1030;2150;sao paulo;SP
Seller 527;45820;eunapolis;BA
Seller 1508;13482;limeira;SP
Seller 1036;13165;engenheiro coelho;SP
Seller 408;8011;sao paulo;SP
Seller 2953;13390;rio das pedras;SP
Seller 1294;89220;joinville;SC
Seller 434;3147;sao paulo;SP
Seller 903;6663;itapevi;SP
Seller 1602;15601;fernandopolis;SP
Seller 1747;29600;afonso claudio;ES
Seller 2031;18279;tatui;SP
Seller 1976;5170;sao paulo;SP
Seller 2709;15055;sao jose do rio preto;SP
Seller 974;4476;sao paulo;SP
Seller 249;2030;sao paulo;SP
Seller 2085;13040;campinas;SP
Seller 817;3017;sao paulo;SP
Seller 2353;85810;cascavel;PR
Seller 1020;6311;carapicuiba / sao paulo;SP
Seller 2796;13154;cosmopolis;SP
Seller 1592;15050;sao jose do rio preto;SP
Seller 2812;13480;limeira;SP
Seller 2222;13084;campinas;SP
Seller 2795;6186;osasco;SP
Seller 2602;89046;blumenau;SC
Seller 783;38414;uberlandia;MG
Seller 743;24020;niteroi;RJ
Seller 1815;4251;sao paulo;SP
Seller 695;80045;curitiba;PR
Seller 169;86800;apucarana;PR
Seller 1448;4424;sao paulo;SP
Seller 2432;4293;sao paulo;SP
Seller 919;6317;carapicuiba;SP
Seller 1163;35170;coronel fabriciano;MG
Seller 2510;30240;belo horizonte;MG
Seller 2719;85813;cascavel;PR
Seller 2095;81900;curitiba;PR
Seller 1552;2963;sao paulo;SP
Seller 2780;7412;aruja;SP
Seller 584;35660;centro;MG
Seller 509;19815;assis;SP
Seller 505;89225;joinville;SC
Seller 568;8275;sao paulo;SP
Seller 648;87083;parana;PR
Seller 1749;89080;indaial;SC
Seller 1650;90630;porto alegre;RS
Seller 88;88215;bombinhas;SC
Seller 839;13140;paulinia;SP
Seller 3027;40368;salvador;BA
Seller 661;3345;sao paulo;SP
Seller 574;6283;osasco;SP
Seller 323;13360;capivari;SP
Seller 1057;6696;itapevi;SP
Seller 535;14401;franca;SP
Seller 2997;24240;niteroi;RJ
Seller 26;9220;santo andre;SP
Seller 1348;87050;maringa;PR
Seller 658;9921;diadema;SP
Seller 2527;13880;vargem grande do sul;SP
Seller 812;22051;rio de janeiro;RJ
Seller 262;7084;guarulhos;SP
Seller 709;3029;sao paulo;SP
Seller 206;3426;sao paulo;SP
Seller 1716;32280;contagem;MG
Seller 651;15013;sao jose do rio preto;SP
Seller 283;14940;ibitinga;SP
Seller 1896;4937;sao paulo;SP
Seller 3026;14620;orlandia;SP
Seller 2165;13405;piracicaba;SP
Seller 1677;18401;itapeva;SP
Seller 205;35700;sete lagoas;MG
Seller 746;13418;piracicaba;SP
Seller 2168;7140;guarulhos;SP
Seller 1381;12940;atibaia;SP
Seller 2651;9280;santo andre;SP
Seller 321;11600;sao sebastiao;SP
Seller 2154;3976;sao paulo;SP
Seller 485;16500;cafelandia;SP
Seller 2588;17290;macatuba;SP
Seller 1877;11707;praia grande;SP
Seller 799;13908;amparo;SP
Seller 318;89560;videira;SC
Seller 1514;72251;brasilia;DF
Seller 954;88137;palhoca;SC
Seller 2282;13870;sao joao da boa vista;SP
Seller 1833;2236;sao paulo;SP
Seller 998;88813;criciuma;SC
Seller 1040;84530;teixeira soares;PR
Seller 1778;26551;mesquita;RJ
Seller 1084;15600;fernandopolis;SP
Seller 1886;81720;curitiba;PR
Seller 978;2544;sao paulo;SP
Seller 1421;87160;mandaguacu;PR
Seller 2700;83823;fazenda rio grande;PR
Seller 3015;2710;sao paulo;SP
Seller 202;25957;teresopolis;RJ
Seller 2836;17606;sao paulo;SP
Seller 1107;87015;maringa;PR
Seller 2376;89180;rio do oeste;SC
Seller 437;3804;sao paulo;SP
Seller 2340;13339;indaiatuba;SP
Seller 1389;88330;balneario camboriu;SC
Seller 217;13403;piracicaba;SP
Seller 1601;83280;guaratuba;PR
Seller 2960;1403;sao paulo;SP
Seller 543;14802;araraquara;SP
Seller 2540;88135;palhoca;SC
Seller 2860;7176;guarulhos;SP
Seller 1884;81510;curitiba;PR
Seller 275;12215;sao jose dos campos;SP
Seller 2275;13573;sao carlos;SP
Seller 164;11010;santos;SP
Seller 429;87025;vendas@creditparts.com.br;PR
Seller 581;28950;armacao dos buzios;RJ
Seller 2018;4714;sao paulo;SP
Seller 1398;5127;sao paulo;SP
Seller 1081;35670;mateus leme;MG
Seller 2025;3581;sao paulop;SP
Seller 1382;87083;maringa;PR
Seller 809;1408;sao paulo;SP
Seller 1994;6766;taboao da serra;SP
Seller 196;14940;ibitinga;SP
Seller 736;11431;guaruja;SP
Seller 3036;36087;juiz de fora;MG
Seller 21;4438;sao paulo;SP
Seller 1401;74305;goiania;GO
