product_id;product_category;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
Product 103;HEALTH_BEAUTY;52;913;3;593;30;13;16
Product 14703;COOL_STUFF;49;933;2;200;22;23;16
Product 14849;AIR_CONDITIONING;48;260;1;15200;53;44;14
Product 14553;FURNITURE_DECOR;40;94;5;450;16;5;20
Product 23594;COMPUTERS_ACCESSORIES;60;2298;4;525;19;11;20
Product 17320;FASHION_MALE_CLOTHING;33;957;2;600;30;30;16
Product 27835;STATIONERY;60;315;3;6100;38;30;28
Product 24914;FURNITURE_DECOR;62;1702;1;700;60;11;11
Product 27615;PET_SHOP;47;608;1;500;21;35;13
Product 11131;PET_SHOP;57;466;3;650;30;20;30
Product 22782;SPORTS_LEISURE;59;1617;1;700;16;16;16
Product 11004;FURNITURE_DECOR;53;958;1;1150;18;27;13
Product 19416;WATCHES_GIFTS;55;1391;4;225;19;8;12
Product 5682;HEALTH_BEAUTY;56;670;1;350;29;20;24
Product 335;WATCHES_GIFTS;56;443;1;300;16;11;11
Product 5841;BOOKS_TECHNICAL;50;817;1;650;28;4;20
Product 13592;HOUSEWARES;55;4;2;5534;73;16;45
Product 19558;BED_BATH_TABLE;56;211;1;195;32;4;23
Product 8530;FURNITURE_DECOR;41;280;1;11400;45;45;45
Product 17607;CONSOLES_GAMES;58;852;2;800;20;20;20
Product 13084;WATCHES_GIFTS;41;510;3;900;48;16;35
Product 22040;ELECTRONICS;52;253;2;311;16;11;12
Product 5342;TOYS;56;1792;6;1100;20;40;13
Product 24815;BED_BATH_TABLE;57;563;1;600;16;10;16
Product 29405;TELEPHONY;31;580;2;100;16;3;11
Product 7694;FURNITURE_DECOR;41;112;2;700;16;16;16
Product 12202;STATIONERY;57;1772;1;500;30;16;20
Product 24279;COMPUTERS_ACCESSORIES;60;662;1;798;25;13;23
Product 18267;COMPUTERS_ACCESSORIES;24;1590;2;400;17;7;15
Product 15007;COMPUTERS_ACCESSORIES;55;393;1;850;16;11;37
Product 6838;AUTO;45;522;1;400;24;20;19
Product 20833;AUTO;57;1102;2;1900;34;40;19
Product 24090;FURNITURE_DECOR;64;473;2;600;80;10;60
Product 9305;SPORTS_LEISURE;38;427;1;481;19;18;19
Product 11553;BED_BATH_TABLE;52;489;1;100;16;10;16
Product 5769;HEALTH_BEAUTY;60;1805;1;3600;25;25;25
Product 12800;SPORTS_LEISURE;51;728;1;500;22;4;26
Product 10051;WATCHES_GIFTS;49;323;2;530;20;13;16
Product 3103;FURNITURE_DECOR;57;314;1;400;40;15;40
Product 22716;AIR_CONDITIONING;41;717;1;1050;18;7;8
Product 28827;COMPUTERS_ACCESSORIES;56;1026;1;300;16;10;12
Product 7955;PET_SHOP;17;1196;1;165;16;11;12
Product 31179;HEALTH_BEAUTY;57;1462;1;1017;18;16;16
Product 22668;HEALTH_BEAUTY;16;646;1;800;28;12;18
Product 13070;AUTO;60;295;1;480;27;8;14
Product 9362;BED_BATH_TABLE;44;487;1;2800;35;6;40
Product 17278;BABY;32;1531;2;600;30;40;50
Product 3299;COMPUTERS_ACCESSORIES;42;226;1;573;35;13;11
Product 10294;FURNITURE_DECOR;36;425;2;1200;32;6;28
Product 11949;STATIONERY;49;483;2;550;20;20;20
Product 1293;LUGGAGE_ACCESSORIES;45;224;1;700;46;10;33
Product 13999;AUTO;47;157;1;450;48;8;14
Product 27091;TOYS;27;261;2;990;32;37;18
Product 834;BED_BATH_TABLE;52;118;1;900;25;15;20
Product 1384;COMPUTERS_ACCESSORIES;46;153;3;50;42;9;25
Product 20;TELEPHONY;59;973;1;325;19;8;22
Product 20840;SPORTS_LEISURE;50;807;1;2500;48;38;20
Product 20424;PERFUMERY;49;1894;4;450;19;7;12
Product 30928;#N/A;;;;7000;50;50;50
Product 4562;AUTO;59;759;6;250;30;11;20
Product 644;BABY;47;224;2;1200;75;15;50
Product 9711;WATCHES_GIFTS;48;455;1;300;16;11;11
Product 9854;CONSTRUCTION_TOOLS_SAFETY;60;1796;3;150;17;7;17
Product 7872;CONSTRUCTION_TOOLS_CONSTRUCTION;52;95;1;700;17;11;11
Product 3468;WATCHES_GIFTS;42;200;2;500;18;14;17
Product 9822;SMALL_APPLIANCES;48;84;1;700;16;35;25
Product 29169;#N/A;;;;800;48;40;11
Product 28878;SPORTS_LEISURE;56;3934;4;1700;25;25;25
Product 5749;AUTO;41;432;1;151;19;16;16
Product 14979;AUTO;54;825;6;2000;30;25;30
Product 20031;TOYS;30;736;1;6550;53;28;38
Product 15966;COOL_STUFF;55;1050;1;2100;40;30;20
Product 30168;BED_BATH_TABLE;58;231;1;1900;40;6;29
Product 18330;BED_BATH_TABLE;59;679;1;1225;19;17;22
Product 7642;TELEPHONY;60;624;2;100;17;4;12
Product 10312;HOUSEWARES;51;727;1;800;16;13;12
Product 11810;HOUSEWARES;58;315;2;1900;40;14;35
Product 31124;SPORTS_LEISURE;48;385;1;1300;27;12;49
Product 3910;TABLETS_PRINTING_IMAGE;34;150;1;150;60;11;11
Product 7832;FASHION_BAGS_ACCESSORIES;58;84;2;200;20;20;20
Product 27205;HEALTH_BEAUTY;48;1016;1;650;14;11;12
Product 22274;WATCHES_GIFTS;56;500;2;338;14;9;13
Product 10401;FASHION_BAGS_ACCESSORIES;29;623;4;1300;42;42;14
Product 6886;PERFUMERY;38;366;1;200;17;9;19
Product 16926;FIXED_TELEPHONY;62;713;3;150;16;4;20
Product 14983;TOYS;53;233;2;500;16;9;12
Product 21562;SMALL_APPLIANCES;41;1780;2;22600;55;40;40
Product 8331;CONSOLES_GAMES;34;704;3;400;20;30;20
Product 9169;FASHION_SHOES;36;427;4;500;29;12;23
Product 1499;SMALL_APPLIANCES;37;194;1;400;20;11;12
Product 21096;HEALTH_BEAUTY;46;803;1;100;22;3;15
Product 27297;AUTO;60;703;6;4875;56;11;32
Product 2962;BED_BATH_TABLE;57;164;2;6750;47;21;41
Product 7204;BABY;38;1347;5;13150;76;14;56
Product 18541;HOUSEWARES;36;175;1;3200;42;12;17
Product 19244;SPORTS_LEISURE;50;462;2;600;30;30;30
Product 14503;HOUSEWARES;27;779;2;300;16;8;11
Product 25370;HEALTH_BEAUTY;47;442;1;317;18;10;12
Product 7687;MUSICAL_INSTRUMENTS;60;802;2;3600;18;30;29
Product 6733;HEALTH_BEAUTY;60;419;1;350;32;4;11
Product 11219;TELEPHONY;45;269;6;200;16;21;11
Product 19123;COSTRUCTION_TOOLS_GARDEN;55;2047;6;150;16;3;12
Product 22362;PET_SHOP;58;499;3;350;27;9;26
Product 23768;FURNITURE_DECOR;57;1018;4;500;50;3;25
Product 398;FASHION_BAGS_ACCESSORIES;51;1490;2;300;16;2;11
Product 24247;FURNITURE_DECOR;36;667;3;19700;45;35;45
Product 30017;COMPUTERS_ACCESSORIES;37;336;1;850;23;12;12
Product 2241;GARDEN_TOOLS;50;741;3;300;17;7;12
Product 15224;BED_BATH_TABLE;59;1237;6;1550;35;8;35
Product 28080;CONSOLES_GAMES;56;36;2;300;20;20;19
Product 18583;FASHION_BAGS_ACCESSORIES;53;77;3;150;16;2;11
Product 14784;ELECTRONICS;46;581;1;200;21;6;14
Product 16026;GARDEN_TOOLS;42;359;1;2350;34;12;30
Product 25798;HEALTH_BEAUTY;39;1761;1;2500;16;19;15
Product 12171;FASHION_MALE_CLOTHING;49;339;4;275;28;23;35
Product 19527;COMPUTERS_ACCESSORIES;49;274;1;813;33;15;14
Product 28733;BED_BATH_TABLE;47;207;1;13700;65;35;45
Product 6932;FASHION_BAGS_ACCESSORIES;42;78;4;200;16;2;11
Product 12621;BED_BATH_TABLE;58;229;1;500;44;11;14
Product 11379;COMPUTERS_ACCESSORIES;48;254;1;1025;30;15;15
Product 14197;COMPUTERS_ACCESSORIES;56;191;1;350;50;5;20
Product 24183;FASHION_BAGS_ACCESSORIES;29;126;5;200;16;9;11
Product 21563;FURNITURE_DECOR;5;310;1;7050;88;29;29
Product 8170;HEALTH_BEAUTY;49;2938;1;2300;35;13;13
Product 14536;WATCHES_GIFTS;48;549;2;279;16;12;13
Product 27815;DRINKS;57;313;1;2500;28;15;15
Product 16745;FURNITURE_DECOR;47;2215;2;600;65;13;11
Product 20880;CONSTRUCTION_TOOLS_SAFETY;21;348;2;219;17;8;12
Product 1457;FURNITURE_DECOR;59;205;1;950;31;11;26
Product 26288;LUGGAGE_ACCESSORIES;47;397;1;4100;30;35;40
Product 3687;HOUSEWARES;56;235;3;367;24;24;24
Product 9440;SPORTS_LEISURE;33;581;1;950;20;10;20
Product 13359;BED_BATH_TABLE;49;729;1;3300;20;30;30
Product 10597;TOYS;55;474;2;1380;38;36;19
Product 18029;SPORTS_LEISURE;57;287;3;200;20;5;15
Product 3285;FURNITURE_DECOR;23;922;1;850;16;19;15
Product 26045;BED_BATH_TABLE;48;729;1;3400;20;30;30
Product 9584;BED_BATH_TABLE;43;234;1;900;45;15;35
Product 14914;ELECTRONICS;27;839;3;300;16;2;11
Product 8015;TOYS;57;552;6;6350;55;20;25
Product 23363;FURNITURE_DECOR;50;1340;2;400;30;30;20
Product 30286;SPORTS_LEISURE;43;959;3;1064;30;26;21
Product 14728;SPORTS_LEISURE;32;1823;2;200;18;8;14
Product 15111;HOUSEWARES;31;1006;1;850;21;34;34
Product 20510;PET_SHOP;57;698;3;3650;36;16;26
Product 29157;DRINKS;60;1740;3;900;20;15;15
Product 24144;BABY;49;236;3;300;40;12;12
Product 30765;DRINKS;23;457;1;5500;40;27;30
Product 30210;BED_BATH_TABLE;46;171;3;2750;70;20;25
Product 8843;HEALTH_BEAUTY;60;1157;1;1900;16;16;16
Product 14859;SPORTS_LEISURE;51;777;4;26100;52;40;42
Product 23944;BED_BATH_TABLE;59;288;2;450;35;4;28
Product 7825;FURNITURE_DECOR;54;1749;3;2300;105;3;70
Product 13395;FURNITURE_DECOR;54;1099;1;5300;30;30;30
Product 19634;AUTO;46;1228;2;6742;34;22;24
Product 21294;SPORTS_LEISURE;57;464;3;800;20;20;20
Product 10030;FASHION_BAGS_ACCESSORIES;57;866;1;100;16;5;16
Product 20630;SPORTS_LEISURE;59;653;5;725;22;14;14
Product 30011;BED_BATH_TABLE;59;487;1;550;30;3;19
Product 24017;FASHION_BAGS_ACCESSORIES;42;215;5;50;17;4;12
Product 9157;HEALTH_BEAUTY;26;885;1;500;16;30;11
Product 1882;BED_BATH_TABLE;52;246;1;3800;46;12;43
Product 17237;COMPUTERS_ACCESSORIES;43;444;1;3975;29;17;17
Product 18847;HOME_CONSTRUCTION;38;428;3;3350;38;20;20
Product 23728;BOOKS_TECHNICAL;49;347;1;5150;100;10;20
Product 14645;COMPUTERS_ACCESSORIES;46;492;1;200;18;9;16
Product 6078;HOME_CONSTRUCTION;56;459;3;750;16;15;15
Product 25389;AUTO;53;701;1;50;32;2;24
Product 9915;HOUSEWARES;56;606;1;1050;24;28;39
Product 31389;WATCHES_GIFTS;44;300;1;450;23;12;20
Product 19021;BED_BATH_TABLE;52;337;1;800;16;10;16
Product 25802;HOUSEWARES;41;808;3;650;16;10;11
Product 24864;BED_BATH_TABLE;55;644;1;950;19;12;19
Product 23619;COOL_STUFF;48;1087;2;800;26;22;33
Product 12048;HOUSEWARES;54;594;1;2650;39;17;39
Product 3390;HOME_CONSTRUCTION;54;923;8;1050;16;27;16
Product 5672;WATCHES_GIFTS;34;644;1;485;18;12;15
Product 15179;WATCHES_GIFTS;60;418;9;300;16;2;11
Product 30987;HOUSEWARES;56;1080;1;13050;40;40;40
Product 17112;AUTO;55;385;2;50;20;4;14
Product 27025;STATIONERY;48;127;1;100;16;5;16
Product 6933;GARDEN_TOOLS;27;235;1;625;23;10;14
Product 27457;FURNITURE_DECOR;59;450;1;400;35;10;25
Product 1043;SPORTS_LEISURE;57;1307;1;4350;20;20;20
Product 28225;BED_BATH_TABLE;54;549;2;5500;45;25;40
Product 4245;PERFUMERY;49;360;2;950;16;21;11
Product 23788;PET_SHOP;60;872;1;200;16;7;11
Product 28200;FURNITURE_DECOR;43;199;4;600;25;11;14
Product 14682;BED_BATH_TABLE;53;255;1;1700;45;15;35
Product 26547;CONSOLES_GAMES;56;699;5;1225;26;8;14
Product 4154;HEALTH_BEAUTY;52;697;2;200;20;10;20
Product 20178;BABY;59;663;3;50;31;2;27
Product 14341;FURNITURE_DECOR;44;999;5;10550;104;14;42
Product 24206;FURNITURE_DECOR;58;797;2;250;60;7;11
Product 9568;BED_BATH_TABLE;57;941;1;8917;36;27;50
Product 10491;CONSTRUCTION_TOOLS_CONSTRUCTION;58;782;4;4800;38;12;26
Product 4622;GARDEN_TOOLS;56;1175;5;6800;44;28;29
Product 10550;SPORTS_LEISURE;44;1358;1;1300;20;11;11
Product 14877;HOUSEWARES;50;1558;4;3600;19;34;28
Product 23841;HOUSEWARES;39;160;1;200;16;4;11
Product 10529;HOUSEWARES;55;1231;6;2200;54;25;25
Product 24392;FURNITURE_DECOR;58;1871;5;2200;34;8;44
Product 8698;BOOKS_GENERAL_INTEREST;33;1252;1;1400;17;25;11
Product 22136;COOL_STUFF;56;124;1;5600;25;37;36
Product 18306;HEALTH_BEAUTY;45;525;2;90;19;11;12
Product 21170;FASHION_BAGS_ACCESSORIES;58;839;1;100;16;5;16
Product 9997;AUTO;55;425;2;5375;81;16;36
Product 18282;WATCHES_GIFTS;55;1604;2;220;16;11;12
Product 18657;PET_SHOP;63;1451;3;1500;50;20;40
Product 7635;FURNITURE_DECOR;50;401;1;700;42;2;32
Product 10939;SPORTS_LEISURE;59;3438;1;200;18;8;14
Product 16314;TOYS;54;916;12;250;20;15;15
Product 21878;CONSTRUCTION_TOOLS_CONSTRUCTION;58;3408;2;1700;16;11;11
Product 19992;HOUSEWARES;40;74;1;200;38;21;14
Product 5846;BED_BATH_TABLE;42;533;1;975;13;20;28
Product 10154;ELECTRONICS;34;441;1;200;38;24;17
Product 22632;GARDEN_TOOLS;57;355;1;546;16;15;15
Product 27538;COOL_STUFF;58;2272;1;200;16;16;16
Product 4414;WATCHES_GIFTS;59;476;2;375;18;8;13
Product 20826;TOYS;60;396;3;500;20;20;20
Product 23010;BED_BATH_TABLE;45;112;1;450;40;4;30
Product 27065;FURNITURE_DECOR;59;438;1;850;30;4;20
Product 25735;FURNITURE_DECOR;58;1750;3;2550;105;3;70
Product 317;BABY;60;644;1;300;16;16;16
Product 11069;HOME_APPLIANCES;58;157;2;450;20;13;12
Product 28281;HOUSEWARES;45;546;1;600;16;25;12
Product 14504;SPORTS_LEISURE;25;725;2;250;20;8;11
Product 24013;SPORTS_LEISURE;11;903;1;525;17;18;18
Product 996;OFFICE_FURNITURE;37;487;1;2200;50;8;32
Product 29901;COOL_STUFF;55;989;1;2050;42;25;15
Product 5204;ELECTRONICS;21;286;3;293;16;7;11
Product 25183;HEALTH_BEAUTY;26;222;1;800;16;17;15
Product 7468;AUTO;58;3530;5;2700;28;7;20
Product 13152;FASHION_BAGS_ACCESSORIES;51;15;1;250;16;2;11
Product 28566;FURNITURE_MATTRESS_AND_UPHOLSTERY;44;348;1;18250;25;25;25
Product 18727;BED_BATH_TABLE;55;683;1;3647;41;21;37
Product 10317;BED_BATH_TABLE;59;965;6;1750;50;20;50
Product 17969;SPORTS_LEISURE;52;3541;1;2100;20;20;20
Product 9902;COMPUTERS_ACCESSORIES;50;160;3;300;20;15;20
Product 29824;INDUSTRY_COMMERCE_AND_BUSINESS;58;527;1;200;16;11;16
Product 10874;SPORTS_LEISURE;52;1153;1;180;17;11;14
Product 6060;GARDEN_TOOLS;64;2432;4;10700;32;63;32
Product 10200;BED_BATH_TABLE;57;817;3;1050;21;29;29
Product 1685;TELEPHONY;51;678;2;150;17;8;14
Product 4566;FURNITURE_DECOR;51;1040;2;1400;11;11;52
Product 8086;MUSICAL_INSTRUMENTS;53;1038;2;250;25;9;20
Product 10098;STATIONERY;42;214;1;600;16;39;37
Product 18166;HEALTH_BEAUTY;37;293;1;800;40;40;40
Product 13989;BABY;49;2830;1;200;16;5;15
Product 22733;STATIONERY;52;85;2;450;20;30;20
Product 13312;COSTRUCTION_TOOLS_GARDEN;52;2494;1;1400;16;28;15
Product 4717;COMPUTERS_ACCESSORIES;60;236;3;200;16;4;13
Product 9780;COOL_STUFF;51;350;2;275;41;20;23
Product 2626;FURNITURE_DECOR;58;1716;2;550;52;11;11
Product 4252;COMPUTERS_ACCESSORIES;42;492;1;200;18;9;16
Product 28945;BABY;38;1516;1;700;50;30;40
Product 5194;BED_BATH_TABLE;55;774;1;300;16;7;15
Product 10866;BABY;22;273;1;1600;60;35;35
Product 13193;HOUSEWARES;44;586;3;3950;42;14;22
Product 7913;FASHION_MALE_CLOTHING;56;336;1;750;25;5;17
Product 14953;WATCHES_GIFTS;38;757;1;567;17;9;13
Product 10841;BED_BATH_TABLE;48;414;1;1117;45;12;45
Product 12938;HEALTH_BEAUTY;44;1901;3;2225;36;11;19
Product 21907;TOYS;58;709;6;2300;20;62;35
Product 17062;FURNITURE_DECOR;52;283;3;200;24;2;12
Product 16238;AUTO;45;197;2;200;16;18;11
Product 6739;SPORTS_LEISURE;28;144;1;2456;53;14;16
Product 27404;AIR_CONDITIONING;60;595;4;2400;16;40;15
Product 17531;BED_BATH_TABLE;44;232;1;1450;38;7;31
Product 19359;SPORTS_LEISURE;56;1176;7;1300;51;9;20
Product 21279;AUTO;60;1239;1;758;36;15;17
Product 13953;AUTO;59;463;2;500;32;16;16
Product 434;CINE_PHOTO;63;677;7;5500;25;32;47
Product 27151;BABY;60;1107;3;900;42;25;15
Product 2388;BED_BATH_TABLE;53;348;1;2000;45;15;35
Product 19234;BED_BATH_TABLE;56;255;1;1050;45;15;35
Product 633;COMPUTERS_ACCESSORIES;33;256;1;180;17;10;13
Product 21488;PERFUMERY;60;863;4;1500;30;12;28
Product 22341;BED_BATH_TABLE;33;827;1;1150;29;8;28
Product 29154;TELEPHONY;40;626;2;100;19;3;11
Product 27826;BABY;49;509;1;13800;60;32;42
Product 28740;BED_BATH_TABLE;50;318;1;1021;35;5;32
Product 16441;BABY;41;1469;1;200;30;5;20
Product 21302;AUTO;39;840;1;3850;45;20;45
Product 5158;HEALTH_BEAUTY;35;672;2;1200;25;14;16
Product 19485;BED_BATH_TABLE;53;269;1;2150;45;15;35
Product 29782;STATIONERY;45;758;1;400;31;2;22
Product 11008;TOYS;55;798;3;1953;17;41;44
Product 6108;LUGGAGE_ACCESSORIES;52;883;10;2000;32;52;19
Product 14413;AUTO;40;1010;3;29150;56;15;36
Product 21459;FASHION_BAGS_ACCESSORIES;40;825;5;70;18;18;12
Product 16712;COOL_STUFF;29;781;2;8100;36;47;32
Product 10340;HOUSEWARES;36;179;6;600;18;4;12
Product 22441;TELEPHONY;35;379;1;200;19;4;11
Product 6470;COOL_STUFF;60;236;3;700;55;15;45
Product 31337;BED_BATH_TABLE;47;506;1;700;45;15;35
Product 27809;HOUSEWARES;41;882;1;450;16;28;12
Product 214;PERFUMERY;36;419;1;475;19;15;16
Product 7792;COOL_STUFF;52;573;2;225;20;10;16
Product 594;HEALTH_BEAUTY;38;395;1;114;19;16;17
Product 3460;CONSTRUCTION_TOOLS_CONSTRUCTION;53;899;1;2700;16;2;11
Product 8695;TOYS;19;338;1;200;30;12;12
Product 4837;WATCHES_GIFTS;32;610;3;500;23;15;19
Product 10811;COMPUTERS_ACCESSORIES;56;987;3;850;45;10;20
Product 29600;CONSOLES_GAMES;50;1317;1;400;26;15;35
Product 2365;FASHION_BAGS_ACCESSORIES;59;439;1;150;16;2;11
Product 4860;MUSICAL_INSTRUMENTS;60;743;1;4150;20;20;20
Product 25932;HOME_APPLIANCES;31;115;1;525;25;14;16
Product 25880;GARDEN_TOOLS;43;246;1;675;31;14;14
Product 29020;HOME_CONSTRUCTION;53;3065;2;7800;16;68;48
Product 25376;BED_BATH_TABLE;59;238;1;2150;37;10;37
Product 27004;MUSIC;58;143;1;82;12;15;15
Product 31663;SPORTS_LEISURE;26;175;1;203;26;10;18
Product 13535;COOL_STUFF;39;1741;1;11250;29;98;33
Product 12366;BOOKS_GENERAL_INTEREST;58;1556;1;300;30;2;22
Product 24896;SPORTS_LEISURE;57;340;1;350;43;30;32
Product 21989;BED_BATH_TABLE;54;683;1;1633;32;5;29
Product 27897;SPORTS_LEISURE;28;325;1;790;31;28;26
Product 30980;COMPUTERS_ACCESSORIES;53;180;2;100;16;8;11
Product 21776;HEALTH_BEAUTY;55;2987;2;1450;18;18;16
Product 490;COMPUTERS_ACCESSORIES;53;422;1;160;19;11;14
Product 23182;SPORTS_LEISURE;49;571;1;200;21;26;21
Product 6633;HEALTH_BEAUTY;54;463;1;30000;55;75;61
Product 11613;COMPUTERS_ACCESSORIES;46;153;1;150;17;8;12
Product 19210;CONSOLES_GAMES;29;408;1;150;25;2;17
Product 18076;BOOKS_TECHNICAL;36;702;2;500;100;20;11
Product 22897;FOOD;49;186;1;1183;33;7;29
Product 5823;TOYS;52;1314;4;9450;89;53;12
Product 25667;SIGNALING_AND_SECURITY;34;409;1;1000;66;5;30
Product 509;FURNITURE_DECOR;55;408;1;8150;52;18;35
Product 18171;TOYS;56;230;1;700;45;15;35
Product 3133;HOUSEWARES;43;808;1;2850;30;30;30
Product 17012;BABY;57;121;1;800;39;16;40
Product 28842;SPORTS_LEISURE;50;458;1;400;24;20;17
Product 30422;STATIONERY;42;190;2;1600;35;50;20
Product 24921;BABY;55;652;3;201;25;8;18
Product 5511;SPORTS_LEISURE;60;1358;7;2150;42;10;22
Product 17702;STATIONERY;56;113;2;450;20;30;20
Product 30862;DVDS_BLU_RAY;47;2467;6;650;20;7;14
Product 9475;HEALTH_BEAUTY;59;669;1;400;30;10;17
Product 7831;COMPUTERS_ACCESSORIES;59;1620;2;6100;50;25;40
Product 6911;BED_BATH_TABLE;42;582;1;1450;35;19;45
Product 20566;HOME_CONFORT;63;292;1;8500;45;15;35
Product 8304;FOOD;51;589;1;500;16;16;16
Product 3184;HOME_APPLIANCES;48;247;1;190;18;8;13
Product 6129;GARDEN_TOOLS;41;442;6;200;16;6;11
Product 23482;HOUSEWARES;25;500;3;650;22;41;31
Product 18512;HEALTH_BEAUTY;58;529;1;289;16;33;14
Product 20507;SPORTS_LEISURE;37;422;2;600;16;14;14
Product 11281;SPORTS_LEISURE;58;750;10;653;30;14;16
Product 31381;HOUSEWARES;37;749;4;600;16;6;20
Product 13665;TELEPHONY;55;306;1;300;19;4;11
Product 28126;CONSTRUCTION_TOOLS_LIGHTS;39;506;1;250;16;17;17
Product 22729;AUTO;59;1657;3;500;16;21;18
Product 10683;SPORTS_LEISURE;54;471;1;400;17;4;15
Product 14616;PERFUMERY;54;954;1;50;16;5;11
Product 15143;TELEPHONY;58;285;1;200;30;5;12
Product 6069;BED_BATH_TABLE;55;617;1;600;16;10;16
Product 235;SPORTS_LEISURE;53;524;4;450;23;15;15
Product 4773;FURNITURE_DECOR;56;257;1;1300;40;10;34
Product 9179;FASHION_BAGS_ACCESSORIES;34;154;1;150;21;9;14
Product 10551;SPORTS_LEISURE;51;1097;5;2700;56;28;33
Product 28672;PERFUMERY;50;922;1;400;18;8;16
Product 19801;HEALTH_BEAUTY;58;414;1;30000;55;75;61
Product 6541;FASHION_BAGS_ACCESSORIES;31;203;4;150;18;9;11
Product 13286;#N/A;;;;555;20;9;16
Product 29895;GARDEN_TOOLS;55;271;1;1300;85;7;29
Product 25609;COMPUTERS_ACCESSORIES;57;208;2;150;20;4;18
Product 11599;WATCHES_GIFTS;37;548;1;300;19;9;15
Product 17406;MARKET_PLACE;36;1196;5;400;19;5;20
Product 6952;SPORTS_LEISURE;49;565;1;160;18;8;13
Product 2328;COMPUTERS_ACCESSORIES;48;2776;5;100;17;9;14
Product 4565;HOME_APPLIANCES_2;54;635;1;5400;26;55;26
Product 7044;DVDS_BLU_RAY;48;529;1;150;20;2;14
Product 14228;FURNITURE_DECOR;40;468;5;2000;34;8;28
Product 1616;DRINKS;48;859;3;175;23;21;21
Product 23050;FURNITURE_DECOR;56;427;4;650;30;20;30
Product 24282;BED_BATH_TABLE;30;143;1;400;40;4;30
Product 15571;AUTO;29;261;3;200;16;2;11
Product 17031;FURNITURE_DECOR;59;471;1;1300;50;25;25
Product 12566;SPORTS_LEISURE;52;320;1;450;42;10;25
Product 3876;OFFICE_FURNITURE;60;1252;1;7850;52;51;17
Product 13188;COMPUTERS_ACCESSORIES;49;539;1;12700;50;39;40
Product 3653;HEALTH_BEAUTY;58;698;6;425;24;16;14
Product 29808;TOYS;39;515;4;600;33;11;21
Product 10474;PERFUMERY;36;59;2;125;16;4;11
Product 17162;BED_BATH_TABLE;60;325;1;3400;45;15;35
Product 4928;TOYS;55;741;2;4384;39;35;34
Product 16959;AUTO;60;3389;2;250;24;18;18
Product 7752;COMPUTERS_ACCESSORIES;55;1730;3;425;18;10;18
Product 12699;PERFUMERY;41;673;1;2200;33;27;24
Product 20414;SPORTS_LEISURE;44;234;2;1500;60;15;15
Product 16448;FASHION_BAGS_ACCESSORIES;54;770;1;300;16;2;20
Product 23817;TOYS;35;438;1;450;17;16;16
Product 11802;SPORTS_LEISURE;63;1436;3;1900;70;14;17
Product 20831;AUTO;47;376;1;1100;85;20;20
Product 31154;BED_BATH_TABLE;56;371;3;3300;50;19;35
Product 8321;HEALTH_BEAUTY;41;1931;1;700;21;11;15
Product 28292;SPORTS_LEISURE;50;186;2;1800;90;5;30
Product 11471;COMPUTERS_ACCESSORIES;56;2680;4;150;16;16;16
Product 5343;COMPUTERS_ACCESSORIES;44;1428;2;250;30;20;32
Product 28342;TOYS;53;871;4;325;20;23;20
Product 16726;BED_BATH_TABLE;23;416;2;738;38;8;24
Product 27351;TOYS;38;438;3;1150;38;23;27
Product 20563;HOUSEWARES;44;341;6;400;30;20;30
Product 28785;#N/A;;;;100;25;5;15
Product 13473;LUGGAGE_ACCESSORIES;48;82;3;150;16;10;12
Product 18893;COMPUTERS_ACCESSORIES;46;1418;4;459;26;18;16
Product 14027;CONSTRUCTION_TOOLS_CONSTRUCTION;58;330;2;200;20;6;20
Product 24246;FASHION_BAGS_ACCESSORIES;49;459;5;200;16;9;11
Product 8899;WATCHES_GIFTS;55;490;2;300;16;11;11
Product 25705;HOUSEWARES;37;775;1;450;16;26;11
Product 18239;SPORTS_LEISURE;28;410;1;1046;27;27;23
Product 4130;TOYS;55;990;3;700;16;50;30
Product 25319;TELEPHONY;42;858;3;300;21;11;13
Product 4755;TOYS;58;682;3;1200;35;20;28
Product 28659;SPORTS_LEISURE;57;262;2;950;60;15;15
Product 30451;FURNITURE_DECOR;59;2130;2;350;69;11;11
Product 1088;HEALTH_BEAUTY;34;3395;4;1200;28;10;18
Product 16272;HOME_CONSTRUCTION;47;870;2;611;17;14;16
Product 20068;#N/A;;;;23900;47;34;48
Product 21510;WATCHES_GIFTS;54;475;1;600;16;2;11
Product 9942;TOYS;29;1132;2;5543;39;34;37
Product 16853;TOYS;26;466;2;187;21;16;17
Product 17891;FASHION_BAGS_ACCESSORIES;29;498;4;300;16;16;11
Product 24943;FURNITURE_DECOR;38;212;2;6450;62;10;62
Product 17574;WATCHES_GIFTS;53;469;1;1113;30;7;28
Product 15172;PET_SHOP;43;530;2;500;20;35;20
Product 6724;COMPUTERS_ACCESSORIES;35;1101;1;300;42;2;30
Product 12882;PERFUMERY;57;525;1;367;16;15;15
Product 5661;HOUSEWARES;37;213;1;12150;104;35;30
Product 29912;WATCHES_GIFTS;58;534;2;300;16;11;20
Product 17679;BED_BATH_TABLE;58;636;1;1000;20;16;20
Product 23177;HEALTH_BEAUTY;58;558;1;1200;16;19;15
Product 11815;FURNITURE_BEDROOM;43;435;4;9800;86;8;40
Product 28031;BED_BATH_TABLE;49;133;1;200;16;3;26
