CustomerID,CustomerName,Segment
3860,Customer 3860,Consumer
3861,Customer 3861,Corporate
3862,Customer 3862,Corporate
3863,Customer 3863,Enterprise
3864,Customer 3864,Corporate
3865,Customer 3865,Small Business
3866,Customer 3866,Consumer
3867,Customer 3867,Small Business
3868,Customer 3868,Consumer
3869,Customer 3869,Enterprise
3870,Customer 3870,Enterprise
3871,Customer 3871,Enterprise
3872,Customer 3872,Small Business
3873,Customer 3873,Small Business
3874,Customer 3874,
3875,Customer 3875,Corporate
3876,Customer 3876,Enterprise
3877,Customer 3877,Enterprise
3878,Customer 3878,Corporate
3879,Customer 3879,Consumer
3880,Customer 3880,Corporate
3881,Customer 3881,Small Business
3882,Customer 3882,Consumer
3883,Customer 3883,Small Business
3884,Customer 3884,Enterprise
3885,Customer 3885,Enterprise
3886,Customer 3886,Corporate
3887,Customer 3887,Enterprise
3888,Customer 3888,Enterprise
3889,Customer 3889,Enterprise
3890,Customer 3890,Corporate
3891,Customer 3891,Enterprise
3892,Customer 3892,Corporate
3893,Customer 3893,Small Business
3894,Customer 3894,Small Business
3895,Customer 3895,Small Business
3896,Customer 3896,Corporate
3897,Customer 3897,Consumer
3898,Customer 3898,Consumer
3899,Customer 3899,Enterprise
3900,Customer 3900,Enterprise
3901,Customer 3901,Small Business
3902,Customer 3902,Corporate
3903,Customer 3903,Consumer
3904,Customer 3904,
3905,Customer 3905,Enterprise
3906,Customer 3906,Enterprise
3907,Customer 3907,Corporate
3908,Customer 3908,Corporate
3909,Customer 3909,Corporate
3910,Customer 3910,Small Business
3911,Customer 3911,Small Business
3912,Customer 3912,Small Business
3913,Customer 3913,
3914,Customer 3914,
3915,Customer 3915,Corporate
3916,Customer 3916,Consumer
3917,Customer 3917,
3918,Customer 3918,Consumer
3919,Customer 3919,Small Business
3920,Customer 3920,
3921,Customer 3921,Small Business
3922,Customer 3922,Small Business
3923,Customer 3923,Corporate
3924,Customer 3924,Enterprise
3925,Customer 3925,Consumer
3926,Customer 3926,Consumer
3927,Customer 3927,Consumer
3928,Customer 3928,Enterprise
3929,Customer 3929,Enterprise
3930,Customer 3930,Small Business
3931,Customer 3931,Corporate
3932,Customer 3932,Consumer
3933,Customer 3933,Small Business
3934,Customer 3934,Enterprise
3935,Customer 3935,Enterprise
3936,Customer 3936,Enterprise
3937,Customer 3937,Small Business
3938,Customer 3938,Enterprise
3939,Customer 3939,
3940,Customer 3940,Enterprise
3941,Customer 3941,Enterprise
3942,Customer 3942,Enterprise
3943,Customer 3943,Corporate
3944,Customer 3944,Enterprise
3945,Customer 3945,Small Business
3946,Customer 3946,Consumer
3947,Customer 3947,Small Business
3948,Customer 3948,Corporate
3949,Customer 3949,Corporate
3950,Customer 3950,Enterprise
3951,Customer 3951,Enterprise
3952,Customer 3952,Enterprise
3953,Customer 3953,Enterprise
3954,Customer 3954,Enterprise
3955,Customer 3955,Small Business
3956,Customer 3956,Consumer
3957,Customer 3957,Consumer
3958,Customer 3958,Corporate
3959,Customer 3959,Enterprise
3960,Customer 3960,Enterprise
3961,Customer 3961,Enterprise
3962,Customer 3962,Small Business
3963,Customer 3963,Enterprise
3964,Customer 3964,Corporate
3965,Customer 3965,
3966,Customer 3966,
3967,Customer 3967,Corporate
3968,Customer 3968,Small Business
3969,Customer 3969,Small Business
3970,Customer 3970,Consumer
3971,Customer 3971,Consumer
3972,Customer 3972,Corporate
3973,Customer 3973,Enterprise
3974,Customer 3974,Enterprise
3975,Customer 3975,Corporate
3976,Customer 3976,Small Business
3977,Customer 3977,Consumer
3978,Customer 3978,Consumer
3979,Customer 3979,Small Business
3980,Customer 3980,Consumer
3981,Customer 3981,Corporate
3982,Customer 3982,Enterprise
3983,Customer 3983,Consumer
3984,Customer 3984,Small Business
3985,Customer 3985,Small Business
3986,Customer 3986,Enterprise
3987,Customer 3987,Corporate
3988,Customer 3988,Consumer
3989,Customer 3989,Small Business
3990,Customer 3990,Consumer
3991,Customer 3991,Enterprise
3992,Customer 3992,Consumer
3993,Customer 3993,Consumer
3994,Customer 3994,Corporate
3995,Customer 3995,Small Business
3996,Customer 3996,Small Business
3997,Customer 3997,Small Business
3998,Customer 3998,Small Business
3999,Customer 3999,Corporate
