cycle_id,truck_id,excavator_id,site_id,load_time,dump_time,tonnes,distance_km,fuel_litres
CYC006546,TRK009,EXC001,WA001,2024-03-25 06:51:00,2024-03-25 07:37:02,272.61,7.86,108.87
CYC006547,TRK012,EXC002,NSW001,2024-07-02 02:26:00,2024-07-02 02:52:58,321.07,3.88,107.09
CYC006548,TRK007,EXC006,WA001,2024-08-21 15:24:00,2024-08-21 16:04:47,293.87,5.21,156.4
CYC006549,TRK004,EXC002,NSW001,2024-12-03 02:47:00,2024-12-03 03:36:09,278.54,3.9km,157.54
CYC006550,TRK003,EXC003,WA001,2024-10-21 21:09:00,2024-10-21 21:48:19,242.29,4.7km,213.33
CYC006551,TRK014,EXC005,QLD001,2024-02-22 17:04:00,2024-02-22 17:52:11,393.88,4.95,244.71
CYC006552,TRK011,EXC003,WA001,2024-02-08 15:38:00,2024-02-08 16:28:45,210.14,3.14,186.8
CYC006553,TRK007,EXC005,QLD001,2024-02-19 01:24:00,2024-02-19 02:18:12,286.82,7.18,216.09
CYC006554,TRK012,EXC001,NSW001,2024-06-03 07:01:00,,323.56,6.45,209.46
CYC006555,TRK015,EXC003,NSW001,2024-12-02 05:42:00,2024-12-02 06:26:20,323.58,7.82,124.78
CYC006556,TRK015,EXC002,NSW001,2024-05-13 00:28:00,2024-05-13 00:54:27,371.19,5.6km,244.86
CYC006557,TRK005,EXC006,NSW001,2024-01-15 16:37:00,2024-01-15 17:27:51,294.79,5.83,239.7
CYC006558,TRK007,EXC004,QLD001,2024-07-17 00:09:00,2024-07-17 00:50:31,283.94,6.06,226.19
CYC006559,TRK001,EXC006,NSW001,2024-04-13 13:56:00,,302.35,1.94,229.19
CYC006560,TRK010,EXC006,NSW001,2024-12-01 19:22:00,2024-12-01 20:17:08,206.33,2.85,216.26
CYC006561,TRK003,EXC001,WA001,2024-02-09 09:03:00,,250.16,5.1,141.89
CYC006562,TRK002,EXC003,QLD001,2024-11-06 14:19:00,2024-11-06 15:10:05,312.7,4.55,183.88
CYC006563,TRK013,EXC006,WA001,2024-07-15 09:00:00,2024-07-15 09:45:19,354.88,4.2km,209.07
CYC006564,TRK014,EXC004,NSW001,2024-07-26 00:40:00,2024-07-26 01:04:25,363.11,4.8,103.38
CYC006565,TRK013,EXC003,QLD001,2024-12-18 03:08:00,2024-12-18 03:33:09,391.68,3.69,131.19
CYC006566,TRK004,EXC006,QLD001,2024-09-10 05:50:00,2024-09-10 06:42:29,300.32,2.6,160.06
CYC006567,TRK014,EXC002,QLD001,2024-11-30 01:49:00,2024-11-30 02:16:34,317.2,5.81,128.14
CYC006568,TRK001,EXC006,QLD001,2024-12-30 06:34:00,2024-12-30 07:24:11,348.79,3.65,241.57
CYC006569,TRK006,EXC001,NSW001,2024-02-23 16:19:00,2024-02-23 17:16:43,291.67,3.64,104.38
CYC006570,TRK008,EXC002,NSW001,2024-04-25 11:00:00,2024-04-25 11:50:19,318.35,2.25,83.29
CYC006571,TRK004,EXC002,NSW001,2024-11-17 00:46:00,2024-11-17 01:44:08,212.90,1.59,192.21
CYC006572,TRK001,EXC002,NSW001,2024-09-11 00:33:00,2024-09-11 00:58:50,338.82,5.93,220.83
CYC006573,TRK011,EXC004,WA001,2024-01-13 01:19:00,2024-01-13 01:48:04,370.39,8.42,187.32
CYC006574,TRK013,EXC003,WA001,2024-02-21 19:47:00,2024-02-21 20:36:52,257.4,4.58,186.38
CYC006575,TRK007,EXC003,NSW001,2024-08-06 08:18:00,2024-08-06 08:45:36,300.63,2.31,208.64
CYC006576,TRK002,EXC003,WA001,2024-12-05 22:51:00,2024-12-05 23:42:37,339.67,7.9km,187.98
CYC006577,TRK011,EXC006,QLD001,2024-03-10 12:18:00,2024-03-10 12:42:34,224.54,3.89,163.72
CYC006578,TRK008,EXC004,QLD001,2024-10-29 04:26:00,2024-10-29 04:47:26,352.66,6.24,231.66
CYC006579,TRK009,EXC004,NSW001,2024-12-26 02:39:00,2024-12-26 03:34:12,270.91,5.93,127.31
CYC006580,TRK011,EXC006,QLD001,2024-09-22 17:51:00,2024-09-22 18:50:03,296.69,4.8km,195.78
CYC006581,TRK009,EXC002,WA001,2024-09-16 23:29:00,2024-09-17 00:14:16,372.5,7.6km,175.52
CYC006582,TRK010,EXC002,WA001,2024-12-28 05:00:00,2024-12-28 05:49:51,204.42,2.52,182.87
CYC006583,TRK001,EXC002,QLD001,2024-08-03 18:57:00,2024-08-03 19:31:28,396.58,7.17,237.51
CYC006584,TRK005,EXC001,NSW001,2024-08-27 17:36:00,2024-08-27 17:59:38,344.76,3.88,106.82
CYC006585,TRK001,EXC002,NSW001,2024-06-03 11:12:00,2024-06-03 11:37:01,282.65,2.6,152.08
CYC006586,TRK015,EXC001,QLD001,2024-09-20 14:33:00,2024-09-20 15:06:14,375.58,4.77,140.51
CYC006587,TRK004,EXC002,NSW001,2024-06-08 15:12:00,2024-06-08 15:49:51,216.65,6.04,115.68
CYC006588,TRK005,EXC002,QLD001,2024-10-20 04:32:00,2024-10-20 05:05:19,203.94,8.2km,87.08
CYC006589,TRK013,EXC002,WA001,2024-01-11 14:47:00,2024-01-11 15:26:38,258.49,4.9km,201.04
CYC006590,TRK007,EXC003,QLD001,2024-05-11 10:09:00,2024-05-11 10:47:53,208.65,3.56,110.47
CYC006591,TRK014,EXC002,QLD001,2024-12-01 19:56:00,2024-12-01 20:31:54,381.92,6.18,112.77
CYC006592,TRK010,EXC001,QLD001,2024-04-27 19:05:00,2024-04-27 19:35:21,357.64,5.54,188.38
CYC006593,TRK002,EXC004,QLD001,2024-02-12 20:02:00,2024-02-12 20:58:24,355.61,6.67,185.68
CYC006594,TRK015,EXC003,NSW001,2024-08-07 09:33:00,2024-08-07 10:12:10,204.33,5.79,198.55
CYC006595,TRK004,EXC005,NSW001,2024-01-12 14:20:00,2024-01-12 15:18:50,257.21,6.8km,114.24
CYC006596,TRK003,EXC006,NSW001,2024-08-22 07:22:00,2024-08-22 07:51:59,249.13,6.08,155.37
CYC006597,TRK009,EXC006,NSW001,2024-02-10 22:53:00,2024-02-10 23:47:35,343.8,4.2km,83.21
CYC006598,TRK003,EXC006,WA001,2024-11-07 12:10:00,2024-11-07 12:35:09,262.84,2.99,233.5
CYC006599,TRK011,EXC002,WA001,2024-01-13 06:30:00,,326.14,4.13,89.59
CYC006600,TRK013,EXC004,NSW001,2024-08-28 07:31:00,2024-08-28 08:03:49,332.69,3.82,242.77
CYC006601,TRK009,EXC006,WA001,2024-06-30 19:34:00,2024-06-30 20:09:37,370.01,4.6,186.19
CYC006602,TRK004,EXC004,NSW001,2024-10-13 00:50:00,2024-10-13 01:18:36,363.91,3.13,82.35
CYC006603,TRK015,EXC003,WA001,2024-11-01 14:52:00,2024-11-01 15:37:50,278.57,7.34,-131.21
CYC006604,TRK008,EXC003,NSW001,2024-12-20 06:41:00,2024-12-20 07:36:09,236.21,7.85,148.25
CYC006605,TRK014,EXC001,QLD001,2024-07-24 12:55:00,,363.89,2.5km,186.22
CYC006606,TRK004,EXC001,QLD001,2024-07-02 03:59:00,2024-07-02 04:27:00,375.0,3.5km,111.36
CYC006607,TRK012,EXC005,QLD001,2024-05-29 19:39:00,,385.9,2.2,92.66
CYC006608,TRK003,EXC003,WA001,2024-11-16 03:01:00,2024-11-16 03:40:27,249.99,8.2,97.19
CYC006609,TRK011,EXC005,QLD001,2024-05-20 21:02:00,2024-05-20 22:00:47,215.97,4.1km,225.85
CYC006610,TRK010,EXC005,WA001,2024-04-06 05:50:00,2024-04-06 06:42:24,319.79,3.55,152.58
CYC006611,TRK012,EXC002,WA001,2024-04-11 04:37:00,2024-04-11 05:25:01,255.04,1.81,176.77
CYC006612,TRK006,EXC001,NSW001,2024-01-09 17:44:00,2024-01-09 18:30:32,394.56,4.94,249.61
CYC006613,TRK002,EXC005,QLD001,2024-11-22 17:33:00,2024-11-22 18:17:27,208.11,3.6km,158.59
CYC006614,TRK008,EXC006,WA001,2024-05-21 18:25:00,2024-05-21 19:07:04,370.95,3.2,174.4
CYC006615,TRK007,EXC003,NSW001,2024-09-30 20:13:00,2024-09-30 20:51:13,353.93,3.73,122.31
CYC006616,TRK008,EXC005,NSW001,2024-06-26 03:36:00,2024-06-26 04:12:09,385.4,7.1km,85.67
CYC006617,TRK009,EXC002,QLD001,2024-04-05 23:51:00,2024-04-06 00:40:37,262.16,7.0km,205.51
CYC006618,TRK001,EXC003,WA001,2024-03-06 16:41:00,2024-03-06 17:10:20,229.3,2.8km,247.34
CYC006619,TRK011,EXC006,QLD001,2024-06-16 05:24:00,2024-06-16 05:54:21,214.31,7.72,161.53
CYC006620,TRK008,EXC002,QLD001,2024-08-21 22:00:00,2024-08-21 22:38:21,277.06,8.48,164.1
CYC006621,TRK012,EXC004,WA001,2024-11-11 09:03:00,2024-11-11 09:35:16,312.54,2.15,100.31
CYC006622,TRK015,EXC004,WA001,2024-06-28 22:06:00,2024-06-28 22:45:22,246.41,2.32,210.25
CYC006623,TRK012,EXC004,QLD001,2024-09-29 15:53:00,2024-09-29 16:41:42,232.49,6.37,185.05
CYC006624,TRK006,EXC001,QLD001,2024-03-23 10:17:00,2024-03-23 10:48:00,266.51,3.8,95.61
CYC006625,TRK015,EXC005,NSW001,2024-07-30 10:29:00,2024-07-30 10:58:30,322.64,5.46,85.48
CYC006626,TRK001,EXC005,QLD001,2024-01-17 05:05:00,,265.61,1.9km,97.87
CYC006627,TRK005,EXC005,QLD001,2024-01-24 20:31:00,2024-01-24 21:03:27,236.23,2.39,131.55
CYC006628,TRK008,EXC003,WA001,2024-09-03 00:35:00,2024-09-03 01:03:19,302.06,3.25,96.37
CYC006629,TRK006,EXC001,WA001,2024-02-28 05:26:00,2024-02-28 06:19:20,310.61,3.09,119.04
CYC006630,TRK004,EXC003,WA001,2024-06-09 10:21:00,2024-06-09 11:06:03,326.52,5.69,108.1
CYC006631,TRK005,EXC004,QLD001,2024-09-28 14:10:00,2024-09-28 14:43:40,267.49,5.1,129.45
CYC006632,TRK005,EXC004,WA001,2024-11-04 16:12:00,2024-11-04 16:36:41,359.7,8.03,182.0
CYC006633,TRK014,EXC005,QLD001,2024-04-25 06:02:00,2024-04-25 06:55:12,351.18,2.36,195.95
CYC006634,TRK002,EXC001,NSW001,2024-05-22 09:04:00,2024-05-22 09:44:59,307.6,8.12,202.69
CYC006635,TRK010,EXC006,NSW001,2024-05-11 16:56:00,2024-05-11 17:52:40,237.05,2.7km,206.57
CYC006636,TRK003,EXC003,QLD001,2024-06-01 13:42:00,2024-06-01 14:15:33,308.15,3.88,191.59
CYC006637,TRK006,EXC004,WA001,2024-12-28 08:35:00,2024-12-28 09:16:54,207.95,2.3km,160.67
CYC006638,TRK012,EXC004,NSW001,2024-11-05 00:14:00,2024-11-05 01:00:01,372.35,5.18,185.17
CYC006639,TRK011,EXC001,WA001,2024-06-30 07:07:00,2024-06-30 07:59:17,249.96,2.74,217.43
CYC006640,TRK001,EXC002,NSW001,2024-01-15 09:20:00,2024-01-15 10:08:26,324.6,2.0km,172.52
CYC006641,TRK008,EXC005,NSW001,2024-06-05 18:06:00,2024-06-05 18:51:01,349.52,2.89,158.6
CYC006642,TRK012,EXC004,QLD001,2024-11-14 23:40:00,2024-11-15 00:29:03,221.16,8.15,122.37
CYC006643,TRK013,EXC002,QLD001,2024-07-10 07:41:00,2024-07-10 08:11:46,308.07,3.58,197.86
CYC006644,TRK009,EXC002,WA001,2024-11-19 19:00:00,2024-11-19 19:29:55,388.11,1.66,115.15
CYC006645,TRK005,EXC002,WA001,2024-07-25 01:10:00,,355.8,1.6km,92.75
CYC006646,TRK002,EXC006,NSW001,2024-01-03 02:50:00,2024-01-03 03:17:14,205.32,8.35,155.17
CYC006647,TRK006,EXC006,WA001,2024-06-19 12:15:00,2024-06-19 13:12:37,328.99,7.51,159.82
CYC006648,TRK003,EXC005,WA001,2024-10-12 16:02:00,,359.43,7.94,192.57
CYC006649,TRK014,EXC001,WA001,2024-11-08 01:42:00,2024-11-08 02:24:53,238.1,3.5,187.36
CYC006650,TRK003,EXC004,WA001,2024-10-23 12:08:00,2024-10-23 12:33:50,300.29,2.05,133.62
CYC006651,TRK004,EXC006,WA001,2024-08-27 20:22:00,2024-08-27 21:20:36,337.43,2.26,100.63
CYC006652,TRK012,EXC006,WA001,2024-07-22 04:30:00,2024-07-22 05:13:09,393.16,5.27,213.08
CYC006653,TRK014,EXC006,QLD001,2024-09-17 17:33:00,2024-09-17 18:18:20,255.14,2.14,176.67
CYC006654,TRK015,EXC006,QLD001,2024-08-26 04:56:00,2024-08-26 05:52:10,212.44,2.77,231.62
CYC006655,TRK004,EXC001,WA001,2024-01-27 12:00:00,2024-01-27 12:50:48,321.46,2.5km,140.7
CYC006656,TRK011,EXC005,WA001,2024-04-18 01:35:00,2024-04-18 02:24:51,330.09,7.38,238.63
CYC006657,TRK014,EXC005,QLD001,2024-04-11 21:33:00,2024-04-11 22:01:47,278.72,3.46,237.35
CYC006658,TRK006,EXC001,WA001,2024-11-09 01:42:00,2024-11-09 02:06:15,258.6,7.83,197.58
CYC006659,TRK005,EXC004,QLD001,2024-04-24 11:07:00,2024-04-24 11:59:49,278.62,4.1,130.99
CYC006660,TRK008,EXC003,WA001,2024-09-06 14:03:00,2024-09-06 14:35:57,398.43,2.2km,112.65
CYC006661,TRK004,EXC005,WA001,2024-09-29 14:30:00,2024-09-29 14:54:26,313.71,3.03,158.19
CYC006662,TRK002,EXC003,NSW001,2024-11-03 08:25:00,2024-11-03 09:16:39,235.21,7.18,178.47
CYC006663,TRK009,EXC003,WA001,2024-01-22 12:04:00,2024-01-22 12:26:17,380.36,2.35,101.27
CYC006664,TRK010,EXC001,QLD001,2024-01-08 19:37:00,2024-01-08 20:08:30,384.15,4.47,194.58
CYC006665,TRK012,EXC005,NSW001,2024-02-26 07:53:00,2024-02-26 08:49:00,339.52,7.71,81.09
CYC006666,TRK007,EXC005,WA001,2024-02-09 15:22:00,2024-02-09 15:42:07,333.72,7.96,167.71
CYC006667,TRK013,EXC002,NSW001,2024-06-17 07:07:00,2024-06-17 07:53:24,234.96,3.11,237.31
CYC006668,TRK002,EXC001,NSW001,2024-12-16 00:22:00,2024-12-16 00:42:06,300.68,3.5km,126.96
CYC006669,TRK014,EXC005,WA001,2024-09-09 07:32:00,2024-09-09 08:09:18,342.67,7.23,82.37
CYC006670,TRK001,EXC002,QLD001,2024-11-24 00:38:00,2024-11-24 00:59:27,309.76,7.07,163.14
CYC006671,TRK013,EXC001,WA001,2024-12-24 14:07:00,2024-12-24 14:54:54,248.74,4.42,223.1
CYC006672,TRK001,EXC001,WA001,2024-11-19 03:43:00,,297.84,5.0,132.87
CYC006673,TRK003,EXC005,QLD001,2024-09-18 05:24:00,2024-09-18 06:17:26,226.29,5.46,117.45
CYC006674,TRK007,EXC004,NSW001,2024-06-14 00:53:00,,252.36,4.7km,176.99
CYC006675,TRK007,EXC005,WA001,2024-04-27 08:01:00,2024-04-27 08:42:39,285.13,2.9km,132.92
CYC006676,TRK013,EXC004,WA001,2024-01-12 15:59:00,2024-01-12 16:22:58,370.37,4.59,113.44
CYC006677,TRK006,EXC002,QLD001,2024-08-18 05:54:00,,398.36,8.36,206.1
CYC006678,TRK010,EXC005,NSW001,2024-03-25 23:39:00,2024-03-26 00:36:20,296.56,4.24,91.66
CYC006679,TRK003,EXC004,WA001,2024-06-23 09:49:00,2024-06-23 10:18:55,244.57,3.8,246.84
CYC006680,TRK004,EXC002,WA001,2024-12-01 03:08:00,2024-12-01 03:38:21,365.88,2.0km,127.27
CYC006681,TRK011,EXC002,WA001,2024-06-26 07:46:00,2024-06-26 08:27:24,382.19,5.25,219.9
CYC006682,TRK001,EXC004,NSW001,2024-05-09 17:14:00,2024-05-09 17:59:41,212.65,3.46,127.21
CYC006683,TRK001,EXC005,QLD001,2024-06-23 19:20:00,2024-06-23 20:13:04,392.49,1.97,121.39
CYC006684,TRK007,EXC002,NSW001,2024-10-26 03:34:00,,347.31,3.7km,224.49
CYC006685,TRK004,EXC004,WA001,2024-03-07 18:32:00,2024-03-07 19:14:56,265.93,3.42,100.83
CYC006686,TRK001,EXC002,WA001,2024-05-23 09:31:00,2024-05-23 10:17:16,309.12,3.1km,114.83
CYC006687,TRK002,EXC005,WA001,2024-09-14 04:48:00,2024-09-14 05:16:13,304.81,7.87,217.95
CYC006688,TRK001,EXC001,QLD001,2024-04-22 21:48:00,2024-04-22 22:28:05,321.54,7.05,203.14
CYC006689,TRK009,EXC006,NSW001,2024-03-14 14:34:00,2024-03-14 15:13:41,206.37,2.39,151.23
CYC006690,TRK007,EXC006,QLD001,2024-01-29 07:06:00,2024-01-29 07:38:19,225.84,3.63,99.87
CYC006691,TRK013,EXC006,QLD001,2024-06-25 17:46:00,2024-06-25 18:17:44,271.49,6.97,210.16
CYC006692,TRK011,EXC005,QLD001,2024-07-12 17:32:00,2024-07-12 18:03:38,288.19,4.04,204.41
CYC006693,TRK009,EXC005,QLD001,2024-04-23 15:08:00,2024-04-23 16:03:42,271.64,6.79,147.17
CYC006694,TRK001,EXC004,WA001,2024-01-28 07:09:00,2024-01-28 07:47:40,347.11,3.98,136.91
CYC006695,TRK008,EXC005,QLD001,2024-12-03 19:22:00,2024-12-03 20:09:32,338.48,3.75,131.99
CYC006696,TRK005,EXC004,NSW001,2024-06-02 16:49:00,2024-06-02 17:16:03,324.98,6.21,146.87
CYC006697,TRK014,EXC003,NSW001,2024-09-22 22:24:00,2024-09-22 23:02:30,264.86,1.58,192.92
CYC006698,TRK006,EXC003,NSW001,2024-05-31 19:24:00,2024-05-31 20:23:26,386.79,4.3km,101.44
CYC006699,TRK015,EXC003,WA001,2024-07-06 11:12:00,2024-07-06 11:44:26,234.59,4.27,87.37
CYC006700,TRK007,EXC003,NSW001,2024-09-08 11:30:00,2024-09-08 12:03:15,321.06,5.9km,90.12
CYC006701,TRK005,EXC001,QLD001,2024-02-27 00:39:00,2024-02-27 01:24:48,359.18,5.98,131.07
CYC006702,TRK013,EXC005,QLD001,2024-03-03 09:12:00,2024-03-03 09:57:16,228.44,3.96,171.1
CYC006703,TRK014,EXC001,WA001,2024-10-16 13:10:00,,203.85,8.4km,188.37
CYC006704,TRK010,EXC005,QLD001,2024-09-05 19:20:00,2024-09-05 19:41:36,315.6,3.5km,164.02
CYC006705,TRK004,EXC002,WA001,2024-12-16 13:59:00,2024-12-16 14:34:00,323.23,6.37,222.41
CYC006706,TRK009,EXC003,WA001,2024-04-19 22:17:00,2024-04-19 22:57:53,250.48,3.69,239.94
CYC006707,TRK008,EXC003,NSW001,2024-04-06 16:16:00,2024-04-06 16:47:21,288.73,1.73,154.58
CYC006708,TRK008,EXC004,NSW001,2024-03-24 19:21:00,2024-03-24 20:13:33,257.94,7.54,191.83
CYC006709,TRK013,EXC003,NSW001,2024-04-27 05:45:00,,319.3,7.6km,211.08
CYC006710,TRK011,EXC002,WA001,2024-03-12 03:26:00,2024-03-12 04:22:14,364.14,8.0km,196.0
CYC006711,TRK011,EXC004,NSW001,2024-04-20 11:13:00,2024-04-20 12:08:07,295.13,7.79,101.5
CYC006712,TRK005,EXC001,NSW001,2024-09-04 20:14:00,2024-09-04 20:38:52,357.94,4.35,192.72
CYC006713,TRK007,EXC001,QLD001,2024-04-16 20:31:00,,236.23,4.12,231.09
CYC006714,TRK013,EXC003,WA001,2024-12-15 19:28:00,2024-12-15 20:09:37,251.55,6.04,212.73
CYC006715,TRK009,EXC006,NSW001,2024-07-14 13:40:00,2024-07-14 14:35:24,349.85,2.67,211.98
CYC006716,TRK004,EXC002,WA001,2024-11-11 16:54:00,2024-11-11 17:43:16,226.06,4.3km,144.58
CYC006717,TRK001,EXC005,QLD001,2024-06-03 08:47:00,2024-06-03 09:14:27,394.88,6.97,214.74
CYC006718,TRK013,EXC002,QLD001,2024-05-16 16:16:00,2024-05-16 17:05:28,243.5,3.38,229.11
CYC006719,TRK009,EXC002,NSW001,2024-02-06 08:23:00,2024-02-06 09:08:39,385.79,3.62,82.76
CYC006720,TRK011,EXC002,QLD001,2024-08-18 10:32:00,2024-08-18 11:26:07,228.0,2.64,119.13
CYC006721,TRK009,EXC003,NSW001,2024-12-28 20:09:00,2024-12-28 20:41:19,381.14,8.37,205.64
CYC006722,TRK006,EXC001,WA001,2024-01-24 21:35:00,2024-01-24 21:56:59,364.36,6.04,140.02
CYC006723,TRK008,EXC006,QLD001,2024-06-27 23:55:00,2024-06-28 00:34:32,347.99,4.03,121.45
CYC006724,TRK007,EXC001,QLD001,2024-04-04 01:59:00,2024-04-04 02:52:22,300.11,3.19,156.23
CYC006725,TRK009,EXC002,QLD001,2024-04-19 14:20:00,2024-04-19 14:40:45,291.29,4.27,129.93
CYC006726,TRK005,EXC001,WA001,2024-02-16 04:54:00,2024-02-16 05:18:50,398.06,5.46,-209.3
CYC006727,TRK003,EXC002,QLD001,2024-05-27 17:16:00,2024-05-27 17:44:05,348.66,3.35,228.38
CYC006728,TRK008,EXC006,WA001,2024-07-03 12:38:00,2024-07-03 13:19:26,338.92,1.71,160.37
CYC006729,TRK003,EXC005,QLD001,2024-02-14 03:23:00,2024-02-14 03:57:27,253.85,8.45,248.33
CYC006730,TRK001,EXC002,QLD001,2024-07-21 10:58:00,2024-07-21 11:55:41,228.31,2.5km,224.04
CYC006731,TRK011,EXC004,NSW001,2024-07-04 23:07:00,2024-07-05 00:00:39,358.68,3.4,140.31
CYC006732,TRK006,EXC003,QLD001,2024-11-15 05:04:00,,366.68,2.2,137.86
CYC006733,TRK011,EXC002,WA001,2024-05-21 02:32:00,2024-05-21 02:54:49,293.91,8.22,213.95
CYC006734,TRK006,EXC001,WA001,2024-08-28 23:27:00,2024-08-29 00:07:37,350.09,5.84,114.9
CYC006735,TRK011,EXC003,WA001,2024-11-13 16:50:00,2024-11-13 17:16:15,318.41,2.01,240.52
CYC006736,TRK002,EXC005,WA001,2024-12-03 11:55:00,2024-12-03 12:23:54,234.46,6.3km,101.1
CYC006737,TRK014,EXC005,NSW001,2024-05-02 19:49:00,2024-05-02 20:38:25,217.94,4.45,245.33
CYC006738,TRK006,EXC006,QLD001,2024-11-09 15:22:00,2024-11-09 16:09:02,293.21,5.5km,152.72
CYC006739,TRK008,EXC003,WA001,2024-08-12 04:12:00,2024-08-12 05:06:12,268.26,7.38,170.89
CYC006740,TRK010,EXC002,NSW001,2024-05-16 00:04:00,2024-05-16 01:02:33,352.17,1.66,153.05
CYC006741,TRK009,EXC005,QLD001,2024-03-11 11:55:00,2024-03-11 12:26:26,368.6,4.1km,127.44
CYC006742,TRK009,EXC001,WA001,2024-06-25 10:55:00,2024-06-25 11:39:09,310.74,1.57,240.94
CYC006743,TRK005,EXC002,WA001,2024-07-17 17:17:00,2024-07-17 18:01:14,308.68,2.14,227.23
CYC006744,TRK004,EXC001,QLD001,2024-04-27 19:18:00,2024-04-27 19:39:00,207.82,4.65,112.14
CYC006745,TRK001,EXC002,QLD001,2024-04-23 15:15:00,2024-04-23 15:48:45,370.15,3.19,179.61
CYC006746,TRK013,EXC004,QLD001,2024-06-20 13:59:00,2024-06-20 14:51:39,346.52,5.44,243.59
CYC006747,TRK007,EXC001,WA001,2024-08-01 08:50:00,2024-08-01 09:34:36,361.88,7.35,155.72
CYC006748,TRK001,EXC003,QLD001,2024-07-13 11:59:00,2024-07-13 12:33:18,247.83,3.0km,210.65
CYC006749,TRK007,EXC004,WA001,2024-06-26 08:33:00,2024-06-26 09:04:51,243.62,3.59,127.09
CYC006750,TRK003,EXC001,NSW001,2024-11-11 08:48:00,2024-11-11 09:29:05,285.49,6.62,211.13
CYC006751,TRK001,EXC005,NSW001,2024-01-30 14:31:00,2024-01-30 15:18:28,378.36,3.0km,102.59
CYC006752,TRK006,EXC006,QLD001,2024-04-28 20:16:00,2024-04-28 21:10:09,259.14,6.08,128.69
CYC006753,TRK008,EXC005,WA001,2024-07-11 07:32:00,2024-07-11 08:16:43,367.22,2.94,144.67
CYC006754,TRK014,EXC002,QLD001,2024-03-02 11:38:00,2024-03-02 12:14:36,315.32,7.41,150.73
CYC006755,TRK012,EXC004,WA001,2024-11-30 04:12:00,2024-11-30 05:04:44,397.52,1.9km,166.2
CYC006756,TRK012,EXC001,QLD001,2024-11-09 20:32:00,2024-11-09 21:19:21,366.20,3.7km,231.72
CYC006757,TRK015,EXC005,QLD001,2024-11-01 03:02:00,2024-11-01 04:00:47,322.87,2.94,214.24
CYC006758,TRK014,EXC006,WA001,2024-06-19 23:55:00,2024-06-20 00:47:21,212.07,5.23,155.85
CYC006759,TRK006,EXC005,NSW001,2024-07-22 06:07:00,2024-07-22 06:35:32,257.52,3.24,96.09
CYC006760,TRK003,EXC005,WA001,2024-02-06 18:25:00,2024-02-06 19:21:26,307.12,6.63,197.8
CYC006761,TRK012,EXC005,NSW001,2024-09-05 13:53:00,2024-09-05 14:28:04,236.36,5.1,83.42
CYC006762,TRK004,EXC006,QLD001,2024-08-28 20:40:00,2024-08-28 21:12:46,347.84,4.2km,230.01
CYC006763,TRK015,EXC005,WA001,2024-08-16 05:48:00,2024-08-16 06:38:31,257.28,1.86,224.19
CYC006764,TRK012,EXC001,NSW001,2024-12-06 23:04:00,2024-12-07 00:00:08,230.27,6.86,110.99
CYC006765,TRK006,EXC003,WA001,2024-06-27 00:42:00,2024-06-27 01:14:33,398.49,6.7km,142.22
CYC006766,TRK015,EXC006,QLD001,2024-03-18 11:09:00,2024-03-18 11:40:19,277.27,7.31,160.78
CYC006767,TRK013,EXC003,NSW001,2024-01-25 08:27:00,2024-01-25 09:19:48,360.69,2.4,186.75
CYC006768,TRK001,EXC004,WA001,2024-05-18 16:55:00,2024-05-18 17:45:30,370.59,2.5km,146.7
CYC006769,TRK005,EXC005,QLD001,2024-11-13 23:12:00,2024-11-13 23:58:38,319.99,8.33,180.05
CYC006770,TRK009,EXC001,NSW001,2024-05-16 04:11:00,2024-05-16 04:34:57,324.84,6.3km,149.54
CYC006771,TRK011,EXC003,WA001,2024-07-26 02:31:00,2024-07-26 02:51:32,297.11,7.8km,172.72
CYC006772,TRK007,EXC006,QLD001,2024-12-05 22:57:00,2024-12-05 23:28:48,270.83,5.19,227.71
CYC006773,TRK010,EXC001,WA001,2024-07-27 14:36:00,2024-07-27 15:24:49,370.58,7.2,155.81
CYC006774,TRK007,EXC002,WA001,2024-12-03 00:52:00,2024-12-03 01:21:19,310.56,1.53,156.85
CYC006775,TRK015,EXC003,NSW001,2024-06-10 23:45:00,2024-06-11 00:28:19,360.25,6.16,243.81
CYC006776,TRK013,EXC003,WA001,2024-06-26 05:06:00,2024-06-26 05:46:07,225.85,1.69,179.77
CYC006777,TRK001,EXC005,NSW001,2024-07-21 04:01:00,2024-07-21 04:36:28,257.18,6.47,191.67
CYC006778,TRK010,EXC001,QLD001,2024-09-23 17:51:00,2024-09-23 18:26:07,209.64,4.81,181.55
CYC006779,TRK010,EXC004,NSW001,2024-05-24 01:40:00,2024-05-24 02:21:53,246.63,7.5km,100.54
CYC006780,TRK004,EXC002,QLD001,2024-03-07 07:32:00,2024-03-07 08:00:59,291.78,2.13,155.84
CYC006781,TRK005,EXC006,QLD001,2024-03-11 18:58:00,2024-03-11 19:30:21,335.7,2.06,-207.97
CYC006782,TRK008,EXC002,NSW001,2024-11-22 23:52:00,2024-11-23 00:37:27,353.41,2.7km,186.99
CYC006783,TRK006,EXC002,NSW001,2024-02-12 14:00:00,2024-02-12 14:55:53,317.52,6.73,82.28
CYC006784,TRK004,EXC003,QLD001,2024-12-17 06:35:00,2024-12-17 07:08:48,341.97,5.35,144.57
CYC006785,TRK003,EXC002,WA001,2024-01-27 21:29:00,2024-01-27 21:53:39,340.38,4.42,213.88
