date,site_id,ore_tonnes,waste_tonnes,plan_tonnes,recovery_pct
2024-10-18,QLD001,"11,307.97",23645.93,"11,302.17",87.35
2024-10-18,NSW001,"9,440.15",13268.07,9324.41,88.83
2024-10-19,WA001,9596.01,18307.52,10287.29,83.52
2024-10-19,QLD001,14144.46,12301.93,"14,740.37",91.28
2024-10-19,NSW001,14630.83,13580.82,"14,419.20",83.82
2024-10-20,WA001,"12,941.00",22960.23,"13,645.75",88.65
2024-10-20,QLD001,9644.02,16776.94,"9,590.91",92.91
2024-10-20,NSW001,10639.16,15932.65,"10,226.69",82.73
2024-10-21,WA001,13592.23,19028.8,14740.47,84.99
2024-10-21,QLD001,13523.48,"18,049.50",14334.94,84.97
2024-10-21,NSW001,8202.69,"13,888.41",8833.29,83.86
2024-10-22,WA001,13960.29,18138.33,"14,371.37",88.84
2024-10-22,QLD001,13857.94,17854.05,14413.0,90.36
2024-10-22,NSW001,13075.37,14162.1,13550.27,82.71
2024-10-23,WA001,13954.94,23524.19,13926.42,88.73
2024-10-23,QLD001,"13,659.81",-17774.43,"13,915.22",86.4
2024-10-23,NSW001,"13,080.91",19077.56,12780.42,82.62
2024-10-24,WA001,11014.9,22640.26,10577.87,82.39
2024-10-24,QLD001,12322.27,18815.57,13381.06,88.2
2024-10-24,NSW001,"10,743.68",15290.55,"11,480.09",88.83
2024-10-25,WA001,12039.22,20615.91,"12,219.41",84.69
2024-10-25,QLD001,13387.55,20643.69,14467.49,86.7
2024-10-25,NSW001,12620.42,-23463.89,12131.1,93.31
2024-10-26,WA001,8287.31,13539.94,"9,087.24",82.64
2024-10-26,QLD001,"11,993.01",15995.39,"12,631.20",83.36
2024-10-26,NSW001,14351.07,"19,183.40","13,719.25",88.29
2024-10-27,WA001,12538.4,14292.42,"12,406.79",90.69
2024-10-27,QLD001,8079.87,"14,007.56",8251.33,84.75
2024-10-27,NSW001,14642.91,"15,836.67","14,532.01",83.97
2024-10-28,WA001,10344.64,20413.85,9990.19,92.97
2024-10-28,QLD001,"8,381.27","-16,803.03",9162.67,89.79
2024-10-28,NSW001,14910.32,"14,334.46","15,224.18",89.35
2024-10-29,WA001,10251.93,"23,491.15","10,090.98",83.71
2024-10-29,QLD001,10068.7,"12,264.87",10039.67,85.19
2024-10-29,NSW001,14642.77,19618.92,16070.21,90.14
2024-10-30,WA001,"10,052.05",23725.52,"10,744.28",92.39
2024-10-30,QLD001,"8,622.44",21863.68,8243.04,89.11
2024-10-30,NSW001,11885.19,15023.02,11949.17,84.22
2024-10-31,WA001,14134.47,13248.96,"14,340.88",88.44
2024-10-31,QLD001,11560.17,19931.23,10992.44,85.71
2024-10-31,NSW001,12400.6,21388.62,12979.91,89.35
2024-11-01,WA001,11112.64,"15,297.04",11054.12,82.91
2024-11-01,QLD001,9371.62,"16,730.20",10241.03,93.95
2024-11-01,NSW001,10961.9,18667.92,"10,673.06",86.64
2024-11-02,WA001,9630.85,22563.76,"9,483.75",83.62
2024-11-02,QLD001,11791.16,"18,221.41","12,099.13",91.06
2024-11-02,NSW001,12601.55,17604.23,"12,766.47",84.85
2024-11-03,WA001,13103.67,"14,060.32","13,541.97",87.62
2024-11-03,QLD001,11789.62,17850.36,12810.41,84.43
2024-11-03,NSW001,8076.99,12541.49,"8,020.76",88.95
2024-11-04,WA001,14903.81,13863.71,15647.72,83.32
2024-11-04,QLD001,11402.32,"23,451.88",11028.8,92.94
2024-11-04,NSW001,10600.28,15602.96,"11,449.10",92.53
2024-11-05,WA001,13519.78,"12,954.15","13,731.81",84.17
2024-11-05,QLD001,"14,939.79",20665.89,"16,107.52",85.58
2024-11-05,NSW001,"14,959.46",20411.7,16445.81,87.42
2024-11-06,WA001,10209.04,"14,567.39",11074.73,88.43
2024-11-06,QLD001,11859.52,22267.92,11554.63,93.6
2024-11-06,NSW001,"11,250.57","17,653.01",12137.88,88.93
2024-11-07,WA001,8040.85,15944.82,7677.21,85.47
2024-11-07,QLD001,10922.16,21483.8,11562.57,88.2
2024-11-07,NSW001,12967.93,"18,666.46",12603.11,89.09
2024-11-08,WA001,12475.52,21579.06,12919.54,89.8
2024-11-08,QLD001,9998.66,21490.4,10529.51,88.02
2024-11-08,NSW001,11803.19,24498.25,11347.91,91.35
2024-11-09,WA001,10221.76,"23,525.87","10,206.56",91.55
2024-11-09,QLD001,9723.22,24618.12,"10,586.52",86.3
2024-11-09,NSW001,8516.12,14691.21,8363.62,88.72
2024-11-10,WA001,"13,891.04","20,252.85",13945.13,92.83
2024-11-10,QLD001,8928.04,17211.86,"9,771.21",88.61
2024-11-10,NSW001,9220.63,23194.23,9758.73,92.41
2024-11-11,WA001,10130.97,20016.55,10440.71,86.74
2024-11-11,QLD001,10103.78,22369.27,10131.87,88.25
2024-11-11,NSW001,13745.3,13083.39,14546.64,82.69
2024-11-12,WA001,10828.49,23099.27,"10,444.39",91.74
2024-11-12,QLD001,"12,162.31",13939.26,11937.9,82.33
2024-11-12,NSW001,11398.69,12089.41,12430.94,85.64
2024-11-13,WA001,11571.94,"24,411.14","12,349.74",92.56
2024-11-13,QLD001,"11,628.21",23568.52,12231.08,82.28
2024-11-13,NSW001,"13,201.95",24095.01,13873.91,85.17
2024-11-14,WA001,14114.48,14999.25,"14,696.16",87.75
2024-11-14,QLD001,11458.92,"12,666.07",10903.78,89.43
2024-11-14,NSW001,9075.51,"15,370.82","9,885.91",89.7
2024-11-15,WA001,14306.67,"16,786.01",15384.41,86.02
2024-11-15,QLD001,13322.16,17378.92,12799.87,83.91
2024-11-15,NSW001,"9,596.21",14165.99,0.00,92.99
2024-11-16,WA001,"11,562.64","14,000.47",12442.5,82.73
2024-11-16,QLD001,10122.72,12356.78,0.00,83.14
2024-11-16,NSW001,"10,091.97",19983.29,9933.54,84.72
2024-11-17,WA001,13131.02,13486.28,"13,239.43",93.33
2024-11-17,QLD001,10985.88,12400.07,11330.36,93.9
2024-11-17,NSW001,"8,134.88","19,348.42",8716.22,85.25
2024-11-18,WA001,13066.13,16161.96,12552.35,88.39
2024-11-18,QLD001,10187.7,23126.7,10098.59,93.46
2024-11-18,NSW001,10319.82,"17,228.00",10223.51,93.09
2024-11-19,WA001,12873.73,17994.05,13888.79,83.07
2024-11-19,QLD001,12648.35,17814.89,12299.05,88.39
2024-11-19,NSW001,"9,877.71",23144.19,10686.1,87.86
2024-11-20,WA001,14499.07,14488.43,15790.4,90.22
2024-11-20,QLD001,13531.71,"22,104.35",14660.03,87.75
2024-11-20,NSW001,13597.68,13887.52,13544.09,88.95
2024-11-21,WA001,13833.44,18474.35,14412.38,92.98
2024-11-21,QLD001,"12,492.92",20642.86,"13,552.15",85.94
2024-11-21,NSW001,14171.15,"19,325.18","13,718.46",93.55
2024-11-22,WA001,13558.56,16491.93,14399.88,92.99
2024-11-22,QLD001,8306.52,13428.44,8239.05,91.1
2024-11-22,NSW001,"9,631.98",24832.87,"10,148.99",85.7
2024-11-23,WA001,10560.78,"24,946.04",10461.47,85.07
2024-11-23,QLD001,11791.9,22582.25,12779.65,83.78
2024-11-23,NSW001,14721.01,"18,002.30",14156.68,82.53
2024-11-24,WA001,8924.48,24123.36,"8,761.82",83.19
2024-11-24,QLD001,12417.26,20404.68,"12,757.69",91.25
2024-11-24,NSW001,11049.35,24562.17,11841.8,84.3
2024-11-25,WA001,13759.75,16335.41,"14,172.50",84.68
2024-11-25,QLD001,9098.24,13033.8,9867.95,82.77
2024-11-25,NSW001,8225.95,"20,412.21",9019.87,90.62
2024-11-26,WA001,9542.19,"23,100.62",10166.22,86.03
2024-11-26,QLD001,11847.96,18053.61,12274.14,90.35
2024-11-26,NSW001,9740.74,16218.02,10057.2,83.69
2024-11-27,WA001,8495.3,13944.66,"9,220.34",89.21
2024-11-27,QLD001,"8,261.43",13006.96,8641.99,87.04
2024-11-27,NSW001,10108.76,19391.11,"10,295.36",89.63
2024-11-28,WA001,12357.02,14269.15,"12,701.98",86.72
2024-11-28,QLD001,8378.52,14569.81,"8,948.58",86.22
2024-11-28,NSW001,11855.32,20995.29,12641.69,91.1
2024-11-29,WA001,14611.25,14498.29,"14,397.56",90.91
2024-11-29,QLD001,"9,410.41",15404.42,9997.39,87.87
2024-11-29,NSW001,11385.42,20924.74,11971.36,91.01
2024-11-30,WA001,"11,286.21",12210.66,"12,235.49",83.59
2024-11-30,QLD001,9404.08,24180.09,10063.52,93.34
2024-11-30,NSW001,11293.81,24787.51,"12,374.24",84.22
2024-12-01,WA001,13625.72,16694.12,"14,624.86",87.04
2024-12-01,QLD001,"12,458.85",17040.18,12651.73,90.64
2024-12-01,NSW001,8536.22,18057.15,9296.25,88.24
2024-12-02,WA001,8973.86,15537.44,8715.92,91.85
2024-12-02,QLD001,11432.03,20849.24,11952.74,86.42
2024-12-02,NSW001,11336.87,"18,361.83","11,104.10",85.49
2024-12-03,WA001,8370.76,23495.45,8716.94,82.32
2024-12-03,QLD001,9704.67,20806.13,10435.65,91.54
2024-12-03,NSW001,"14,422.38",22660.42,14367.04,89.82
2024-12-04,WA001,"8,233.20",18241.45,8632.1,93.21
2024-12-04,QLD001,13278.89,20627.97,0,86.77
2024-12-04,NSW001,11131.06,18598.63,11708.24,92.56
2024-12-05,WA001,12465.82,12627.25,12206.29,90.17
2024-12-05,QLD001,9446.03,19890.27,9396.25,87.26
2024-12-05,NSW001,10954.58,13639.02,10868.33,90.71
2024-12-06,WA001,"13,547.03",18753.8,14095.82,91.12
2024-12-06,QLD001,13281.05,"14,000.26",14570.12,82.54
2024-12-06,NSW001,8743.41,"14,525.56","8,655.06",83.18
2024-12-07,WA001,10410.39,"24,901.11",10596.65,85.33
2024-12-07,QLD001,11462.78,21514.45,12202.13,86.38
2024-12-07,NSW001,"14,359.15",19330.63,13783.27,93.4
2024-12-08,WA001,9228.26,19860.54,9620.58,82.41
2024-12-08,QLD001,8323.61,19986.13,"8,340.49",86.06
2024-12-08,NSW001,9155.63,21737.28,9282.29,87.58
2024-12-09,WA001,12783.85,21384.87,13878.26,89.55
2024-12-09,QLD001,13410.76,21019.88,"13,692.37",83.17
2024-12-09,NSW001,14372.28,24470.21,15121.13,85.83
2024-12-10,WA001,"11,287.55",21936.21,11518.17,91.46
2024-12-10,QLD001,"11,616.99",14645.64,12236.01,88.31
2024-12-10,NSW001,14448.09,"13,986.08",15103.5,91.15
2024-12-11,WA001,"13,165.28",17074.06,13023.17,92.87
2024-12-11,QLD001,"11,641.02",12029.03,11307.25,83.94
2024-12-11,NSW001,"9,566.89",14230.23,9387.95,91.99
2024-12-12,WA001,14563.82,17665.85,15969.75,84.06
2024-12-12,QLD001,12608.55,22337.57,12249.69,85.14
2024-12-12,NSW001,13594.6,24486.13,13824.81,83.29
2024-12-13,WA001,8691.91,17656.98,"8,992.34",91.62
2024-12-13,QLD001,8926.56,"14,100.21",8786.52,83.67
2024-12-13,NSW001,8491.68,24460.13,0,91.69
2024-12-14,WA001,"11,135.52",17040.77,11588.82,89.09
2024-12-14,QLD001,10833.24,"19,210.13",10812.77,82.92
2024-12-14,NSW001,12025.34,"23,112.81",11976.72,87.11
2024-12-15,WA001,"11,393.05",12699.84,"11,710.66",87.58
2024-12-15,QLD001,11384.61,"17,648.72",12489.82,86.44
2024-12-15,NSW001,11134.87,"12,275.62",11763.08,85.59
2024-12-16,WA001,"8,110.80",24848.24,"8,093.40",86.15
2024-12-16,QLD001,11027.23,22181.6,10621.31,93.39
2024-12-16,NSW001,14983.82,15305.27,15764.41,90.14
2024-12-17,WA001,8203.56,16409.91,"8,295.14",86.77
2024-12-17,QLD001,10496.51,21925.45,11228.61,93.27
2024-12-17,NSW001,12908.94,18100.29,12895.59,83.21
2024-12-18,WA001,8931.11,"23,949.55",8626.02,91.6
2024-12-18,QLD001,10825.74,13110.93,10668.22,92.44
2024-12-18,NSW001,12354.63,20302.75,"11,800.66",93.87
2024-12-19,WA001,"10,926.25",23019.47,11705.99,88.8
2024-12-19,QLD001,11473.74,23054.74,"11,787.95",83.71
2024-12-19,NSW001,10139.99,17185.37,10574.29,91.14
2024-12-20,WA001,"9,282.26",19038.98,9748.9,84.78
2024-12-20,QLD001,"12,922.10",12434.04,"12,476.55",93.25
2024-12-20,NSW001,12822.5,20340.77,12984.02,85.13
2024-12-21,WA001,9530.95,20912.1,10289.34,87.78
2024-12-21,QLD001,12272.23,-15918.03,13259.87,90.91
2024-12-21,NSW001,"14,336.13",12049.52,14205.15,86.82
2024-12-22,WA001,"9,846.57",12531.23,10766.27,85.43
2024-12-22,QLD001,13630.84,12032.98,13079.72,84.67
2024-12-22,NSW001,"8,004.77",12411.46,8102.53,82.72
2024-12-23,WA001,14388.92,20049.12,15099.25,92.27
2024-12-23,QLD001,8011.03,21412.89,8603.66,93.71
2024-12-23,NSW001,11866.05,24148.43,11349.19,83.79
2024-12-24,WA001,"12,877.82","17,210.67",12593.76,93.95
2024-12-24,QLD001,14076.82,"14,407.75",0.00,91.76
2024-12-24,NSW001,"9,838.02",19579.28,9464.01,89.17
2024-12-25,WA001,8467.29,21484.37,8850.46,85.65
2024-12-25,QLD001,"12,049.52",12137.62,"12,349.54",88.74
2024-12-25,NSW001,10368.18,18283.02,11145.18,87.76
2024-12-26,WA001,14094.14,23720.31,14061.8,90.9
2024-12-26,QLD001,9701.87,23336.54,9937.7,88.76
2024-12-26,NSW001,10936.7,14565.59,10639.51,85.53
2024-12-27,WA001,10062.87,12223.8,9931.17,88.94
2024-12-27,QLD001,8129.7,22682.02,"8,215.32",89.68
2024-12-27,NSW001,11884.9,23135.81,11845.56,88.26
2024-12-28,WA001,"14,942.50","18,113.16",14649.07,93.77
2024-12-28,QLD001,8513.49,19503.77,8735.88,82.94
2024-12-28,NSW001,13938.99,14725.59,15253.22,85.29
2024-12-29,WA001,"14,523.08",14443.51,14477.32,91.82
2024-12-29,QLD001,14175.41,21179.93,"15,401.44",84.69
2024-12-29,NSW001,10858.77,"18,261.61","11,613.82",85.18
2024-12-30,WA001,12876.16,-23713.84,14163.18,88.83
2024-12-30,QLD001,12810.11,"24,873.18",13767.85,93.26
2024-12-30,NSW001,13050.16,12494.0,12831.31,91.18
