work_order_id,equipment_id,site_id,open_time,close_time,failure_type,parts_cost_aud,labor_hours,priority
WO02365,TRK004,QLD001,2024-02-12 17:00:00,2024-02-13 09:11:50,engine failure,"$42,366.16",18.11,Medium
WO02366,EXC004,NSW001,2024-02-24 10:00:00,2024-02-25 19:51:04,Sensor Malfunction,11128.61,35.02,high
WO02367,EXC002,QLD001,2024-05-06 16:00:00,2024-05-07 21:48:32,Hydraulic Leak,49488.03,15.22,LOW
WO02368,EXC005,NSW001,2024-06-14 05:00:00,2024-06-14 10:08:22,Brake System,26015.18,4.28,HIGH
WO02369,TRK014,WA001,2024-02-24 00:00:00,2024-02-24 14:08:52,Coolant System,7550.66,9.17,Medium
WO02370,CNV002,QLD001,2024-09-28 16:00:00,2024-09-28 21:48:51,sensor malfunction,"$28,749.99",8.36,HIGH
WO02371,TRK008,QLD001,2024-07-01 17:00:00,2024-07-02 11:29:26,Hydraulic Leak,44477.40,9.35,HIGH
WO02372,CRU002,QLD001,2024-06-02 01:00:00,2024-06-02 09:07:18,Tire Damage,"$128,732.00",10.63,Medium
WO02373,TRK008,WA001,2024-08-27 13:00:00,2024-08-29 06:00:38,ENGINE FAILURE,"$21,223.83",44.07,LOW
WO02374,TRK009,QLD001,2024-02-22 13:00:00,2024-02-22 20:05:02,Brake System,18647.11,5.11,Medium
WO02375,EXC005,WA001,2024-12-09 10:00:00,2024-12-10 14:52:56,tire damage,"$44,405.94",20.91,Medium
WO02376,TRK012,NSW001,2024-02-15 00:00:00,2024-02-16 07:28:26,coolant system,22117.47,40.96,MEDIUM
WO02377,EXC006,WA001,2024-03-29 00:00:00,2024-03-30 11:01:38,Bearing Failure,"$34,434.90",36.86,high
WO02378,TRK014,QLD001,2024-08-13 09:00:00,2024-08-14 17:24:36,Hydraulic Leak,"$6,253.96",34.79,MEDIUM
WO02379,EXC001,NSW001,2024-07-04 19:00:00,2024-07-06 04:19:42,Brake System,4852.60,19.23,high
WO02380,CRU003,NSW001,2024-02-16 08:00:00,,Hydraulic Leak,3713.29,15.93,MEDIUM
WO02381,TRK004,NSW001,2024-06-20 20:00:00,2024-06-21 05:25:48,engine failure,3319.60,9.36,Medium
WO02382,TRK005,NSW001,2024-02-21 17:00:00,2024-02-22 19:51:21,hydraulic leak,38773.06,34.97,Medium
WO02383,TRK001,NSW001,2024-12-15 14:00:00,2024-12-17 05:35:01,Bearing Failure,29296.10,35.26,Medium
WO02384,TRK004,QLD001,2024-04-04 23:00:00,,electrical fault,"$17,126.70",10.53,high
WO02385,CRU003,NSW001,2024-11-21 16:00:00,2024-11-23 10:38:05,engine failure,43732.93,46.46,MEDIUM
WO02386,TRK004,WA001,2024-04-09 01:00:00,2024-04-10 20:32:03,Engine Failure,37180.51,58.61,MEDIUM
WO02387,CRU002,NSW001,2024-10-01 11:00:00,2024-10-02 05:26:44,Electrical Fault,"$139,035.00",27.22,high
WO02388,TRK011,NSW001,2024-03-25 11:00:00,2024-03-25 23:19:31,Engine Failure,"$14,000.86",6.87,HIGH
WO02389,TRK005,NSW001,2024-06-10 21:00:00,2024-06-12 19:30:04,Tire Damage,35007.52,42.27,MEDIUM
WO02390,TRK013,QLD001,2024-06-17 22:00:00,2024-06-19 07:49:37,Belt Replacement,"$120,592.00",22.21,MEDIUM
WO02391,CRU002,QLD001,2024-06-21 21:00:00,2024-06-22 10:46:15,Brake System,34746.02,12.38,MEDIUM
WO02392,TRK008,WA001,2024-05-19 02:00:00,2024-05-20 20:39:28,Transmission Issue,42247.28,43.47,high
WO02393,TRK012,QLD001,2024-08-06 12:00:00,2024-08-08 00:52:35,brake system,"$8,401.30",22.89,Medium
WO02394,EXC005,WA001,2024-06-15 11:00:00,2024-06-16 17:06:57,Sensor Malfunction,39084.33,17.74,high
WO02395,CRU001,NSW001,2024-07-30 02:00:00,2024-07-30 06:02:32,tire damage,7043.60,4.58,high
WO02396,TRK005,QLD001,2024-05-15 16:00:00,2024-05-17 03:01:13,COOLANT SYSTEM,36691.66,39.51,Medium
WO02397,CNV002,QLD001,2024-01-24 01:00:00,2024-01-24 05:08:08,Belt Replacement,29995.17,3.93,Medium
WO02398,EXC002,NSW001,2024-12-20 03:00:00,2024-12-21 06:01:56,Transmission Issue,16576.99,37.42,MEDIUM
WO02399,TRK004,NSW001,2024-02-28 11:00:00,2024-02-28 15:03:40,SENSOR MALFUNCTION,18925.77,3.48,high
WO02400,TRK011,NSW001,2024-03-17 08:00:00,2024-03-18 07:35:26,Sensor Malfunction,31570.26,28.17,MEDIUM
WO02401,TRK013,WA001,2024-05-28 19:00:00,2024-05-30 18:48:35,Transmission Issue,5972.37,28.98,high
WO02402,CRU001,WA001,2024-06-19 22:00:00,2024-06-20 14:38:49,Bearing Failure,"$176,931.00",12.96,LOW
WO02403,CNV002,WA001,2024-12-22 13:00:00,2024-12-23 21:43:46,HYDRAULIC LEAK,38573.56,29.88,high
WO02404,CNV003,NSW001,2024-05-02 22:00:00,,Electrical Fault,36115.68,27.03,HIGH
WO02405,EXC003,NSW001,2024-05-07 15:00:00,2024-05-08 00:44:42,Transmission Issue,3843.50,11.73,HIGH
WO02406,EXC003,NSW001,2024-02-22 10:00:00,2024-02-23 08:26:43,coolant system,38817.21,26.87,MEDIUM
WO02407,TRK009,WA001,2024-11-14 10:00:00,2024-11-16 08:30:35,Hydraulic Leak,42327.07,24.44,Medium
WO02408,CNV002,WA001,2024-08-21 07:00:00,2024-08-21 14:14:10,belt replacement,36622.79,8.31,high
WO02409,TRK014,WA001,2024-04-05 07:00:00,2024-04-06 02:06:50,Brake System,"$36,224.62",18.74,MEDIUM
WO02410,TRK014,QLD001,2024-05-22 05:00:00,2024-05-22 17:05:24,electrical fault,29907.46,7.61,LOW
WO02411,TRK003,QLD001,2024-08-06 15:00:00,2024-08-08 05:50:57,Hydraulic Leak,43033.76,34.68,high
WO02412,EXC006,QLD001,2024-09-17 16:00:00,2024-09-18 10:10:03,Bearing Failure,"$34,804.31",24.61,Medium
WO02413,EXC006,NSW001,2024-10-20 20:00:00,,coolant system,43802.45,63.2,LOW
WO02414,TRK015,QLD001,2024-07-04 01:00:00,2024-07-04 16:41:50,Tire Damage,39847.45,9.84,Medium
WO02415,TRK008,WA001,2024-11-14 02:00:00,2024-11-15 17:01:10,Engine Failure,16867.36,56.92,LOW
WO02416,EXC004,QLD001,2024-02-07 08:00:00,2024-02-07 14:41:30,Bearing Failure,38445.12,5.65,Medium
WO02417,EXC003,WA001,2024-01-19 18:00:00,2024-01-20 01:27:54,brake system,44429.64,5.04,LOW
WO02418,CNV003,WA001,2024-06-17 23:00:00,2024-06-18 03:13:58,Engine Failure,"$13,849.92",3.4,LOW
WO02419,TRK014,NSW001,2024-06-12 05:00:00,2024-06-13 14:20:17,Sensor Malfunction,5239.65,43.29,HIGH
WO02420,CNV003,WA001,2024-08-26 07:00:00,2024-08-27 14:14:53,engine failure,"$150,291.00",34.08,HIGH
WO02421,TRK010,NSW001,2024-08-24 04:00:00,2024-08-26 01:22:07,Bearing Failure,47183.97,43.81,HIGH
WO02422,CRU001,WA001,2024-11-02 03:00:00,2024-11-02 22:44:11,hydraulic leak,"$23,758.42",14.25,LOW
WO02423,TRK003,QLD001,2024-09-15 13:00:00,2024-09-16 06:43:27,belt replacement,9125.81,25.99,LOW
WO02424,TRK008,NSW001,2024-01-08 01:00:00,2024-01-08 23:44:30,Brake System,"$125,450.00",19.25,HIGH
WO02425,TRK012,NSW001,2024-12-21 15:00:00,2024-12-22 19:59:20,bearing failure,"$45,615.93",24.67,HIGH
WO02426,TRK014,NSW001,2024-11-20 12:00:00,2024-11-20 15:11:32,Sensor Malfunction,6599.22,2.81,Medium
WO02427,TRK004,NSW001,2024-01-18 02:00:00,2024-01-18 05:20:45,Sensor Malfunction,49635.96,3.01,LOW
WO02428,EXC004,QLD001,2024-07-18 16:00:00,2024-07-20 12:07:06,Sensor Malfunction,17920.00,32.22,Medium
WO02429,TRK006,NSW001,2024-10-31 01:00:00,2024-10-31 04:37:08,Tire Damage,22829.95,3.26,MEDIUM
WO02430,CNV003,WA001,2024-03-22 19:00:00,2024-03-24 10:04:10,sensor malfunction,"$180,296.00",35.44,high
WO02431,TRK011,QLD001,2024-09-25 19:00:00,2024-09-26 02:47:43,Hydraulic Leak,16918.36,9.9,Medium
WO02432,TRK015,QLD001,2024-12-01 03:00:00,2024-12-01 22:45:07,hydraulic leak,13558.54,17.09,HIGH
WO02433,TRK012,QLD001,2024-08-08 02:00:00,2024-08-09 08:27:55,tire damage,26976.94,44.69,LOW
WO02434,TRK013,WA001,2024-12-19 19:00:00,2024-12-21 03:52:58,hydraulic leak,19478.18,19.0,LOW
WO02435,EXC002,NSW001,2024-11-27 00:00:00,2024-11-28 06:20:30,Tire Damage,38604.14,38.11,LOW
WO02436,CNV001,QLD001,2024-10-31 23:00:00,2024-11-02 13:10:06,Electrical Fault,45658.78,37.92,Medium
WO02437,CRU002,QLD001,2024-01-12 21:00:00,2024-01-14 15:07:52,Belt Replacement,"$1,895.25",26.24,MEDIUM
WO02438,TRK004,WA001,2024-03-13 02:00:00,2024-03-13 05:46:43,TRANSMISSION ISSUE,6619.63,4.22,HIGH
WO02439,TRK004,QLD001,2024-07-03 04:00:00,2024-07-03 10:11:33,engine failure,"$21,821.37",9.24,high
WO02440,TRK014,QLD001,2024-03-29 08:00:00,2024-03-30 04:08:31,electrical fault,27477.59,13.73,high
WO02441,EXC006,NSW001,2024-03-07 04:00:00,2024-03-08 05:50:40,transmission issue,"$30,998.91",32.51,Medium
WO02442,TRK003,QLD001,2024-01-10 21:00:00,2024-01-12 19:07:41,Coolant System,28039.78,67.72,Medium
WO02443,TRK010,QLD001,2024-02-29 14:00:00,2024-03-01 21:56:57,Sensor Malfunction,39933.87,26.43,Medium
WO02444,TRK015,QLD001,2024-04-10 12:00:00,2024-04-10 20:51:00,Bearing Failure,41025.70,12.23,MEDIUM
WO02445,TRK012,NSW001,2024-04-15 11:00:00,2024-04-15 16:29:05,brake system,36885.37,5.82,high
WO02446,EXC001,QLD001,2024-01-30 00:00:00,2024-01-30 08:03:35,Engine Failure,31492.52,5.12,MEDIUM
WO02447,TRK006,QLD001,2024-04-30 14:00:00,2024-05-01 02:24:07,Transmission Issue,39192.44,13.09,Medium
WO02448,TRK008,NSW001,2024-03-18 21:00:00,2024-03-20 02:00:55,engine failure,"$42,685.26",23.26,LOW
WO02449,TRK005,QLD001,2024-01-14 14:00:00,2024-01-16 02:28:49,Engine Failure,"$20,978.11",24.01,high
WO02450,TRK007,WA001,2024-02-21 12:00:00,2024-02-21 15:43:36,Bearing Failure,"$38,334.61",5.1,Medium
WO02451,EXC003,NSW001,2024-10-20 10:00:00,2024-10-20 19:34:06,Transmission Issue,"$48,406.30",13.43,HIGH
WO02452,TRK015,NSW001,2024-09-07 05:00:00,2024-09-07 16:02:55,Tire Damage,20456.20,6.65,MEDIUM
WO02453,TRK009,NSW001,2024-08-10 19:00:00,2024-08-11 08:59:12,brake system,"$22,765.76",19.9,MEDIUM
WO02454,CRU003,NSW001,2024-08-28 17:00:00,2024-08-29 04:25:46,Engine Failure,"$38,592.00",9.75,Medium
WO02455,CRU001,NSW001,2024-11-12 22:00:00,2024-11-14 00:10:42,Sensor Malfunction,15989.23,21.07,LOW
WO02456,TRK008,QLD001,2024-12-27 18:00:00,2024-12-28 16:25:41,Hydraulic Leak,34105.77,19.05,LOW
WO02457,TRK012,QLD001,2024-05-27 22:00:00,2024-05-28 10:04:00,Brake System,697.71,12.25,LOW
WO02458,CRU002,WA001,2024-08-17 14:00:00,2024-08-18 18:33:35,Brake System,"$199,777.00",20.96,HIGH
WO02459,TRK007,NSW001,2024-08-09 02:00:00,2024-08-09 19:56:09,Brake System,44602.77,11.13,high
WO02460,TRK004,NSW001,2024-09-19 02:00:00,2024-09-19 17:30:52,Tire Damage,47205.73,13.91,LOW
WO02461,EXC001,QLD001,2024-05-11 10:00:00,2024-05-12 07:50:20,Transmission Issue,38099.81,11.95,MEDIUM
WO02462,TRK003,NSW001,2024-04-17 02:00:00,2024-04-17 12:52:14,Electrical Fault,4255.38,13.07,high
WO02463,EXC003,QLD001,2024-12-12 12:00:00,,Engine Failure,"$153,830.00",5.72,MEDIUM
WO02464,TRK015,QLD001,2024-11-02 19:00:00,2024-11-03 13:43:33,Electrical Fault,45763.49,19.07,MEDIUM
WO02465,TRK010,QLD001,2024-05-24 09:00:00,2024-05-25 10:15:32,Brake System,10706.77,18.66,HIGH
WO02466,TRK007,NSW001,2024-03-22 02:00:00,2024-03-22 06:38:59,SENSOR MALFUNCTION,"$3,174.67",5.37,HIGH
WO02467,CNV002,QLD001,2024-04-23 16:00:00,2024-04-25 06:11:23,Electrical Fault,"$46,581.95",22.56,HIGH
WO02468,TRK011,NSW001,2024-12-17 21:00:00,2024-12-19 13:53:50,Coolant System,48402.58,26.04,Medium
WO02469,TRK002,NSW001,2024-11-05 16:00:00,2024-11-07 06:37:54,Coolant System,16436.40,55.61,MEDIUM
WO02470,TRK011,WA001,2024-11-01 21:00:00,2024-11-03 17:45:00,Tire Damage,48012.07,31.64,HIGH
WO02471,TRK012,WA001,2024-02-02 14:00:00,2024-02-03 16:37:24,Sensor Malfunction,14090.88,36.36,LOW
WO02472,TRK004,WA001,2024-12-03 03:00:00,2024-12-03 05:04:25,Sensor Malfunction,"$108,528.00",2.35,MEDIUM
WO02473,EXC002,NSW001,2024-05-23 17:00:00,2024-05-24 23:55:05,Brake System,1800.51,29.85,MEDIUM
WO02474,EXC001,WA001,2024-09-09 05:00:00,2024-09-09 15:36:10,Brake System,14832.05,7.12,high
WO02475,TRK014,QLD001,2024-12-17 04:00:00,2024-12-17 12:45:22,Electrical Fault,2832.73,7.23,MEDIUM
WO02476,TRK015,QLD001,2024-01-27 12:00:00,2024-01-28 23:36:21,Transmission Issue,1248.38,20.37,high
WO02477,TRK003,NSW001,2024-03-27 09:00:00,2024-03-28 10:32:17,Engine Failure,"$46,953.45",13.37,HIGH
WO02478,TRK012,NSW001,2024-05-23 03:00:00,2024-05-24 07:10:11,transmission issue,15288.80,28.5,Medium
WO02479,TRK013,QLD001,2024-02-27 23:00:00,2024-02-28 09:50:43,ELECTRICAL FAULT,"$33,489.69",12.13,MEDIUM
WO02480,CRU002,WA001,2024-10-08 00:00:00,2024-10-08 17:35:35,Brake System,49085.69,23.71,MEDIUM
WO02481,CNV001,WA001,2024-07-30 19:00:00,2024-07-31 19:25:15,Coolant System,40706.50,22.96,MEDIUM
WO02482,TRK012,QLD001,2024-03-05 15:00:00,2024-03-07 04:00:01,Transmission Issue,18309.70,18.8,HIGH
WO02483,TRK008,WA001,2024-03-19 21:00:00,2024-03-20 23:17:39,Sensor Malfunction,32049.27,23.06,Medium
WO02484,TRK015,NSW001,2024-07-20 14:00:00,2024-07-22 12:23:15,bearing failure,38906.59,56.98,high
WO02485,EXC006,NSW001,2024-08-09 13:00:00,2024-08-10 19:22:12,TIRE DAMAGE,6314.55,21.19,high
WO02486,TRK009,NSW001,2024-09-26 06:00:00,2024-09-27 01:01:29,Hydraulic Leak,14751.25,23.91,HIGH
WO02487,TRK001,WA001,2024-04-04 05:00:00,2024-04-04 20:54:38,coolant system,"$100,729.00",8.14,Medium
WO02488,CRU002,WA001,2024-03-16 17:00:00,2024-03-17 22:50:00,Hydraulic Leak,"$32,609.70",42.09,LOW
WO02489,TRK010,NSW001,2024-09-04 02:00:00,2024-09-04 07:49:49,sensor malfunction,"$141,611.00",3.06,Medium
WO02490,TRK011,QLD001,2024-01-26 11:00:00,2024-01-27 21:20:31,Transmission Issue,28197.86,41.84,Medium
WO02491,TRK011,QLD001,2024-07-23 10:00:00,2024-07-23 12:54:20,Sensor Malfunction,28373.95,3.24,high
WO02492,TRK009,NSW001,2024-07-17 22:00:00,2024-07-18 00:51:20,Tire Damage,14828.25,1.89,high
WO02493,TRK010,WA001,2024-04-29 04:00:00,,Bearing Failure,11828.81,16.64,HIGH
WO02494,TRK003,QLD001,2024-11-26 08:00:00,2024-11-27 22:40:29,Tire Damage,27463.89,54.41,Medium
WO02495,TRK008,WA001,2024-06-17 02:00:00,2024-06-17 12:02:40,Tire Damage,"$46,958.04",10.75,high
WO02496,EXC004,QLD001,2024-06-10 15:00:00,2024-06-11 10:28:24,sensor malfunction,9661.61,14.07,LOW
WO02497,EXC004,QLD001,2024-03-13 20:00:00,2024-03-15 16:19:03,bearing failure,46650.64,58.38,LOW
WO02498,TRK013,NSW001,2024-11-08 02:00:00,2024-11-09 06:15:07,Sensor Malfunction,"$30,366.37",18.31,HIGH
WO02499,TRK005,WA001,2024-07-16 19:00:00,2024-07-17 23:06:39,Tire Damage,1309.88,32.93,MEDIUM
WO02500,TRK004,WA001,2024-04-28 03:00:00,2024-04-28 20:00:12,Belt Replacement,"$18,232.18",24.49,MEDIUM
WO02501,TRK001,NSW001,2024-09-01 09:00:00,2024-09-02 02:06:49,Brake System,10148.06,19.95,HIGH
WO02502,TRK005,QLD001,2024-07-09 05:00:00,2024-07-10 03:34:33,Brake System,18478.43,22.75,high
WO02503,CNV003,WA001,2024-06-16 16:00:00,2024-06-17 10:04:30,sensor malfunction,29621.89,14.14,MEDIUM
WO02504,TRK012,WA001,2024-11-04 15:00:00,2024-11-06 11:03:13,sensor malfunction,6902.83,33.1,high
WO02505,EXC006,WA001,2024-03-20 06:00:00,2024-03-20 12:12:01,bearing failure,44293.33,4.21,MEDIUM
WO02506,CRU003,QLD001,2024-07-10 08:00:00,,Engine Failure,"$126,062.00",51.13,HIGH
WO02507,TRK003,WA001,2024-01-24 05:00:00,2024-01-24 13:37:23,Bearing Failure,"$4,338.18",11.08,high
WO02508,CNV002,WA001,2024-02-21 18:00:00,2024-02-22 13:21:04,Belt Replacement,"$21,300.91",11.81,Medium
WO02509,TRK005,QLD001,2024-10-31 23:00:00,2024-11-02 11:48:48,transmission issue,713.23,32.06,high
WO02510,CNV003,NSW001,2024-03-27 20:00:00,2024-03-28 15:13:46,Bearing Failure,8659.52,18.53,HIGH
WO02511,TRK011,WA001,2024-11-01 00:00:00,2024-11-02 15:29:43,belt replacement,19156.38,30.36,LOW
WO02512,EXC006,NSW001,2024-12-28 11:00:00,2024-12-29 09:27:21,Sensor Malfunction,"$30,866.69",33.15,LOW
WO02513,EXC003,QLD001,2024-03-29 17:00:00,2024-03-30 18:59:25,Coolant System,25160.66,23.45,Medium
WO02514,EXC002,QLD001,2024-01-08 12:00:00,2024-01-09 00:45:36,sensor malfunction,29375.14,8.56,HIGH
WO02515,CNV003,WA001,2024-04-13 05:00:00,2024-04-14 09:14:23,brake system,11691.49,22.39,LOW
WO02516,EXC004,WA001,2024-10-02 22:00:00,2024-10-04 14:21:15,bearing failure,"$188,019.00",31.12,Medium
WO02517,CRU001,NSW001,2024-11-04 08:00:00,,Engine Failure,31459.60,27.58,LOW
WO02518,TRK002,NSW001,2024-10-24 04:00:00,2024-10-25 17:59:12,Bearing Failure,1948.45,24.87,LOW
WO02519,TRK006,WA001,2024-10-02 03:00:00,2024-10-03 17:53:50,Brake System,39205.11,50.68,LOW
WO02520,TRK015,QLD001,2024-07-27 18:00:00,2024-07-29 16:23:13,Hydraulic Leak,6724.51,66.17,high
WO02521,EXC002,QLD001,2024-12-23 16:00:00,2024-12-24 03:02:52,Coolant System,30602.07,12.73,high
WO02522,EXC003,WA001,2024-04-04 03:00:00,2024-04-04 21:40:17,brake system,24653.40,24.53,high
WO02523,EXC002,WA001,2024-03-26 20:00:00,,Engine Failure,49956.44,8.29,LOW
WO02524,TRK012,QLD001,2024-11-28 00:00:00,2024-11-29 15:39:28,electrical fault,"$11,536.46",24.97,high
WO02525,TRK010,QLD001,2024-07-25 12:00:00,2024-07-25 20:35:29,sensor malfunction,28242.82,10.35,MEDIUM
WO02526,EXC001,WA001,2024-02-11 02:00:00,2024-02-12 15:52:04,Bearing Failure,"$130,309.00",50.41,MEDIUM
WO02527,TRK001,QLD001,2024-08-08 18:00:00,2024-08-10 11:09:54,Tire Damage,26448.28,53.48,HIGH
WO02528,TRK008,WA001,2024-09-04 09:00:00,2024-09-06 08:06:33,Belt Replacement,28963.84,39.42,MEDIUM
WO02529,EXC004,NSW001,2024-03-01 03:00:00,2024-03-02 03:22:30,Engine Failure,1075.69,22.62,MEDIUM
WO02530,EXC004,QLD001,2024-10-21 21:00:00,2024-10-23 13:29:59,belt replacement,23938.89,41.07,high
WO02531,CNV003,WA001,2024-06-29 21:00:00,2024-07-01 00:59:07,Bearing Failure,"$120,734.00",26.4,MEDIUM
WO02532,CRU003,NSW001,2024-07-31 10:00:00,2024-07-31 21:29:31,Transmission Issue,9275.52,16.23,MEDIUM
WO02533,EXC005,QLD001,2024-11-07 02:00:00,2024-11-07 08:16:11,Brake System,25763.48,3.38,Medium
WO02534,TRK002,WA001,2024-10-11 22:00:00,2024-10-13 14:39:26,transmission issue,"$38,083.50",37.37,high
WO02535,TRK013,WA001,2024-05-26 03:00:00,2024-05-28 01:34:18,Brake System,47417.34,68.1,MEDIUM
WO02536,CRU003,QLD001,2024-02-09 10:00:00,2024-02-11 07:03:39,brake system,23680.66,41.04,HIGH
WO02537,TRK007,NSW001,2024-11-03 14:00:00,2024-11-04 04:54:50,Tire Damage,16538.91,19.97,HIGH
WO02538,TRK006,NSW001,2024-03-15 12:00:00,2024-03-16 22:15:12,Bearing Failure,25384.92,32.04,HIGH
WO02539,TRK003,QLD001,2024-09-30 10:00:00,2024-10-01 12:55:39,hydraulic leak,"$106,296.00",32.32,high
WO02540,TRK012,WA001,2024-10-03 08:00:00,2024-10-05 03:36:40,electrical fault,37602.94,46.16,HIGH
WO02541,EXC005,WA001,2024-10-17 21:00:00,2024-10-19 11:44:17,Tire Damage,8493.72,54.36,high
WO02542,TRK013,WA001,2024-03-21 00:00:00,2024-03-22 13:25:53,Transmission Issue,"$31,978.33",18.85,high
WO02543,TRK006,NSW001,2024-04-04 11:00:00,2024-04-05 17:27:37,Belt Replacement,"$43,791.26",22.17,Medium
WO02544,EXC004,QLD001,2024-08-31 19:00:00,2024-09-01 01:29:17,Belt Replacement,11089.77,9.13,Medium
WO02545,EXC004,NSW001,2024-04-29 14:00:00,2024-04-30 15:43:27,Belt Replacement,39544.07,15.85,HIGH
WO02546,CNV001,NSW001,2024-08-16 08:00:00,2024-08-17 17:57:49,Coolant System,"$2,033.15",20.71,HIGH
WO02547,EXC006,NSW001,2024-04-01 01:00:00,,Bearing Failure,18377.04,29.14,high
WO02548,TRK003,QLD001,2024-01-16 08:00:00,,brake system,38470.97,5.5,LOW
WO02549,CRU001,QLD001,2024-12-14 20:00:00,2024-12-16 16:45:49,Engine Failure,"$128,982.00",58.9,LOW
WO02550,TRK015,QLD001,2024-06-24 05:00:00,2024-06-26 02:41:30,Transmission Issue,48889.18,30.88,LOW
WO02551,EXC003,NSW001,2024-08-25 12:00:00,2024-08-25 20:57:17,Belt Replacement,"$3,611.77",6.16,HIGH
WO02552,TRK008,NSW001,2024-06-15 06:00:00,2024-06-15 16:23:37,Transmission Issue,38453.18,11.77,MEDIUM
WO02553,EXC001,WA001,2024-05-16 10:00:00,2024-05-17 03:39:45,hydraulic leak,12201.29,26.43,LOW
WO02554,TRK005,WA001,2024-12-26 16:00:00,2024-12-26 23:55:19,Bearing Failure,42981.30,10.1,high
WO02555,TRK008,WA001,2024-07-19 19:00:00,2024-07-19 23:26:33,Engine Failure,42180.55,2.23,LOW
WO02556,CRU003,NSW001,2024-05-17 14:00:00,2024-05-18 01:32:56,Sensor Malfunction,"$9,856.63",16.93,Medium
WO02557,TRK001,WA001,2024-02-23 20:00:00,2024-02-25 15:55:26,Bearing Failure,6189.18,24.08,HIGH
WO02558,EXC001,NSW001,2024-12-24 23:00:00,2024-12-26 22:48:03,engine failure,"$5,265.79",62.1,MEDIUM
WO02559,CNV002,WA001,2024-12-10 12:00:00,2024-12-10 16:55:31,Electrical Fault,5922.40,6.4,LOW
WO02560,EXC004,NSW001,2024-11-17 16:00:00,,TIRE DAMAGE,30044.63,26.77,HIGH
WO02561,CRU001,NSW001,2024-12-07 10:00:00,2024-12-09 05:40:58,Coolant System,17264.03,45.46,LOW
WO02562,EXC006,NSW001,2024-06-12 03:00:00,2024-06-13 00:31:16,belt replacement,"$45,197.88",16.66,HIGH
WO02563,TRK012,NSW001,2024-05-28 07:00:00,2024-05-28 14:42:54,Coolant System,41932.30,10.82,HIGH
WO02564,TRK007,WA001,2024-12-07 00:00:00,2024-12-07 22:53:54,Engine Failure,9288.33,32.96,high
WO02565,TRK014,NSW001,2024-01-16 07:00:00,2024-01-16 23:37:38,Belt Replacement,953.52,22.71,HIGH
WO02566,TRK015,WA001,2024-09-05 08:00:00,2024-09-06 06:45:57,Tire Damage,10408.78,25.13,Medium
WO02567,TRK013,QLD001,2024-06-16 16:00:00,,Bearing Failure,"$16,864.71",31.46,LOW
WO02568,TRK002,QLD001,2024-11-10 02:00:00,2024-11-10 20:19:42,bearing failure,18803.50,25.74,LOW
WO02569,TRK003,WA001,2024-09-22 20:00:00,,SENSOR MALFUNCTION,42555.39,41.24,LOW
WO02570,EXC001,WA001,2024-09-14 21:00:00,,Bearing Failure,"$17,127.06",27.74,MEDIUM
WO02571,EXC004,QLD001,2024-01-13 22:00:00,2024-01-14 09:20:00,belt replacement,9008.46,10.34,MEDIUM
WO02572,CRU002,QLD001,2024-11-18 12:00:00,2024-11-19 12:13:52,coolant system,12145.72,21.09,high
WO02573,CNV002,QLD001,2024-02-02 04:00:00,2024-02-02 06:58:01,Hydraulic Leak,"$32,333.97",2.71,MEDIUM
WO02574,TRK013,NSW001,2024-02-25 20:00:00,2024-02-26 02:53:08,Hydraulic Leak,13447.38,7.73,HIGH
WO02575,EXC001,NSW001,2024-02-27 07:00:00,2024-02-27 11:34:44,bearing failure,37091.34,4.76,MEDIUM
WO02576,CRU003,QLD001,2024-12-30 12:00:00,2024-12-31 10:10:52,Coolant System,14285.18,31.07,high
WO02577,EXC001,NSW001,2024-09-16 10:00:00,2024-09-17 01:32:24,Belt Replacement,25936.21,22.92,high
WO02578,EXC001,QLD001,2024-07-10 20:00:00,2024-07-11 23:13:28,engine failure,"$45,756.67",26.58,HIGH
WO02579,CNV002,NSW001,2024-06-05 01:00:00,2024-06-06 22:23:47,BELT REPLACEMENT,26387.55,28.9,LOW
WO02580,CRU002,WA001,2024-03-27 20:00:00,2024-03-29 10:00:23,Engine Failure,17764.40,51.31,LOW
WO02581,EXC003,QLD001,2024-04-05 08:00:00,2024-04-06 06:54:19,ENGINE FAILURE,32155.56,34.27,LOW
WO02582,TRK011,NSW001,2024-06-02 23:00:00,2024-06-04 10:57:12,sensor malfunction,23194.36,49.03,Medium
WO02583,EXC004,QLD001,2024-12-12 11:00:00,2024-12-14 09:47:31,Sensor Malfunction,"$18,309.50",59.93,Medium
WO02584,EXC005,WA001,2024-10-27 13:00:00,2024-10-28 00:34:30,Tire Damage,1897.15,7.13,Medium
WO02585,TRK012,WA001,2024-07-18 21:00:00,2024-07-19 17:21:48,Sensor Malfunction,15407.45,28.45,Medium
WO02586,TRK011,QLD001,2024-12-06 12:00:00,2024-12-07 01:03:37,Coolant System,8533.66,9.68,high
WO02587,TRK003,NSW001,2024-06-19 11:00:00,2024-06-20 20:24:11,bearing failure,"$45,446.50",18.99,LOW
WO02588,TRK004,NSW001,2024-09-13 18:00:00,2024-09-13 20:12:06,Electrical Fault,17209.18,2.06,MEDIUM
WO02589,EXC001,QLD001,2024-04-07 07:00:00,2024-04-09 02:32:41,BRAKE SYSTEM,"$35,663.78",52.29,MEDIUM
WO02590,TRK006,NSW001,2024-06-29 10:00:00,2024-07-01 08:09:53,sensor malfunction,49964.43,56.98,MEDIUM
