order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO70926,105,12846,2013-11-16,2013-11-23,2013-11-28,9,1,9
SO70926,295,12846,2013-11-16,2013-11-23,2013-11-28,5,1,5
SO70926,278,12846,2013-11-16,2013-11-23,2013-11-28,54,1,54
SO70927,138,6655,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70927,251,6655,2013-11-16,2013-11-23,2013-11-28,50,1,50
SO70927,280,6655,2013-11-16,2013-11-23,2013-11-28,9,1,9
SO70928,136,7647,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70928,244,7647,2013-11-16,2013-11-23,2013-11-28,35,1,35
SO70929,138,7568,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70930,138,7569,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70930,286,7569,2013-11-16,2013-11-23,2013-11-28,25,1,25
SO70930,290,7569,2013-11-16,2013-11-23,2013-11-28,4,1,4
SO70930,259,7569,2013-11-16,2013-11-23,2013-11-28,2,1,2
SO70931,135,7598,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70931,246,7598,2013-11-16,2013-11-23,2013-11-28,35,1,35
SO70931,234,7598,2013-11-16,2013-11-23,2013-11-28,24,1,24
SO70932,138,7599,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70933,130,9884,2013-11-16,2013-11-23,2013-11-28,1120,1,1120
SO70933,286,9884,2013-11-16,2013-11-23,2013-11-28,25,1,25
SO70933,290,9884,2013-11-16,2013-11-23,2013-11-28,4,1,4
SO70934,133,14511,2013-11-16,2013-11-23,2013-11-28,1120,1,1120
SO70934,105,14511,2013-11-16,2013-11-23,2013-11-28,9,1,9
SO70934,295,14511,2013-11-16,2013-11-23,2013-11-28,5,1,5
SO70934,234,14511,2013-11-16,2013-11-23,2013-11-28,24,1,24
SO70934,278,14511,2013-11-16,2013-11-23,2013-11-28,54,1,54
SO70935,128,16176,2013-11-16,2013-11-23,2013-11-28,540,1,540
SO70935,290,16176,2013-11-16,2013-11-23,2013-11-28,4,1,4
SO70935,285,16176,2013-11-16,2013-11-23,2013-11-28,21,1,21
SO70936,155,3262,2013-11-16,2013-11-23,2013-11-28,1215,1,1215
SO70936,246,3262,2013-11-16,2013-11-23,2013-11-28,35,1,35
SO70937,156,2113,2013-11-16,2013-11-23,2013-11-28,1215,1,1215
SO70937,246,2113,2013-11-16,2013-11-23,2013-11-28,35,1,35
SO70937,233,2113,2013-11-16,2013-11-23,2013-11-28,24,1,24
SO70938,136,11469,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70939,136,8257,2013-11-16,2013-11-23,2013-11-28,1701,1,1701
SO70939,246,8257,2013-11-16,2013-11-23,2013-11-28,35,1,35
SO70940,126,16975,2013-11-16,2013-11-23,2013-11-28,540,1,540
SO70940,295,16975,2013-11-16,2013-11-23,2013-11-28,5,1,5
SO70940,105,16975,2013-11-16,2013-11-23,2013-11-28,9,1,9
SO70941,137,11537,2013-11-17,2013-11-24,2013-11-29,1701,1,1701
SO70941,250,11537,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70941,234,11537,2013-11-17,2013-11-24,2013-11-29,24,1,24
SO70942,286,3675,2013-11-17,2013-11-24,2013-11-29,25,1,25
SO70942,290,3675,2013-11-17,2013-11-24,2013-11-29,4,1,4
SO70942,294,3675,2013-11-17,2013-11-24,2013-11-29,64,1,64
SO70943,290,4150,2013-11-17,2013-11-24,2013-11-29,4,1,4
SO70943,286,4150,2013-11-17,2013-11-24,2013-11-29,25,1,25
SO70944,289,2996,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70944,282,2996,2013-11-17,2013-11-24,2013-11-29,25,1,25
SO70945,283,6246,2013-11-17,2013-11-24,2013-11-29,30,1,30
SO70945,280,6246,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO70946,283,10393,2013-11-17,2013-11-24,2013-11-29,30,1,30
SO70947,283,5615,2013-11-17,2013-11-24,2013-11-29,30,1,30
SO70947,259,5615,2013-11-17,2013-11-24,2013-11-29,2,1,2
SO70948,283,4254,2013-11-17,2013-11-24,2013-11-29,30,1,30
SO70948,289,4254,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70948,244,4254,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70949,285,8605,2013-11-17,2013-11-24,2013-11-29,21,1,21
SO70949,259,8605,2013-11-17,2013-11-24,2013-11-29,2,1,2
SO70950,284,10966,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70950,289,10966,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70950,246,10966,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70950,235,10966,2013-11-17,2013-11-24,2013-11-29,24,1,24
SO70951,290,7742,2013-11-17,2013-11-24,2013-11-29,4,1,4
SO70951,285,7742,2013-11-17,2013-11-24,2013-11-29,21,1,21
SO70951,245,7742,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70952,259,7295,2013-11-17,2013-11-24,2013-11-29,2,1,2
SO70953,140,4095,2013-11-17,2013-11-24,2013-11-29,2443,1,2443
SO70953,260,4095,2013-11-17,2013-11-24,2013-11-29,120,1,120
SO70954,120,3779,2013-11-17,2013-11-24,2013-11-29,2295,1,2295
SO70954,295,3779,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70954,104,3779,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70954,244,3779,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70955,125,8945,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70955,259,8945,2013-11-17,2013-11-24,2013-11-29,2,1,2
SO70956,109,5254,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO70957,135,8286,2013-11-17,2013-11-24,2013-11-29,1701,1,1701
SO70957,248,8286,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70958,259,5498,2013-11-17,2013-11-24,2013-11-29,2,1,2
SO70959,287,14378,2013-11-17,2013-11-24,2013-11-29,33,1,33
SO70960,287,13680,2013-11-17,2013-11-24,2013-11-29,33,1,33
SO70960,290,13680,2013-11-17,2013-11-24,2013-11-29,4,1,4
SO70960,244,13680,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70961,295,10291,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70961,104,10291,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70961,166,10291,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO70962,274,7971,2013-11-17,2013-11-24,2013-11-29,70,1,70
SO70962,294,7971,2013-11-17,2013-11-24,2013-11-29,64,1,64
SO70963,273,7831,2013-11-17,2013-11-24,2013-11-29,70,1,70
SO70963,248,7831,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70964,273,9312,2013-11-17,2013-11-24,2013-11-29,70,1,70
SO70964,250,9312,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70965,295,6685,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70966,289,4160,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70966,259,4160,2013-11-17,2013-11-24,2013-11-29,2,1,2
SO70967,174,3838,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70967,104,3838,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70967,244,3838,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70967,249,3838,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70968,174,5826,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70968,295,5826,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70968,233,5826,2013-11-17,2013-11-24,2013-11-29,24,1,24
SO70968,104,5826,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70969,274,2674,2013-11-17,2013-11-24,2013-11-29,70,1,70
SO70969,235,2674,2013-11-17,2013-11-24,2013-11-29,24,1,24
SO70970,283,11812,2013-11-17,2013-11-24,2013-11-29,30,1,30
SO70970,289,11812,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70971,295,9940,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70971,280,9940,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO70972,288,390,2013-11-17,2013-11-24,2013-11-29,29,1,29
SO70972,291,390,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70972,246,390,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70973,290,8485,2013-11-17,2013-11-24,2013-11-29,4,1,4
SO70973,245,8485,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70974,288,2545,2013-11-17,2013-11-24,2013-11-29,29,1,29
SO70974,291,2545,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70974,245,2545,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70975,288,2610,2013-11-17,2013-11-24,2013-11-29,29,1,29
SO70975,291,2610,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70975,247,2610,2013-11-17,2013-11-24,2013-11-29,55,1,55
SO70976,288,16321,2013-11-17,2013-11-24,2013-11-29,29,1,29
SO70976,291,16321,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70977,291,4076,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70978,284,3364,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70978,289,3364,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70978,245,3364,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70978,293,3364,2013-11-17,2013-11-24,2013-11-29,64,1,64
SO70979,284,1426,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70979,289,1426,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70979,250,1426,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70980,174,1456,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70981,284,1176,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70982,104,1664,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70982,295,1664,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70982,277,1664,2013-11-17,2013-11-24,2013-11-29,54,1,54
SO70983,166,1627,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO70984,174,7827,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70984,295,7827,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70984,104,7827,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70984,245,7827,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70984,233,7827,2013-11-17,2013-11-24,2013-11-29,24,1,24
SO70985,123,6583,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70985,104,6583,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70985,295,6583,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70985,293,6583,2013-11-17,2013-11-24,2013-11-29,64,1,64
SO70986,122,7068,2013-11-17,2013-11-24,2013-11-29,2295,1,2295
SO70986,293,7068,2013-11-17,2013-11-24,2013-11-29,64,1,64
SO70986,174,7068,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70987,123,6538,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70988,123,6546,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70988,174,6546,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70989,124,6581,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70989,246,6581,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70989,248,6581,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70990,116,4257,2013-11-17,2013-11-24,2013-11-29,769,1,769
SO70990,274,4257,2013-11-17,2013-11-24,2013-11-29,70,1,70
SO70990,166,4257,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO70991,125,6425,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70991,289,6425,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70991,284,6425,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70991,294,6425,2013-11-17,2013-11-24,2013-11-29,64,1,64
SO70992,122,2248,2013-11-17,2013-11-24,2013-11-29,2295,1,2295
SO70992,174,2248,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70992,250,2248,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO70993,125,5970,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70993,260,5970,2013-11-17,2013-11-24,2013-11-29,120,1,120
SO70994,120,5982,2013-11-17,2013-11-24,2013-11-29,2295,1,2295
SO70994,295,5982,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70994,104,5982,2013-11-17,2013-11-24,2013-11-29,10,1,10
SO70994,168,5982,2013-11-17,2013-11-24,2013-11-29,8,1,8
SO70995,121,7972,2013-11-17,2013-11-24,2013-11-29,2295,1,2295
SO70995,174,7972,2013-11-17,2013-11-24,2013-11-29,22,1,22
SO70995,246,7972,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO70996,125,6141,2013-11-17,2013-11-24,2013-11-29,2320,1,2320
SO70997,159,7136,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO70997,295,7136,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO70997,105,7136,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO70998,161,1308,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO70999,137,11911,2013-11-17,2013-11-24,2013-11-29,1701,1,1701
SO71000,133,15444,2013-11-17,2013-11-24,2013-11-29,1120,1,1120
SO71000,244,15444,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71001,127,14717,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71001,293,14717,2013-11-17,2013-11-24,2013-11-29,64,1,64
SO71002,129,14927,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71002,105,14927,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO71002,295,14927,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO71002,247,14927,2013-11-17,2013-11-24,2013-11-29,55,1,55
SO71003,122,4754,2013-11-17,2013-11-24,2013-11-29,2295,1,2295
SO71003,247,4754,2013-11-17,2013-11-24,2013-11-29,55,1,55
SO71004,154,15051,2013-11-17,2013-11-24,2013-11-29,1215,1,1215
SO71004,246,15051,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71005,147,13667,2013-11-17,2013-11-24,2013-11-29,742,1,742
SO71005,250,13667,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO71006,158,13829,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO71006,244,13829,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71007,165,13959,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO71008,129,12716,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71009,129,12725,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71009,105,12725,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO71009,295,12725,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO71009,246,12725,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71010,126,12822,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71010,295,12822,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO71010,105,12822,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO71010,245,12822,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71010,248,12822,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO71011,126,12838,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71011,244,12838,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71012,127,12854,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71012,295,12854,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO71012,105,12854,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO71012,246,12854,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71013,137,7763,2013-11-17,2013-11-24,2013-11-29,1701,1,1701
SO71013,286,7763,2013-11-17,2013-11-24,2013-11-29,25,1,25
SO71013,290,7763,2013-11-17,2013-11-24,2013-11-29,4,1,4
SO71013,244,7763,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71014,138,7597,2013-11-17,2013-11-24,2013-11-29,1701,1,1701
SO71014,248,7597,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO71014,233,7597,2013-11-17,2013-11-24,2013-11-29,24,1,24
SO71015,131,14501,2013-11-17,2013-11-24,2013-11-29,1120,1,1120
SO71015,251,14501,2013-11-17,2013-11-24,2013-11-29,50,1,50
SO71016,128,2407,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71016,244,2407,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71017,126,14460,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71017,295,14460,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO71017,105,14460,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO71018,164,1126,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO71018,288,1126,2013-11-17,2013-11-24,2013-11-29,29,1,29
SO71018,291,1126,2013-11-17,2013-11-24,2013-11-29,5,1,5
SO71019,160,13709,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO71019,244,13709,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71020,160,2136,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO71020,244,2136,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71021,127,16986,2013-11-17,2013-11-24,2013-11-29,540,1,540
SO71022,138,8182,2013-11-17,2013-11-24,2013-11-29,1701,1,1701
SO71022,246,8182,2013-11-17,2013-11-24,2013-11-29,35,1,35
SO71023,280,2082,2013-11-17,2013-11-24,2013-11-29,9,1,9
SO71023,162,2082,2013-11-17,2013-11-24,2013-11-29,2384,1,2384
SO71024,135,15364,2013-11-18,2013-11-25,2013-11-30,1701,1,1701
SO71024,245,15364,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71024,166,15364,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71025,174,8570,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71025,276,8570,2013-11-18,2013-11-25,2013-11-30,54,1,54
SO71026,289,13897,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71026,259,13897,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71026,168,13897,2013-11-18,2013-11-25,2013-11-30,8,1,8
SO71027,235,1362,2013-11-18,2013-11-25,2013-11-30,24,1,24
SO71028,125,8049,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71028,259,8049,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71029,125,8059,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71029,104,8059,2013-11-18,2013-11-25,2013-11-30,10,1,10
SO71029,295,8059,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71029,168,8059,2013-11-18,2013-11-25,2013-11-30,8,1,8
SO71030,123,1847,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71030,104,1847,2013-11-18,2013-11-25,2013-11-30,10,1,10
SO71030,295,1847,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71030,277,1847,2013-11-18,2013-11-25,2013-11-30,54,1,54
SO71031,111,8261,2013-11-18,2013-11-25,2013-11-30,565,1,565
SO71031,282,8261,2013-11-18,2013-11-25,2013-11-30,25,1,25
SO71031,259,8261,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71032,106,11681,2013-11-18,2013-11-25,2013-11-30,540,1,540
SO71032,174,11681,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71032,249,11681,2013-11-18,2013-11-25,2013-11-30,50,1,50
SO71032,166,11681,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71033,286,17816,2013-11-18,2013-11-25,2013-11-30,25,1,25
SO71033,290,17816,2013-11-18,2013-11-25,2013-11-30,4,1,4
SO71033,259,17816,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71034,288,16382,2013-11-18,2013-11-25,2013-11-30,29,1,29
SO71034,291,16382,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71034,246,16382,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71035,288,15794,2013-11-18,2013-11-25,2013-11-30,29,1,29
SO71035,291,15794,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71035,247,15794,2013-11-18,2013-11-25,2013-11-30,55,1,55
SO71036,291,186,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71036,246,186,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71037,282,14969,2013-11-18,2013-11-25,2013-11-30,25,1,25
SO71038,282,15068,2013-11-18,2013-11-25,2013-11-30,25,1,25
SO71038,289,15068,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71038,244,15068,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71039,288,15169,2013-11-18,2013-11-25,2013-11-30,29,1,29
SO71039,259,15169,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71040,283,12844,2013-11-18,2013-11-25,2013-11-30,30,1,30
SO71040,279,12844,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71041,104,9512,2013-11-18,2013-11-25,2013-11-30,10,1,10
SO71041,295,9512,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71042,295,7102,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71042,244,7102,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71042,233,7102,2013-11-18,2013-11-25,2013-11-30,24,1,24
SO71043,295,8222,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71043,247,8222,2013-11-18,2013-11-25,2013-11-30,55,1,55
SO71044,295,14341,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71045,295,5719,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71045,279,5719,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71046,174,2834,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71046,246,2834,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71046,249,2834,2013-11-18,2013-11-25,2013-11-30,50,1,50
SO71047,282,7049,2013-11-18,2013-11-25,2013-11-30,25,1,25
SO71047,289,7049,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71047,246,7049,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71048,285,9728,2013-11-18,2013-11-25,2013-11-30,21,1,21
SO71048,166,9728,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71049,285,16834,2013-11-18,2013-11-25,2013-11-30,21,1,21
SO71050,295,15388,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71051,290,9954,2013-11-18,2013-11-25,2013-11-30,4,1,4
SO71051,281,9954,2013-11-18,2013-11-25,2013-11-30,159,1,159
SO71052,291,5265,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71052,245,5265,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71053,288,17462,2013-11-18,2013-11-25,2013-11-30,29,1,29
SO71053,291,17462,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71054,291,14472,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71054,246,14472,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71055,284,1956,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71055,289,1956,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71055,245,1956,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71056,284,1045,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71056,289,1045,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71056,174,1045,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71056,246,1045,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71057,174,3328,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71057,259,3328,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71057,168,3328,2013-11-18,2013-11-25,2013-11-30,8,1,8
SO71058,108,5125,2013-11-18,2013-11-25,2013-11-30,540,1,540
SO71058,104,5125,2013-11-18,2013-11-25,2013-11-30,10,1,10
SO71058,295,5125,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71058,245,5125,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71058,235,5125,2013-11-18,2013-11-25,2013-11-30,24,1,24
SO71059,120,1424,2013-11-18,2013-11-25,2013-11-30,2295,1,2295
SO71059,246,1424,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71060,125,2381,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71060,174,2381,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71060,245,2381,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71061,120,5969,2013-11-18,2013-11-25,2013-11-30,2295,1,2295
SO71061,174,5969,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71061,166,5969,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71062,120,6003,2013-11-18,2013-11-25,2013-11-30,2295,1,2295
SO71062,174,6003,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71062,104,6003,2013-11-18,2013-11-25,2013-11-30,10,1,10
SO71062,295,6003,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71063,125,6014,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71063,174,6014,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71063,246,6014,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71063,234,6014,2013-11-18,2013-11-25,2013-11-30,24,1,24
SO71064,120,2371,2013-11-18,2013-11-25,2013-11-30,2295,1,2295
SO71064,284,2371,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71065,125,6269,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71066,120,6365,2013-11-18,2013-11-25,2013-11-30,2295,1,2295
SO71066,174,6365,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71066,244,6365,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71067,147,243,2013-11-18,2013-11-25,2013-11-30,742,1,742
SO71067,105,243,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71067,295,243,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71067,235,243,2013-11-18,2013-11-25,2013-11-30,24,1,24
SO71068,155,2260,2013-11-18,2013-11-25,2013-11-30,1215,1,1215
SO71069,156,2554,2013-11-18,2013-11-25,2013-11-30,1215,1,1215
SO71070,148,4654,2013-11-18,2013-11-25,2013-11-30,742,1,742
SO71070,245,4654,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71071,164,613,2013-11-18,2013-11-25,2013-11-30,2384,1,2384
SO71071,246,613,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71072,130,7332,2013-11-18,2013-11-25,2013-11-30,1120,1,1120
SO71072,275,7332,2013-11-18,2013-11-25,2013-11-30,54,1,54
SO71073,123,4809,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71073,247,4809,2013-11-18,2013-11-25,2013-11-30,55,1,55
SO71074,125,5156,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71074,284,5156,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71074,293,5156,2013-11-18,2013-11-25,2013-11-30,64,1,64
SO71074,174,5156,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71075,124,4727,2013-11-18,2013-11-25,2013-11-30,2320,1,2320
SO71075,174,4727,2013-11-18,2013-11-25,2013-11-30,22,1,22
SO71075,259,4727,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71076,120,4755,2013-11-18,2013-11-25,2013-11-30,2295,1,2295
SO71076,295,4755,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71076,104,4755,2013-11-18,2013-11-25,2013-11-30,10,1,10
SO71076,246,4755,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71077,153,90,2013-11-18,2013-11-25,2013-11-30,742,1,742
