id,city,state,amount,share_under25
54275,"DECATUR","GA",225,.4951164
54276,"NEW YORK","NY",0,.477233
54277,"STUDIO CITY","CA",0,.4961229
54278,"CHARLOTTESVILLE","VA",573.43,.4685583
54279,"KING FERRY","NY",350,.4301481
54280,"CONCORD","MA",0,.4164453
54281,"MERIDIAN","MS",250,.4707311
54282,"LOS ANGELES","CA",0,.5352823
54283,"SUN LAKES","AZ",250,.4831868
54284,"ARLINGTON","VA",350,.5314384
54285,"BROOKLYN","NY",315,.5131685
54286,"OAKLAND","CA",0,.4778767
54287,"Tucson","AZ",0,.4749739
54288,"FAIRFAX","VA",0,.4753132
54289,"PISCATAWAY","NJ",0,.4375436
54290,"AUSTIN","TX",0,.5566342
54291,"SAN DIEGO","CA",0,.520797
54292,"NEW YORK","NY",225,.477233
54293,"LOS ANGELES","CA",250,.5352823
54294,"SPRINGFIELD","IL",1753.93,.4516681
54295,"LOS ANGELES","CA",350,.5352823
54296,"MARIETTA","GA",362.93,.4951164
54297,"BROOKLYN","NY",231.3,.5131685
54298,"BETHESDA","MD",600,.4435954
54299,"CAMBRIDGE","MA",300,.5174821
54300,"Seattle","WA",0,.4679543
54303,"DEL MAR","CA",750,.4887954
54304,"SALT LAKE CITY","UT",0,.5593248
54305,"DALLAS","TX",600,.5500803
54307,"GREELEY","CO",220.21,.5380801
54308,"CINCINNATI","OH",0,.4760331
54309,"BETHLEHEM","PA",1165,.4187132
54310,"DALLAS","TX",0,.5500803
54311,"CULVER CITY","CA",350,.5116389
54312,"LONGBOAT KEY","FL",0,.337309
54313,"DURANGO","CO",275,.4403402
54314,"MILL VALLEY","CA",0,.3973311
54315,"PORTLAND","OR",0,.4743172
54317,"CHARLOTTE","NC",575.88,.5258363
54318,"LA MESA","CA",0,.5035136
54319,"ATLANTIC CITY","NJ",258.75,.4336548
54320,"Salem","OR",0,.4768394
54321,"ANDOVER","MA",500,.4513606
54322,"UKIAH","CA",0,.4264379
54323,"OLGA","WA",0,.4644603
54324,"CHICAGO","IL",0,.5333298
54325,"SAN FRANCISCO","CA",400,.4387415
54326,"WOODLAND HILLS","CA",301.8,.4808716
54327,"SANTA MONICA","CA",250,.4035722
54328,"Miami Beach","FL",0,.4463278
54329,"PORTLAND","OR",1500,.4743172
54330,"MOORHEAD","MN",235,.4475933
54331,"Leeds","MA",275,.4449917
54333,"PULLMAN","WA",1000,.4778332
54334,"DAVENPORT","FL",0,.4301059
54335,"WASHINGTON","DC",300,.5195411
54336,"SEBASTOPOL","CA",275,.4264379
54337,"DENVER","CO",0,.5182149
54341,"ORLAND PARK","IL",0,.4750154
54342,"Brooklyn","NY",225,.5131685
54343,"SPOKANE","WA",0,.4854283
54344,"SEATTLE","WA",0,.4679543
54345,"NELLYSFORD","VA",0,.4685583
54346,"SAINT PAUL","MN",275,.4917763
54347,"NEW YORK","NY",400,.477233
54348,"GAUTIER","MS",350,.4793838
54349,"GALLOWAY","OH",530,.4642476
54350,"Rocky Hill","CT",0,.4174982
54351,"FALLS CHURCH","VA",0,.4753132
54352,"WATCHUNG","NJ",0,.4573098
54353,"NEW YORK","NY",375,.477233
54354,"DULUTH","MN",228.6,.4843943
54355,"TAMPA","FL",0,.5000342
54356,"PASSAIC","NJ",380,.4573098
54358,"NORTH HOLLYWOOD","CA",0,.4961229
54359,"BELLEVUE","WA",0,.4650477
54360,"DENVER","CO",0,.5182149
54361,"Mc Lean","VA",722,.4798569
54362,"PHOENIX","AZ",700,.5434535
54363,"EMERYVILLE","CA",822.26,.4778767
54365,"ROCHESTER","NY",601.25,.4885501
54366,"CORONA","NY",0,.4543639
54367,"HOUSTON","TX",305,.548726
54369,"APEX","NC",500,.4791312
54370,"NEW YORK","NY",350,.477233
54371,"YARDLEY","PA",0,.4378969
54372,"Tomball","TX",0,.4934856
54373,"PLEASANT GARDEN","NC",0,.4301965
54374,"BLAINE","WA",800,.4644603
54375,"SWARTHMORE","PA",0,.4378969
54376,"WALDORF","MD",350,.4669195
54377,"PHOENIX","AZ",250,.5434535
54378,"CULVER CITY","CA",1150,.5116389
54379,"HYATTSVILLE","MD",830,.499497
54380,"WASHINGTON","DC",0,.5195411
54381,"TUCSON","AZ",0,.4749739
54382,"HENDERSON","NV",0,.4752689
54383,"KENTFIELD","CA",361.55,.3973311
54384,"VENICE","FL",262.95,.337309
54385,"HALEIWA","HI",475,.4707951
54386,"SAN DIEGO","CA",0,.520797
54387,"TUCSON","AZ",600,.4749739
54388,"WIMBERLEY","TX",275,.5018783
54389,"METAIRIE","LA",375,.4736821
54390,"NEW YORK","NY",0,.477233
54391,"NEW YORK","NY",250,.477233
54392,"ELKINS PARK","PA",0,.4378969
54393,"Richmond","CA",0,.5030745
54394,"Albany","NY",0,.5078134
54395,"ITHACA","NY",260,.469061
54396,"FLUSHING","NY",400,.4543639
54397,"ALBUQUERQUE","NM",210,.4932771
54398,"TALLAHASSEE","FL",0,.5187973
54399,"NEW YORK","NY",0,.4624566
54400,"REGO PARK","NY",250,.4543639
54401,"VALATIE","NY",0,.4346897
54402,"WEST WINDSOR","NJ",1004.4,.4305483
54403,"SILVER SPRING","MD",0,.4731771
54404,"FRISCO","TX",0,.5117252
54405,"MOUNT VERNON","OH",1822.95,.473918
54406,"TUCSON","AZ",208,.4749739
54407,"EASTHAM","MA",0,.3059919
54409,"VAN NUYS","CA",210,.5056244
54410,"CHEVY CHASE","MD",0,.4435954
54411,"WEST NEWTON","MA",0,.4494399
54412,"NEWBURY PARK","CA",0,.4808716
54413,"LANGLEY","WA",0,.4644603
54414,"CULVER CITY","CA",544,.5116389
54415,"Austin","TX",650,.5566342
54416,"TROY","MI",356.16,.4307068
54417,"HOUSTON","TX",0,.548726
54418,"SAND SPRINGS","OK",1050,.4816862
54419,"TUCSON","AZ",230,.4749739
54420,"ANN ARBOR","MI",0,.460889
54421,"FALLS CHURCH","VA",0,.4753132
54422,"OCALA","FL",550,.3429156
54423,"AURORA","IL",550,.4822353
54424,"BALTIMORE","MD",1180.09,.4849183
54425,"Brooklyn","NY",0,.5131685
54426,"PASADENA","CA",250,.4520558
54427,"Crownsville","MD",0,.4411901
54428,"PALO ALTO","CA",765,.5186713
54429,"SACRAMENTO","CA",0,.5245932
54430,"SAN FRANCISCO","CA",0,.4387415
54431,"TAMPA","FL",250,.5000342
54432,"EDMONDS","WA",1250,.4650477
54433,"ZACHARY","LA",0,.4866826
54434,"Agoura Hills","CA",0,.4808716
54435,"EL PASO","TX",0,.5433471
54436,"SANTA MONICA","CA",819.76,.4035722
54437,"NORTH HOLLYWOOD","CA",735.66,.4961229
54438,"CLINTON","NY",500,.4301645
54439,"Saint Paul","MN",755,.4917763
54440,"SAINT HELENA","CA",0,.4590964
54441,"BATH","ME",208,.3468555
54442,"SEABROOK","MD",800,.499497
54443,"Garden City","NY",500,.4384138
54444,"WAYLAND","MA",1000,.4164453
54445,"WATERFORD","MI",1170.66,.4291991
54446,"AUSTIN","TX",0,.5566342
54447,"SAINT LOUIS","MO",0,.4732347
54448,"ROCKFORD","IL",0,.4649203
54449,"POULSBO","WA",571.74,.4442257
54450,"BEN LOMOND","CA",0,.4732465
54451,"CHICAGO","IL",1421.55,.5333298
54452,"ALPINE","CA",512.95,.5035136
54453,"MADISON","AL",255,.4512688
54454,"CHICAGO","IL",0,.5333298
54455,"SAN FRANCISCO","CA",0,.4387415
54456,"BOILING SPRINGS","SC",0,.452407
54457,"MONTCLAIR","NJ",750,.4573098
54459,"WASHINGTON","DC",250,.5195411
54460,"SANTA MONICA","CA",0,.4035722
54461,"Tualatin","OR",0,.4673465
54462,"DEERFIELD BEACH","FL",276,.3923365
54463,"WYCKOFF","NJ",500,.4099351
54465,"BEVERLY HILLS","CA",208,.5116389
54466,"OLYMPIA","WA",0,.437393
54467,"ATLANTA","GA",480,.5335559
54468,"SEATTLE","WA",235,.4679543
54469,"SILVER SPRING","MD",1348,.4731771
54470,"LARCHMONT","NY",534.99,.420808
54471,"PITTSBURGH","PA",0,.4520847
54472,"BEDFORD","NY",408,.420808
54473,"EVERGREEN","CO",500,.4004413
54474,"MANASSAS","VA",383,.4958435
54475,"EDWARDS","CA",505,.5233083
54476,"NEW YORK","NY",386.14,.477233
54477,"ALAMEDA","CA",1050,.4590964
54478,"ENCINITAS","CA",0,.4887954
54479,"VENICE","CA",1220,.5116389
54480,"MOSCOW","ID",800,.4529644
54481,"MEDIA","PA",0,.4378969
54482,"ANN ARBOR","MI",538,.460889
54483,"KANSAS CITY","MO",750,.4927863
54484,"OMAHA","NE",507.53,.5261874
54485,"Charlottesville","VA",0,.4685583
54486,"Brenham","TX",420,.5844948
54487,"Greenbank","WA",750,.4644603
54488,"GLENDALE","WI",330.13,.5319132
54489,"RALEIGH","NC",500,.5281892
54490,"BOSTON","MA",0,.5174821
54491,"HERMITAGE","TN",380,.4813324
54492,"San Rafael","CA",0,.3973311
54493,"TOPANGA","CA",1250,.5116389
54494,"SEATTLE","WA",500,.4679543
54495,"PRINCETON","NJ",830,.4305483
54496,"Palo Alto","CA",0,.5186713
54497,"LOS ANGELES","CA",0,.5352823
54498,"ENCINO","CA",0,.5056244
54499,"San Luis Obispo","CA",475,.4875372
54500,"WASHINGTON","DC",0,.5195411
54501,"VASSALBORO","ME",1100,.4031826
54502,"UPPER MARLBORO","MD",476.04,.499497
54503,"New York","NY",205,.477233
54504,"PHILMONT","NY",0,.4346137
54505,"NEW CANAAN","CT",1485,.4268852
54506,"RIVERSIDE","CA",1585.05,.539625
54507,"HOLLYWOOD","FL",250,.4524897
54508,"SAN ANSELMO","CA",257.95,.3973311
54509,"Salisbury","MD",0,.4464725
54510,"JOHNSTON","IA",730,.4540588
54511,"BEVERLY HILLS","CA",550,.5116389
54512,"HOUSTON","TX",1000,.548726
54513,"Ashfield","MA",0,.3936663
54514,"DAVIS","CA",225,.4593699
54515,"BOZEMAN","MT",0,.4770577
54516,"HENDERSON","NV",850,.4752689
54517,"Pasadena","CA",370,.4520558
54518,"SAN FRANCISCO","CA",486.27,.4387415
54519,"PAWTUCKET","RI",885,.4185297
54520,"Playa Del Rey","CA",0,.5116389
54521,"TACOMA","WA",250,.5109156
54522,"KYLE","TX",500,.5018783
54523,"Mason","OH",0,.4771548
54524,"Anacortes","WA",600,.4644603
54525,"Goshen","IN",0,.4901198
54526,"MANHATTAN BEACH","CA",1000,.5116389
54527,"VALLEJO","CA",400,.4590964
54528,"LAKEWOOD","CO",392,.5182149
54530,"DENVER","CO",380,.5182149
54531,"WASHINGTON","DC",250,.5195411
54532,"SEATTLE","WA",270,.4679543
54533,"ARLINGTON","VA",205,.5314384
54534,"THIRD LAKE","IL",0,.4493886
54535,"NEW BRUNSWICK","NJ",320.85,.6064535
54537,"CORNELIUS","NC",685.95,.4545515
54538,"OLD GREENWICH","CT",0,.4268852
54539,"ELKINS","WV",0,.3975987
54540,"CLINTON","MD",896,.499497
54541,"Highland Park","IL",0,.4493886
54542,"SAN FRANCISCO","CA",1030,.4387415
54543,"MEQUON","WI",250,.4160614
54544,"ALBUQUERQUE","NM",233,.4932771
54545,"OLYMPIA FIELDS","IL",500,.4750154
54546,"SHERMAN OAKS","CA",405,.5056244
54547,"CAMBRIDGE","MA",600,.5174821
54548,"LOS ANGELES","CA",0,.5352823
54549,"OSKALOOSA","IA",0,.4328908
54550,"BOSTON","MA",725,.5174821
54551,"HARBOR SPRINGS","MI",474.59,.3805149
54552,"ROSEVILLE","CA",0,.4593699
54553,"GARLAND","ME",0,.4031826
54554,"GIBSONIA","PA",250,.3871125
54555,"El Cajon","CA",1250,.4887954
54556,"REDMOND","OR",360,.4236024
54557,"APPLETON","ME",275,.3548736
54558,"PLAYA DEL REY","CA",213.48,.5116389
54559,"BELLEVUE","WA",475,.4650477
54560,"Portland","OR",0,.4743172
54561,"NEW YORK","NY",0,.4624566
54562,"PARK RIDGE","IL",0,.4493886
54564,"BELMONT","MA",0,.4494399
54565,"WHITE PLAINS","NY",375,.4340113
54566,"STAFFORD","TX",0,.5032269
54567,"BROOKLYN","NY",0,.5131685
54568,"SILVER SPRING","MD",0,.4731771
54569,"CALDWELL","NJ",330,.4573098
54570,"CARLISLE","PA",300.13,.4234625
54571,"Larkspur","CA",0,.3973311
54572,"ROANOKE","VA",613.5,.4634323
54573,"San Pablo","CA",0,.5030745
54574,"Berkeley","CA",875,.5246695
54575,"Cupertino","CA",0,.4732465
54577,"COLORADO SPRINGS","CO",400,.5112923
54578,"DAYTONA BEACH","FL",0,.3261224
54579,"LAS VEGAS","NV",0,.4974553
54580,"CHEVY CHASE","MD",350,.4435954
54581,"NEW CASTLE","DE",215.01,.4954163
54582,"MOUNTAIN HOME","AR",632.73,.3737555
54583,"NORTH MYRTLE BEACH","SC",0,.4355825
54584,"TEANECK","NJ",1020,.4158759
54585,"SANTA MONICA","CA",0,.4035722
54587,"CAMBRIA HEIGHTS","NY",0,.4765327
54588,"HIGHLAND PARK","NJ",372,.6064535
54589,"TUCSON","AZ",0,.4749739
54590,"Cambria","CA",0,.4875372
54591,"TUMWATER","WA",0,.437393
54592,"GROVELAND","FL",2000,.4537866
54593,"WASHINGTON","DC",750,.5195411
54594,"Boston","MA",0,.5174821
54595,"ELK GROVE","CA",0,.4751711
54596,"FORT DODGE","IA",270,.4232333
54597,"SAINT HELENA","CA",500,.4590964
54598,"SEATTLE","WA",0,.4679543
54599,"SILVER SPRING","MD",273.04,.4731771
54600,"FABIUS","NY",250,.4301481
54601,"ANAHEIM","CA",795,.508081
54602,"MONTGOMERY","AL",0,.5081252
54603,"VANDALIA","IL",0,.4305411
54604,"OAK RIDGE","TN",300,.4174977
54605,"HOBOKEN","NJ",0,.4573098
54606,"WORCESTER","VT",0,.4124142
54607,"CLINTON","IA",0,.436352
54608,"RYE","NY",0,.420808
54609,"DEDHAM","MA",0,.4028738
54610,"SEATTLE","WA",0,.4679543
54611,"Bronx","NY",0,.5286456
54612,"Oxnard","CA",1640,.4987158
54613,"Mc Lean","VA",0,.4798569
54614,"GREENSBORO","NC",645,.5029295
54615,"WEST HURLEY","NY",241.22,.3750656
54616,"AIKEN","SC",245,.4352905
54617,"SANDWICH","MA",282.28,.3656803
54618,"NILES","IL",349,.4016855
54619,"PRESCOTT","AZ",205,.3510678
54620,"RANCHO PALOS VERDE","CA",210,.5116389
54621,"AUSTIN","TX",0,.5566342
54622,"NATICK","MA",250,.4164453
54623,"MEDIA","PA",818.7,.4378969
54624,"CAMBRIDGE","MA",208,.5174821
54625,"BRENTWOOD","TN",1000,.4813324
54626,"Lynnwood","WA",0,.4650477
54627,"WOODSTOCK","GA",0,.4938683
54628,"SANTA MONICA","CA",0,.4035722
54629,"PENN VALLEY","CA",0,.4713358
54630,"SAN DIEGO","CA",0,.520797
54631,"Tampa","FL",0,.5000342
54632,"PITTSBURGH","PA",250,.4520847
54633,"Red Wing","MN",0,.4665258
54634,"SCOTTSDALE","AZ",250,.4831868
54635,"ANACORTES","WA",655,.4644603
54637,"FREMONT","CA",0,.4590964
54638,"SOUTH PASADENA","CA",0,.4120456
54639,"SPOKANE","WA",0,.4854283
54640,"OAKLAND","CA",0,.4778767
54641,"OAKHURST","CA",250,.545936
54642,"WAYNE","PA",0,.4378969
54643,"KEY BISCAYNE","FL",0,.4463278
54644,"BERKELEY","CA",229.25,.5246695
54645,"ARVADA","CO",0,.4962959
54646,"STOW","MA",600,.4164453
54647,"TIGARD","OR",230,.4743172
54648,"PHILADELPHIA","PA",0,.5200281
54649,"HARTSDALE","NY",500,.420808
54650,"ARVADA","CO",270.13,.4004413
54651,"LONG BEACH","CA",260,.5248182
54652,"HENDERSON","NV",881.5,.4752689
54653,"SAN FRANCISCO","CA",286.1,.4387415
54654,"NEW YORK","NY",0,.477233
54655,"Cincinnati","OH",0,.4760331
54656,"SEATTLE","WA",314.56,.4679543
54657,"EL CERRITO","CA",735,.4590964
54659,"PFLUGERVILLE","TX",675,.5018783
54660,"BRADFORD","VT",225,.3841904
54661,"MIDDLETON","WI",250,.4441077
54662,"Highland Park","IL",745,.4493886
54663,"SCOTTSDALE","AZ",450,.4831868
54664,"San Francisco","CA",0,.4387415
54665,"BERKELEY","CA",0,.5246695
54666,"NYACK","NY",0,.4849277
54667,"KINGSTON","RI",350,.4185297
54668,"ALEXANDRIA","VA",0,.4743382
54669,"DENNISON","IL",250,.4305411
54670,"LAKE SAINT LOUIS","MO",0,.4719936
54671,"Midland","MI",335,.4193215
54672,"NEW YORK","NY",665,.477233
54673,"HERNDON","VA",0,.4958435
54674,"MINNEAPOLIS","MN",705,.5006417
54675,"CINCINNATI","OH",0,.4760331
54677,"EDMONDS","WA",250,.4650477
54678,"FOND DU LAC","WI",0,.4500547
54679,"ROCHESTER","MN",0,.4702913
54680,"BROOKLYN","NY",300,.5131685
54681,"ELIZABETHPORT","NJ",0,.5081633
54682,"MOUNT AIRY","GA",662.95,.4593446
54683,"SUGAR LAND","TX",633,.5032269
54684,"ROCKLIN","CA",1847.91,.4751711
54685,"NEWPORT","VA",355,.4003168
54687,"SMYRNA","GA",1081.48,.4951164
54688,"DENVER","CO",405,.5182149
54689,"POULSBO","WA",0,.4442257
54690,"HENDERSON","NV",0,.4752689
54691,"SAN BRUNO","CA",0,.4402437
54693,"ROGERS","AR",218,.5315497
54694,"SAN FRANCISCO","CA",0,.4387415
54695,"ANN ARBOR","MI",500,.460889
54696,"HOUSTON","TX",1000,.548726
54697,"BROOKLYN","NY",750,.5131685
54698,"BROOKLYN","NY",500,.5131685
54699,"SOUTHLAKE","TX",500,.4892371
54701,"CONCORD","MA",255,.4164453
54702,"OLATHE","KS",0,.5135395
54703,"CORPUS CHRISTI","TX",250,.5018095
54704,"BROOKLYN","NY",275,.5131685
54706,"HARRISBURG","PA",0,.4564995
54707,"HOFFMAN ESTATES","IL",300,.4846078
54708,"ATLANTA","GA",250,.5335559
54709,"SYRACUSE","NY",216,.5124561
54710,"PILOT","VA",210,.4003168
54711,"WALNUT CREEK","CA",0,.4590964
54713,"LAWRENCEVILLE","NJ",250,.4790078
54714,"GEORGE WEST","TX",1355,.514696
54715,"PINOLE","CA",0,.4590964
54716,"BELVEDERE TIBURON","CA",0,.3973311
54717,"DENVER","CO",888.33,.5182149
54718,"FREDERICKSBURG","VA",255,.4766693
54719,"KAILUA","HI",250,.4707951
54721,"NEW YORK","NY",305,.477233
54722,"New York","NY",0,.477233
54724,"FALLS CHURCH","VA",0,.4753132
54725,"SURPRISE","AZ",1000,.4848824
54726,"SALT LAKE CITY","UT",350,.5593248
54727,"CAMBRIA","CA",300,.4875372
54729,"CHICAGO","IL",324.12,.5333298
54730,"OAKLAND","CA",0,.4778767
54731,"SUNSET","SC",0,.4612637
54732,"OAKLAND","CA",439.95,.4778767
54733,"BETTENDORF","IA",299.24,.436352
54734,"BLOOMINGTON","IN",0,.5108438
54735,"PANAMA CITY BEACH","FL",0,.4329023
54736,"DEVON","PA",1300,.4510214
54737,"AURORA","IL",0,.4822353
54739,"MOUNT PLEASANT","SC",0,.4891635
54740,"SPRINGFIELD","IL",217.78,.4516681
54741,"BIRMINGHAM","AL",230,.4856624
54742,"CULVER CITY","CA",280,.5116389
54743,"CHAMPAIGN","IL",0,.5371014
54745,"GAITHERSBURG","MD",230,.4435954
54746,"SILVER SPRING","MD",250,.4731771
54747,"CHICAGO","IL",500,.5333298
54748,"FORT MONTGOMERY","NY",0,.4849277
54749,"Newport Beach","CA",0,.448464
54750,"NEW YORK","NY",325,.477233
54751,"ROCKPORT","ME",550,.3548736
54752,"BEND","OR",225,.4236024
54753,"Santa Clara","CA",0,.4732465
54754,"MENLO PARK","CA",575.05,.4402437
54755,"FLAGSTAFF","AZ",225,.5644095
54756,"Lakewood Ranch","FL",1567,.337309
54757,"LAS CRUCES","NM",0,.5080315
54758,"PORTAGE","MI",0,.4640211
54759,"HOPKINS","MN",0,.4713001
54760,"ANCHORAGE","AK",250,.5246117
54762,"SUNNYSIDE","NY",0,.5099675
54763,"JACKSONVILLE","FL",300,.4874956
54764,"HONOLULU","HI",1533,.4193506
54765,"YORBA LINDA","CA",0,.508081
54766,"LANSING","MI",1000,.5143077
54767,"LONG BEACH","NY",1760.9,.4384138
54768,"Washington","DC",475,.5195411
54770,"Ellicott City","MD",0,.4411901
54771,"MASON","OH",325,.4771548
54772,"LOS ANGELES","CA",608.25,.5352823
54773,"NEW YORK","NY",0,.477233
54774,"BOSTON","MA",1100,.5174821
54775,"SAINT LOUIS","MO",748,.4732347
54776,"OXNARD","CA",630,.4987158
54777,"Tuckahoe","NY",241,.4556417
54778,"BERWYN","IL",0,.4750154
54779,"NEW HAVEN","CT",400,.511386
54780,"WAYNE","PA",210,.4378969
54781,"CALDWELL","WV",320,.376745
54782,"BLACKLICK","OH",0,.473918
54783,"CLEVELAND HEIGHTS","OH",0,.4401636
54784,"SAINT CROIX FALLS","WI",655,.476161
54785,"Irvine","CA",225,.448464
54786,"BOSTON","MA",225,.5174821
54787,"NEW HARTFORD","NY",400,.412447
54788,"MILILANI","HI",0,.4707951
54789,"COLLEGE STATION","TX",212.8,.5844948
54790,"New York","NY",0,.477233
54791,"ATLANTA","GA",0,.5335559
54792,"HOUSTON","TX",275,.548726
54793,"LOS ANGELES","CA",250,.5352823
54794,"MINNEAPOLIS","MN",0,.5006417
54795,"MIAMI BEACH","FL",750,.4463278
54796,"Salem","VA",1007,.4003168
54797,"CHICAGO","IL",1000,.5333298
54798,"Centreville","VA",0,.4958435
54799,"BALDWIN","NY",390,.4384138
54801,"PULLMAN","WA",300,.4778332
54802,"PHOENIX","AZ",460,.5434535
54804,"BROOKLYN","NY",235,.5131685
54805,"STEVENSON RANCH","CA",850,.4808716
54806,"DENVILLE","NJ",300,.413958
54807,"LOS ANGELES","CA",305,.5352823
54808,"SHERMAN OAKS","CA",0,.5056244
54809,"WASHINGTON","DC",770.95,.5195411
54810,"RANCHO PALOS VERDES","CA",0,.5116389
54811,"STAMFORD","CT",360,.4679229
54812,"Alexandria","VA",0,.4743382
54813,"PROVIDENCE","RI",288.2,.4984984
54815,"BADEN","PA",500,.3871125
54816,"SANDPOINT","ID",250,.4529644
54817,"SONOMA","CA",0,.4264379
54818,"HELOTES","TX",0,.514696
54819,"CHICAGO","IL",300,.5333298
54820,"Broomfield","CO",1000,.4962959
54821,"Fort Myers","FL",0,.3693463
54822,"SHERMAN OAKS","CA",205,.5056244
54823,"JEFFERSON","MA",0,.4167195
54824,"UNIONTOWN","OH",205,.4421945
54825,"LOS ANGELES","CA",325.98,.5352823
54826,"Middletown","CT",0,.3924814
54827,"Portsmouth","NH",0,.412813
54828,"CULVER CITY","CA",275,.5116389
54829,"BERKELEY","CA",400,.5246695
54830,"LAFAYETTE","CO",0,.4962959
54831,"BRONX","NY",0,.5286456
54832,"CLEMMONS","NC",0,.4040239
54833,"BALDWINSVILLE","NY",212.56,.4301481
54834,"PFLUGERVILLE","TX",350,.5018783
54835,"NEW YORK","NY",430,.477233
54836,"BOULDER","CO",0,.5435534
54837,"RUTHERFORD","NJ",0,.4573098
54838,"SAN PEDRO","CA",0,.4829782
54839,"Salt Lake City","UT",0,.5593248
54840,"WEST CALDWELL","NJ",225,.4573098
54841,"THOUSAND OAKS","CA",300,.4808716
54842,"CINCINNATI","OH",422.5,.4760331
54843,"LOS ANGELES","AB",632.2,.5352823
54844,"GREENSBORO","NC",0,.5029295
54845,"LOS ANGELES","CA",0,.5352823
54846,"YELLOW SPRING","WV",550,.3824289
54847,"CARBONDALE","CO",0,.4904153
54848,"EAST AURORA","NY",300,.4080167
54850,"Oak Harbor","WA",0,.4644603
54851,"Northridge","CA",0,.4808716
54852,"WASHINGTON","DC",0,.5195411
54853,"PHILADELPHIA","PA",300,.5200281
54854,"NORTH HAVEN","CT",0,.3924814
54855,"Granite Bay","CA",1990,.4751711
54856,"FREE UNION","VA",0,.4685583
54857,"SAN JOSE","CA",1000,.4954745
54858,"SEATTLE","WA",500,.4679543
54859,"COLLEGE PARK","MD",250,.499497
54860,"MONTAUK","NY",0,.4160329
54861,"WHITE STONE","VA",510,.4585948
54862,"MONTCLAIR","NJ",543.6,.4573098
54863,"SCOTTSDALE","AZ",0,.4831868
54864,"ATLANTA","GA",0,.5335559
54865,"SHELBY TOWNSHIP","MI",300,.4291991
54866,"NEW YORK","NY",250,.477233
54867,"PLYMOUTH","MI",300,.460889
54868,"CASSADAGA","NY",0,.4328793
54869,"NEW YORK","NY",0,.477233
54870,"Great Barrington","MA",0,.3879363
54871,"HARBOR SPRINGS","MI",0,.3805149
54872,"HOUSTON","TX",250,.548726
54873,"CHERRY VALLEY","IL",225,.426166
54874,"OCKLAWAHA","FL",450,.3261224
54875,"Baltimore","MD",0,.4849183
54876,"SEATTLE","WA",0,.4679543
54877,"BOSTON","MA",1850,.5174821
54878,"MILWAUKEE","WI",485.73,.5319132
54879,"Upper Marlboro","MD",0,.499497
54880,"Basking Ridge","NJ",1550,.4085009
54881,"CLARENDON HILLS","IL",0,.4822353
54882,"BENTON","IL",1325,.4194089
54883,"SAN DIEGO","CA",311.58,.520797
54884,"ALAMEDA","CA",500,.4590964
54885,"EVERGREEN","CO",515,.4004413
54886,"Reno","NV",0,.4766844
54887,"GAINESVILLE","FL",923.83,.5097474
54888,"NEW YORK","NY",0,.477233
54889,"CHUGIAK","AK",269.28,.5246117
54890,"FLORENCE","SC",0,.4355825
54891,"LOWELL","MA",0,.4513606
54892,"NEW YORK","NY",600,.477233
54893,"CHICAGO","IL",0,.5333298
54894,"SALINA","KS",265,.4385139
54895,"SANTA ROSA","CA",0,.4264379
54896,"CHICAGO","IL",0,.5333298
54897,"LOS ANGELES","CA",0,.5352823
54898,"Buffalo","NY",0,.4683016
54899,"OAKLAND","CA",0,.4778767
54900,"Pueblo","CO",0,.445563
54901,"NEW YORK","NY",345,.477233
54902,"SAN FRANCISCO","CA",365,.4387415
54904,"NEW YORK","NY",0,.477233
54905,"Medford","OR",0,.4052518
54906,"WEST BLOOMFIELD","MI",309,.4291991
54907,"Freeport","IL",0,.426166
54908,"WHEELING","WV",0,.3876398
54909,"Berkeley","CA",0,.5246695
54910,"PERTH AMBOY","NJ",0,.4375436
54911,"SEATTLE","WA",400,.4679543
54912,"SAMMAMISH","WA",220,.4650477
54913,"MOUNT PLEASANT","MI",0,.4949681
54914,"New York","NY",0,.477233
54915,"PAWTUCKET","RI",285.75,.4185297
54916,"BROOKLYN","NY",234.45,.5131685
54917,"CHAPEL HILL","NC",0,.4791312
54918,"RADFORD","VA",295.33,.4003168
54919,"Boulder","CO",350,.5435534
54920,"Evanston","IL",325,.5017276
54921,"ALBUQUERQUE","NM",0,.4932771
54922,"ATHENS","OH",0,.4859754
54923,"PITTSBURGH","PA",405,.4520847
54924,"EVANSTON","IL",850,.5017276
54925,"VANCOUVER","WA",400,.4597161
54926,"Colorado Springs","CO",349,.5112923
54927,"CHARLOTTESVILLE","VA",0,.4685583
54928,"ATHERTON","CA",0,.4402437
54929,"KANSAS CITY","MO",208.58,.4927863
54930,"CHICAGO","IL",618.96,.5333298
54931,"ROCKVILLE","MD",0,.4435954
54932,"NEWPORT COAST","CA",900,.448464
54934,"SWANZEY","NH",0,.4299861
54935,"NEW COLUMBIA","PA",1036.3,.4314502
54936,"LAFAYETTE","CO",250,.4962959
54937,"Bothell","WA",1435,.4650477
54938,"WASHINGTON","DC",400,.5195411
54939,"CHICAGO","IL",545,.5333298
54940,"PASADENA","CA",0,.4520558
54941,"AUSTIN","TX",0,.5566342
54942,"WEST HOLLYWOOD","CA",428.85,.5352823
54944,"LAKE ISABELLA","CA",0,.5712796
54945,"Chandler","AZ",300,.4831868
54946,"ROSENBERG","TX",0,.5032269
54947,"RICHMOND","CA",218.02,.5030745
