Color,Director,Reviews,Duration,Director_facebook_likes,Actor_3_facebook_likes,Actor_2_name,Actor_1_facebook_likes,Gross,Genre,Actor_1_name,Title,Votes,Cast_total_facebook_likes,Actor_3_name,Facenumber_in_poster,Plot_keywords,Movie_imdb_link,Language,Content_rating,Budget,Year,Actor_2_facebook_likes,Imdb_score,Aspect_ratio,Movie_facebook_likes
Color,Michael Dougherty,198,98,66,562,Conchata Ferrell,3000,42592530,Comedy,Adam Scott,Krampusa,29867,4286,Allison Tolman,0,christmas|german|holiday|krampus|santa claus,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,English,PG-13,15000000,2015,658,6.2,2.35,27000
Color,Robert Rodriguez,154,104,0,1000,Salma Hayek,4000,40064955,Horror,Jordana Brewster,The Facultya,92074,9000,Clea DuVall,1,alien|high school|ohio|photographer|water,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,English,R,15000000,1998,4000,6.4,1.85,0
Color,James Mangold,131,120,446,1000,Sylvester Stallone,22000,44886089,Crime,Robert De Niro,Cop Landa,69576,36446,Janeane Garofalo,3,corruption|faked death|falling off a roof|internal affairs|nypd,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,English,R,10000000,1997,13000,6.9,1.85,2000
Color,Joel Gallen,97,99,11,971,JoAnna Garcia Swisher,11000,37882551,Comedy,Chris Evans,Not Another Teen Moviea,80305,12965,Mia Kirshner,0,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,English,R,16000000,2001,983,5.7,1.85,0
Color,David Ayer,355,109,453,953,Anna Kendrick,15000,40983001,Crime,Jake Gyllenhaal,End of Watcha,181025,26406,America Ferrera,2,lapd|police|police officer|south central los angeles|street gang,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,English,R,7000000,2012,10000,7.7,1.85,38000
Color,Cameron Crowe,138,105,488,13000,Bradley Cooper,15000,20991497,Comedy,Emma Stone,Alohaa,39782,42488,Bill Murray,1,box office flop|critically bashed|hawaii|one word title|written by director,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,English,PG-13,37000000,2015,14000,5.4,1.85,11000
Color,Rob Cohen,102,106,357,883,Leslie Bibb,23000,35007180,Action,Paul Walker,The Skullsa,26846,25240,William Petersen,0,college|friend|ivy league|secret society|suicide,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,English,PG-13,15000000,2000,1000,5.6,1.85,0
Color,James Marsh,419,123,120,149,Emily Watson,13000,35887263,Biography,Eddie Redmayne,The Theory of Everythinga,265507,14145,Simon McBurney,0,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,English,PG-13,15000000,2014,876,7.7,2.35,90000
Color,John Whitesell,37,86,14,685,Regina Hall,833,34308901,Comedy,Greg Grunberg,Malibu's Most Wanteda,15939,2339,Blair Underwood,3,los angeles california|person in car trunk|racial impersonation|south asian|street gang,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,English,PG-13,16000000,2003,807,5.1,2.35,0
Color,Matt Williams,78,120,18,944,James Frain,20000,33771174,Comedy,Natalie Portman,Where the Heart Isa,27044,21962,Stockard Channing,2,birth|oklahoma|photographer|tennessee|wal mart,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,English,PG-13,15000000,2000,1000,6.8,1.85,0
Color,David Lean,181,227,767,87,José Ferrer,607,6000000,Adventure,Claude Rains,Lawrence of Arabiaa,192775,1663,Jack Hawkins,8,arab|british military|desert|ottoman empire|t.e. lawrence,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,English,PG,15000000,1962,202,8.4,2.2,11000
Color,Rob Zombie,220,119,0,593,Tyler Mane,908,33386128,Horror,Scout Taylor-Compton,Halloween IIa,36372,2265,Margot Kidder,0,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,English,R,15000000,2009,764,4.9,1.85,3000
Color,Jean-Marc Vallée,349,115,212,612,Kevin Rankin,2000,37877959,Adventure,Michiel Huisman,Wilda,86664,3644,Gaby Hoffmann,1,female protagonist|grief|hiking|loss of mother|mother daughter relationship,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,English,R,15000000,2014,820,7.1,2.35,38000
Color,Dennis Iliadis,241,114,29,616,Monica Potter,956,32721635,Crime,Tony Goldwyn,The Last House on the Lefta,67822,2479,Martha MacIsaac,0,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,English,R,15000000,2009,878,6.6,1.85,0
Color,Clare Kilner,103,90,6,458,Debra Messing,1000,31585300,Comedy,Jack Davenport,The Wedding Datea,38248,2114,Holland Taylor,0,chick flick|escort|male escort|wedding|wedding date,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,English,PG-13,15000000,2005,650,6.1,1.85,0
Color,Rick Rosenthal,151,94,28,731,Thomas Ian Nicholas,2000,30259652,Comedy,Jamie Lee Curtis,Halloween: Resurrectiona,26905,3623,Bianca Kajlich,5,cult film|halloween|killer|michael myers|serial killer,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,English,R,15000000,2002,864,4.1,2.35,0
Color,Louis Leterrier,344,106,255,850,Jason Flemyng,14000,163192114,Action,Liam Neeson,Clash of the Titansa,229687,16105,Alexa Davalos,0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,English,PG-13,125000000,2010,1000,5.8,2.35,15000
Color,Rob Reiner,185,98,0,594,Carol Kane,18000,30857814,Adventure,Robin Wright,The Princess Bridea,294163,19230,André the Giant,0,fairy tale|giant|pirate|princess|true love,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,English,PG,16000000,1987,636,8.1,1.85,33000
Color,Denzel Washington,112,126,18000,697,Jurnee Smollett-Bell,18000,30226144,Biography,Denzel Washington,The Great Debatersa,47626,38697,John Heard,1,college|debate|student|texas|wiley college,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,English,PG-13,15000000,2007,2000,7.6,2.35,0
Color,Nicolas Winding Refn,676,100,0,228,Albert Brooks,33000,35054909,Crime,Ryan Gosling,Drivea,431578,33973,Russ Tamblyn,0,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,English,R,15000000,2011,745,7.8,2.35,81000
Color,Sara Sugarman,74,89,10,231,Carol Kane,811,29302097,Comedy,Adam Garcia,Confessions of a Teenage Drama Queena,23408,1688,Glenne Headly,8,band|friend|new york city|suburb|teenager,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,English,PG,15000000,2004,636,4.6,1.85,810
Color,Nicholas Hytner,65,111,13,106,Tim Daly,818,29106737,Comedy,Liam Aiken,The Object of My Affectiona,15582,1448,Kali Rocha,0,baby|dancing|gay|name calling|penis slur,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,English,R,15000000,1998,511,6,1.85,849
Color,Juan Carlos Fresnadillo,274,100,35,306,Harold Perrineau,10000,28637507,Drama,Jeremy Renner,28 Weeks Latera,212167,11341,Catherine McCormack,1,paris france|rage|sniper|u.s. army|zombie apocalypse,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,English,R,15000000,2007,1000,7,1.85,0
Color,Thomas Carter,50,115,49,100,Matthew Daddario,116,30127963,Drama,Jessie T. Usher,When the Game Stands Talla,12596,375,Ser'Darius Blain,0,coach|high school football,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,English,PG,15000000,2014,110,6.7,1.85,0
Color,Wayne Wang,96,106,61,649,Luke Benward,907,32645546,Comedy,Cicely Tyson,Because of Winn-Dixiea,8427,2424,Eva Marie Saint,5,10 year old|dog|florida|girl|supermarket,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,English,PG,14000000,2005,807,6.4,1.85,1000
Color,Gina Prince-Bythewood,68,124,107,865,Sanaa Lathan,1000,27441122,Drama,Alfre Woodard,Love & Basketballa,14322,2858,Omar Epps,0,basketball movie|female basketball player|high school|nba|title directed by female,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,English,PG-13,15000000,2000,886,7.2,1.85,0
Color,George Armitage,111,107,5,141,Michael Cudlitz,893,28014536,Action,Minnie Driver,Grosse Pointe Blanka,73347,1861,Mitchell Ryan,1,assassin|high school|high school reunion|reunion|suburb,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,English,R,15000000,1997,822,7.4,1.85,0
Color,Phil Traill,128,99,3,628,Katy Mixon,14000,33860010,Comedy,Bradley Cooper,All About Stevea,33088,15613,Beth Grant,3,blind date|crossword puzzle|eccentric|fall|mine shaft,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,English,PG-13,15000000,2009,982,4.8,1.85,0
Color,Joe Berlinger,160,90,31,162,Erica Leerhsen,193,26421314,Adventure,Kim Director,Book of Shadows: Blair Witch 2a,28964,570,Kurt Loder,0,convenience store|digit in title|punctuation in title|violence|witch,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,English,R,15000000,2000,184,4,1.85,949
Color,Andrew Fleming,93,101,26,266,Rachel True,838,24881000,Drama,Christine Taylor,The Crafta,57140,1458,Brenda Strong,0,coven|occult|outcast|spell|witch,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,English,R,15000000,1996,328,6.2,1.85,6000
Color,Woody Allen,278,119,11000,400,Mark Gatiss,19000,23089926,Drama,Scarlett Johansson,Match Pointa,166269,30967,Penelope Wilton,3,extramarital affair|infidelity|irony of fate|surprise ending|tennis,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,English,R,15000000,2005,567,7.7,1.85,0
Color,Elizabeth Allen Rosenbaum,81,103,20,125,Hutch Dano,512,26161406,Adventure,Sierra McCormick,Ramona and Beezusa,13874,973,Jason Spevack,2,aunt|cat|death of pet|girl|no opening credits,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,English,G,15000000,2010,316,6.7,2.35,0
Color,James Ivory,58,134,133,258,Peter Vaughan,12000,22954968,Drama,Anthony Hopkins,The Remains of the Daya,45703,12701,Ben Chaplin,1,butler|housekeeper|manor|servant|service,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,English,PG,11500000,1993,310,7.9,2.35,0
Color,Paul Thomas Anderson,153,155,0,170,Nicole Ari Parker,3000,26384919,Drama,Don Cheadle,Boogie Nightsa,189032,3530,Nina Hartley,15,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,English,R,15000000,1997,360,7.9,2.35,0
Color,Robert Harmon,25,94,11,232,Rosanna Arquette,1000,22189039,Action,Kieran Culkin,Nowhere to Runa,17074,1848,Joss Ackland,0,business|escaped convict|farm|motorcycle|widow,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,English,R,15000000,1993,605,5.5,1.85,466
Color,Michael Mayer,46,95,15,461,Danny Pino,1000,20998709,Adventure,Alison Lohman,Flickaa,6095,2262,Tim McGraw,0,father son relationship|horse|horse ranch|ranch|wild mustang,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,English,PG,15000000,2006,786,6.2,2.35,1000
Color,Martin Weisz,161,89,7,399,Daniella Alonso,919,20801344,Horror,Jeff Kober,The Hills Have Eyes IIa,49721,1882,Jacob Vargas,0,desert|fight|hill|murder|mutant,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,English,R,15000000,2007,557,5.1,2.35,0
Color,John Ottman,108,97,83,579,Joey Lawrence,912,21468807,Horror,Loretta Devine,Urban Legends: Final Cuta,13048,2360,Jacinda Barrett,2,film set|movie set|sequel|slow motion|urban legend,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,English,R,14000000,2000,786,4.1,2.35,243
Color,Jay Russell,69,90,13,613,Sissy Spacek,882,19158074,Drama,William Hurt,Tuck Everlastinga,17983,2382,Jonathan Jackson,2,fountain of youth|immortality|secret|woods|young man,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,English,PG,15000000,2002,874,6.7,2.35,0
Color,John Bonito,78,92,8,129,Firass Dirani,472,18843314,Action,Kelly Carlson,The Marinea,27486,848,Drew Powell,1,beating|marine|muscleman|tied up|tough guy,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,English,PG-13,20000000,2006,239,4.7,1.85,0
Color,Peter Atencio,129,100,10,415,Will Forte,826,20566327,Action,Nia Long,Keanua,15385,1873,Keegan-Michael Key,2,car chase|gangsta|gun fight|hitman|kitten,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,English,R,15000000,2016,622,6.4,2.35,0
Color,Shana Feste,135,117,19,461,Cinda McCain,3000,20218921,Drama,Leighton Meester,Country Stronga,14814,4126,Tim McGraw,4,country music|panties|pink panties|relapse|songwriter,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,English,PG-13,15000000,2010,646,6.3,2.35,0
Color,David Nutter,96,84,119,918,Ethan Embry,989,17411331,Horror,Bruce Greenwood,Disturbing Behaviora,17328,3008,Katharine Isabelle,3,blue ribbon|high school|jacket|jock|yogurt,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,English,R,15000000,1998,982,5.5,1.85,673
Color,Derek Cianfrance,417,140,310,619,Ben Mendelsohn,33000,21383298,Crime,Ryan Gosling,The Place Beyond the Pinesa,187170,34677,Angelo Anthony Pizza,3,bank|carnival|motorcycle|police|rookie cop,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,English,R,15000000,2012,748,7.3,2.35,47000
Color,Roger Donaldson,172,108,79,537,Akie Kotabe,775,24984868,Action,Luke Bracey,The November Mana,50056,2005,Will Patton,2,critically bashed|premarital sex|sex scene|sex standing up|stripper,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,English,R,15000000,2014,614,6.3,2.35,0
Color,Stephan Elliott,88,109,11,159,Patrick Bergin,471,16459004,Drama,Jason Priestley,Eye of the Beholdera,13320,949,Geneviève Bujold,1,chicago illinois|false identity|femme fatale|new york city|spying,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,English,R,15000000,1999,308,4.9,2.35,327
Color,Kathryn Bigelow,388,131,0,383,Christian Camargo,10000,15700000,Drama,Jeremy Renner,The Hurt Lockera,332065,10985,Brian Geraghty,0,army|bomb|dangerous job|death|iraq,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,English,R,15000000,2008,602,7.6,1.85,16000
Color,Mark L. Lester,45,114,73,563,George C. Scott,695,15100000,Action,Heather Locklear,Firestartera,22797,1985,David Keith,1,captain|experiment|fire|psychic|secret government agency,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,English,R,15000000,1984,654,6,2.35,0
Color,Andrew Dominik,414,97,181,748,Sam Shepard,11000,14938570,Crime,Brad Pitt,Killing Them Softlya,111625,12749,Ben Mendelsohn,1,exploding car|hit by a car|poker game|punched in the face|shot to death,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,English,R,15000000,2012,820,6.2,2.35,20000
Color,Anton Corbijn,291,122,210,123,Nina Hoss,22000,17237244,Crime,Philip Seymour Hoffman,A Most Wanted Mana,57210,22497,Homayoun Ershadi,3,intelligence|intelligence agency|secret service|surveillance camera|war on terror,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,English,R,15000000,2014,164,6.8,2.35,13000
Color,Tom Green,97,87,374,484,Harland Williams,826,14249005,Comedy,Rip Torn,Freddy Got Fingereda,39788,2187,Eddie Kaye Thomas,1,animator|bamboo cane|cartoonist|sausage|slacker,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,English,R,15000000,2001,503,4.5,1.85,0
Color,Mike Nawrocki,37,85,12,23,Cam Clarke,354,12701880,Adventure,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Moviea,2037,562,Phil Vischer,0,17th century|king|pirate|vegetable|waiter,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,English,G,15000000,2008,173,5.7,1.85,175
Color,Douglas Aarniokoski,90,101,36,377,Adrian Paul,1000,12801190,Action,Christopher Lambert,Highlander: Endgamea,16340,2199,Adam Copeland,1,battle|explosion|immortal|revenge|sequel to cult film,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,English,R,15000000,2000,786,4.6,2.35,356
Color,Bryan Barber,81,121,16,526,Faizon Love,907,12549485,Crime,Cicely Tyson,Idlewilda,4603,2034,Bobb'e J. Thompson,4,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,English,R,15000000,2006,585,6.2,2.35,489
Color,Lone Scherfig,221,107,92,358,Jim Sturgess,11000,13766014,Drama,Anne Hathaway,One Daya,106111,16450,Rafe Spall,0,23 year time span|accidental death|best friend|loss of loved one|male female friendship,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,English,PG-13,15000000,2011,5000,7,2.35,49000
Color,Drew Barrymore,230,111,0,727,Jimmy Fallon,796,13034417,Drama,Daniel Stern,Whip Ita,55665,2310,Alia Shawkat,1,beauty pageant|friend|pageant|roller derby|texas,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,English,PG-13,15000000,2009,787,6.9,2.35,10000
Color,James Foley,119,97,164,308,Brian Van Holt,436,12212417,Crime,Louis Lombardi,Confidencea,30643,1232,Leland Orser,3,con|grifter|lap dance|organized crime|shot in the forehead,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,English,R,15000000,2003,324,6.7,2.35,622
Color,Albert Brooks,97,97,745,745,Bradley Whitford,12000,11614236,Comedy,Jeff Bridges,The Musea,9294,14311,Albert Brooks,2,directed by star|muse|satire|screenwriter|tiffany's,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,English,PG-13,15000000,1999,821,5.6,1.37,251
 Black and White,Irwin Winkler,119,125,34,65,Keith Allen,427,13337299,Biography,Kevin McNally,De-Lovelya,9649,592,Sandra Nelson,7,cole porter|composer|love|party|tears,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,English,PG-13,20000000,2004,66,6.6,2.35,1000
Color,Woody Allen,42,124,11000,563,Larry David,11000,10763469,Comedy,Woody Allen,New York Storiesa,13692,23423,Mia Farrow,0,12 year old|artist|hotel|three word title|written and directed by cast member,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,English,PG,15000000,1989,860,6.4,1.85,877
Color,Steve Gomer,24,76,9,47,Kyla Pratt,595,11144518,Adventure,Trevor Morgan,Barney's Great Adventurea,2724,1068,Shirley Douglas,0,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,English,G,15000000,1998,417,2.8,1.85,436
Color,RZA,208,107,561,353,RZA,746,15608545,Action,Rick Yune,The Man with the Iron Fistsa,53471,2221,Daniel Wu,3,blacksmith|box office flop|chop socky|critically bashed|village,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,English,R,15000000,2012,561,5.4,2.35,29000
Color,Dean Parisot,42,91,23,629,Jake Busey,925,10443316,Comedy,Catherine O'Hara,Home Friesa,7159,2237,Shelley Duvall,2,baby|infidelity|pilot|pregnant|waitress,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,English,PG-13,15000000,1998,660,5,1.85,247
Color,Mark Piznarski,44,96,4,670,Chris Klein,989,10494147,Drama,Bruce Greenwood,Here on Eartha,7403,2504,Elaine Hendrix,1,diner|love|private school|school|small town,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,English,PG-13,15000000,2000,841,5.1,1.85,648
Color,Terry Gilliam,230,142,0,1000,Bob Hoskins,22000,9929000,Drama,Robert De Niro,Brazila,152306,28000,Jim Broadbent,0,black comedy|bureaucracy|dream|terrorist|wrongful arrest,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,English,R,15000000,1985,5000,8,1.85,16000
Color,Sean McNamara,46,103,80,782,Rebecca De Mornay,1000,10411980,Family,Oliver James,Raise Your Voicea,22649,2734,Jason Ritter,0,music school|scholarship|small town|stage fright|three word title,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,English,PG,15000000,2004,872,5.9,2.35,1000
Color,Joel Coen,249,117,0,12000,Jeff Bridges,22000,17439163,Comedy,Philip Seymour Hoffman,The Big Lebowskia,537419,46000,Steve Buscemi,1,death|drug|nihilism|rug|white russian,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,English,R,15000000,1998,12000,8.2,1.85,35000
 Black and White,Craig Brewer,197,116,153,539,Michael Raymond-James,3000,9396487,Drama,Justin Timberlake,Black Snake Moana,52421,4480,S. Epatha Merkerson,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,English,R,15000000,2006,788,7,2.35,0
Color,Ron Shelton,71,118,41,274,Dash Mihok,556,9059588,Crime,Khandi Alexander,Dark Bluea,17261,1334,Michael Michele,1,corrupt|criminal|investigation|lapd|police,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,English,R,15000000,2002,463,6.6,2.35,455
Color,Michael Winterbottom,190,108,187,254,Archie Panjabi,11000,9172810,Biography,Angelina Jolie Pitt,A Mighty Hearta,24150,12324,Dan Futterman,0,fbi|journalist|missing|pakistan|reporter,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,English,R,16000000,2007,883,6.7,2.35,923
Color,David Raynr,50,94,9,612,Jodi Lyn O'Keefe,11000,8735529,Comedy,James Franco,Whatever It Takesa,8055,12518,Marla Sokoloff,4,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,English,PG-13,15000000,2000,897,5.5,1.85,816
Color,Mort Nathan,63,97,2,461,Lin Shaye,890,8586376,Comedy,Vivica A. Fox,Boat Tripa,26598,2205,Bob Gunton,4,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,English,R,20000000,2002,852,4.9,1.85,1000
Color,Oliver Parker,104,97,32,692,Tom Wilkinson,14000,8378141,Comedy,Colin Firth,The Importance of Being Earnesta,18966,15724,Rupert Everett,5,comedy of manners|false identity|farce|love|period drama,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,English,PG,15000000,2002,1000,6.9,2.35,0
Color,Wil Shriner,49,91,6,596,Neil Flynn,8000,8080116,Adventure,Logan Lerman,Hoota,6562,9227,Tim Blake Nelson,0,fight|florida|montana|owl|school,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,English,PG,15000000,2006,625,5.6,1.85,647
Color,Martin McDonagh,300,107,454,39,Anna Madeley,65,7757130,Comedy,Elizabeth Berrington,In Brugesa,307639,607,Eric Godon,1,bruges|bullet|hope|irish|tourist,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,English,R,15000000,2008,49,8,2.35,32000
Color,Tina Gordon Chism,43,95,24,426,S. Epatha Merkerson,931,9123834,Comedy,Tyler James Williams,Peeplesa,4065,1920,Diahann Carroll,6,african american,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,English,PG-13,15000000,2013,539,5.3,2.35,0
Color,Peter Cattaneo,132,102,11,1000,Bradley Cooper,15000,6409206,Comedy,Emma Stone,The Rockera,32311,30011,Josh Gad,4,20 years later|drummer|hdtv|rock band|rock star,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,English,PG-13,15000000,2008,14000,6.2,1.85,0
Color,Vicky Jenson,97,88,96,360,Zach Gilford,24000,6373693,Comedy,J.K. Simmons,Post Grada,11498,25427,Bobby Coleman,1,graduation|graduation speech|title directed by female|tv studio|unemployment,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,English,PG-13,15000000,2009,971,5.3,1.85,0
Color,Gus Van Sant,242,106,835,363,Hal Holbrook,13000,7556708,Drama,Matt Damon,Promised Landa,30284,15024,Terry Kinney,1,corporate greed|corporation|natural gas|salesman|small town,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,English,R,15000000,2012,826,6.6,1.85,10000
Color,Woody Allen,218,92,11000,386,Michael McKean,860,5306447,Comedy,Larry David,Whatever Worksa,58967,12904,Conleth Hill,1,atheist|limp|quantum mechanics|religion|runaway,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,English,PG-13,15000000,2009,658,7.2,1.85,10000
 Black and White,Mary Lambert,49,105,52,275,Susan Ward,477,5217498,Drama,Matthew Settle,The In Crowda,3668,1201,A.J. Buckley,4,clique|country club|female protagonist|lip gloss|title directed by female,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,English,PG-13,15000000,2000,397,4.6,1.85,157
Color,Tommy Lee Jones,172,107,0,289,Dwight Yoakam,572,5023275,Adventure,Levon Helm,Three Burialsa,34194,1185,Guillermo Arriaga,2,cemetery|friend|journey|mexico|promise,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,English,R,15000000,2005,324,7.5,2.35,0
Color,Peter Kassovitz,68,120,0,693,Mark Margolis,49000,4956401,Drama,Robin Williams,Jakob the Liara,12601,50693,Michael Jeter,2,german|ghetto|hope|nazi|radio,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,English,PG-13,15000000,1999,1000,6.5,1.85,0
Color,Shane Black,223,103,1000,611,Corbin Bernsen,21000,4235837,Comedy,Robert Downey Jr.,Kiss Kiss Bang Banga,175962,23611,Larry Miller,2,actor|detective sergeant|hotel|nightclub|thief,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,English,R,15000000,2005,1000,7.6,2.35,0
Color,Rodman Flender,59,92,6,577,Fred Willard,890,4002955,Comedy,Vivica A. Fox,Idle Handsa,33745,2202,Elden Henson,0,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,English,R,20000000,1999,729,6.2,1.85,0
Color,David Lynch,252,147,0,669,Robert Forster,6000,7219578,Drama,Naomi Watts,Mulholland Drivea,235992,7558,Laura Harring,1,amnesia|car accident|female protagonist|lesbian sex|loss of memory,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,English,R,15000000,2001,889,8,1.85,16000
Color,Woody Allen,223,98,11000,557,Naomi Watts,12000,3247816,Comedy,Anthony Hopkins,You Will Meet a Tall Dark Strangera,36145,29557,Ewen Bremner,0,call girl|charlatan|fortune teller|manuscript|writer,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,English,R,22000000,2010,6000,6.3,1.85,0
Color,Mark Romanek,328,103,132,844,Charlie Rowe,10000,2412045,Drama,Andrew Garfield,Never Let Me Goa,109873,11858,Charlotte Rampling,0,boarding school|childhood|love|love triangle|organ donation,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,English,R,15000000,2010,882,7.2,2.35,33000
Color,Brad Anderson,150,111,122,25,Eduardo Noriega,918,2203641,Crime,Thomas Kretschmann,Transsiberiana,42792,1343,Mac McDonald,0,35 mm digital camera|drugs|murder|train|travel,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,English,R,15000000,2008,278,6.7,2.35,0
