Year,Continent,Sub Region,Country,GDP per Capita,GDP per Capita (Grouped),Life Expectancy,Life Expectancy (Grouped),C02 Emissions per Person (Tonnes),Child Mortality Rate (per 1000 births)
1988,Asia,Southern Asia,Sri Lanka,3440,<5000,71.1,>60,0.207,22.4
1989,Asia,Southern Asia,Maldives,3720,<5000,61.1,>60,0.576,98.7
1989,Asia,Southern Asia,Pakistan,3000,<5000,62.3,>60,0.583,141
1989,Asia,Southern Asia,Sri Lanka,3480,<5000,71.7,>60,0.204,21.4
1990,Asia,Southern Asia,Maldives,4200,<5000,62.4,>60,0.772,93.9
1990,Asia,Southern Asia,Pakistan,3060,<5000,62.5,>60,0.637,139
1990,Asia,Southern Asia,Sri Lanka,3670,<5000,71.6,>60,0.223,21
1991,Asia,Southern Asia,Bhutan,2320,<5000,60.5,>60,0.348,122
1991,Asia,Southern Asia,Maldives,4380,<5000,63.6,>60,0.67,89.2
1991,Asia,Southern Asia,Pakistan,3120,<5000,62.5,>60,0.616,136
1991,Asia,Southern Asia,Sri Lanka,3780,<5000,71.6,>60,0.238,21
1992,Asia,Southern Asia,Bhutan,2450,<5000,61.1,>60,0.407,116
1992,Asia,Southern Asia,Maldives,4520,<5000,64.8,>60,0.978,84.6
1992,Asia,Southern Asia,Pakistan,3270,<5000,62.4,>60,0.64,134
1992,Asia,Southern Asia,Sri Lanka,3900,<5000,72.2,>60,0.292,21.1
1993,Asia,Southern Asia,Bangladesh,1370,<5000,60.5,>60,0.153,126
1993,Asia,Southern Asia,Bhutan,2540,<5000,61.7,>60,0.35,111
1993,Asia,Southern Asia,Maldives,4670,<5000,65.9,>60,0.817,79.9
1993,Asia,Southern Asia,Pakistan,3240,<5000,62.3,>60,0.668,131
1993,Asia,Southern Asia,Sri Lanka,4120,<5000,72.9,>60,0.281,21.1
1994,Asia,Southern Asia,Bangladesh,1400,<5000,61.3,>60,0.163,120
1994,Asia,Southern Asia,Bhutan,2700,<5000,62.1,>60,0.412,106
1994,Asia,Southern Asia,India,1930,<5000,60.4,>60,0.812,113
1994,Asia,Southern Asia,Maldives,4850,<5000,66.9,>60,0.797,75
1994,Asia,Southern Asia,Pakistan,3280,<5000,62.2,>60,0.708,129
1994,Asia,Southern Asia,Sri Lanka,4310,<5000,73,>60,0.305,20.8
1995,Asia,Southern Asia,Bangladesh,1440,<5000,61.7,>60,0.192,114
1995,Asia,Southern Asia,Bhutan,2900,<5000,62.9,>60,0.484,101
1995,Asia,Southern Asia,India,2040,<5000,60.8,>60,0.845,109
1995,Asia,Southern Asia,Maldives,5070,>= 5000 and <20000,67.8,>60,0.981,70
1995,Asia,Southern Asia,Nepal,1350,<5000,60.6,>60,0.0951,108
1995,Asia,Southern Asia,Pakistan,3360,<5000,62,>60,0.688,126
1995,Asia,Southern Asia,Sri Lanka,4510,<5000,72.2,>60,0.324,20.3
1996,Asia,Southern Asia,Bangladesh,1470,<5000,62.6,>60,0.198,108
1996,Asia,Southern Asia,Bhutan,3030,<5000,63.9,>60,0.579,96
1996,Asia,Southern Asia,India,2150,<5000,61.1,>60,0.901,106
1996,Asia,Southern Asia,Maldives,5390,>= 5000 and <20000,68.8,>60,1.12,64.8
1996,Asia,Southern Asia,Nepal,1390,<5000,61.3,>60,0.114,103
1996,Asia,Southern Asia,Pakistan,3430,<5000,62.1,>60,0.75,123
1996,Asia,Southern Asia,Sri Lanka,4640,<5000,72.1,>60,0.384,19.6
1997,Asia,Southern Asia,Bangladesh,1510,<5000,63.5,>60,0.202,103
1997,Asia,Southern Asia,Bhutan,3140,<5000,64.4,>60,0.742,91.1
1997,Asia,Southern Asia,India,2200,<5000,61.3,>60,0.92,102
1997,Asia,Southern Asia,Maldives,5890,>= 5000 and <20000,69.8,>60,1.25,59.6
1997,Asia,Southern Asia,Nepal,1430,<5000,62,>60,0.124,97
1997,Asia,Southern Asia,Pakistan,3380,<5000,62.1,>60,0.734,121
1997,Asia,Southern Asia,Sri Lanka,4910,<5000,72.1,>60,0.412,18.8
1998,Asia,Southern Asia,Bangladesh,1550,<5000,64.3,>60,0.19,97.3
1998,Asia,Southern Asia,Bhutan,3240,<5000,65.1,>60,0.703,86.4
1998,Asia,Southern Asia,India,2290,<5000,61.6,>60,0.921,98.7
1998,Asia,Southern Asia,Maldives,6320,>= 5000 and <20000,70.6,>60,1.12,54.2
1998,Asia,Southern Asia,Nepal,1440,<5000,62.5,>60,0.0985,91.7
1998,Asia,Southern Asia,Pakistan,3390,<5000,62.3,>60,0.738,118
1998,Asia,Southern Asia,Sri Lanka,5110,>= 5000 and <20000,72.2,>60,0.421,17.9
1999,Asia,Southern Asia,Bangladesh,1590,<5000,65.2,>60,0.196,92.2
1999,Asia,Southern Asia,Bhutan,3400,<5000,66,>60,0.691,81.8
1999,Asia,Southern Asia,India,2450,<5000,62,>60,0.963,95.1
1999,Asia,Southern Asia,Maldives,6690,>= 5000 and <20000,71.3,>60,1.54,48.8
1999,Asia,Southern Asia,Nepal,1480,<5000,63.2,>60,0.138,86.6
1999,Asia,Southern Asia,Pakistan,3430,<5000,62.5,>60,0.741,115
1999,Asia,Southern Asia,Sri Lanka,5300,>= 5000 and <20000,72.7,>60,0.462,17.1
2000,Asia,Southern Asia,Bangladesh,1640,<5000,65.5,>60,0.212,87.4
2000,Asia,Southern Asia,Bhutan,3540,<5000,65.6,>60,0.691,77.4
2000,Asia,Southern Asia,India,2500,<5000,62.3,>60,0.98,91.5
2000,Asia,Southern Asia,Maldives,6860,>= 5000 and <20000,72.1,>60,1.61,43.5
2000,Asia,Southern Asia,Nepal,1540,<5000,63.7,>60,0.129,81.7
2000,Asia,Southern Asia,Pakistan,3500,<5000,62.6,>60,0.768,113
2000,Asia,Southern Asia,Sri Lanka,5580,>= 5000 and <20000,72.8,>60,0.545,16.4
2001,Asia,Southern Asia,Bangladesh,1690,<5000,66,>60,0.242,82.8
2001,Asia,Southern Asia,Bhutan,3720,<5000,67.2,>60,0.653,73.2
2001,Asia,Southern Asia,India,2570,<5000,62.7,>60,0.972,87.9
2001,Asia,Southern Asia,Maldives,6970,>= 5000 and <20000,72.8,>60,1.61,38.4
2001,Asia,Southern Asia,Nepal,1590,<5000,64.3,>60,0.135,77.1
2001,Asia,Southern Asia,Pakistan,3490,<5000,62.8,>60,0.765,110
2001,Asia,Southern Asia,Sri Lanka,5450,>= 5000 and <20000,73.3,>60,0.552,15.9
2002,Asia,Southern Asia,Bangladesh,1730,<5000,66.5,>60,0.247,78.4
2002,Asia,Southern Asia,Bhutan,4010,<5000,68,>60,0.689,69.2
2002,Asia,Southern Asia,India,2620,<5000,63.1,>60,0.967,84.4
2002,Asia,Southern Asia,Maldives,7230,>= 5000 and <20000,73.5,>60,2.02,33.7
2002,Asia,Southern Asia,Nepal,1560,<5000,64.4,>60,0.107,72.8
2002,Asia,Southern Asia,Pakistan,3520,<5000,62.9,>60,0.789,108
2002,Asia,Southern Asia,Sri Lanka,5630,>= 5000 and <20000,73.5,>60,0.58,15.5
2003,Asia,Southern Asia,Bangladesh,1780,<5000,67.1,>60,0.257,74.3
2003,Asia,Southern Asia,Bhutan,4200,<5000,68.5,>60,0.606,65.3
2003,Asia,Southern Asia,India,2780,<5000,63.5,>60,0.992,81
2003,Asia,Southern Asia,Maldives,8090,>= 5000 and <20000,74.3,>60,1.67,29.4
2003,Asia,Southern Asia,Nepal,1600,<5000,65.2,>60,0.114,68.7
2003,Asia,Southern Asia,Pakistan,3620,<5000,63.1,>60,0.805,106
2003,Asia,Southern Asia,Sri Lanka,5920,>= 5000 and <20000,74.1,>60,0.577,15.3
2004,Asia,Southern Asia,Bangladesh,1840,<5000,67.6,>60,0.267,70.3
2004,Asia,Southern Asia,Bhutan,4330,<5000,69.1,>60,0.481,61.5
2004,Asia,Southern Asia,India,2960,<5000,63.8,>60,1.03,77.7
2004,Asia,Southern Asia,Maldives,8920,>= 5000 and <20000,73.8,>60,2.15,28.6
2004,Asia,Southern Asia,Nepal,1650,<5000,65.6,>60,0.105,65
2004,Asia,Southern Asia,Pakistan,3810,<5000,63.4,>60,0.873,104
2004,Asia,Southern Asia,Sri Lanka,6190,>= 5000 and <20000,69.6,>60,0.635,29.3
2005,Asia,Southern Asia,Bangladesh,1930,<5000,68,>60,0.275,66.5
2005,Asia,Southern Asia,Bhutan,4520,<5000,69.6,>60,0.603,57.9
2005,Asia,Southern Asia,India,3180,<5000,64.2,>60,1.07,74.4
2005,Asia,Southern Asia,Maldives,7960,>= 5000 and <20000,75.7,>60,1.89,22.6
2005,Asia,Southern Asia,Nepal,1680,<5000,66,>60,0.12,61.5
2005,Asia,Southern Asia,Pakistan,4010,<5000,62.6,>60,0.888,102
2005,Asia,Southern Asia,Sri Lanka,6530,>= 5000 and <20000,74.1,>60,0.62,14.3
2006,Asia,Southern Asia,Bangladesh,2030,<5000,68.5,>60,0.3,62.8
2006,Asia,Southern Asia,Bhutan,4720,<5000,70.2,>60,0.584,54.5
2006,Asia,Southern Asia,India,3420,<5000,64.6,>60,1.12,71.2
2006,Asia,Southern Asia,Maldives,9200,>= 5000 and <20000,76.3,>60,2.32,20
2006,Asia,Southern Asia,Nepal,1720,<5000,66.5,>60,0.0988,58.2
2006,Asia,Southern Asia,Pakistan,4180,<5000,64,>60,0.93,99.6
2006,Asia,Southern Asia,Sri Lanka,6970,>= 5000 and <20000,74.4,>60,0.609,13.6
2007,Asia,Southern Asia,Bangladesh,2150,<5000,68.9,>60,0.302,59.3
2007,Asia,Southern Asia,Bhutan,5450,>= 5000 and <20000,70.7,>60,0.571,51.3
2007,Asia,Southern Asia,India,3700,<5000,65,>60,1.19,68
2007,Asia,Southern Asia,Maldives,9670,>= 5000 and <20000,77.1,>60,2.32,17.8
2007,Asia,Southern Asia,Nepal,1760,<5000,66.9,>60,0.0997,55.2
2007,Asia,Southern Asia,Pakistan,4290,<5000,64.4,>60,0.991,97.7
2007,Asia,Southern Asia,Sri Lanka,7390,>= 5000 and <20000,74.7,>60,0.624,12.9
2008,Asia,Southern Asia,Bangladesh,2250,<5000,69.5,>60,0.333,55.8
2008,Asia,Southern Asia,Bhutan,5590,>= 5000 and <20000,71.3,>60,0.602,48.2
2008,Asia,Southern Asia,India,3790,<5000,65.4,>60,1.31,64.9
2008,Asia,Southern Asia,Maldives,10500,>= 5000 and <20000,77.6,>60,2.44,16
2008,Asia,Southern Asia,Nepal,1850,<5000,67.3,>60,0.129,52.3
2008,Asia,Southern Asia,Pakistan,4270,<5000,64.7,>60,0.972,95.8
2008,Asia,Southern Asia,Sri Lanka,7770,>= 5000 and <20000,74,>60,0.612,12.2
2009,Asia,Southern Asia,Bangladesh,2340,<5000,70.1,>60,0.357,52.6
2009,Asia,Southern Asia,Bhutan,5850,>= 5000 and <20000,71.6,>60,0.544,45.4
2009,Asia,Southern Asia,India,4050,<5000,65.8,>60,1.43,61.9
2009,Asia,Southern Asia,Maldives,10000,>= 5000 and <20000,77.8,>60,2.49,14.5
2009,Asia,Southern Asia,Nepal,1920,<5000,67.8,>60,0.162,49.6
2009,Asia,Southern Asia,Pakistan,4300,<5000,65,>60,0.951,93.9
2009,Asia,Southern Asia,Sri Lanka,7990,>= 5000 and <20000,73.9,>60,0.656,11.7
2010,Asia,Southern Asia,Bangladesh,2440,<5000,70.4,>60,0.394,49.4
2010,Asia,Southern Asia,Bhutan,6420,>= 5000 and <20000,72.1,>60,0.67,42.7
2010,Asia,Southern Asia,India,4410,<5000,66.2,>60,1.4,58.8
2010,Asia,Southern Asia,Maldives,10500,>= 5000 and <20000,77.9,>60,2.57,13.2
2010,Asia,Southern Asia,Nepal,1990,<5000,68.3,>60,0.187,47
2010,Asia,Southern Asia,Pakistan,4280,<5000,65.3,>60,0.946,92.1
2010,Asia,Southern Asia,Sri Lanka,8560,>= 5000 and <20000,74.4,>60,0.657,11.2
2011,Asia,Southern Asia,Bangladesh,2570,<5000,71,>60,0.412,46.5
2011,Asia,Southern Asia,Bhutan,6810,>= 5000 and <20000,72.5,>60,0.99,40.4
2011,Asia,Southern Asia,India,4640,<5000,66.6,>60,1.48,55.9
2011,Asia,Southern Asia,Maldives,11100,>= 5000 and <20000,78.3,>60,2.63,12
2011,Asia,Southern Asia,Nepal,2030,<5000,68.7,>60,0.202,44.6
2011,Asia,Southern Asia,Pakistan,4310,<5000,65.8,>60,0.93,90.1
2011,Asia,Southern Asia,Sri Lanka,9210,>= 5000 and <20000,76,>60,0.745,10.9
2012,Asia,Southern Asia,Bangladesh,2710,<5000,71.3,>60,0.433,43.7
2012,Asia,Southern Asia,Bhutan,7030,>= 5000 and <20000,72.9,>60,1.09,38.4
2012,Asia,Southern Asia,India,4830,<5000,67,>60,1.6,53
2012,Asia,Southern Asia,Maldives,11200,>= 5000 and <20000,78.6,>60,2.88,11
2012,Asia,Southern Asia,Nepal,2100,<5000,69.2,>60,0.212,42.3
2012,Asia,Southern Asia,Pakistan,4370,<5000,66.1,>60,0.919,88
2012,Asia,Southern Asia,Sri Lanka,9980,>= 5000 and <20000,76.3,>60,0.785,10.5
2013,Asia,Southern Asia,Bangladesh,2840,<5000,71.6,>60,0.442,41.1
2013,Asia,Southern Asia,Bhutan,7070,>= 5000 and <20000,73.2,>60,1.2,36.7
2013,Asia,Southern Asia,India,5070,>= 5000 and <20000,67.4,>60,1.59,50.3
2013,Asia,Southern Asia,Maldives,11500,>= 5000 and <20000,78.8,>60,2.75,10.2
2013,Asia,Southern Asia,Nepal,2160,<5000,69.6,>60,0.237,40.1
2013,Asia,Southern Asia,Pakistan,4460,<5000,66.5,>60,0.904,85.7
2013,Asia,Southern Asia,Sri Lanka,10200,>= 5000 and <20000,76.6,>60,0.755,10.2
2014,Asia,Southern Asia,Bangladesh,2970,<5000,72,>60,0.459,38.6
2014,Asia,Southern Asia,Bhutan,7370,>= 5000 and <20000,73.5,>60,1.29,35.1
2014,Asia,Southern Asia,India,5390,>= 5000 and <20000,67.8,>60,1.73,47.7
2014,Asia,Southern Asia,Maldives,11900,>= 5000 and <20000,79,>60,3.27,9.5
2014,Asia,Southern Asia,Nepal,2270,<5000,70,>60,0.284,38
2014,Asia,Southern Asia,Pakistan,4580,<5000,66.9,>60,0.896,83.3
2014,Asia,Southern Asia,Sri Lanka,10700,>= 5000 and <20000,76.9,>60,0.892,9.9
1966,Asia,Western Asia,Cyprus,7010,>= 5000 and <20000,69.3,>60,2.12,42.7
1966,Asia,Western Asia,Georgia,4120,<5000,63.1,>60,2.07,78
1966,Asia,Western Asia,Israel,9320,>= 5000 and <20000,68.9,>60,5.25,33.2
1966,Asia,Western Asia,Kuwait,35600,>= 20000 and <40000,67.4,>60,67,93.7
1966,Asia,Western Asia,Lebanon,11200,>= 5000 and <20000,65.5,>60,1.7,66.3
1966,Asia,Western Asia,Qatar,61600,>= 60000 and <= 100000,64.7,>60,78.6,77.3
1966,Asia,Western Asia,United Arab Emirates,14200,>= 5000 and <20000,61.6,>60,0.16,140
1967,Asia,Western Asia,Armenia,3150,<5000,64.5,>60,1.56,103
1967,Asia,Western Asia,Azerbaijan,6460,>= 5000 and <20000,60.3,>60,7.28,105
1967,Asia,Western Asia,Bahrain,27800,>= 20000 and <40000,61.8,>60,5.12,104
1967,Asia,Western Asia,Cyprus,7290,>= 5000 and <20000,69.6,>60,2.31,40.7
1967,Asia,Western Asia,Georgia,4340,<5000,63.4,>60,2.13,76.9
1967,Asia,Western Asia,Israel,9380,>= 5000 and <20000,69.1,>60,5.11,32.2
1967,Asia,Western Asia,Kuwait,39400,>= 20000 and <40000,68,>60,43.9,87
1967,Asia,Western Asia,Lebanon,10500,>= 5000 and <20000,65.8,>60,1.64,65.1
1967,Asia,Western Asia,Qatar,77500,>= 60000 and <= 100000,65.4,>60,77.5,70.2
1967,Asia,Western Asia,Saudi Arabia,29100,>= 20000 and <40000,60.8,>60,4.91,199
1967,Asia,Western Asia,United Arab Emirates,24100,>= 20000 and <40000,62.6,>60,5.38,129
1968,Asia,Western Asia,Armenia,3300,<5000,64.9,>60,1.56,101
1968,Asia,Western Asia,Azerbaijan,6780,>= 5000 and <20000,60.6,>60,7.3,102
1968,Asia,Western Asia,Bahrain,28900,>= 20000 and <40000,62.9,>60,5.5,94
1968,Asia,Western Asia,Cyprus,7590,>= 5000 and <20000,69.8,>60,2.71,38.7
1968,Asia,Western Asia,Georgia,4500,<5000,63.7,>60,2.15,75.8
1968,Asia,Western Asia,Israel,10600,>= 5000 and <20000,69.3,>60,5.09,31.2
1968,Asia,Western Asia,Jordan,4620,<5000,60.7,>60,1.01,99.4
1968,Asia,Western Asia,Kuwait,43600,>= 40000 and < 60000,68.5,>60,35.3,81.1
1968,Asia,Western Asia,Lebanon,11500,>= 5000 and <20000,66,>60,1.67,64.1
1968,Asia,Western Asia,Qatar,97600,>= 60000 and <= 100000,66.1,>60,76,63.7
1968,Asia,Western Asia,Saudi Arabia,33700,>= 20000 and <40000,61.9,>60,5.4,193
1968,Asia,Western Asia,United Arab Emirates,29000,>= 20000 and <40000,63.5,>60,6.79,119
1969,Asia,Western Asia,Armenia,3320,<5000,65.2,>60,1.59,98.8
1969,Asia,Western Asia,Azerbaijan,6820,>= 5000 and <20000,60.9,>60,7.44,98.9
1969,Asia,Western Asia,Bahrain,30100,>= 20000 and <40000,63.8,>60,6.18,85
1969,Asia,Western Asia,Cyprus,7900,>= 5000 and <20000,70.1,>60,2.76,36.9
1969,Asia,Western Asia,Georgia,4680,<5000,64,>60,2.21,74.7
1969,Asia,Western Asia,Israel,11600,>= 5000 and <20000,69.4,>60,5.34,30.3
1969,Asia,Western Asia,Jordan,4790,<5000,61.4,>60,1.09,94.4
1969,Asia,Western Asia,Kuwait,48300,>= 40000 and < 60000,69.1,>60,38.8,75.7
1969,Asia,Western Asia,Lebanon,11600,>= 5000 and <20000,66.3,>60,1.93,63.1
1969,Asia,Western Asia,Qatar,123000,100000 +,66.8,>60,71.1,70.3
1969,Asia,Western Asia,Saudi Arabia,39200,>= 20000 and <40000,63.2,>60,6.3,188
1969,Asia,Western Asia,United Arab Emirates,34800,>= 20000 and <40000,64.4,>60,101,108
1970,Asia,Western Asia,Armenia,3540,<5000,65.5,>60,1.63,97
1970,Asia,Western Asia,Azerbaijan,7290,>= 5000 and <20000,61.2,>60,7.66,95.8
1970,Asia,Western Asia,Bahrain,31400,>= 20000 and <40000,64.8,>60,12.2,76.8
1970,Asia,Western Asia,Cyprus,8220,>= 5000 and <20000,70.3,>60,2.78,35.1
1970,Asia,Western Asia,Georgia,5210,>= 5000 and <20000,64.3,>60,2.3,73.7
1970,Asia,Western Asia,Iraq,7700,>= 5000 and <20000,60.6,>60,2.41,114
1970,Asia,Western Asia,Israel,12200,>= 5000 and <20000,69.6,>60,5.82,29.3
1970,Asia,Western Asia,Jordan,4130,<5000,62.2,>60,0.907,89.7
1970,Asia,Western Asia,Kuwait,53400,>= 40000 and < 60000,69.6,>60,33.5,70.9
1970,Asia,Western Asia,Lebanon,12100,>= 5000 and <20000,66.6,>60,1.72,62.2
1970,Asia,Western Asia,Qatar,155000,100000 +,67.4,>60,69.1,65.8
1970,Asia,Western Asia,Saudi Arabia,45500,>= 40000 and < 60000,64.5,>60,7.76,183
1970,Asia,Western Asia,United Arab Emirates,41800,>= 40000 and < 60000,65.2,>60,64.7,98.5
1971,Asia,Western Asia,Armenia,3590,<5000,66,>60,1.69,95.3
1971,Asia,Western Asia,Azerbaijan,7420,>= 5000 and <20000,61.9,>60,7.97,92.9
1971,Asia,Western Asia,Bahrain,31200,>= 20000 and <40000,65.4,>60,13.8,69.4
1971,Asia,Western Asia,Cyprus,9270,>= 5000 and <20000,70.6,>60,3.04,33.4
1971,Asia,Western Asia,Georgia,5300,>= 5000 and <20000,64.8,>60,2.41,72.6
1971,Asia,Western Asia,Iraq,7940,>= 5000 and <20000,61.6,>60,2.81,109
1971,Asia,Western Asia,Israel,13200,>= 5000 and <20000,71,>60,5.53,29.2
1971,Asia,Western Asia,Jordan,4070,<5000,62.8,>60,0.917,85.4
1971,Asia,Western Asia,Kuwait,62900,>= 60000 and <= 100000,70.4,>60,33.9,66.5
1971,Asia,Western Asia,Lebanon,13100,>= 5000 and <20000,66.8,>60,2.27,61.4
1971,Asia,Western Asia,Qatar,156000,100000 +,67.4,>60,76.6,61.5
1971,Asia,Western Asia,Saudi Arabia,53600,>= 40000 and < 60000,65.2,>60,9.8,171
1971,Asia,Western Asia,United Arab Emirates,40500,>= 40000 and < 60000,66.3,>60,76,89.2
1972,Asia,Western Asia,Armenia,3580,<5000,66.5,>60,1.73,93.8
1972,Asia,Western Asia,Azerbaijan,7400,>= 5000 and <20000,62.5,>60,8.23,90
1972,Asia,Western Asia,Bahrain,34000,>= 20000 and <40000,66,>60,16.1,62.8
1972,Asia,Western Asia,Cyprus,9930,>= 5000 and <20000,70.7,>60,3.83,31.8
1972,Asia,Western Asia,Georgia,5410,>= 5000 and <20000,65.3,>60,2.52,71.6
1972,Asia,Western Asia,Iraq,7500,>= 5000 and <20000,61.7,>60,2.79,104
1972,Asia,Western Asia,Israel,14300,>= 5000 and <20000,71.1,>60,5.58,29.1
1972,Asia,Western Asia,Jordan,4040,<5000,63.5,>60,1.02,81.3
1972,Asia,Western Asia,Kuwait,61700,>= 60000 and <= 100000,70.3,>60,32.3,62.4
1972,Asia,Western Asia,Lebanon,14400,>= 5000 and <20000,67.1,>60,2.37,60.6
1972,Asia,Western Asia,Qatar,159000,100000 +,67.5,>60,82.6,57.5
1972,Asia,Western Asia,Saudi Arabia,60500,>= 60000 and <= 100000,66.2,>60,11,163
1972,Asia,Western Asia,United Arab Emirates,38800,>= 20000 and <40000,66.8,>60,70.5,80.6
1973,Asia,Western Asia,Armenia,3840,<5000,67.1,>60,1.76,92.3
1973,Asia,Western Asia,Azerbaijan,7950,>= 5000 and <20000,63.2,>60,8.43,91.6
1973,Asia,Western Asia,Bahrain,35800,>= 20000 and <40000,66.7,>60,23.1,57
1973,Asia,Western Asia,Cyprus,10200,>= 5000 and <20000,70.9,>60,3.94,30.3
1973,Asia,Western Asia,Georgia,5720,>= 5000 and <20000,65.9,>60,2.61,70.6
1973,Asia,Western Asia,Iraq,8830,>= 5000 and <20000,61.9,>60,2.8,99
1973,Asia,Western Asia,Israel,14600,>= 5000 and <20000,66.6,>60,6.16,29
1973,Asia,Western Asia,Jordan,4090,<5000,64,>60,1.13,77.4
1973,Asia,Western Asia,Kuwait,58700,>= 40000 and < 60000,69.9,>60,26.7,58.5
1973,Asia,Western Asia,Lebanon,14800,>= 5000 and <20000,67.3,>60,2.89,59.8
1973,Asia,Western Asia,Qatar,161000,100000 +,67.5,>60,87.7,53.8
1973,Asia,Western Asia,Saudi Arabia,65100,>= 60000 and <= 100000,67,>60,14.2,152
1973,Asia,Western Asia,United Arab Emirates,59400,>= 40000 and < 60000,67.3,>60,77.1,72.9
1974,Asia,Western Asia,Armenia,3880,<5000,67.6,>60,1.79,91
1974,Asia,Western Asia,Azerbaijan,8080,>= 5000 and <20000,63.8,>60,8.6,93.3
1974,Asia,Western Asia,Bahrain,36600,>= 20000 and <40000,67.3,>60,21.5,51.9
1974,Asia,Western Asia,Georgia,6190,>= 5000 and <20000,66.4,>60,2.7,69.6
1974,Asia,Western Asia,Iraq,9710,>= 5000 and <20000,60.6,>60,2.74,94.5
1974,Asia,Western Asia,Israel,15200,>= 5000 and <20000,71.3,>60,6,28.9
1974,Asia,Western Asia,Jordan,4290,<5000,64.4,>60,1.11,73.7
1974,Asia,Western Asia,Kuwait,114000,100000 +,70,>60,20,54.9
1974,Asia,Western Asia,Lebanon,15000,>= 5000 and <20000,67.9,>60,2.85,58.9
1974,Asia,Western Asia,Qatar,158000,100000 +,68.1,>60,68.2,50.5
1974,Asia,Western Asia,Saudi Arabia,103000,100000 +,68,>60,14,143
1974,Asia,Western Asia,United Arab Emirates,145000,100000 +,67.8,>60,66.5,65.9
1975,Asia,Western Asia,Armenia,3820,<5000,68,>60,1.84,89.6
1975,Asia,Western Asia,Azerbaijan,7990,>= 5000 and <20000,64.3,>60,8.89,95
1975,Asia,Western Asia,Bahrain,33700,>= 20000 and <40000,67.8,>60,21.6,47.5
1975,Asia,Western Asia,Cyprus,8430,>= 5000 and <20000,71.2,>60,3.05,27.4
1975,Asia,Western Asia,Georgia,6600,>= 5000 and <20000,66.8,>60,2.82,67.2
1975,Asia,Western Asia,Iraq,10700,>= 5000 and <20000,61.1,>60,2.84,90.2
1975,Asia,Western Asia,Israel,15400,>= 5000 and <20000,71.5,>60,5.89,26.2
1975,Asia,Western Asia,Jordan,4410,<5000,64.8,>60,1.21,70.2
1975,Asia,Western Asia,Kuwait,90700,>= 60000 and <= 100000,70,>60,16.4,51.4
1975,Asia,Western Asia,Qatar,156000,100000 +,68.7,>60,66.6,47.5
1975,Asia,Western Asia,Saudi Arabia,78400,>= 60000 and <= 100000,68.6,>60,11.2,134
1975,Asia,Western Asia,Turkey,8830,>= 5000 and <20000,60.2,>60,1.67,159
1975,Asia,Western Asia,United Arab Emirates,163000,100000 +,68.3,>60,56.1,59.5
1976,Asia,Western Asia,Armenia,3920,<5000,68.4,>60,1.88,88.3
1976,Asia,Western Asia,Azerbaijan,8260,>= 5000 and <20000,64.9,>60,9.08,96.7
1976,Asia,Western Asia,Bahrain,41200,>= 40000 and < 60000,68.4,>60,23.2,43.7
1976,Asia,Western Asia,Cyprus,10000,>= 5000 and <20000,71.3,>60,3.75,26.1
1976,Asia,Western Asia,Georgia,6970,>= 5000 and <20000,67.3,>60,2.92,65.2
1976,Asia,Western Asia,Iraq,12200,>= 5000 and <20000,63.1,>60,4.04,86.1
1976,Asia,Western Asia,Israel,15200,>= 5000 and <20000,72.1,>60,5.72,23.8
1976,Asia,Western Asia,Jordan,5280,>= 5000 and <20000,65.1,>60,1.39,66.9
1976,Asia,Western Asia,Kuwait,91300,>= 60000 and <= 100000,70.2,>60,17,48.1
1976,Asia,Western Asia,Qatar,160000,100000 +,69.4,>60,59.7,44.7
1976,Asia,Western Asia,Saudi Arabia,92600,>= 60000 and <= 100000,69.3,>60,13,126
1976,Asia,Western Asia,Turkey,9650,>= 5000 and <20000,60.9,>60,1.83,153
1976,Asia,Western Asia,United Arab Emirates,161000,100000 +,68.9,>60,61.3,53.7
1977,Asia,Western Asia,Armenia,3940,<5000,68.8,>60,1.91,84.7
1977,Asia,Western Asia,Azerbaijan,8350,>= 5000 and <20000,65.2,>60,9.24,98.4
1977,Asia,Western Asia,Bahrain,40800,>= 40000 and < 60000,68.9,>60,24.6,40.3
1977,Asia,Western Asia,Cyprus,11600,>= 5000 and <20000,72.2,>60,4.01,24.8
1977,Asia,Western Asia,Georgia,7420,>= 5000 and <20000,67.7,>60,3,63.1
1977,Asia,Western Asia,Iraq,11800,>= 5000 and <20000,63.6,>60,3.51,82.4
1977,Asia,Western Asia,Israel,14900,>= 5000 and <20000,72.5,>60,5.66,21.8
1977,Asia,Western Asia,Jordan,5410,>= 5000 and <20000,65.6,>60,1.45,63.8
1977,Asia,Western Asia,Kuwait,86900,>= 60000 and <= 100000,70,>60,14.9,45
1977,Asia,Western Asia,Qatar,142000,100000 +,69.9,>60,54.4,42.2
1977,Asia,Western Asia,Saudi Arabia,89600,>= 60000 and <= 100000,69.8,>60,14.4,119
1977,Asia,Western Asia,Turkey,9360,>= 5000 and <20000,62,>60,1.98,146
1977,Asia,Western Asia,United Arab Emirates,163000,100000 +,69.4,>60,51.8,48.4
1978,Asia,Western Asia,Armenia,3970,<5000,69.2,>60,1.94,81.3
1978,Asia,Western Asia,Azerbaijan,8460,>= 5000 and <20000,65.4,>60,9.41,100
1978,Asia,Western Asia,Bahrain,36800,>= 20000 and <40000,69.4,>60,24,37.4
