id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Description,Fee,Status,Seller Message,Card ID,Customer ID,Invoice ID,Transfer,price_id (metadata),product_id (metadata)
ch_3OMAtQAKv6LsYLX20LnIMkJd,12/11/2023 14:55,35.2,35.2,usd,TRUE,35.2,35.2,usd,,1.85,Refunded,Payment complete.,pm_1OEXOBAKv6LsYLX2ntMw2SBa,cus_P2cbI4YfsNwCWr,in_1OMAtTAKv6LsYLX2sGWArxaV,po_1OMKx7AKv6LsYLX2TqhaeMRy,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OMAsqAKv6LsYLX22enkYygR,12/11/2023 14:55,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OMAsqAKv6LsYLX2Ygz5wYLQ,cus_PAUzFYIoTfQ3WP,in_1OMAstAKv6LsYLX2z1V7oOlF,po_1OMKx7AKv6LsYLX2TqhaeMRy,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OMArVAKv6LsYLX209sj3xHj,12/11/2023 14:53,27.2,27.2,usd,TRUE,27.2,27.2,usd,,1.5,Refunded,Payment complete.,pm_1OMArUAKv6LsYLX2CHJctXp2,cus_P8R1y1soUbdTA7,in_1OMArYAKv6LsYLX2aFGpS7cA,po_1OMKx7AKv6LsYLX2TqhaeMRy,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c
ch_3OMAptAKv6LsYLX23WxLkLdl,12/11/2023 14:52,279.2,0,usd,TRUE,279.2,0,usd,,12.58,Paid,Payment complete.,pm_1OMAptAKv6LsYLX2PKP3Ohsj,cus_PAVm02bQg1kEYo,in_1OMAq4AKv6LsYLX22kT56Skb,po_1OMKx7AKv6LsYLX2TqhaeMRy,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OMAnCAKv6LsYLX236ZR6Rih,12/11/2023 14:49,33.36,0,eur,TRUE,34.85,0,usd,,1.83,Paid,Payment complete.,pm_1OMAnCAKv6LsYLX2yg18SrLu,cus_PAVnYCO7vnjvnN,in_1OMAnGAKv6LsYLX2p4BxcuCb,po_1OMKx7AKv6LsYLX2TqhaeMRy,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
,12/11/2023 14:48,226.31,,gbp,,,,,,,canceled,,,cus_PAVm02bQg1kEYo,,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OMAiIAKv6LsYLX23ljcMtZq,12/11/2023 14:44,279.2,0,usd,TRUE,159.2,0,usd,,4.92,Paid,Payment complete.,pm_1OMAiHAKv6LsYLX2QkSU1hIt,cus_PAVhW6Rhu1JRRf,in_1OMAiMAKv6LsYLX27dgN9g5k,po_1OMKx7AKv6LsYLX2TqhaeMRy,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OMAVeAKv6LsYLX209odW2Md,12/11/2023 14:31,387.23,0,cad,TRUE,276.41,0,usd,,12.46,Paid,Payment complete.,pm_1OMAVdAKv6LsYLX2KhINwtjV,cus_PAVVdfvt3m9FBr,in_1OMAVjAKv6LsYLX2StLwwh8y,po_1OMKx7AKv6LsYLX2TqhaeMRy,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OMASsAKv6LsYLX231jJIuRt,12/11/2023 14:28,12,0,usd,TRUE,12,0,usd,Subscription creation,0.65,Paid,Payment complete.,pm_1OMASrAKv6LsYLX23QZbSelz,cus_OpYfVwnv1dx3sX,in_1OMASsAKv6LsYLX2UZlkRStO,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OMANnAKv6LsYLX23UNAxpAL,12/11/2023 14:22,199,0,usd,TRUE,199,0,usd,,6.07,Paid,Payment complete.,pm_1OMANmAKv6LsYLX2fByCmBXF,cus_PAVOuNiCqu8bEQ,in_1OMANqAKv6LsYLX2h1UMdgSp,po_1OMKx7AKv6LsYLX2TqhaeMRy,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OMAIGAKv6LsYLX208xKFgkj,12/11/2023 14:17,80.41,0,gbp,TRUE,98.21,0,usd,,4.62,Paid,Payment complete.,pm_1OMAIFAKv6LsYLX2f7ltPcY2,cus_OsTRI12hB6Wnk4,in_1OMAIKAKv6LsYLX2w2ITUdAA,po_1OMKx7AKv6LsYLX2TqhaeMRy,0d86b3c9-fdb5-418a-83b9-cb45457a47d0,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3OMAGyAKv6LsYLX22YBn2LEV,12/11/2023 14:16,12,0,usd,TRUE,12,0,usd,Subscription creation,0.83,Paid,Payment complete.,pm_1OMAGwAKv6LsYLX2M4ekhvM1,cus_PAVFNfDG93LVzm,in_1OMAGyAKv6LsYLX20LCHAjFq,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OMAE0AKv6LsYLX20xDAMgmz,12/11/2023 14:15,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OMAG2AKv6LsYLX2i4TDP0tn,cus_P2SwVpdDgYkaaY,in_1OMAGQAKv6LsYLX2Rg83uP1J,po_1OMKx7AKv6LsYLX2TqhaeMRy,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OMAE0AKv6LsYLX20AgBDLR1,12/11/2023 14:13,279.2,0,usd,FALSE,279.2,0,usd,,0,Failed,The bank returned the decline code `do_not_honor`.,pm_1OMADzAKv6LsYLX2rUkj9DvK,cus_P2SwVpdDgYkaaY,,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OMA7GAKv6LsYLX21XaF8Vfn,12/11/2023 14:05,369,349,usd,TRUE,349,349,usd,,10.42,Refunded,Payment complete.,pm_1OMA7FAKv6LsYLX2XQ2ovvIy,cus_PAUzFYIoTfQ3WP,in_1OMA7KAKv6LsYLX2QChDmNnA,po_1OMKx7AKv6LsYLX2TqhaeMRy,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OM8wOAKv6LsYLX20BYW2qCB,12/11/2023 12:50,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OM8wOAKv6LsYLX2u03bgGHR,cus_PATsVVGtKblqjl,in_1OM8wRAKv6LsYLX21H0FXHmo,po_1OMKx7AKv6LsYLX2TqhaeMRy,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OM61XAKv6LsYLX23ddkA45L,12/11/2023 9:43,199,199,usd,TRUE,199,199,usd,,6.07,Refunded,Payment complete.,pm_1OM61XAKv6LsYLX2S6enpqCd,cus_PAQspG0JDsg5o6,in_1OM61aAKv6LsYLX2RE55GAiS,po_1OMKx7AKv6LsYLX2TqhaeMRy,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OM2tSAKv6LsYLX20Wkgaoz7,12/11/2023 6:23,124,0,usd,TRUE,124,0,usd,,3.9,Paid,Payment complete.,pm_1OM2tSAKv6LsYLX232DEApdS,cus_PANdlyLgjgrju5,in_1OM2tVAKv6LsYLX2j8PBvhGM,po_1OMKx7AKv6LsYLX2TqhaeMRy,0d86b3c9-fdb5-418a-83b9-cb45457a47d0,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3OM12MAKv6LsYLX23y3YXmNY,12/11/2023 4:24,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OM12MAKv6LsYLX2uXPeL5T0,cus_PALirIwvgwlL4r,in_1OM12UAKv6LsYLX2Ta67cYLd,po_1OMKx7AKv6LsYLX2TqhaeMRy,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OM0d8AKv6LsYLX2216r5mFr,12/11/2023 3:58,14556.88,0,inr,TRUE,122.76,0,usd,,5.7,Paid,Payment complete.,pm_1OM0d7AKv6LsYLX2pWu2ZvqQ,cus_P9ehIlZLt4AnLM,in_1OM0dCAKv6LsYLX2lZAcYHFg,po_1OMKx7AKv6LsYLX2TqhaeMRy,0d86b3c9-fdb5-418a-83b9-cb45457a47d0,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3OM0LGAKv6LsYLX22jOXcrKT,12/11/2023 3:39,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OM0LFAKv6LsYLX2gcaeEHVv,cus_OpEXdfQJGrGa9q,in_1OM0LKAKv6LsYLX2GPy2BuwW,po_1OMKx7AKv6LsYLX2TqhaeMRy,a5b20979-3ea0-469b-a20b-a036490889c1,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLy5cAKv6LsYLX22a0g8uPu,12/11/2023 1:15,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OLy5bAKv6LsYLX2dbqsaM6K,cus_PAIfr4tbgnIsEf,in_1OLy5eAKv6LsYLX2qd09DbBk,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLy4bAKv6LsYLX23C9OwMLi,12/11/2023 1:14,149,149,usd,TRUE,149,149,usd,,4.62,Refunded,Payment complete.,pm_1OLy4aAKv6LsYLX2QykFsXEy,cus_PAIfr4tbgnIsEf,in_1OLy4eAKv6LsYLX2v2c2Ozsk,po_1OMKx7AKv6LsYLX2TqhaeMRy,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OLxDDAKv6LsYLX23OBX23VS,12/11/2023 0:19,42.96,0,cad,TRUE,30.69,0,usd,,1.65,Paid,Payment complete.,pm_1OLxDDAKv6LsYLX2QAgkhDe1,cus_P9yHIiuw2jvoLn,in_1OLxDGAKv6LsYLX2oEHUwHMH,po_1OMKx7AKv6LsYLX2TqhaeMRy,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OLwQ9AKv6LsYLX22mPDUtkE,12/10/2023 23:28,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1OLwQ8AKv6LsYLX2p3nlxdJi,cus_PAGx1vUUecvG28,in_1OLwQCAKv6LsYLX2N7U41Npt,po_1OMKx7AKv6LsYLX2TqhaeMRy,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OLwPZAKv6LsYLX21r46MCON,12/10/2023 23:27,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OLwPZAKv6LsYLX2UUfaeQrC,cus_P9rjDWhCf5nyEZ,in_1OLwPcAKv6LsYLX2UOdQPYic,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLwPOAKv6LsYLX22o5PiZqf,12/10/2023 23:27,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1OLwPMAKv6LsYLX2GTVshekw,cus_PAGci71WJ9RoTr,in_1OLwPQAKv6LsYLX2QtuaDXjC,po_1OMKx7AKv6LsYLX2TqhaeMRy,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OLwNIAKv6LsYLX22UL5p3ay,12/10/2023 23:25,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OLwNIAKv6LsYLX2JKMwNE95,cus_PAGtZLeZDuekKT,in_1OLwNdAKv6LsYLX2Eim43QUn,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLwGvAKv6LsYLX20bzzMiE2,12/10/2023 23:18,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1OLwGtAKv6LsYLX2sy82t45k,cus_PAGct5cythKDfE,in_1OLwGuAKv6LsYLX2pzyaBpId,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLw9qAKv6LsYLX22TcDJ5Mx,12/10/2023 23:11,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1OLw9pAKv6LsYLX2gOWxiMRV,cus_PAGct5cythKDfE,in_1OLw9tAKv6LsYLX2AW579tO6,po_1OMKx7AKv6LsYLX2TqhaeMRy,7b7a6f60-1c82-4f40-927f-96294543bd2a,c985f100-5645-48e3-8e3d-ceffbcc37a3d
ch_3OLvxTAKv6LsYLX23vNHiExe,12/10/2023 22:58,236.06,0,eur,TRUE,246.52,0,usd,,11.15,Paid,Payment complete.,pm_1OLvxTAKv6LsYLX2lqYoCczR,cus_Oo5pKeR3caFjGg,in_1OLvxWAKv6LsYLX2n65WEIW2,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLvvQAKv6LsYLX221gkqeP6,12/10/2023 22:56,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1OLvvPAKv6LsYLX2nBCFIjBc,cus_P6tLdHcX5cSvlg,in_1OLvvQAKv6LsYLX2a7oTsLEE,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLvZ6AKv6LsYLX22WI4Kyt0,12/10/2023 22:33,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1OLvZ5AKv6LsYLX2ZwQrPPuG,cus_P7pD9EsaNNbeQg,in_1OLvZ9AKv6LsYLX2VfkCBRbe,po_1OMKx7AKv6LsYLX2TqhaeMRy,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OLvYhAKv6LsYLX221fk5OHV,12/10/2023 22:33,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1OLvYhAKv6LsYLX2wW0oY4Xg,cus_P8TjKslsx0NVwg,in_1OLvYkAKv6LsYLX2iQGe7RYM,po_1OMKx7AKv6LsYLX2TqhaeMRy,3c44d36a-0b56-404d-8876-00c8293b8fac,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3OLuvcAKv6LsYLX21ooOVV6P,12/10/2023 21:52,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OLuvcAKv6LsYLX2WchMNBeL,cus_PAFOhWGp5Wppya,in_1OLuvgAKv6LsYLX2j2ALcrwb,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLuUkAKv6LsYLX22fBZdPtf,12/10/2023 21:25,89,0,usd,TRUE,89,0,usd,,4.22,Paid,Payment complete.,pm_1OLuUkAKv6LsYLX2Q93guORC,cus_PAEviyzi62mZSJ,in_1OLuUnAKv6LsYLX243480FPL,po_1OMKx7AKv6LsYLX2TqhaeMRy,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3OLu7QAKv6LsYLX20QI80CEE,12/10/2023 21:00,84.38,0,eur,TRUE,88.12,0,usd,,4.18,Paid,Payment complete.,pm_1OLu7QAKv6LsYLX2LuU1rgGJ,cus_OtF5tKfaCzZjkz,in_1OLu7TAKv6LsYLX292CRXmxk,po_1OMKx7AKv6LsYLX2TqhaeMRy,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3OLu49AKv6LsYLX210yBXEE0,12/10/2023 20:57,249,0,usd,TRUE,249,0,usd,,11.26,Paid,Payment complete.,pm_1OLu49AKv6LsYLX2hMiSYVFY,cus_P6zxNWTG1TDQ1m,in_1OLu4CAKv6LsYLX27c9DJTuj,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLtcGAKv6LsYLX20bNGSHna,12/10/2023 20:28,42.98,0,cad,TRUE,30.69,0,usd,,1.65,Paid,Payment complete.,pm_1OLtcFAKv6LsYLX2jlRFmVd9,cus_PADbgAogbPIfP2,in_1OLtcJAKv6LsYLX2yeXNoTpA,po_1OMKx7AKv6LsYLX2TqhaeMRy,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OLt9xAKv6LsYLX23wpmdEtw,12/10/2023 19:59,249,249,usd,TRUE,249,249,usd,,7.52,Refunded,Payment complete.,pm_1OLt9wAKv6LsYLX2HEBk4qrX,cus_P4z006VF7Xka67,in_1OLt9zAKv6LsYLX2Mf9cg7Ba,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLrzOAKv6LsYLX20dDJw7uB,12/10/2023 18:44,219.11,0,dkk,TRUE,30.69,0,usd,,1.65,Paid,Payment complete.,pm_1OLrzNAKv6LsYLX21ywk2Ftt,cus_PACNksjgtqxLDK,in_1OLrzRAKv6LsYLX2F5MR8obb,po_1OMKx7AKv6LsYLX2TqhaeMRy,3c44d36a-0b56-404d-8876-00c8293b8fac,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3OLrioAKv6LsYLX226CXnazp,12/10/2023 18:27,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1OAySOAKv6LsYLX26Ia0qP93,cus_OywBAje2Zlamrn,in_1OLqlfAKv6LsYLX2AWVzbH7L,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLq9MAKv6LsYLX21GpbqI36,12/10/2023 16:46,202.49,0,gbp,TRUE,246.52,0,usd,,11.15,Paid,Payment complete.,pm_1OLq9WAKv6LsYLX2fPbS4ZCl,cus_P2g226iJOzCRgm,in_1OLq9dAKv6LsYLX2X6QwPMkR,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLq0OAKv6LsYLX22RSx1lU6,12/10/2023 16:37,29.39,0,eur,TRUE,30.69,0,usd,,1.65,Paid,Payment complete.,pm_1OLq0NAKv6LsYLX22L8hvBcx,cus_PAAICf3AvguK3T,in_1OLq0RAKv6LsYLX24Ot3Frsq,po_1OMKx7AKv6LsYLX2TqhaeMRy,7b7a6f60-1c82-4f40-927f-96294543bd2a,c985f100-5645-48e3-8e3d-ceffbcc37a3d
ch_3OLpgjAKv6LsYLX23IUBbexY,12/10/2023 16:17,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OLpgjAKv6LsYLX2BOFOzRuN,cus_P9UVKbwDffjfhN,in_1OLpgmAKv6LsYLX2zOtR2OTG,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLoUOAKv6LsYLX21oZZtXYa,12/10/2023 15:00,249,0,usd,TRUE,249,0,usd,,11.26,Paid,Payment complete.,pm_1OLoUNAKv6LsYLX2uNjhnGmd,cus_PA8k7lQebXeF28,in_1OLoUXAKv6LsYLX297ohoAST,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLmi0AKv6LsYLX22pgdZB34,12/10/2023 13:06,231,0,aud,TRUE,147.51,0,usd,,6.79,Paid,Payment complete.,pm_1OLmhzAKv6LsYLX2cGHzGvmz,cus_P77EEKMbrP7lc2,in_1OLmi3AKv6LsYLX2dEfqniRe,po_1OMKx7AKv6LsYLX2TqhaeMRy,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OLmWcAKv6LsYLX20jOTBUK2,12/10/2023 12:54,249,0,usd,TRUE,249,0,usd,,11.26,Paid,Payment complete.,pm_1OLmWbAKv6LsYLX2PBrvHHvU,cus_PA5nPF8vXqPcnz,in_1OLmWgAKv6LsYLX2u4otiaHd,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLmNvAKv6LsYLX2386uD68X,12/10/2023 12:45,236.06,0,eur,TRUE,246.52,0,usd,,11.15,Paid,Payment complete.,pm_1OLmNtAKv6LsYLX2HDonvsxd,cus_PA6AJe1yipMfD5,in_1OLmNyAKv6LsYLX26d25tflU,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLmFFAKv6LsYLX237i2QNG6,12/10/2023 12:36,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OLmFFAKv6LsYLX2HUYJAqer,cus_P7fqeU1rfVN15S,in_1OLmFIAKv6LsYLX2RZdIenBF,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLhaVAKv6LsYLX21DFAIx4B,12/10/2023 7:38,24,0,usd,TRUE,24,0,usd,,1,Paid,Payment complete.,pm_1OLhaUAKv6LsYLX2E0r3Bd3W,cus_PA1dlKWy057SbI,in_1OLhaXAKv6LsYLX2qRRYhJHW,po_1OMKx7AKv6LsYLX2TqhaeMRy,8e3b69e5-2e21-4c93-90de-070cc5de71b4,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c
ch_3OLeVrAKv6LsYLX20OI2G8on,12/10/2023 4:21,365.22,0,cad,TRUE,246.52,0,usd,,11.15,Paid,Payment complete.,pm_1OLeVrAKv6LsYLX2YqMCtdFX,cus_P9mKbF8LuYbeV0,in_1OLeVvAKv6LsYLX215vkUKMb,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLcgdAKv6LsYLX20698MNqB,12/10/2023 2:24,149,0,usd,TRUE,149,0,usd,,4.62,Paid,Payment complete.,pm_1OLcgcAKv6LsYLX2DG0xySR0,cus_P9wYzJV7PkYG1P,in_1OLcggAKv6LsYLX2fe6JRsn9,po_1OMKx7AKv6LsYLX2TqhaeMRy,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OLbc7AKv6LsYLX20LxHWaaS,12/10/2023 1:15,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1OLbc6AKv6LsYLX2siX2wTZ7,cus_OoCwnLhqMx9c9K,in_1OLbc6AKv6LsYLX2oJxS6HkK,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLZtGAKv6LsYLX21U9mk2vw,12/9/2023 23:24,31,31,usd,TRUE,31,31,usd,,1.2,Refunded,Payment complete.,pm_1OLZtFAKv6LsYLX2yqZO0Eez,cus_P9sXz2bxQqluiI,in_1OLZtIAKv6LsYLX2jzkfuBj9,po_1OMKx7AKv6LsYLX2TqhaeMRy,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OLZmKAKv6LsYLX23B4eH9o9,12/9/2023 23:17,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1OLZmJAKv6LsYLX2RBssqg8Z,cus_P9sXz2bxQqluiI,in_1OLZmKAKv6LsYLX2vTRLDpfb,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLZktAKv6LsYLX22WfAHmbS,12/9/2023 23:16,24,24,usd,TRUE,24,24,usd,,1,Refunded,Payment complete.,pm_1OLZktAKv6LsYLX20p6QZvAy,cus_P9sXz2bxQqluiI,in_1OLZkwAKv6LsYLX2nlnd76sc,po_1OMKx7AKv6LsYLX2TqhaeMRy,d7c2e880-2bff-4c5a-897b-9a08f8cddd06,4033cc0f-bce4-4338-b8d6-9a983207c2a1
ch_3OLZjxAKv6LsYLX203b0GCXE,12/9/2023 23:15,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1OLZjwAKv6LsYLX2WHq0RJua,cus_OuxRyyPnHvLN9h,in_1OLZjwAKv6LsYLX2vIUY1Gag,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLY7nAKv6LsYLX21JR9XEpm,12/9/2023 21:31,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1OFKPaAKv6LsYLX2pkiDE5Tx,cus_P070mD5eZtf7YD,in_1OLY7qAKv6LsYLX2UqjknMju,po_1OMKx7AKv6LsYLX2TqhaeMRy,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OLXHKAKv6LsYLX21XJwODIi,12/9/2023 20:37,29.39,0,eur,TRUE,30.7,0,usd,,1.65,Paid,Payment complete.,pm_1OLXHJAKv6LsYLX29TcYBeQm,cus_Oo3zCNJmO3ivQt,in_1OLXHNAKv6LsYLX2j2fZjbvL,po_1OMKx7AKv6LsYLX2TqhaeMRy,7b7a6f60-1c82-4f40-927f-96294543bd2a,c985f100-5645-48e3-8e3d-ceffbcc37a3d
ch_3OLX4XAKv6LsYLX21QXLc48s,12/9/2023 20:24,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OAdnmAKv6LsYLX2NxIRHnYh,cus_Oo5Sa9WGMejRHg,in_1OLW7pAKv6LsYLX26X5ixIiA,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLWrpAKv6LsYLX20vScPhPy,12/9/2023 20:11,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OAdb6AKv6LsYLX2DMVX9yur,cus_OyaiHyorO5Ldud,in_1OLVumAKv6LsYLX2FUihxiDh,po_1OMKx7AKv6LsYLX2TqhaeMRy,,
ch_3OLW6CAKv6LsYLX23KrLpZOo,12/9/2023 19:22,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1OLW6CAKv6LsYLX2BART7oJs,cus_P9pixGg6kvOwF6,in_1OLW6FAKv6LsYLX2RO0IRCNg,po_1OMKx7AKv6LsYLX2TqhaeMRy,7b7a6f60-1c82-4f40-927f-96294543bd2a,c985f100-5645-48e3-8e3d-ceffbcc37a3d
ch_3OLW6BAKv6LsYLX21t4AsEWK,12/9/2023 19:22,123.39,0,cad,TRUE,88.11,0,usd,,4.18,Paid,Payment complete.,pm_1OLW6BAKv6LsYLX2degU2MxK,cus_P9phJ4CrGEdzL1,in_1OLW6EAKv6LsYLX2cvWLzWA8,po_1OMKx7AKv6LsYLX2TqhaeMRy,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
